id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,beauty_score,vocabulory_score,maturity_score,bag_of_words_score,uniq_score,TTR
17834,7,15,12,90,43.7777777778,5,30,22,1,0,0,4.37777777778,2.20610887187,2,0,0,7.5,3.68555739792,2,5,11,2,1,1,0,3,0,13,8,0,9,3,4,3,4,1,12,2,0,1,2,2.51187866989,30,4.62466666667,0,56,1.60714285714
17836,7,13,4,94,38.5106382979,10,29,16,0,0,0,3.85106382979,2.02647767304,3,3,2,23.5,15.321553446,5,6,10,0,3,4,1,3,1,17,4,3,7,2,7,7,4,0,5,0,0,0,4,3.78978747167,35,4.92714285714,4.0,57,1.64912280702
17837,7,15,4,154,39.8051948052,16,53,19,5,2,0,3.98051948052,2.18871370952,3,3,3,38.75,26.6211851727,10,14,11,3,2,3,0,10,0,30,6,5,18,2,6,16,3,2,10,2,0,0,2,5.44767366863,48,4.94520833333,6.0,91,1.69230769231
17838,7,17,16,217,40.7834101382,13,72,33,5,2,1,4.07834101382,2.02492364141,7,5,4,13.6875,12.6477208915,6,20,30,1,5,0,1,6,2,39,7,4,25,6,12,21,10,2,7,4,0,0,2,5.42577417831,82,5.15585365854,4.0,120,1.80833333333
17839,7,13,13,151,42.7152317881,6,53,34,5,1,1,4.27152317881,2.106921213,7,2,0,11.6153846154,6.75435428262,2,8,16,1,9,0,0,9,0,15,8,2,16,4,23,6,4,1,13,0,0,1,4,2.40767945572,60,5.33933333333,0.0,71,2.12676056338
17840,7,23,35,336,45.744047619,53,144,52,16,8,1,4.5744047619,2.01349171798,12,2,0,9.62857142857,4.66038449846,19,22,25,3,0,2,0,26,0,65,4,59,23,17,27,43,5,9,12,3,0,1,1,4.18059147722,139,5.01230215827,7.0,164,2.0487804878
17841,7,16,12,170,37.0588235294,10,51,15,2,0,0,3.70588235294,1.86098866269,7,3,2,14.1666666667,9.15453742991,8,11,10,3,8,0,2,11,1,23,1,9,22,3,18,0,4,3,8,10,0,2,5,4.42405254865,55,5.25945454545,0,81,2.0987654321
17842,7,18,8,126,42.3015873016,16,43,21,8,3,3,4.23015873016,2.5429516658,4,4,2,15.75,11.5081492865,3,13,11,1,1,4,2,3,0,15,6,17,17,3,6,12,2,1,2,6,2,0,3,3.35509476772,43,5.14465116279,3.0,75,1.68
17843,7,12,23,359,38.0222841226,13,101,54,6,0,0,3.80222841226,2.10410493801,19,7,2,15.6086956522,7.62569529508,17,24,26,16,13,3,0,22,1,61,7,5,51,10,21,21,6,1,17,2,0,1,4,11.5782041479,119,5.16915966387,10.0,121,2.96694214876
17844,7,10,9,88,38.0681818182,4,29,14,2,0,0,3.80681818182,2.15949097102,3,0,0,9.77777777778,2.73973955688,3,6,10,2,3,0,0,13,0,11,4,1,10,0,4,0,3,0,7,6,0,0,1,2.70084722087,24,5.38041666667,0.0,50,1.76
17845,7,16,9,176,37.3863636364,14,45,24,3,0,0,3.73863636364,1.97986618989,5,3,3,19.5555555556,17.1536268346,8,9,13,0,14,0,2,8,1,12,4,5,27,2,14,21,5,0,11,2,1,0,5,5.46554002644,50,5.1196,7.0,85,2.07058823529
17846,7,19,10,116,41.2068965517,12,38,18,5,3,1,4.12068965517,2.44648877911,7,1,0,11.7,4.45084261685,4,11,14,0,4,1,1,14,0,18,5,11,8,3,3,11,6,3,1,2,0,0,0,3.08884936676,35,4.63085714286,6.0,81,1.43209876543
17847,7,17,12,187,38.2887700535,21,54,22,3,0,0,3.82887700535,1.86438618019,8,7,0,15.5833333333,7.20484019408,9,21,25,1,5,2,1,11,0,24,9,13,19,4,7,19,3,2,3,2,0,2,1,4.64072838446,61,5.02672131148,7.0,101,1.85148514851
17849,7,14,11,165,36.7878787879,9,41,12,2,1,0,3.67878787879,1.74253767425,9,3,1,15.0,7.76940386154,9,20,19,0,2,4,1,8,0,26,3,10,15,7,8,23,3,4,2,0,0,1,1,5.20790676226,58,5.2074137931,7.0,87,1.89655172414
17850,7,12,5,165,40.4848484848,15,52,25,6,1,0,4.04848484848,2.05356935129,4,4,3,33.0,22.0181743112,16,17,17,0,2,0,1,14,0,25,7,10,12,3,12,9,5,0,3,6,0,1,1,3.67822264629,58,5.1325862069,3.0,93,1.77419354839
17851,7,16,15,168,38.0357142857,24,51,16,2,1,0,3.80357142857,1.85155357513,6,3,0,11.2666666667,7.24308098962,12,13,14,0,5,1,0,11,0,32,5,19,18,6,7,21,3,1,2,2,0,0,2,5.14670281959,52,5.04057692308,6.0,89,1.88764044944
17852,7,17,17,226,40.0,28,68,31,9,2,0,4.0,1.99777654184,11,4,1,13.2941176471,7.40242174905,14,22,22,2,9,4,0,11,1,43,3,24,19,5,11,16,5,2,2,9,1,1,0,3.77430563857,66,5.21181818182,0,111,2.03603603604
17853,7,16,7,92,45.7608695652,19,40,22,9,2,0,4.57608695652,2.4594902342,4,2,1,13.1428571429,8.80630571853,5,10,11,1,2,0,1,10,0,15,5,10,4,0,4,9,2,3,1,0,1,0,0,1.52313446922,28,5.37392857143,0,65,1.41538461538
17854,7,21,12,182,37.5824175824,13,56,20,5,1,0,3.75824175824,2.01837229612,8,4,2,15.1666666667,8.9427189502,10,6,11,2,6,1,2,8,0,22,3,11,31,12,14,30,6,5,1,0,0,0,2,7.16566286869,44,4.80545454545,5.0,98,1.85714285714
17856,7,14,13,139,35.5395683453,5,33,18,1,0,0,3.55395683453,1.83039024061,5,2,0,10.6923076923,5.07459153922,2,18,16,0,6,0,0,5,0,24,1,2,16,4,6,19,8,0,0,0,0,2,1,4.3044864264,35,5.19314285714,14.0,66,2.10606060606
17857,7,18,9,153,39.1503267974,8,48,27,7,2,0,3.91503267974,2.23296979621,7,3,2,17.0,8.6922698736,5,14,18,1,6,3,4,8,0,17,5,11,17,2,8,21,3,0,2,1,1,1,1,4.5353904173,45,5.53244444444,10.0,76,2.01315789474
