5979,40,30
5980,24,24
5981,12,30
5982,12,30
5983,8,18
5984,12,12
5985,28,18
5986,24,6
5987,24,30
5988,44,24
5989,16,24
5990,28,0
5991,8,30
5992,8,0
5993,16,36
5994,12,12
5995,32,18
5996,12,24
5997,16,12
5998,4,8
5999,0,12
6000,24,12
6001,8,18
6002,16,30
6003,20,42
6004,0,12
6005,44,66
6006,20,18
6007,20,60
6008,44,42
6010,16,6
6011,0,0
6012,12,44
6013,4,12
6014,16,30
6015,20,42
6016,32,66
6017,16,6
6018,16,24
6019,12,24
6020,28,20
6021,20,12
6022,20,30
6023,24,42
6024,12,6
6025,0,18
6026,40,48
6027,32,42
6028,28,6
6029,16,18
6030,44,18
6031,28,18
6032,16,18
6033,24,36
6034,20,30
6035,12,30
6036,12,54
6037,8,36
6038,16,48
6039,20,18
6040,12,18
6041,8,24
6042,12,24
6043,16,12
6044,4,0
6045,20,36
6046,16,18
6047,4,42
6048,32,36
6049,4,6
6050,68,48
6051,40,36
6052,20,6
6053,4,6
6054,4,24
6055,24,42
6056,20,12
6057,28,12
6058,16,42
6059,0,18
6060,4,36
6061,24,48
6062,8,30
6063,16,18
6064,16,6
6065,28,18
6066,4,46
6067,16,12
6068,8,18
6069,16,48
6070,8,30
6071,16,24
6072,32,6
6073,36,54
6074,12,24
6075,16,114
6076,40,42
6077,12,30
6078,4,42
6079,16,24
6080,28,12
6081,8,6
6082,4,24
6083,4,12
6084,8,18
6085,20,36
6086,8,24
6087,20,6
6088,52,6
6089,28,36
6090,8,18
6091,16,36
6092,8,6
6093,8,0
6094,28,18
6095,44,30
6096,24,12
6097,0,12
6098,24,24
6099,4,12
6100,24,24
6101,72,18
6102,24,24
6103,24,36
6104,0,12
6105,56,30
6106,20,12
6107,28,18
6108,8,0
6109,0,72
6110,28,30
6111,12,24
6112,12,24
6113,20,26
6114,16,0
6115,4,18
6116,28,36
6117,36,24
6118,40,36
6119,8,0
6120,20,24
6121,28,18
6122,16,30
6123,32,48
6124,16,18
6125,12,6
6126,16,12
6127,32,48
6128,16,18
6129,20,24
6130,16,30
6131,12,12
6132,32,6
6133,8,18
6134,36,48
6135,24,6
6136,12,18
6137,4,48
6138,8,24
6139,28,6
6140,28,26
6141,16,24
6142,20,24
6143,36,6
6144,16,84
6145,28,30
6146,24,30
6147,12,24
6148,8,36
6149,28,6
6150,8,30
6151,12,24
6152,12,30
6153,12,30
6154,0,12
6155,12,12
6156,16,18
6157,44,42
6158,40,12
6159,12,60
6160,20,12
6161,12,36
6162,32,54
6163,12,12
6164,16,30
6165,24,18
6166,0,6
6167,0,12
6168,16,36
6169,32,30
6170,36,18
6171,24,42
6172,24,12
6173,12,6
6174,8,18
6175,8,18
6176,20,18
6177,8,62
6178,12,18
6179,4,0
6180,60,36
6181,24,30
6182,36,24
6183,36,12
6184,16,0
6185,16,18
6186,16,6
6187,8,6
6188,4,0
6189,16,12
6190,44,72
6191,20,42
6192,16,30
6193,24,12
6194,40,60
6195,36,0
6196,12,12
6197,28,48
6198,48,30
6199,16,6
6200,48,18
6201,8,18
6202,4,12
6203,60,48
6204,36,54
6205,4,6
6206,16,14
6207,4,6
6208,24,72
6209,16,18
6210,16,18
6211,12,12
6212,16,12
6213,4,6
6214,12,12
6215,12,12
6216,16,48
6217,4,36
6218,12,24
6219,24,6
6220,48,12
6221,12,54
6222,20,6
6223,32,60
6224,4,12
6225,24,36
6226,20,30
6227,8,24
6228,28,24
6229,0,18
6230,4,0
6231,16,18
6232,8,18
6233,0,0
6234,4,32
6235,4,6
6236,28,36
6237,28,72
6238,8,6
6239,20,30
6240,20,36
6241,8,6
6242,0,12
6243,20,24
6244,20,18
6245,28,42
6246,20,36
6247,20,18
6248,4,24
6249,32,36
6250,52,18
6251,8,12
6252,12,12
6253,16,54
6254,32,66
6255,0,24
6256,12,6
6257,4,6
6258,0,18
6259,16,36
6260,20,18
6261,12,12
6262,36,42
6263,32,92
6264,52,42
6265,20,30
6266,8,12
6267,48,30
6268,20,30
6269,0,12
6270,36,18
6271,20,6
6272,24,30
6273,0,36
6274,44,6
6275,0,0
6276,40,24
6277,4,0
6278,8,6
6279,28,12
6280,16,6
6281,32,42
6282,44,24
6283,0,12
6284,28,54
6285,16,18
6286,16,24
6287,40,0
6288,16,12
6289,16,6
6290,4,12
6291,20,18
6292,40,12
6293,24,18
6294,36,66
6295,32,6
6296,4,6
6297,20,6
6298,12,12
6299,20,60
6300,24,6
6301,48,60
6302,16,30
6303,8,6
6304,12,12
6305,8,24
6306,4,30
6307,20,30
6308,32,48
6309,12,12
6310,16,48
6311,20,12
6312,28,18
6313,28,48
6314,4,14
6315,12,18
6316,12,42
6317,48,36
6318,8,12
6319,32,24
6320,8,18
6321,8,18
6322,12,18
6323,8,24
6324,4,6
6325,12,18
6326,0,0
6327,0,72
6328,16,12
6329,8,54
6330,40,60
6331,8,36
6332,4,6
6333,24,18
6334,12,48
6335,20,36
6336,32,24
6337,24,12
6338,24,24
6339,16,6
6340,28,36
6341,16,24
6342,8,6
6343,32,24
6344,24,6
6345,16,30
6346,8,30
6347,12,12
6348,8,6
6349,32,12
6350,28,36
6351,12,12
6352,32,24
6353,32,36
6354,4,36
6355,12,48
6356,8,6
6357,0,12
6358,16,6
6359,4,6
6360,12,30
6361,28,30
6362,8,40
6363,32,36
6364,8,42
6365,4,48
6366,72,36
6367,12,36
6368,12,6
6369,16,6
6370,4,24
6371,28,48
6372,0,12
6373,12,18
6374,20,30
6375,4,18
6376,16,24
6377,40,30
6378,32,30
6379,20,18
6380,12,24
6381,40,36
6382,12,6
6383,16,12
6384,28,30
6385,20,36
6386,36,42
6387,16,42
6388,20,48
6389,20,42
6390,16,30
6391,12,0
6392,36,42
6393,0,24
6394,0,0
6395,12,12
6396,32,36
6397,16,12
6398,20,12
6399,8,18
6400,0,36
6401,8,24
6402,24,6
6403,0,24
6404,16,6
6405,4,30
6406,48,6
6407,8,18
6408,48,30
6409,16,6
6410,24,48
6411,8,12
6412,12,62
6413,8,18
6414,44,6
6415,8,24
6416,20,12
6417,20,42
6418,28,30
6419,28,42
6420,8,12
6421,0,24
6422,0,12
6423,12,12
6424,24,30
6425,12,20
6426,28,18
6427,16,6
6428,0,12
6429,24,18
6430,8,12
6431,20,6
6432,68,12
6433,24,30
6434,20,18
6435,0,6
6436,8,18
6437,4,30
6438,8,18
6439,12,18
6440,16,18
6441,24,24
6442,12,6
6443,4,42
6444,24,42
6445,16,30
6446,32,24
6447,24,18
6448,20,24
6449,0,0
6450,4,36
6451,8,6
6452,20,6
6453,4,42
6454,4,0
6455,36,18
6456,4,18
6457,8,54
6458,20,6
6459,8,18
6460,40,36
6461,16,0
6462,12,24
6463,20,24
6464,16,18
6465,16,12
6466,8,54
6467,16,18
6468,12,18
6469,4,42
6470,16,36
6471,12,36
6472,36,36
6473,8,6
6474,48,36
6475,16,18
6476,40,42
6477,12,18
6478,32,54
6479,0,0
6480,36,52
6481,4,6
6482,0,12
6483,60,24
6484,32,0
6485,36,42
6486,8,36
6487,12,30
6488,12,18
6489,8,78
6490,8,6
6491,28,24
6492,12,18
6493,16,24
6494,4,24
6495,16,0
6496,16,6
6497,20,6
6498,16,12
6499,8,24
6500,12,12
6501,12,24
6502,28,36
6503,8,6
6504,16,38
6505,28,24
6506,4,12
6507,20,60
6508,20,6
6509,8,26
6510,12,18
6511,24,6
6512,48,60
6513,12,12
6514,16,6
6515,20,32
6516,20,72
6517,0,30
6518,12,6
6519,16,108
6520,8,36
6521,16,36
6522,12,24
6523,24,0
6524,8,24
6525,12,18
6526,12,6
6527,12,36
6528,8,12
6529,24,66
6530,80,48
6531,0,0
6532,36,18
6533,12,12
6534,12,6
6535,40,50
6536,48,48
6537,4,18
6538,8,36
6539,0,12
6540,12,0
6541,16,18
6542,16,18
6543,24,18
6544,28,6
6545,8,0
6546,4,6
6547,8,12
6548,4,18
6549,44,18
6550,4,18
6551,12,24
6552,12,6
6553,20,30
6554,28,12
6555,16,6
6556,12,30
6557,8,36
6558,4,18
6559,4,18
6560,12,24
6561,20,18
6562,8,24
6563,52,0
6564,36,48
6565,28,36
6566,40,12
6567,20,30
6568,8,6
6569,4,12
6570,28,0
6571,36,12
6572,20,24
6573,4,24
6575,28,66
6576,12,24
6577,8,24
6578,24,12
6579,12,24
6580,24,18
6581,8,18
6582,12,36
6583,12,24
6584,28,6
6585,4,18
6586,56,24
6587,16,30
6588,0,12
6589,24,18
6590,20,12
6591,24,12
6592,32,18
6593,8,24
6594,12,0
6595,12,24
6596,12,66
6597,12,30
6598,4,6
6599,16,12
6600,20,24
6601,4,54
6602,8,24
6603,8,18
6604,4,6
6605,8,6
6606,4,42
6607,8,42
6608,12,20
6609,16,18
6610,8,12
6611,16,0
6612,8,0
6613,8,18
6614,0,6
6615,16,12
6616,0,6
6617,16,24
6618,12,18
6619,40,12
6620,8,6
6621,0,24
6622,12,12
6623,36,6
6624,12,12
6625,4,18
6626,16,6
6627,8,24
6628,4,12
6629,16,18
6630,8,0
6631,12,42
6632,24,12
6633,36,30
6634,16,12
6635,8,48
6636,20,48
6637,28,54
6638,12,12
6639,20,18
6640,16,0
6641,4,30
6642,12,30
6643,28,48
6644,12,6
6645,32,30
6646,36,36
6647,0,36
6648,12,12
6649,4,0
6650,12,24
6651,8,78
6652,32,18
6653,24,18
6654,28,18
6655,16,84
6656,16,6
6657,20,42
6658,28,12
6659,8,30
6660,40,36
6661,32,30
6662,8,24
6663,12,24
6664,20,12
6665,16,18
6666,24,24
6667,20,12
6668,12,18
6669,20,6
6670,4,0
6671,4,12
6672,44,42
6673,32,6
6674,12,12
6675,16,12
6676,8,30
6677,16,60
6678,28,18
6679,16,48
6680,40,12
6681,16,18
6682,28,24
6683,40,24
6684,4,12
6685,8,24
6686,16,30
6687,4,30
6688,4,12
6689,8,12
6690,24,6
6691,8,42
6692,16,54
6693,28,0
6694,12,80
6695,0,24
6696,28,32
6697,12,30
6698,8,30
6699,16,24
6700,16,26
6701,24,18
6702,4,18
6703,4,18
6704,20,18
6705,44,36
6706,24,18
6707,12,24
6708,0,12
6709,20,18
6710,0,6
6711,20,12
6712,40,30
6713,12,18
6714,4,12
6715,4,0
6716,36,42
6717,32,18
6718,20,0
6719,4,18
6720,8,0
6721,20,42
6722,8,6
6723,12,24
6724,12,12
6725,12,12
6726,24,24
6727,12,42
6728,20,18
6729,12,12
6730,8,36
6731,0,0
6732,24,6
6733,40,54
6734,8,6
6735,44,36
6736,12,12
6737,8,18
6738,16,24
6739,32,24
6740,28,24
6741,48,12
6742,36,12
6743,12,24
6744,40,30
6745,16,18
6746,4,0
6747,16,24
6748,32,30
6749,16,6
6750,8,12
6751,20,96
6752,16,54
6753,12,12
6754,0,12
6755,28,0
6756,20,0
6757,24,36
6758,12,36
6759,0,24
6760,52,24
6761,8,6
6762,32,36
6763,24,42
6764,8,24
6765,24,30
6766,4,12
6767,20,42
6768,4,18
6769,12,18
6770,36,24
6771,20,6
6772,24,36
6773,16,12
6774,12,6
6775,16,30
6776,0,18
6777,24,18
6778,16,0
6779,44,24
6780,32,30
6781,32,66
6782,4,18
6783,20,12
6784,8,24
6785,0,6
6786,24,48
6787,12,30
6788,12,12
6789,20,48
6790,12,12
6791,40,24
6792,12,18
6793,0,12
6794,4,24
6795,4,12
6796,12,6
6797,12,18
6798,12,48
6799,16,12
6800,28,30
6801,4,6
6802,24,42
6803,32,6
6804,24,18
6805,36,30
6806,8,48
6807,0,42
6808,28,24
6809,20,54
6810,20,18
6811,96,48
6812,4,18
6813,8,36
6814,12,12
6815,28,60
6816,36,12
6817,12,18
6818,8,30
6819,20,0
6820,16,6
6821,0,18
6822,52,60
6823,12,30
6824,0,6
6825,16,24
6826,16,30
6827,12,6
6828,12,18
6829,12,6
6830,8,24
6831,44,42
6832,4,24
6833,20,6
6834,12,6
6835,12,0
6836,12,48
6837,16,24
6838,16,36
6839,8,30
6840,20,36
6841,4,6
6842,20,6
6843,20,24
6844,20,36
6845,28,48
6846,16,12
6847,20,30
6848,16,24
6849,36,36
6850,16,18
6851,28,30
6852,32,12
6853,48,30
6854,24,48
6855,12,0
6856,20,6
6857,16,24
6858,20,6
6859,8,48
6860,24,84
6861,12,18
6862,4,6
6863,100,24
6864,0,0
6865,12,12
6866,16,30
6867,16,18
6868,24,18
6869,16,36
6870,28,18
6871,24,6
6872,36,30
6873,8,54
6874,20,18
6875,8,12
6876,12,30
6877,32,18
6878,12,36
6879,20,12
6880,12,60
6881,20,18
6882,12,18
6883,12,20
6884,12,12
6885,4,0
6886,44,12
6887,0,12
6888,32,36
6889,24,6
6890,4,12
6891,8,36
6892,16,30
6893,12,18
6894,24,24
6895,20,18
6896,8,18
6897,24,12
6898,44,48
6899,20,18
6900,8,18
6901,24,12
6902,8,6
6903,32,12
6904,40,24
6905,12,18
6907,0,18
6908,32,48
6909,4,6
6910,12,18
6911,20,18
6912,20,36
6913,28,12
6914,12,12
6915,32,30
6916,8,0
6917,8,48
6918,16,6
6919,40,36
6920,44,30
6921,40,24
6922,16,6
6923,12,56
6924,32,36
6925,8,36
6926,36,30
6927,12,12
6928,8,30
6929,16,24
6930,40,66
6931,32,42
6932,20,24
6933,40,36
6934,12,12
6935,8,24
6936,8,42
6937,28,24
6938,20,24
6939,20,24
6940,36,24
6941,8,54
6942,20,18
6943,16,28
6944,24,30
6945,28,30
6946,24,12
6947,8,26
6948,0,0
6949,28,44
6950,12,26
6951,4,6
6952,8,24
6953,4,36
6954,0,0
6955,4,30
6956,4,12
6957,32,36
6958,20,42
6959,36,24
6960,24,36
6961,36,54
6962,4,18
6963,24,30
6964,20,30
6965,28,48
6966,4,12
6967,36,54
6968,32,42
6969,24,60
6970,20,24
6971,20,18
6972,32,12
6973,12,6
6974,12,42
6975,12,6
6976,4,12
6977,8,0
6978,0,6
6979,16,36
6980,4,24
6981,24,12
6982,20,18
6983,0,24
6984,12,74
6985,12,12
6986,20,6
6987,0,0
6988,24,60
6989,20,48
6990,0,24
6991,20,12
6992,20,6
6993,16,6
6994,8,18
6995,16,6
6996,12,60
6997,12,18
6998,0,18
6999,8,18
7000,28,18
7001,12,42
7002,24,18
7003,56,36
7004,12,24
7005,4,0
7006,8,0
7007,32,18
7008,36,18
7009,12,12
7010,16,12
7011,16,6
7012,12,0
7013,12,12
7014,24,0
7015,8,6
7016,4,12
7017,28,12
7018,20,18
7019,20,36
7020,20,72
7021,28,30
7022,16,60
7023,12,12
7024,0,0
7025,16,12
7026,16,36
7027,40,32
7028,24,36
7029,28,36
7030,16,6
7031,8,54
7032,16,36
7033,28,42
7034,32,6
7035,12,36
7036,40,54
7037,0,12
7038,8,6
7039,8,30
7040,40,30
7041,28,42
7042,8,24
7043,24,30
7044,4,24
7045,12,6
7046,4,0
7047,16,36
7048,8,6
7049,16,48
7050,32,24
7051,4,24
7052,8,30
7053,36,18
7054,8,114
7055,16,12
7056,16,30
7057,32,42
7058,0,30
7059,32,18
7060,8,18
7061,12,24
7062,12,18
7063,24,24
7064,12,30
7065,20,30
7066,8,24
7067,8,6
7068,24,18
7069,28,36
7070,8,42
7071,16,0
7072,16,6
7073,24,36
7074,8,48
7075,32,36
7076,24,54
7077,4,12
7078,12,0
7079,28,18
7080,36,24
7081,4,42
7082,40,30
7083,12,36
7084,8,6
7085,36,30
7086,8,30
7087,16,6
7088,32,30
7089,40,30
7090,4,18
7091,4,12
7092,0,6
7093,8,30
7094,8,18
7095,20,6
7096,32,30
7097,8,6
7098,4,6
7099,48,36
7100,12,12
7101,4,30
7102,12,30
7103,20,42
7104,4,30
7105,8,0
7106,16,24
7107,28,36
7108,8,18
7109,28,38
7110,16,18
7111,28,36
7112,0,6
7113,20,12
7114,8,0
7115,24,30
7116,44,18
7117,8,18
7118,8,6
7119,0,0
7120,12,6
7121,12,6
7122,8,24
7123,4,0
7124,40,18
7125,52,12
7126,20,30
7127,20,6
7128,8,66
7129,52,66
7130,8,24
7131,28,54
7132,4,18
7133,4,30
7134,8,30
7135,8,0
7136,24,36
7137,12,12
7138,12,18
7139,24,48
7140,16,42
7141,4,18
7142,20,6
7143,8,0
7144,28,36
7145,0,42
7146,20,30
7147,40,6
7148,24,18
7149,24,12
7150,8,12
7151,32,96
7152,20,42
7153,56,42
7154,28,18
7155,24,18
7156,8,12
7157,12,42
7158,12,18
7159,28,24
7160,12,42
7161,0,18
7162,20,24
7163,4,30
7164,20,24
7165,32,32
7166,12,36
7167,28,36
7168,16,24
7169,24,12
7170,8,24
7171,20,18
7172,8,30
7173,8,66
7174,32,42
7175,12,6
7176,8,18
7177,24,18
7178,12,18
7179,20,42
7180,4,24
7181,48,66
7182,24,12
7183,36,42
7184,40,18
7185,36,12
7186,32,42
7187,36,42
7188,24,12
7189,0,30
7190,28,42
7191,12,24
7192,8,24
7193,8,36
7194,4,0
7195,4,18
7196,16,12
7197,24,72
7198,8,0
7199,12,0
7200,20,12
7201,4,12
7202,32,30
7203,16,12
7204,12,72
7205,20,12
7206,24,18
7207,24,48
7208,4,12
7209,24,42
7210,8,24
7211,12,30
7212,60,24
7213,12,24
7214,8,72
7215,28,36
7216,28,12
7217,20,54
7218,12,42
7219,4,44
7220,0,12
7221,0,12
7222,16,24
7223,4,0
7224,24,6
7225,16,6
7226,12,42
7227,4,30
7228,16,36
7229,40,78
7230,12,24
7231,40,42
7232,4,0
7233,12,0
7234,16,0
7235,16,30
7236,4,6
7237,12,36
7238,16,18
7239,12,12
7240,24,18
7241,16,6
7242,28,12
7243,36,12
7244,32,24
7245,20,24
7246,36,42
7247,20,18
7248,36,78
7249,20,30
7250,12,18
7251,4,30
7253,8,36
7254,0,12
7255,16,18
7256,48,30
7257,8,6
7258,8,24
7259,4,66
7260,4,18
7261,24,6
7262,0,6
7263,24,6
7264,16,18
7265,40,24
7266,20,6
7267,0,24
7268,4,6
7269,12,36
7270,8,6
7271,48,24
7272,20,66
7273,12,30
7274,8,6
7275,20,12
7276,36,42
7277,12,30
7278,36,30
7279,8,6
7280,8,48
7281,12,6
7282,4,0
7283,4,12
7284,24,78
7285,20,32
7286,12,18
7287,12,54
7288,8,0
7289,20,18
7290,16,32
7291,28,18
7292,28,12
7293,4,12
7294,12,42
7295,20,30
7296,24,24
7297,8,6
7298,20,6
7299,4,26
7300,16,66
7301,32,30
7302,4,30
7303,20,24
7304,8,0
7305,12,0
7306,16,6
7307,36,60
7308,68,24
7309,16,84
7310,8,42
7311,8,18
7312,4,6
7313,28,18
7314,24,36
7315,52,24
7316,24,54
7317,16,24
7318,8,48
7319,36,18
7320,20,24
7321,32,18
7322,4,6
7323,4,22
7324,4,6
7325,4,6
7326,20,12
7327,12,24
7328,12,18
7329,0,12
7330,12,18
7331,4,30
7332,20,0
7333,20,12
7334,16,54
7335,44,18
7336,20,12
7337,0,30
7338,8,30
7339,20,42
7340,20,6
7341,24,6
7342,0,0
7343,8,18
7344,48,44
7345,4,12
7346,16,18
7347,12,6
7348,4,0
7349,12,12
7350,0,24
7351,28,30
7352,16,30
7353,32,24
7354,20,12
7355,40,36
7356,12,30
7357,8,6
7358,4,18
7359,0,6
7360,24,48
7361,20,12
7362,120,6
7363,4,12
7364,20,48
7365,16,24
7366,24,60
7367,12,18
7368,8,6
7369,16,12
7370,20,24
7371,20,24
7372,36,50
7373,48,18
7374,16,24
7375,28,54
7376,12,30
7377,16,36
7378,32,24
7379,16,6
7380,28,60
7381,40,30
7382,20,48
7383,0,12
7384,20,24
7385,8,18
7386,12,12
7387,44,42
7388,28,12
7389,28,30
7390,4,0
7391,24,24
7392,32,30
7393,8,36
7394,20,0
7395,8,18
7396,24,36
7397,20,12
7398,8,0
7399,8,36
7400,8,6
7401,32,24
7402,8,12
7403,24,24
7404,12,18
7405,48,30
7406,4,14
7407,36,12
7408,28,54
7409,24,44
7410,16,24
7411,4,30
7412,12,12
7413,24,18
7414,8,18
7415,60,18
7416,12,12
7417,40,54
7418,16,60
7419,44,30
7420,8,78
7421,12,0
7422,0,0
7423,12,0
7424,48,60
7425,0,6
7426,0,36
7427,12,12
7428,80,18
7429,48,18
7430,0,0
7431,12,18
7432,0,6
7433,20,18
7434,8,6
7435,40,48
7436,12,12
7437,32,48
7438,0,18
7439,12,24
7440,12,24
7441,12,6
7442,16,18
7443,4,24
7444,8,138
7445,12,6
7447,4,36
7448,24,30
7449,12,36
7450,16,12
7451,0,18
7452,12,24
7453,80,0
7454,20,0
7455,32,12
7456,52,54
7457,0,12
7458,16,18
7459,16,0
7460,4,12
7461,20,42
7462,24,30
7463,4,6
7464,40,6
7465,4,24
7466,0,6
7467,36,48
7468,16,60
7469,20,60
7470,20,30
7471,4,26
7472,8,48
7473,24,18
7474,24,24
7475,40,42
7476,40,24
7477,0,0
7478,36,48
7479,4,36
7480,24,42
7481,8,24
7482,20,24
7483,12,18
7484,8,42
7485,12,12
7486,16,0
7487,12,48
7488,8,24
7489,4,6
7490,12,24
7491,32,30
7492,20,36
7493,40,18
7494,4,18
7495,20,42
7496,4,6
7497,0,0
7498,12,30
7499,4,12
7500,16,0
7501,12,12
7502,44,42
7503,28,24
7504,32,96
7505,44,42
7506,16,42
7507,8,24
7508,8,6
7509,12,6
7510,16,12
7511,8,12
7512,16,8
7513,4,18
7514,20,30
7515,32,42
7516,36,36
7517,12,12
7518,16,18
7519,12,24
7520,4,12
7521,20,36
7522,32,24
7523,28,42
7524,0,6
7525,20,0
7526,20,36
7527,0,0
7528,20,24
7529,8,18
7530,156,30
7531,24,0
7532,16,6
7533,20,18
7534,28,36
7535,36,0
7536,16,18
7537,8,30
7538,28,18
7539,36,0
7540,8,30
7541,20,24
7542,28,24
7543,40,36
7544,20,36
7545,16,42
7546,32,42
7547,24,12
7548,12,48
7549,24,18
7550,8,12
7551,20,12
7552,16,6
7553,24,36
7554,60,36
7555,4,12
7556,16,12
7557,24,18
7558,4,24
7559,4,0
7560,16,30
7561,28,24
7562,16,24
7563,20,12
7564,8,42
7565,8,12
7566,16,12
7567,28,24
7568,16,30
7569,12,6
7570,24,12
7571,40,66
7572,28,12
7573,16,18
7574,24,54
7575,16,30
7576,12,6
7577,8,12
7578,20,54
7579,36,36
7580,20,18
7581,4,12
7582,12,42
7583,52,18
7584,24,12
7585,16,18
7586,16,12
7587,12,6
7588,20,78
7589,8,6
7590,68,30
7591,36,48
7592,8,24
7593,4,6
7594,12,12
7595,8,48
7596,20,66
7597,4,0
7598,12,18
7599,44,84
7600,16,24
7601,24,24
7602,24,24
7603,12,36
7604,28,12
7605,20,60
7606,32,18
7607,24,30
7608,28,0
7609,16,24
7610,16,24
7611,36,24
7612,16,6
7613,36,54
7614,12,66
7615,12,24
7616,28,54
7617,8,30
7618,4,36
7619,44,12
7620,8,48
7621,0,0
7622,24,30
7623,64,24
7624,32,60
7625,20,78
7626,8,30
7627,12,18
7628,20,30
7629,4,0
7630,12,24
7631,0,44
7632,16,60
7633,4,14
7634,8,18
7635,24,18
7636,8,6
7637,20,36
7638,12,24
7639,12,0
7640,8,24
7641,12,42
7642,40,54
7643,16,24
7644,4,18
7645,16,30
7646,4,6
7647,12,24
7648,8,12
7649,20,18
7650,0,36
7651,8,6
7652,20,30
7653,28,24
7654,68,36
7655,16,12
7656,8,0
7657,36,18
7658,20,18
7659,20,32
7660,16,24
7661,20,24
7662,28,30
7663,28,24
7664,8,36
7665,16,12
7666,32,30
7667,20,18
7668,28,6
7669,28,36
7670,8,12
7671,0,6
7672,32,36
7673,8,0
7674,28,60
7675,12,18
7676,24,24
7677,52,30
7678,16,0
7679,20,36
7680,32,42
7681,36,24
7682,12,36
7683,16,12
7684,16,30
7685,12,18
7686,28,36
7687,24,30
7688,12,42
7689,28,30
7690,20,36
7691,12,24
7692,12,54
7693,40,24
7694,40,48
7695,16,12
7696,28,24
7697,20,12
7698,20,12
7699,4,42
7700,44,54
7701,4,18
7702,32,6
7703,16,12
7704,16,12
7705,4,12
7706,12,30
7707,12,54
7708,8,30
