id,set,human_score,char_6
5978,3,1,10
5979,3,2,38
5980,3,1,16
5981,3,1,12
5982,3,2,28
5983,3,1,15
5984,3,1,5
5985,3,0,14
5986,3,2,24
5987,3,3,38
5988,3,3,41
5989,3,1,14
5990,3,3,22
5991,3,2,22
5992,3,1,22
5993,3,2,21
5994,3,2,24
5995,3,2,21
5996,3,1,21
5997,3,2,22
5998,3,2,11
5999,3,1,4
6000,3,2,29
6001,3,1,10
6002,3,2,15
6003,3,3,36
6004,3,1,4
6005,3,3,35
6006,3,2,17
6007,3,3,34
6008,3,1,34
6010,3,1,23
6011,3,1,2
6012,3,0,15
6013,3,1,9
6014,3,3,39
6015,3,2,24
6016,3,3,39
6017,3,1,10
6018,3,2,12
6019,3,1,8
6020,3,2,29
6021,3,2,9
6022,3,2,24
6023,3,2,27
6024,3,1,14
6025,3,1,6
6026,3,3,37
6027,3,3,37
6028,3,2,17
6029,3,1,19
6030,3,3,50
6031,3,3,46
6032,3,2,13
6033,3,3,51
6034,3,2,33
6035,3,1,8
6036,3,2,25
6037,3,2,16
6038,3,2,30
6039,3,1,16
6040,3,1,11
6041,3,2,9
6042,3,2,22
6043,3,1,11
6044,3,2,5
6045,3,2,18
6046,3,1,19
6047,3,1,11
6048,3,1,15
6049,3,1,14
6050,3,3,71
6051,3,1,27
6052,3,2,29
6053,3,1,10
6054,3,1,14
6055,3,2,20
6056,3,1,19
6057,3,3,31
6058,3,2,18
6059,3,1,15
6060,3,1,6
6061,3,3,51
6062,3,1,13
6063,3,2,19
6064,3,2,23
6065,3,2,29
6066,3,1,9
6067,3,1,10
6068,3,2,9
6069,3,2,21
6070,3,2,24
6071,3,2,27
6072,3,2,22
6073,3,2,32
6074,3,2,6
6075,3,3,61
6076,3,2,38
6077,3,1,19
6078,3,2,13
6079,3,3,34
6080,3,2,25
6081,3,2,13
6082,3,1,16
6083,3,1,6
6084,3,3,21
6085,3,3,39
6086,3,1,15
6087,3,2,11
6088,3,2,25
6089,3,3,30
6090,3,1,11
6091,3,3,30
6092,3,1,5
6093,3,1,7
6094,3,1,16
6095,3,3,64
6096,3,2,20
6097,3,1,7
6098,3,3,24
6099,3,1,7
6100,3,2,31
6101,3,2,32
6102,3,2,21
6103,3,2,30
6104,3,1,8
6105,3,3,51
6106,3,1,16
6107,3,2,27
6108,3,1,13
6109,3,2,19
6110,3,2,29
6111,3,2,26
6112,3,1,11
6113,3,3,41
6114,3,1,7
6115,3,2,7
6116,3,2,29
6117,3,1,27
6118,3,3,26
6119,3,1,13
6120,3,2,17
6121,3,3,26
6122,3,2,29
6123,3,3,27
6124,3,3,28
6125,3,2,14
6126,3,1,17
6127,3,3,38
6128,3,3,37
6129,3,2,22
6130,3,1,18
6131,3,1,12
6132,3,3,15
6133,3,1,7
6134,3,2,25
6135,3,2,25
6136,3,1,10
6137,3,2,32
6138,3,2,29
6139,3,2,23
6140,3,1,25
6141,3,2,22
6142,3,2,31
6143,3,3,28
6144,3,3,38
6145,3,3,34
6146,3,2,34
6147,3,2,15
6148,3,2,11
6149,3,2,19
6150,3,2,23
6151,3,2,24
6152,3,2,27
6153,3,2,7
6154,3,1,4
6155,3,1,16
6156,3,2,27
6157,3,3,30
6158,3,3,32
6159,3,2,19
6160,3,2,33
6161,3,2,15
6162,3,2,24
6163,3,1,7
6164,3,2,21
6165,3,3,43
6166,3,1,7
6167,3,3,7
6168,3,2,11
6169,3,2,41
6170,3,1,18
6171,3,3,51
6172,3,2,19
6173,3,1,13
6174,3,2,10
6175,3,1,22
6176,3,1,5
6177,3,2,33
6178,3,3,22
6179,3,2,5
6180,3,3,45
6181,3,3,29
6182,3,3,34
6183,3,3,35
6184,3,1,18
6185,3,2,10
6186,3,2,8
6187,3,1,6
6188,3,0,5
6189,3,1,14
6190,3,2,38
6191,3,2,27
6192,3,3,39
6193,3,1,12
6194,3,3,40
6195,3,3,29
6196,3,1,9
6197,3,2,36
6198,3,3,42
6199,3,2,14
6200,3,0,31
6201,3,2,9
6202,3,1,6
6203,3,3,30
6204,3,1,39
6205,3,2,10
6206,3,0,18
6207,3,0,6
6208,3,3,29
6209,3,2,8
6210,3,2,24
6211,3,1,27
6212,3,2,26
6213,3,1,13
6214,3,1,11
6215,3,1,13
6216,3,2,28
6217,3,1,12
6218,3,2,16
6219,3,2,35
6220,3,2,24
6221,3,2,14
6222,3,2,13
6223,3,3,39
6224,3,2,8
6225,3,3,22
6226,3,3,21
6227,3,1,20
6228,3,3,48
6229,3,1,7
6230,3,1,7
6231,3,2,24
6232,3,1,25
6233,3,2,5
6234,3,1,9
6235,3,1,3
6236,3,2,25
6237,3,2,22
6238,3,0,7
6239,3,2,41
6240,3,3,29
6241,3,1,8
6242,3,1,4
6243,3,2,37
6244,3,1,27
6245,3,3,23
6246,3,1,27
6247,3,3,30
6248,3,1,22
6249,3,3,50
6250,3,3,58
6251,3,1,11
6252,3,1,13
6253,3,3,22
6254,3,3,34
6255,3,1,9
6256,3,1,8
6257,3,1,4
6258,3,1,6
6259,3,3,10
6260,3,2,20
6261,3,1,20
6262,3,3,43
6263,3,3,43
6264,3,3,72
6265,3,2,18
6266,3,1,5
6267,3,3,47
6268,3,3,49
6269,3,1,5
6270,3,3,34
6271,3,2,21
6272,3,2,32
6273,3,1,15
6274,3,1,16
6275,3,1,8
6276,3,3,37
6277,3,1,7
6278,3,1,17
6279,3,2,30
6280,3,3,12
6281,3,1,46
6282,3,3,28
6283,3,1,9
6284,3,3,40
6285,3,2,27
6286,3,3,43
6287,3,3,36
6288,3,2,23
6289,3,2,16
6290,3,1,10
6291,3,2,18
6292,3,3,48
6293,3,2,28
6294,3,1,27
6295,3,2,10
6296,3,0,9
6297,3,1,16
6298,3,1,3
6299,3,2,22
6300,3,3,37
6301,3,3,51
6302,3,2,17
6303,3,1,7
6304,3,1,12
6305,3,3,20
6306,3,1,13
6307,3,2,22
6308,3,3,39
6309,3,1,9
6310,3,3,28
6311,3,2,19
6312,3,2,19
6313,3,3,35
6314,3,1,9
6315,3,2,10
6316,3,1,18
6317,3,2,40
6318,3,1,13
6319,3,1,11
6320,3,1,12
6321,3,1,10
6322,3,2,17
6323,3,1,19
6324,3,1,3
6325,3,2,9
6326,3,1,10
6327,3,2,17
6328,3,2,26
6329,3,2,18
6330,3,3,35
6331,3,3,41
6332,3,3,5
6333,3,3,15
6334,3,2,14
6335,3,3,47
6336,3,3,32
6337,3,2,32
6338,3,2,45
6339,3,2,15
6340,3,3,37
6341,3,2,18
6342,3,1,13
6343,3,1,26
6344,3,2,26
6345,3,2,19
6346,3,2,23
6347,3,3,21
6348,3,1,15
6349,3,3,32
6350,3,2,25
6351,3,3,29
6352,3,2,34
6353,3,3,27
6354,3,1,11
6355,3,2,20
6356,3,1,6
6357,3,2,8
6358,3,2,16
6359,3,1,7
6360,3,2,23
6361,3,2,28
6362,3,1,14
6363,3,3,41
6364,3,3,27
6365,3,2,10
6366,3,3,58
6367,3,2,18
6368,3,1,4
6369,3,1,6
6370,3,0,6
6371,3,3,28
6372,3,2,10
6373,3,2,18
6374,3,2,20
6375,3,1,14
6376,3,2,18
6377,3,3,38
6378,3,3,28
6379,3,3,37
6380,3,1,11
6381,3,3,24
6382,3,1,8
6383,3,2,20
6384,3,3,25
6385,3,2,13
6386,3,2,31
6387,3,3,33
6388,3,3,36
6389,3,2,28
6390,3,2,17
6391,3,1,11
6392,3,3,40
6393,3,1,11
6394,3,1,2
6395,3,2,12
6396,3,3,46
6397,3,2,25
6398,3,2,18
6399,3,2,17
6400,3,2,14
6401,3,2,10
6402,3,2,14
6403,3,0,3
6404,3,1,24
6405,3,3,5
6406,3,2,26
6407,3,2,17
6408,3,3,44
6409,3,2,18
6410,3,3,41
6411,3,1,4
6412,3,1,11
6413,3,2,20
6414,3,1,11
6415,3,2,23
6416,3,1,6
6417,3,3,55
6418,3,2,32
6419,3,3,47
6420,3,1,5
6421,3,1,8
6422,3,1,4
6423,3,3,20
6424,3,2,29
6425,3,2,7
6426,3,2,21
6427,3,1,15
6428,3,2,13
6429,3,1,13
6430,3,1,20
6431,3,1,10
6432,3,3,25
6433,3,2,21
6434,3,2,29
6435,3,1,9
6436,3,2,11
6437,3,2,15
6438,3,1,12
6439,3,1,24
6440,3,1,8
6441,3,3,23
6442,3,1,7
6443,3,2,33
6444,3,3,26
6445,3,3,41
6446,3,3,15
6447,3,2,18
6448,3,2,31
6449,3,0,0
6450,3,2,12
6451,3,1,11
6452,3,1,8
6453,3,1,17
6454,3,2,5
6455,3,3,53
6456,3,1,6
6457,3,2,24
6458,3,1,8
6459,3,2,12
6460,3,2,25
6461,3,2,9
6462,3,3,12
6463,3,3,17
6464,3,1,8
6465,3,2,21
6466,3,2,16
6467,3,1,9
6468,3,2,18
6469,3,1,14
6470,3,2,27
6471,3,1,11
6472,3,3,57
6473,3,2,14
6474,3,2,36
6475,3,1,3
6476,3,3,25
6477,3,2,17
6478,3,3,34
6479,3,0,6
6480,3,2,29
6481,3,1,4
6482,3,1,5
6483,3,3,56
6484,3,3,36
6485,3,3,57
6486,3,2,17
6487,3,3,34
6488,3,1,19
6489,3,2,13
6490,3,1,5
6491,3,3,47
6492,3,2,25
6493,3,2,23
6494,3,3,11
6495,3,2,13
6496,3,1,21
6497,3,2,20
6498,3,2,13
6499,3,1,11
6500,3,2,9
6501,3,1,10
6502,3,2,19
6503,3,2,16
6504,3,1,15
6505,3,3,25
6506,3,1,6
6507,3,3,44
6508,3,2,19
6509,3,1,15
6510,3,2,14
6511,3,2,22
6512,3,3,30
6513,3,2,21
6514,3,1,10
6515,3,1,15
6516,3,3,51
6517,3,1,8
6518,3,1,15
6519,3,2,19
6520,3,2,30
6521,3,2,17
6522,3,2,10
6523,3,2,27
6524,3,2,22
6525,3,2,11
6526,3,1,6
6527,3,2,19
6528,3,2,10
6529,3,2,17
6530,3,3,37
6531,3,1,11
6532,3,3,31
6533,3,2,25
6534,3,1,10
6535,3,2,21
6536,3,2,32
6537,3,1,7
6538,3,0,8
6539,3,1,5
6540,3,2,9
6541,3,2,26
6542,3,2,38
6543,3,3,20
6544,3,2,13
6545,3,1,6
6546,3,1,15
6547,3,2,5
6548,3,1,7
6549,3,1,51
6550,3,1,6
6551,3,2,28
6552,3,1,7
6553,3,2,35
6554,3,3,39
6555,3,1,10
6556,3,1,6
6557,3,1,14
6558,3,1,15
6559,3,2,7
6560,3,1,13
6561,3,2,36
6562,3,1,12
6563,3,3,40
6564,3,3,40
6565,3,1,31
6566,3,3,34
6567,3,1,16
6568,3,1,8
6569,3,1,14
6570,3,2,22
6571,3,2,34
6572,3,3,30
6573,3,1,7
6575,3,3,41
6576,3,2,17
6577,3,1,10
6578,3,3,25
6579,3,2,30
6580,3,2,30
6581,3,1,19
6582,3,2,24
6583,3,2,21
6584,3,3,38
6585,3,0,6
6586,3,2,18
6587,3,1,17
6588,3,0,7
6589,3,1,15
6590,3,2,11
6591,3,1,14
6592,3,3,30
6593,3,2,12
6594,3,1,25
6595,3,1,16
6596,3,2,24
6597,3,3,46
6598,3,1,8
6599,3,3,32
6600,3,3,16
6601,3,2,21
6602,3,1,10
6603,3,1,9
6604,3,2,9
6605,3,1,7
6606,3,2,11
6607,3,2,15
6608,3,2,12
6609,3,2,24
6610,3,1,8
6611,3,1,5
6612,3,1,10
6613,3,1,7
6614,3,1,4
6615,3,3,21
6616,3,0,5
6617,3,2,13
6618,3,2,17
6619,3,3,20
6620,3,1,13
6621,3,1,13
6622,3,1,18
6623,3,2,29
6624,3,1,13
6625,3,2,10
6626,3,2,19
6627,3,2,27
6628,3,1,9
6629,3,1,9
6630,3,1,4
6631,3,2,23
6632,3,2,11
6633,3,3,39
6634,3,1,9
6635,3,2,15
6636,3,3,39
6637,3,3,30
6638,3,2,18
6639,3,2,15
6640,3,1,6
6641,3,1,5
6642,3,1,7
6643,3,2,25
6644,3,1,24
6645,3,3,37
6646,3,3,31
6647,3,1,7
6648,3,2,23
6649,3,1,4
6650,3,1,11
6651,3,3,33
6652,3,1,18
6653,3,1,33
6654,3,1,29
6655,3,3,22
6656,3,0,9
6657,3,3,33
6658,3,2,11
6659,3,2,31
6660,3,1,40
6661,3,3,30
6662,3,2,40
6663,3,2,12
6664,3,2,25
6665,3,2,20
6666,3,2,26
6667,3,1,10
6668,3,1,9
6669,3,3,27
6670,3,1,5
6671,3,1,5
6672,3,3,49
6673,3,0,10
6674,3,0,11
6675,3,2,19
6676,3,2,18
6677,3,3,30
6678,3,2,27
6679,3,2,31
6680,3,3,41
6681,3,2,25
6682,3,3,40
6683,3,1,19
6684,3,1,17
6685,3,2,16
6686,3,3,4
6687,3,2,24
6688,3,1,14
6689,3,1,10
6690,3,3,37
6691,3,1,22
6692,3,2,22
6693,3,2,32
6694,3,3,37
6695,3,1,8
6696,3,3,44
6697,3,2,17
6698,3,2,9
6699,3,3,14
6700,3,2,13
6701,3,3,49
6702,3,1,6
6703,3,1,21
6704,3,2,27
6705,3,3,63
6706,3,2,25
6707,3,3,42
6708,3,1,4
6709,3,2,20
6710,3,2,3
6711,3,2,17
6712,3,3,25
6713,3,2,20
6714,3,2,32
6715,3,2,4
6716,3,3,32
6717,3,2,37
6718,3,1,19
6719,3,1,8
6720,3,1,11
6721,3,2,30
6722,3,1,7
6723,3,1,4
6724,3,1,27
6725,3,1,5
6726,3,3,28
6727,3,3,45
6728,3,2,12
6729,3,1,14
6730,3,2,11
6731,3,1,2
6732,3,2,29
6733,3,3,41
6734,3,0,9
6735,3,3,16
6736,3,2,18
6737,3,1,8
6738,3,1,15
6739,3,1,18
6740,3,3,27
6741,3,3,36
6742,3,2,26
6743,3,1,8
6744,3,2,43
6745,3,2,20
6746,3,1,9
6747,3,2,20
6748,3,3,31
6749,3,2,18
6750,3,1,6
6751,3,3,41
6752,3,2,19
6753,3,1,8
6754,3,1,15
6755,3,3,13
6756,3,1,17
6757,3,2,37
6758,3,3,27
6759,3,1,9
6760,3,3,22
6761,3,1,10
6762,3,3,46
6763,3,2,24
6764,3,3,34
6765,3,3,29
6766,3,1,11
6767,3,2,25
6768,3,1,2
6769,3,1,29
6770,3,2,27
6771,3,2,35
6772,3,1,26
6773,3,1,12
6774,3,1,14
6775,3,2,15
6776,3,1,12
6777,3,1,9
6778,3,1,21
6779,3,3,39
6780,3,3,26
6781,3,2,43
6782,3,0,11
6783,3,2,19
6784,3,1,9
6785,3,1,6
6786,3,1,44
6787,3,2,6
6788,3,1,11
6789,3,3,19
6790,3,2,18
6791,3,2,30
6792,3,2,22
6793,3,1,10
6794,3,3,13
6795,3,1,13
6796,3,1,13
6797,3,2,18
6798,3,3,33
6799,3,3,9
6800,3,3,26
6801,3,1,7
6802,3,2,25
6803,3,2,18
6804,3,3,41
6805,3,3,34
6806,3,2,24
6807,3,1,11
6808,3,1,32
6809,3,3,38
6810,3,3,44
6811,3,3,54
6812,3,1,11
6813,3,1,22
6814,3,2,15
6815,3,2,36
6816,3,3,35
6817,3,1,12
6818,3,3,31
6819,3,1,6
6820,3,1,11
6821,3,1,6
6822,3,3,30
6823,3,1,13
6824,3,1,11
6825,3,3,30
6826,3,2,18
6827,3,2,8
6828,3,1,12
6829,3,1,11
6830,3,2,21
6831,3,3,30
6832,3,2,14
6833,3,1,7
6834,3,1,7
6835,3,1,3
6836,3,2,21
6837,3,1,21
6838,3,2,27
6839,3,1,8
6840,3,2,18
6841,3,1,18
6842,3,1,17
6843,3,1,34
6844,3,1,26
6845,3,3,33
6846,3,1,9
6847,3,1,15
6848,3,2,16
6849,3,3,47
6850,3,2,20
6851,3,2,18
6852,3,3,26
6853,3,3,32
6854,3,2,48
6855,3,2,13
6856,3,1,8
6857,3,2,44
6858,3,3,26
6859,3,2,11
6860,3,2,14
6861,3,1,19
6862,3,2,9
6863,3,3,37
6864,3,0,1
6865,3,2,4
6866,3,2,32
6867,3,2,14
6868,3,2,28
6869,3,1,20
6870,3,2,20
6871,3,2,24
6872,3,3,45
6873,3,2,22
6874,3,2,6
6875,3,1,14
6876,3,2,15
6877,3,2,38
6878,3,2,15
6879,3,3,18
6880,3,2,27
6881,3,2,14
6882,3,2,16
6883,3,1,15
6884,3,2,17
6885,3,1,6
6886,3,2,43
6887,3,1,15
6888,3,2,34
6889,3,2,28
6890,3,2,13
6891,3,1,14
6892,3,1,19
6893,3,2,11
6894,3,2,24
6895,3,2,20
6896,3,3,16
6897,3,2,33
6898,3,3,29
6899,3,3,32
6900,3,2,23
6901,3,2,18
6902,3,1,9
6903,3,2,36
6904,3,3,57
6905,3,1,14
6907,3,1,7
6908,3,2,10
6909,3,1,10
6910,3,2,37
6911,3,1,16
6912,3,2,23
6913,3,2,24
6914,3,1,6
6915,3,3,40
6916,3,1,11
6917,3,3,25
6918,3,1,11
6919,3,3,42
6920,3,2,20
6921,3,3,40
6922,3,1,13
6923,3,3,23
6924,3,2,27
6925,3,1,11
6926,3,3,54
6927,3,1,19
6928,3,0,10
6929,3,2,12
6930,3,2,44
6931,3,3,34
6932,3,2,22
6933,3,3,29
6934,3,1,10
6935,3,2,14
6936,3,2,17
6937,3,2,30
6938,3,2,20
6939,3,2,13
6940,3,3,44
6941,3,2,27
6942,3,2,12
6943,3,1,21
6944,3,3,30
6945,3,2,17
6946,3,3,37
6947,3,1,8
6948,3,1,8
6949,3,3,17
6950,3,1,15
6951,3,0,5
6952,3,1,10
6953,3,1,14
6954,3,1,2
6955,3,2,9
6956,3,2,7
6957,3,3,37
6958,3,3,24
6959,3,2,26
6960,3,2,22
6961,3,3,38
6962,3,1,1
6963,3,2,14
6964,3,2,16
6965,3,3,42
6966,3,1,7
6967,3,3,43
6968,3,3,36
6969,3,2,23
6970,3,2,29
6971,3,2,27
6972,3,2,18
6973,3,1,13
6974,3,1,43
6975,3,2,14
6976,3,1,4
6977,3,1,7
6978,3,1,4
6979,3,3,26
6980,3,1,22
6981,3,2,22
6982,3,3,38
6983,3,1,6
6984,3,1,34
6985,3,1,16
6986,3,3,24
6987,3,1,2
6988,3,2,30
6989,3,3,31
6990,3,1,7
6991,3,1,21
6992,3,2,25
6993,3,1,11
6994,3,1,20
6995,3,1,13
6996,3,2,15
6997,3,2,20
6998,3,1,2
6999,3,1,7
7000,3,2,21
7001,3,2,20
7002,3,2,24
7003,3,3,52
7004,3,2,22
7005,3,1,10
7006,3,1,13
7007,3,2,21
7008,3,1,22
7009,3,1,8
7010,3,1,28
7011,3,1,16
7012,3,1,15
7013,3,1,17
7014,3,1,9
7015,3,2,11
7016,3,1,13
7017,3,2,18
7018,3,2,19
7019,3,2,21
7020,3,3,40
7021,3,3,27
7022,3,2,19
7023,3,1,14
7024,3,0,4
7025,3,2,25
7026,3,3,31
7027,3,3,28
7028,3,3,22
7029,3,2,41
7030,3,1,23
7031,3,1,22
7032,3,2,28
7033,3,3,18
7034,3,3,42
7035,3,2,18
7036,3,3,49
7037,3,1,6
7038,3,2,10
7039,3,1,14
7040,3,3,55
7041,3,2,41
7042,3,2,18
7043,3,2,24
7044,3,1,8
7045,3,1,16
7046,3,1,4
7047,3,2,19
7048,3,1,7
7049,3,2,29
7050,3,3,34
7051,3,1,7
7052,3,1,16
7053,3,3,40
