id,set,human_score,pos_28
2978,2,4,10
2979,2,1,1
2980,2,2,1
2981,2,4,14
2982,2,4,4
2983,2,4,3
2984,2,5,8
2985,2,2,13
2986,2,4,3
2987,2,4,4
2988,2,3,3
2989,2,3,10
2990,2,5,9
2991,2,3,3
2992,2,3,4
2993,2,3,6
2994,2,4,22
2995,2,3,15
2996,2,1,4
2997,2,3,3
2998,2,3,5
2999,2,3,2
3000,2,3,3
3001,2,4,13
3002,2,3,12
3003,2,4,4
3004,2,4,5
3005,2,2,1
3006,2,3,4
3007,2,3,1
3008,2,4,14
3009,2,3,10
3010,2,3,2
3011,2,4,11
3012,2,3,5
3013,2,4,13
3014,2,4,1
3015,2,3,3
3016,2,3,1
3017,2,4,9
3018,2,3,14
3019,2,4,6
3020,2,4,15
3021,2,4,9
3022,2,4,8
3023,2,4,4
3024,2,4,25
3025,2,3,7
3026,2,4,10
3027,2,3,4
3028,2,5,11
3029,2,3,5
3030,2,4,2
3031,2,3,1
3032,2,4,19
3033,2,4,8
3034,2,4,15
3035,2,2,4
3036,2,3,9
3037,2,4,6
3038,2,2,0
3039,2,3,7
3040,2,3,12
3041,2,4,16
3042,2,4,3
3043,2,3,4
3044,2,3,3
3045,2,4,4
3046,2,3,1
3047,2,3,7
3048,2,3,9
3049,2,4,2
3050,2,2,5
3051,2,4,4
3052,2,4,7
3053,2,3,6
3054,2,3,4
3055,2,3,7
3056,2,3,2
3057,2,3,2
3058,2,3,8
3059,2,3,12
3060,2,4,12
3061,2,3,2
3062,2,3,4
3063,2,4,6
3064,2,3,3
3065,2,3,2
3066,2,1,1
3067,2,4,4
3068,2,2,6
3069,2,4,13
3070,2,3,3
3071,2,4,13
3072,2,4,22
3073,2,4,22
3074,2,4,11
3075,2,4,14
3076,2,3,3
3077,2,5,16
3078,2,3,1
3079,2,3,8
3080,2,4,6
3081,2,4,4
3082,2,3,5
3083,2,3,6
3084,2,3,6
3085,2,3,4
3086,2,2,4
3087,2,2,0
3088,2,3,1
3089,2,3,14
3090,2,3,8
3091,2,2,2
3092,2,3,3
3093,2,3,6
3094,2,4,4
3095,2,2,1
3096,2,1,2
3097,2,3,9
3098,2,3,1
3099,2,4,19
3100,2,3,6
3101,2,3,10
3102,2,3,5
3103,2,3,12
3104,2,5,22
3105,2,3,1
3106,2,4,19
3107,2,3,7
3108,2,3,3
3109,2,3,2
3110,2,3,1
3111,2,3,1
3112,2,3,5
3113,2,3,4
3114,2,4,7
3115,2,4,6
3116,2,3,5
3117,2,3,6
3118,2,2,5
3119,2,4,14
3120,2,3,3
3121,2,4,11
3122,2,4,6
3123,2,4,3
3124,2,4,4
3125,2,4,9
3126,2,4,16
3127,2,3,4
3128,2,4,4
3129,2,4,19
3130,2,4,12
3131,2,4,12
3132,2,3,6
3133,2,4,13
3134,2,4,10
3135,2,3,5
3136,2,4,27
3137,2,3,7
3138,2,4,7
3139,2,3,9
3140,2,4,7
3141,2,3,1
3142,2,4,9
3143,2,3,3
3144,2,4,9
3145,2,4,15
3146,2,3,2
3147,2,2,0
3148,2,3,1
3149,2,3,7
3150,2,4,8
3151,2,3,11
3152,2,4,6
3153,2,4,10
3154,2,3,4
3155,2,3,5
3156,2,4,2
3157,2,4,8
3158,2,2,2
3159,2,1,6
3160,2,3,8
3161,2,3,6
3162,2,4,9
3163,2,5,9
3164,2,3,8
3165,2,4,9
3166,2,4,19
3167,2,3,1
3168,2,4,3
3169,2,3,5
3170,2,3,5
3171,2,5,13
3172,2,4,10
3173,2,3,8
3174,2,3,6
3175,2,4,10
3176,2,4,14
3177,2,1,0
3178,2,4,7
3179,2,4,8
3180,2,3,16
3181,2,4,5
3182,2,2,2
3183,2,3,7
3184,2,3,5
3185,2,4,3
3186,2,2,1
3187,2,3,7
3188,2,3,11
3189,2,4,10
3190,2,4,4
3191,2,4,19
3192,2,3,0
3193,2,3,5
3194,2,3,4
3195,2,4,7
3196,2,4,5
3197,2,3,5
3198,2,2,5
3199,2,4,2
3200,2,4,8
3201,2,4,2
3202,2,5,4
3203,2,4,19
3204,2,3,7
3205,2,3,4
3206,2,4,15
3207,2,3,1
3208,2,4,13
3209,2,3,7
3210,2,4,2
3211,2,3,4
3212,2,4,6
3213,2,4,6
3214,2,4,27
3215,2,3,1
3216,2,4,16
3217,2,4,15
3218,2,3,4
3219,2,4,15
3220,2,3,6
3221,2,3,6
3222,2,3,3
3223,2,3,2
3224,2,3,5
3225,2,4,2
3226,2,4,8
3227,2,3,6
3228,2,4,11
3229,2,4,7
3230,2,2,0
3231,2,4,26
3232,2,3,3
3233,2,3,4
3234,2,3,2
3235,2,4,13
3236,2,4,3
3237,2,2,1
3238,2,2,3
3239,2,4,12
3240,2,2,3
3241,2,1,0
3242,2,4,5
3243,2,4,10
3244,2,2,4
3245,2,2,1
3246,2,3,3
3247,2,4,9
3248,2,4,4
3249,2,3,12
3250,2,2,0
3251,2,3,4
3252,2,4,4
3253,2,4,7
3254,2,5,3
3255,2,3,6
3256,2,3,7
3257,2,1,1
3258,2,4,7
3259,2,2,1
3260,2,4,10
3261,2,4,6
3262,2,4,6
3263,2,4,15
3264,2,2,0
3265,2,4,10
3266,2,4,13
3267,2,3,4
3268,2,3,8
