id,set,human_score,word_25
2,1,9,7
3,1,7,4
4,1,10,6
5,1,8,3
6,1,8,3
7,1,10,2
8,1,10,2
9,1,9,3
10,1,9,7
11,1,8,2
12,1,8,1
13,1,7,4
14,1,6,0
15,1,6,0
16,1,12,4
17,1,8,4
18,1,8,7
19,1,4,0
20,1,6,1
21,1,8,3
22,1,3,2
23,1,10,6
24,1,11,7
25,1,8,0
26,1,9,5
27,1,4,1
28,1,9,2
29,1,9,3
30,1,8,1
31,1,10,4
32,1,10,4
33,1,6,2
34,1,8,2
35,1,9,4
36,1,10,9
37,1,12,4
38,1,8,2
39,1,10,5
40,1,7,1
41,1,2,0
42,1,8,6
43,1,6,1
44,1,8,0
45,1,8,3
46,1,8,4
47,1,8,2
48,1,11,7
49,1,6,0
50,1,5,2
51,1,9,10
52,1,7,1
53,1,8,2
54,1,10,1
55,1,8,5
56,1,10,5
57,1,9,1
58,1,7,1
59,1,8,7
60,1,4,0
61,1,8,0
62,1,8,3
63,1,8,3
64,1,7,3
65,1,9,4
66,1,9,1
67,1,8,3
68,1,9,0
69,1,7,1
70,1,12,2
71,1,10,6
72,1,10,6
73,1,8,4
74,1,7,0
75,1,8,2
76,1,8,4
77,1,10,0
78,1,10,5
79,1,10,4
80,1,8,4
81,1,8,6
82,1,8,0
83,1,7,3
84,1,6,4
85,1,10,7
86,1,8,3
87,1,10,0
88,1,9,5
89,1,6,0
90,1,7,3
91,1,8,1
92,1,11,6
93,1,11,10
94,1,8,4
95,1,10,4
96,1,7,3
97,1,8,1
98,1,11,0
99,1,8,4
100,1,7,2
101,1,10,1
102,1,8,0
103,1,9,7
104,1,10,7
105,1,9,4
106,1,11,0
107,1,10,1
108,1,8,6
109,1,8,1
110,1,6,3
111,1,11,5
112,1,9,3
113,1,8,0
114,1,8,2
115,1,9,8
116,1,4,0
117,1,8,1
118,1,12,1
119,1,10,3
120,1,8,5
121,1,8,7
122,1,9,6
123,1,10,1
124,1,7,6
125,1,5,1
126,1,8,6
127,1,9,4
128,1,9,0
129,1,10,4
130,1,10,1
131,1,10,2
132,1,11,4
133,1,10,0
134,1,10,4
135,1,7,4
136,1,9,4
137,1,7,4
138,1,10,4
