id,set,human_score,pos_31
8863,4,0,2
8864,4,0,7
8865,4,3,8
8866,4,2,7
8867,4,2,3
8868,4,1,4
8869,4,0,5
8870,4,2,5
8871,4,1,2
8872,4,2,9
8873,4,2,8
8874,4,0,0
8875,4,1,4
8876,4,2,15
8877,4,0,6
8878,4,1,6
8879,4,2,6
8880,4,1,2
8881,4,3,15
8882,4,1,3
8883,4,1,3
8884,4,1,0
8885,4,3,8
8886,4,1,1
8887,4,2,5
8888,4,2,8
8889,4,1,5
8890,4,2,9
8891,4,3,12
8892,4,1,7
8893,4,2,1
8894,4,1,1
8895,4,3,9
8896,4,2,10
8897,4,1,4
8898,4,2,6
8899,4,0,1
8900,4,2,6
8901,4,0,2
8902,4,3,17
8903,4,3,14
8904,4,2,13
8905,4,2,9
8906,4,2,6
8907,4,0,1
8908,4,1,6
8909,4,2,12
8910,4,1,8
8911,4,3,14
8912,4,1,5
8913,4,1,3
8914,4,2,14
8915,4,2,3
8916,4,0,5
8917,4,0,7
8918,4,1,12
8919,4,3,5
8920,4,0,0
8921,4,2,11
8922,4,2,12
8923,4,3,12
8924,4,2,3
8925,4,1,5
8926,4,1,3
8927,4,0,1
8928,4,1,7
8929,4,1,4
8930,4,0,11
8931,4,3,2
8932,4,1,2
8933,4,2,5
8934,4,1,3
8935,4,2,14
8936,4,1,3
8937,4,1,4
8938,4,1,4
8939,4,3,6
8940,4,2,12
8941,4,3,15
8942,4,1,4
8943,4,1,5
8944,4,1,1
8945,4,2,5
8946,4,3,6
8947,4,0,4
8948,4,3,11
8949,4,0,1
8950,4,1,9
8951,4,2,3
8952,4,1,6
8953,4,1,3
8954,4,3,4
8955,4,3,8
8956,4,1,2
8957,4,2,12
8958,4,0,4
8959,4,3,7
8960,4,1,3
8961,4,1,6
8962,4,2,11
8963,4,1,4
8964,4,0,3
8965,4,2,7
8966,4,1,4
8967,4,2,9
8968,4,2,3
8969,4,2,9
8970,4,1,0
8971,4,1,6
8972,4,2,1
8973,4,3,12
8974,4,3,8
8975,4,0,2
8976,4,0,1
8977,4,2,8
8978,4,0,2
8979,4,3,10
8980,4,1,3
8981,4,3,17
8982,4,1,5
8983,4,2,7
8984,4,1,1
8985,4,1,3
8986,4,2,2
8987,4,2,6
8988,4,2,7
8989,4,1,3
8990,4,3,10
8991,4,0,5
8992,4,0,0
8993,4,0,5
8994,4,0,1
8995,4,2,7
8996,4,2,15
8997,4,1,3
8998,4,3,4
8999,4,1,7
9000,4,1,3
9001,4,2,10
9002,4,2,6
9003,4,2,11
9004,4,3,7
9005,4,3,9
9006,4,3,2
9007,4,2,10
9008,4,2,5
9009,4,2,5
9010,4,1,2
9011,4,2,9
9012,4,1,7
9013,4,1,3
9014,4,2,10
9015,4,1,0
9016,4,3,11
9017,4,2,9
9018,4,2,6
9019,4,3,18
9020,4,0,0
9021,4,2,4
9022,4,2,3
9023,4,1,5
9024,4,1,2
9025,4,1,4
9026,4,2,8
9027,4,3,16
9028,4,1,5
9029,4,2,11
9030,4,0,11
9031,4,1,2
9032,4,1,1
9033,4,1,9
9034,4,2,11
9035,4,3,14
9036,4,0,3
9037,4,3,8
9038,4,1,3
9039,4,2,4
9040,4,3,7
9041,4,0,4
9042,4,2,9
9043,4,2,3
9044,4,1,13
9045,4,0,7
9046,4,1,3
9047,4,1,2
9048,4,0,1
9049,4,2,11
9050,4,1,7
9051,4,2,9
9052,4,3,6
9053,4,2,11
9054,4,1,9
9055,4,1,8
9056,4,0,2
9057,4,2,5
9058,4,3,9
9059,4,0,1
9060,4,3,12
9061,4,3,7
9062,4,0,1
9063,4,1,5
9064,4,1,5
9065,4,1,2
9066,4,1,3
9067,4,1,2
9068,4,1,3
9069,4,3,11
9070,4,1,1
9071,4,2,5
9072,4,0,0
9073,4,1,0
9074,4,3,11
9075,4,3,6
9076,4,0,3
9077,4,1,5
9078,4,1,1
9079,4,2,13
9080,4,1,0
9081,4,2,9
9082,4,2,8
9083,4,2,2
9084,4,2,13
9085,4,2,11
9086,4,1,0
9087,4,1,2
9088,4,2,4
9089,4,2,7
9090,4,1,4
9091,4,2,6
9092,4,0,0
9093,4,1,1
9094,4,1,3
9095,4,2,12
9096,4,2,13
9097,4,1,3
9098,4,3,7
9099,4,1,4
9100,4,1,6
9101,4,1,1
9102,4,1,5
9103,4,2,8
9104,4,2,11
9105,4,1,5
9106,4,3,8
9107,4,1,4
9108,4,0,2
9109,4,0,3
9110,4,2,7
9111,4,2,7
9112,4,2,15
9113,4,1,5
9114,4,3,12
9115,4,2,13
9116,4,2,6
9117,4,2,5
9118,4,2,5
9119,4,1,7
9121,4,2,7
9122,4,2,6
9123,4,1,3
9124,4,0,2
9125,4,0,6
9126,4,1,4
9127,4,2,12
9128,4,1,3
9129,4,1,1
9130,4,0,1
9131,4,1,6
9132,4,3,13
9133,4,2,13
9134,4,3,11
9135,4,2,13
9136,4,1,4
9137,4,0,2
9138,4,3,7
9139,4,1,7
9140,4,0,5
9141,4,1,5
9142,4,1,3
9143,4,1,2
9144,4,1,6
9145,4,2,9
9146,4,1,8
9147,4,2,14
9148,4,1,1
9149,4,2,13
9150,4,1,5
9151,4,1,2
9152,4,2,12
9153,4,2,5
9154,4,1,2
9155,4,0,1
9156,4,2,2
9157,4,1,4
9158,4,3,9
9159,4,0,5
9160,4,0,1
9161,4,3,5
9162,4,1,3
9163,4,2,13
9164,4,3,17
9165,4,2,4
9166,4,2,5
9167,4,3,16
9168,4,2,6
9169,4,0,4
9170,4,3,15
9171,4,2,4
9172,4,1,6
9173,4,0,1
9174,4,1,5
9175,4,3,7
9176,4,1,2
9177,4,1,3
9178,4,2,1
9179,4,0,2
9180,4,1,6
9181,4,0,2
9182,4,2,10
9183,4,1,5
9184,4,1,5
9185,4,1,4
9186,4,1,4
9187,4,2,5
9188,4,3,10
9189,4,1,2
9190,4,3,14
9191,4,1,4
9192,4,1,3
9193,4,2,4
9194,4,1,3
9195,4,1,7
9196,4,1,3
9197,4,1,6
9198,4,2,18
9199,4,3,13
9200,4,1,7
9201,4,1,10
9202,4,0,5
9203,4,0,4
9204,4,2,4
9205,4,1,5
9206,4,1,3
9207,4,0,4
9208,4,2,13
9209,4,1,1
9210,4,1,2
9211,4,2,5
9212,4,2,10
9213,4,1,1
9214,4,1,5
9215,4,2,9
9216,4,1,5
9217,4,3,9
9218,4,1,4
9219,4,2,14
9220,4,3,11
9221,4,1,2
9222,4,2,8
9223,4,2,4
9224,4,2,8
9225,4,1,4
9226,4,0,2
9227,4,2,10
9228,4,2,3
9229,4,2,8
9230,4,2,5
9231,4,1,1
9232,4,1,3
9233,4,1,2
9234,4,0,2
9235,4,1,6
9236,4,2,7
9237,4,2,9
9238,4,2,4
9239,4,2,5
9240,4,1,7
9241,4,1,3
9242,4,1,6
9243,4,2,11
9244,4,1,6
9245,4,1,2
9246,4,0,6
9247,4,3,14
9248,4,2,10
9249,4,2,8
9250,4,1,2
9251,4,2,9
9252,4,1,3
9253,4,1,8
9254,4,3,8
9255,4,3,8
9256,4,2,5
9257,4,3,9
9258,4,3,7
9259,4,2,7
9260,4,3,2
9261,4,1,2
9262,4,0,0
9263,4,3,10
9264,4,3,6
9265,4,1,4
9266,4,1,2
9267,4,1,6
9268,4,0,5
