id,set,human_score,char_10
20716,8,34,8
20717,8,46,8
20718,8,40,12
20719,8,30,1
20721,8,26,0
20722,8,40,2
20723,8,40,3
20724,8,34,4
20725,8,41,5
20726,8,40,4
20727,8,31,4
20728,8,44,53
20732,8,31,1
20733,8,36,16
20734,8,43,19
20735,8,20,7
20736,8,45,8
20737,8,40,2
20739,8,30,9
20741,8,35,1
20742,8,40,2
20743,8,42,21
20745,8,34,13
20746,8,33,4
20747,8,38,1
20748,8,36,5
20751,8,45,5
20754,8,31,6
20755,8,30,5
20756,8,34,6
20757,8,33,13
20758,8,40,14
20759,8,47,6
20760,8,30,3
20761,8,40,9
20762,8,32,2
20763,8,40,5
20764,8,30,1
20766,8,45,21
20767,8,45,6
20768,8,45,6
20769,8,50,11
20770,8,39,11
20771,8,33,6
20772,8,33,8
20773,8,34,3
20774,8,40,1
20775,8,33,4
20776,8,33,11
20777,8,40,1
20778,8,36,4
20779,8,37,9
20781,8,40,10
20783,8,33,7
20784,8,37,4
20785,8,42,4
20787,8,40,2
20790,8,40,5
20791,8,38,4
20792,8,31,1
20793,8,42,9
20794,8,40,4
20795,8,35,4
20796,8,35,6
20797,8,33,2
20800,8,33,10
20802,8,30,11
20803,8,37,4
20804,8,40,2
20805,8,40,4
20806,8,35,9
20807,8,35,6
20808,8,31,2
20809,8,40,3
20812,8,40,12
20813,8,36,3
20814,8,32,6
20815,8,31,11
20817,8,30,0
20818,8,32,9
20819,8,30,1
20821,8,55,12
20822,8,45,8
20823,8,41,12
20824,8,45,14
20825,8,33,6
20826,8,60,11
20827,8,45,6
20828,8,28,1
20829,8,49,10
20830,8,33,1
20831,8,29,0
20832,8,36,11
20833,8,40,10
20835,8,40,5
20836,8,40,10
20838,8,27,0
20839,8,24,0
20840,8,32,3
20841,8,33,1
20842,8,40,4
20844,8,30,6
20846,8,34,4
20847,8,35,1
20848,8,30,7
20849,8,44,8
20850,8,31,1
20851,8,32,10
20852,8,40,9
20853,8,32,2
20856,8,40,13
20857,8,36,3
20859,8,43,11
20860,8,36,11
20861,8,40,11
20862,8,45,9
20863,8,36,0
20865,8,38,1
20866,8,37,0
20869,8,36,6
20870,8,31,5
20871,8,20,1
20872,8,38,10
20874,8,32,4
20876,8,37,2
20877,8,40,6
20878,8,35,4
20879,8,40,9
20881,8,28,2
20882,8,38,2
20883,8,36,4
20884,8,43,6
20885,8,34,1
20887,8,32,5
20888,8,50,11
20889,8,40,6
20892,8,40,5
20893,8,37,4
20894,8,36,5
20895,8,40,5
20896,8,30,2
20897,8,32,0
20898,8,44,6
20899,8,37,5
20900,8,42,7
20901,8,40,9
20902,8,40,7
20904,8,30,6
20905,8,34,2
20906,8,44,3
20907,8,36,9
20908,8,35,0
20909,8,34,1
20910,8,32,8
20911,8,40,3
20913,8,34,9
20914,8,40,14
20915,8,40,10
20916,8,37,7
20917,8,38,2
20918,8,29,13
20919,8,34,7
20920,8,32,0
20921,8,43,15
20922,8,37,1
20923,8,34,2
20924,8,29,5
20925,8,30,7
20926,8,47,12
20927,8,36,14
20928,8,40,5
20929,8,29,1
20930,8,40,12
20931,8,41,7
20932,8,40,9
20933,8,32,17
20935,8,40,1
20936,8,44,2
20938,8,34,8
20939,8,31,5
20940,8,40,3
20942,8,40,2
20943,8,40,6
20944,8,31,12
20945,8,29,0
20946,8,43,16
20947,8,40,13
20948,8,40,1
20949,8,36,6
20953,8,31,6
20954,8,15,1
20955,8,40,11
20956,8,36,5
20957,8,45,9
20958,8,35,4
20959,8,45,8
20962,8,40,21
20963,8,40,5
20964,8,36,3
20965,8,28,0
20966,8,40,1
20967,8,20,0
20968,8,36,6
20971,8,46,15
20972,8,32,1
20973,8,41,11
20974,8,44,18
20975,8,36,2
20976,8,42,5
20977,8,42,8
20979,8,31,4
20981,8,40,4
20982,8,32,1
20983,8,43,17
20984,8,31,12
20985,8,36,28
20987,8,35,11
20988,8,36,9
20992,8,40,3
20993,8,45,6
20994,8,40,10
20996,8,38,0
20998,8,36,6
20999,8,37,8
21000,8,30,5
21001,8,41,15
21002,8,40,1
21003,8,36,7
21004,8,29,6
21005,8,32,2
21006,8,36,9
21007,8,40,12
21008,8,40,7
21009,8,33,11
21010,8,40,1
21012,8,30,12
21013,8,24,0
21014,8,33,0
21015,8,40,11
21016,8,31,10
21017,8,27,1
21020,8,33,0
21021,8,40,12
21022,8,37,6
21023,8,34,5
21024,8,33,1
21025,8,40,5
21026,8,32,6
21028,8,32,14
21029,8,30,1
21030,8,44,3
21031,8,25,1
21032,8,40,17
21033,8,27,3
21034,8,36,8
21035,8,45,3
21036,8,41,11
21037,8,50,14
21038,8,42,1
21039,8,36,1
21042,8,36,13
21043,8,40,13
21044,8,36,3
21045,8,37,3
21049,8,40,4
21051,8,42,0
21052,8,32,7
21053,8,30,0
21054,8,43,10
21055,8,35,4
21056,8,48,12
21057,8,40,11
21058,8,40,1
21059,8,45,4
21060,8,45,8
21061,8,30,3
21063,8,37,2
21064,8,38,9
21065,8,47,9
21067,8,41,16
21068,8,36,3
21069,8,42,4
21070,8,40,18
21071,8,30,0
21072,8,35,10
21073,8,40,7
21074,8,37,6
21075,8,35,3
21076,8,40,4
21077,8,40,3
21078,8,35,11
21079,8,34,8
21081,8,36,2
21083,8,41,9
21085,8,37,5
21086,8,30,9
21087,8,34,3
21089,8,36,4
21090,8,37,6
21091,8,34,3
21092,8,43,4
21093,8,42,15
21094,8,40,10
21095,8,35,3
21096,8,37,9
21097,8,46,4
21098,8,43,14
21099,8,40,6
21101,8,40,2
21102,8,31,1
21103,8,32,0
21105,8,40,3
21106,8,40,5
21107,8,40,13
21109,8,40,4
21110,8,45,15
21111,8,36,9
21112,8,35,1
21113,8,36,5
21114,8,40,1
21115,8,32,6
21116,8,37,15
21118,8,48,12
21119,8,33,5
21120,8,50,12
21122,8,46,8
21123,8,43,7
21126,8,27,1
21127,8,35,6
21129,8,36,11
21130,8,45,4
21131,8,35,6
21132,8,40,14
21133,8,35,2
21134,8,34,2
21135,8,40,3
21136,8,33,6
21137,8,39,6
21138,8,33,5
21140,8,24,7
21141,8,31,4
21142,8,36,3
21143,8,40,7
21144,8,40,3
21145,8,32,4
21146,8,47,6
21147,8,40,15
21148,8,35,11
21149,8,36,7
21150,8,28,0
21151,8,35,1
21153,8,33,4
21154,8,34,2
21155,8,36,18
21156,8,40,9
21157,8,40,10
21158,8,35,4
21159,8,46,12
21160,8,34,0
21161,8,40,1
21163,8,40,6
21164,8,45,17
21166,8,31,0
21167,8,40,19
21168,8,40,2
21170,8,39,11
21171,8,35,11
21174,8,42,2
21175,8,38,7
21176,8,34,0
21177,8,26,0
21178,8,31,10
21179,8,31,1
21180,8,40,2
21181,8,40,5
21182,8,31,3
21183,8,36,1
21185,8,42,14
21186,8,39,4
21188,8,37,3
21189,8,37,7
21190,8,36,29
21191,8,34,4
21192,8,35,1
21193,8,40,6
21194,8,42,7
21195,8,36,2
21198,8,34,3
21199,8,35,2
21200,8,40,6
21202,8,45,12
21203,8,40,1
21204,8,31,4
21205,8,31,3
21206,8,34,3
21207,8,44,6
21208,8,38,2
21209,8,42,5
21210,8,35,7
21211,8,33,10
21213,8,40,1
21214,8,40,2
21215,8,41,4
21217,8,30,3
21218,8,42,7
21219,8,40,2
21220,8,30,2
21221,8,31,7
21222,8,27,10
21223,8,36,1
21224,8,43,2
21225,8,50,9
21227,8,40,5
21229,8,40,6
21230,8,36,3
21233,8,40,5
21235,8,28,2
21236,8,40,3
21237,8,40,11
21238,8,37,1
21240,8,26,0
21241,8,30,3
21244,8,30,1
21245,8,40,11
21246,8,37,2
21247,8,34,11
21248,8,28,0
21249,8,42,3
21250,8,44,7
21251,8,40,15
21253,8,40,5
21255,8,41,0
21256,8,33,7
21257,8,30,5
21258,8,40,5
21259,8,43,3
21261,8,36,2
21262,8,36,1
21263,8,32,8
21264,8,36,3
21265,8,35,1
21266,8,38,8
21268,8,38,8
21269,8,40,14
21271,8,30,0
21272,8,40,6
21273,8,34,3
21274,8,40,4
21275,8,40,6
21276,8,34,7
21277,8,30,0
21279,8,33,3
21280,8,40,15
21281,8,40,2
21284,8,38,4
21285,8,37,2
21286,8,36,7
21287,8,40,4
21288,8,46,30
21289,8,49,6
21290,8,37,10
21291,8,30,34
21292,8,50,7
21293,8,33,0
21294,8,34,12
21295,8,45,16
21296,8,40,4
21297,8,32,6
21298,8,30,1
21299,8,41,7
21300,8,44,7
21301,8,21,0
21302,8,40,7
21304,8,37,5
21306,8,46,4
21307,8,30,2
21308,8,40,12
21309,8,38,7
21310,8,40,4
21312,8,32,4
21315,8,35,35
21318,8,29,8
21319,8,46,4
21321,8,40,17
21322,8,36,3
21323,8,43,18
21324,8,40,3
21325,8,45,10
21327,8,33,0
21329,8,30,1
21330,8,37,13
21331,8,26,2
21332,8,40,0
21333,8,36,4
21334,8,30,1
21336,8,36,12
21338,8,34,1
21339,8,34,0
21340,8,37,6
21342,8,40,3
21343,8,47,2
21344,8,47,3
21345,8,32,6
21346,8,31,2
21347,8,32,9
21348,8,40,5
21350,8,36,5
21351,8,31,8
21352,8,37,1
21354,8,35,5
21355,8,28,0
21356,8,37,12
21357,8,41,0
21358,8,46,10
21360,8,35,1
21361,8,45,8
21364,8,45,3
21365,8,37,3
21366,8,41,4
21367,8,39,5
21369,8,29,4
21370,8,31,3
21373,8,40,13
21374,8,38,20
21375,8,37,2
21377,8,34,1
21379,8,35,20
21380,8,37,2
21382,8,42,5
21383,8,40,4
21384,8,38,4
21385,8,50,10
21386,8,42,1
21387,8,40,7
21388,8,40,9
21389,8,20,0
21390,8,36,2
21391,8,34,2
21392,8,40,1
21393,8,30,0
21394,8,31,6
21397,8,40,3
21398,8,50,9
21399,8,25,2
21403,8,41,10
21404,8,37,14
21405,8,40,1
21407,8,40,0
21408,8,21,2
21409,8,44,9
21410,8,33,6
21411,8,31,10
21412,8,32,7
21413,8,46,5
21414,8,41,14
21415,8,35,0
21416,8,40,4
21418,8,45,11
21419,8,43,12
21421,8,41,6
21422,8,41,3
21424,8,36,2
21425,8,34,0
21426,8,41,9
21427,8,35,7
21428,8,30,2
21429,8,55,20
21431,8,40,2
21432,8,50,11
21433,8,35,5
21434,8,32,4
21436,8,37,3
21437,8,34,6
21438,8,46,2
21440,8,34,15
21441,8,41,9
21442,8,40,1
21443,8,34,1
21444,8,30,0
21446,8,30,3
21447,8,36,8
21448,8,30,1
21449,8,32,0
21450,8,35,0
21451,8,45,7
21452,8,33,7
21453,8,36,5
21454,8,42,9
21456,8,39,4
21457,8,40,1
21458,8,40,6
21459,8,40,6
21460,8,32,3
21462,8,35,8
21463,8,25,4
21465,8,36,4
21467,8,45,0
21468,8,35,2
21470,8,36,9
