id,set,human_score,mean_char
8863,4,0,4.36842105263
8864,4,0,4.28205128205
8865,4,3,4.72794117647
8866,4,2,4.78461538462
8867,4,2,4.4375
8868,4,1,4.53521126761
8869,4,0,4.30434782609
8870,4,2,4.4512195122
8871,4,1,4.09375
8872,4,2,4.00869565217
8873,4,2,4.12849162011
8874,4,0,3.88095238095
8875,4,1,4.83870967742
8876,4,2,4.70857142857
8877,4,0,4.45070422535
8878,4,1,3.91666666667
8879,4,2,4.34482758621
8880,4,1,4.82352941176
8881,4,3,4.54268292683
8882,4,1,4.18
8883,4,1,4.18518518519
8884,4,1,4.375
8885,4,3,4.52205882353
8886,4,1,4.39130434783
8887,4,2,4.07954545455
8888,4,2,4.77840909091
8889,4,1,3.93043478261
8890,4,2,4.61904761905
8891,4,3,4.47368421053
8892,4,1,4.79746835443
8893,4,2,4.05555555556
8894,4,1,4.27272727273
8895,4,3,4.37714285714
8896,4,2,4.91011235955
8897,4,1,4.54347826087
8898,4,2,3.86428571429
8899,4,0,4.61764705882
8900,4,2,3.93288590604
8901,4,0,4.36111111111
8902,4,3,4.43870967742
8903,4,3,4.20338983051
8904,4,2,4.76146788991
8905,4,2,4.40287769784
8906,4,2,4.41441441441
8907,4,0,4.275
8908,4,1,4.47524752475
8909,4,2,4.03418803419
8910,4,1,4.17647058824
8911,4,3,4.42777777778
8912,4,1,4.13636363636
8913,4,1,4.12162162162
8914,4,2,4.30890052356
8915,4,2,4.22058823529
8916,4,0,4.14018691589
8917,4,0,4.37878787879
8918,4,1,4.24
8919,4,3,4.87777777778
8920,4,0,4.0
8921,4,2,4.35849056604
8922,4,2,4.17730496454
8923,4,3,4.5838150289
8924,4,2,4.14772727273
8925,4,1,4.18518518519
8926,4,1,4.14
8927,4,0,4.01754385965
8928,4,1,4.31868131868
8929,4,1,4.19402985075
8930,4,0,4.38095238095
8931,4,3,4.23636363636
8932,4,1,4.21052631579
8933,4,2,4.51587301587
8934,4,1,3.72727272727
8935,4,2,4.32795698925
8936,4,1,3.79591836735
8937,4,1,4.33653846154
8938,4,1,4.07547169811
8939,4,3,4.7803030303
8940,4,2,4.51515151515
8941,4,3,4.54666666667
8942,4,1,3.6935483871
8943,4,1,4.03278688525
8944,4,1,4.17894736842
8945,4,2,4.05607476636
8946,4,3,4.57547169811
8947,4,0,4.08235294118
8948,4,3,4.37951807229
8949,4,0,4.19565217391
8950,4,1,4.49107142857
8951,4,2,4.15625
8952,4,1,4.22368421053
8953,4,1,3.71014492754
8954,4,3,4.41353383459
8955,4,3,4.42748091603
8956,4,1,4.24489795918
8957,4,2,4.18421052632
8958,4,0,4.35294117647
8959,4,3,4.44594594595
8960,4,1,4.09183673469
8961,4,1,4.72602739726
8962,4,2,4.42268041237
8963,4,1,3.60256410256
8964,4,0,4.29411764706
8965,4,2,4.77419354839
8966,4,1,3.89090909091
8967,4,2,3.9387755102
8968,4,2,4.7
8969,4,2,4.29069767442
8970,4,1,4.17307692308
8971,4,1,4.36842105263
8972,4,2,4.44736842105
8973,4,3,4.75595238095
8974,4,3,4.29166666667
8975,4,0,4.46153846154
8976,4,0,4.11475409836
8977,4,2,4.1
8978,4,0,4.51851851852
8979,4,3,4.50236966825
8980,4,1,4.3275862069
8981,4,3,4.39112903226
8982,4,1,4.41860465116
8983,4,2,4.47899159664
8984,4,1,4.52
8985,4,1,4.34146341463
8986,4,2,4.08064516129
8987,4,2,4.51282051282
8988,4,2,4.56756756757
8989,4,1,3.79166666667
8990,4,3,4.16444444444
8991,4,0,4.075
8992,4,0,4.36956521739
8993,4,0,4.3829787234
8994,4,0,4.52173913043
8995,4,2,4.46875
8996,4,2,4.57894736842
8997,4,1,4.15789473684
8998,4,3,4.12686567164
8999,4,1,4.12903225806
9000,4,1,3.82352941176
9001,4,2,4.28571428571
9002,4,2,4.01492537313
9003,4,2,4.58426966292
9004,4,3,4.58928571429
9005,4,3,4.24166666667
9006,4,3,4.28155339806
9007,4,2,4.56204379562
9008,4,2,4.59482758621
9009,4,2,4.58947368421
9010,4,1,4.73333333333
9011,4,2,4.21276595745
9012,4,1,4.38383838384
9013,4,1,3.94545454545
9014,4,2,4.39010989011
9015,4,1,4.12903225806
9016,4,3,4.46540880503
9017,4,2,4.32608695652
9018,4,2,4.29545454545
9019,4,3,4.52777777778
9020,4,0,4.17391304348
9021,4,2,4.6847826087
9022,4,2,4.31313131313
9023,4,1,4.13461538462
9024,4,1,3.89830508475
9025,4,1,4.18518518519
9026,4,2,4.03157894737
9027,4,3,4.49783549784
9028,4,1,4.51219512195
9029,4,2,4.43506493506
9030,4,0,3.984375
9031,4,1,4.28571428571
9032,4,1,4.18181818182
9033,4,1,4.35114503817
9034,4,2,4.65986394558
9035,4,3,4.38260869565
9036,4,0,3.97222222222
9037,4,3,4.62595419847
9038,4,1,4.25
9039,4,2,4.20895522388
9040,4,3,4.52413793103
9041,4,0,4.36734693878
9042,4,2,4.56643356643
9043,4,2,4.14851485149
9044,4,1,4.35294117647
9045,4,0,4.37931034483
9046,4,1,4.41304347826
9047,4,1,4.42857142857
9048,4,0,3.79310344828
9049,4,2,4.29896907216
9050,4,1,4.68253968254
9051,4,2,4.57142857143
9052,4,3,4.62385321101
9053,4,2,4.20238095238
9054,4,1,4.25641025641
9055,4,1,4.125
9056,4,0,4.02597402597
9057,4,2,4.39285714286
9058,4,3,4.3021978022
9059,4,0,4.48717948718
9060,4,3,4.57575757576
9061,4,3,4.36538461538
9062,4,0,4.27777777778
9063,4,1,4.26470588235
9064,4,1,4.00833333333
9065,4,1,3.71739130435
9066,4,1,4.39655172414
9067,4,1,4.77777777778
9068,4,1,3.86274509804
9069,4,3,4.46835443038
9070,4,1,4.34090909091
9071,4,2,4.4375
9072,4,0,3.69841269841
9073,4,1,3.82716049383
9074,4,3,4.40526315789
9075,4,3,4.53191489362
9076,4,0,4.5
9077,4,1,4.76363636364
9078,4,1,4.25
9079,4,2,4.44578313253
9080,4,1,4.69230769231
9081,4,2,4.18181818182
9082,4,2,4.21008403361
9083,4,2,4.69491525424
9084,4,2,4.0
9085,4,2,4.50694444444
9086,4,1,3.5
9087,4,1,4.04411764706
9088,4,2,4.39047619048
9089,4,2,4.13924050633
9090,4,1,3.71186440678
9091,4,2,4.28947368421
9092,4,0,4.13043478261
9093,4,1,4.3488372093
9094,4,1,4.0
9095,4,2,4.1981981982
9096,4,2,4.27868852459
9097,4,1,4.29310344828
9098,4,3,4.45945945946
9099,4,1,3.81481481481
9100,4,1,3.95294117647
9101,4,1,4.9375
9102,4,1,4.45833333333
9103,4,2,4.82352941176
9104,4,2,4.52631578947
9105,4,1,3.98780487805
9106,4,3,4.17333333333
9107,4,1,4.87755102041
