id,set,human_score,pos_19
5978,3,1,4
5979,3,2,7
5980,3,1,10
5981,3,1,5
5982,3,2,5
5983,3,1,5
5984,3,1,2
5985,3,0,6
5986,3,2,3
5987,3,3,4
5988,3,3,8
5989,3,1,3
5990,3,3,3
5991,3,2,5
5992,3,1,5
5993,3,2,7
5994,3,2,5
5995,3,2,5
5996,3,1,5
5997,3,2,4
5998,3,2,2
5999,3,1,1
6000,3,2,6
6001,3,1,2
6002,3,2,5
6003,3,3,6
6004,3,1,0
6005,3,3,10
6006,3,2,1
6007,3,3,6
6008,3,1,5
6010,3,1,5
6011,3,1,1
6012,3,0,2
6013,3,1,0
6014,3,3,2
6015,3,2,5
6016,3,3,8
6017,3,1,4
6018,3,2,6
6019,3,1,4
6020,3,2,5
6021,3,2,5
6022,3,2,7
6023,3,2,10
6024,3,1,3
6025,3,1,3
6026,3,3,5
6027,3,3,8
6028,3,2,4
6029,3,1,2
6030,3,3,7
6031,3,3,9
6032,3,2,2
6033,3,3,8
6034,3,2,8
6035,3,1,3
6036,3,2,2
6037,3,2,2
6038,3,2,12
6039,3,1,7
6040,3,1,3
6041,3,2,1
6042,3,2,1
6043,3,1,3
6044,3,2,1
6045,3,2,3
6046,3,1,0
6047,3,1,3
6048,3,1,3
6049,3,1,4
6050,3,3,7
6051,3,1,7
6052,3,2,7
6053,3,1,3
6054,3,1,1
6055,3,2,1
6056,3,1,4
6057,3,3,2
6058,3,2,8
6059,3,1,1
6060,3,1,7
6061,3,3,11
6062,3,1,1
6063,3,2,7
6064,3,2,7
6065,3,2,8
6066,3,1,2
6067,3,1,4
6068,3,2,3
6069,3,2,6
6070,3,2,5
6071,3,2,8
6072,3,2,6
6073,3,2,10
6074,3,2,3
6075,3,3,12
6076,3,2,6
6077,3,1,3
6078,3,2,4
6079,3,3,7
6080,3,2,6
6081,3,2,2
6082,3,1,5
6083,3,1,4
6084,3,3,5
6085,3,3,4
6086,3,1,2
6087,3,2,2
6088,3,2,3
6089,3,3,11
6090,3,1,5
6091,3,3,4
6092,3,1,2
6093,3,1,3
6094,3,1,8
6095,3,3,12
6096,3,2,6
6097,3,1,1
6098,3,3,7
6099,3,1,3
6100,3,2,8
6101,3,2,8
6102,3,2,4
6103,3,2,5
6104,3,1,2
6105,3,3,21
6106,3,1,6
6107,3,2,5
6108,3,1,2
6109,3,2,5
6110,3,2,3
6111,3,2,8
6112,3,1,1
6113,3,3,3
6114,3,1,4
6115,3,2,2
6116,3,2,5
6117,3,1,7
6118,3,3,7
6119,3,1,1
6120,3,2,7
6121,3,3,1
6122,3,2,7
6123,3,3,5
6124,3,3,3
