id,set,human_score,pos_27
20716,8,34,99
20717,8,46,71
20718,8,40,60
20719,8,30,41
20721,8,26,94
20722,8,40,17
20723,8,40,82
20724,8,34,1
20725,8,41,19
20726,8,40,17
20727,8,31,25
20728,8,44,64
20732,8,31,47
20733,8,36,26
20734,8,43,52
20735,8,20,6
20736,8,45,51
20737,8,40,29
20739,8,30,18
20741,8,35,2
20742,8,40,47
20743,8,42,98
20745,8,34,44
20746,8,33,67
20747,8,38,26
20748,8,36,72
20751,8,45,70
20754,8,31,37
20755,8,30,8
20756,8,34,17
20757,8,33,73
20758,8,40,96
20759,8,47,94
20760,8,30,89
20761,8,40,60
20762,8,32,32
20763,8,40,88
20764,8,30,31
20766,8,45,87
20767,8,45,73
20768,8,45,70
20769,8,50,57
20770,8,39,31
20771,8,33,53
20772,8,33,66
20773,8,34,43
20774,8,40,68
20775,8,33,38
20776,8,33,49
20777,8,40,38
20778,8,36,41
20779,8,37,34
20781,8,40,18
20783,8,33,65
20784,8,37,10
20785,8,42,36
20787,8,40,3
20790,8,40,50
20791,8,38,17
20792,8,31,18
20793,8,42,87
20794,8,40,22
20795,8,35,63
20796,8,35,88
20797,8,33,13
20800,8,33,49
20802,8,30,45
20803,8,37,15
20804,8,40,41
20805,8,40,64
20806,8,35,63
20807,8,35,53
20808,8,31,37
20809,8,40,54
20812,8,40,93
20813,8,36,2
20814,8,32,78
20815,8,31,3
20817,8,30,23
20818,8,32,44
20819,8,30,5
20821,8,55,77
20822,8,45,27
20823,8,41,79
20824,8,45,5
20825,8,33,5
20826,8,60,77
20827,8,45,75
20828,8,28,36
20829,8,49,59
20830,8,33,43
20831,8,29,46
20832,8,36,53
20833,8,40,61
20835,8,40,47
20836,8,40,39
20838,8,27,22
20839,8,24,23
20840,8,32,18
20841,8,33,37
20842,8,40,84
20844,8,30,41
20846,8,34,36
20847,8,35,58
20848,8,30,78
20849,8,44,27
20850,8,31,3
20851,8,32,38
20852,8,40,37
20853,8,32,47
20856,8,40,25
20857,8,36,52
20859,8,43,115
20860,8,36,36
20861,8,40,29
20862,8,45,84
20863,8,36,30
20865,8,38,103
20866,8,37,62
20869,8,36,83
20870,8,31,20
20871,8,20,0
20872,8,38,60
20874,8,32,4
20876,8,37,45
20877,8,40,58
20878,8,35,59
20879,8,40,39
20881,8,28,71
20882,8,38,51
20883,8,36,37
20884,8,43,52
20885,8,34,21
20887,8,32,78
20888,8,50,50
20889,8,40,40
20892,8,40,32
20893,8,37,19
20894,8,36,59
20895,8,40,34
20896,8,30,21
20897,8,32,0
20898,8,44,70
20899,8,37,69
20900,8,42,30
20901,8,40,15
20902,8,40,38
20904,8,30,52
20905,8,34,101
20906,8,44,12
20907,8,36,93
20908,8,35,47
20909,8,34,92
20910,8,32,46
20911,8,40,41
20913,8,34,41
20914,8,40,60
20915,8,40,75
20916,8,37,41
20917,8,38,34
20918,8,29,3
20919,8,34,7
20920,8,32,26
20921,8,43,79
20922,8,37,18
20923,8,34,9
20924,8,29,4
20925,8,30,47
20926,8,47,47
20927,8,36,62
20928,8,40,34
20929,8,29,27
20930,8,40,68
20931,8,41,80
20932,8,40,12
20933,8,32,31
20935,8,40,64
20936,8,44,78
20938,8,34,43
20939,8,31,17
20940,8,40,56
20942,8,40,50
20943,8,40,111
20944,8,31,76
20945,8,29,40
20946,8,43,47
20947,8,40,64
20948,8,40,107
20949,8,36,10
20953,8,31,63
20954,8,15,1
20955,8,40,44
20956,8,36,4
20957,8,45,80
20958,8,35,49
20959,8,45,53
20962,8,40,99
20963,8,40,47
20964,8,36,110
20965,8,28,21
20966,8,40,67
20967,8,20,27
20968,8,36,60
20971,8,46,69
20972,8,32,24
20973,8,41,55
20974,8,44,36
20975,8,36,60
20976,8,42,86
20977,8,42,27
20979,8,31,48
20981,8,40,4
20982,8,32,66
20983,8,43,35
20984,8,31,13
20985,8,36,65
20987,8,35,10
20988,8,36,73
20992,8,40,44
20993,8,45,38
20994,8,40,22
20996,8,38,17
20998,8,36,36
20999,8,37,11
21000,8,30,28
21001,8,41,28
21002,8,40,56
21003,8,36,53
21004,8,29,17
21005,8,32,20
21006,8,36,52
21007,8,40,79
21008,8,40,58
21009,8,33,40
21010,8,40,74
21012,8,30,11
21013,8,24,2
21014,8,33,43
21015,8,40,46
21016,8,31,28
21017,8,27,18
21020,8,33,14
21021,8,40,58
21022,8,37,78
21023,8,34,50
21024,8,33,34
21025,8,40,53
21026,8,32,69
21028,8,32,78
21029,8,30,27
21030,8,44,59
21031,8,25,86
21032,8,40,70
21033,8,27,65
21034,8,36,55
21035,8,45,49
21036,8,41,25
21037,8,50,9
21038,8,42,32
21039,8,36,14
21042,8,36,8
21043,8,40,67
21044,8,36,64
21045,8,37,22
21049,8,40,84
21051,8,42,53
21052,8,32,82
21053,8,30,44
21054,8,43,83
21055,8,35,10
21056,8,48,5
21057,8,40,70
21058,8,40,82
21059,8,45,29
21060,8,45,69
21061,8,30,51
21063,8,37,57
21064,8,38,42
21065,8,47,18
21067,8,41,79
21068,8,36,38
21069,8,42,43
21070,8,40,52
21071,8,30,90
21072,8,35,35
21073,8,40,93
