id,set,human_score,pos_20
8863,4,0,0
8864,4,0,1
8865,4,3,5
8866,4,2,0
8867,4,2,7
8868,4,1,0
8869,4,0,3
8870,4,2,0
8871,4,1,0
8872,4,2,7
8873,4,2,1
8874,4,0,0
8875,4,1,0
8876,4,2,8
8877,4,0,1
8878,4,1,0
8879,4,2,2
8880,4,1,1
8881,4,3,7
8882,4,1,0
8883,4,1,3
8884,4,1,5
8885,4,3,7
8886,4,1,1
8887,4,2,3
8888,4,2,5
8889,4,1,0
8890,4,2,4
8891,4,3,1
8892,4,1,3
8893,4,2,0
8894,4,1,2
8895,4,3,3
8896,4,2,4
8897,4,1,0
8898,4,2,0
8899,4,0,0
8900,4,2,1
8901,4,0,1
8902,4,3,2
8903,4,3,1
8904,4,2,15
8905,4,2,0
8906,4,2,2
8907,4,0,0
8908,4,1,1
8909,4,2,1
8910,4,1,0
8911,4,3,6
8912,4,1,0
8913,4,1,5
8914,4,2,7
8915,4,2,1
8916,4,0,4
8917,4,0,2
8918,4,1,6
8919,4,3,4
8920,4,0,1
8921,4,2,1
8922,4,2,2
8923,4,3,15
8924,4,2,4
8925,4,1,1
8926,4,1,4
8927,4,0,1
8928,4,1,2
8929,4,1,0
8930,4,0,2
8931,4,3,1
8932,4,1,0
8933,4,2,2
8934,4,1,0
8935,4,2,15
8936,4,1,0
8937,4,1,2
8938,4,1,0
8939,4,3,7
8940,4,2,1
8941,4,3,18
8942,4,1,1
8943,4,1,1
8944,4,1,1
8945,4,2,1
8946,4,3,2
8947,4,0,4
8948,4,3,8
8949,4,0,2
8950,4,1,5
8951,4,2,1
8952,4,1,0
8953,4,1,1
8954,4,3,12
8955,4,3,4
8956,4,1,0
8957,4,2,1
8958,4,0,1
8959,4,3,5
8960,4,1,10
8961,4,1,1
8962,4,2,2
8963,4,1,0
8964,4,0,0
8965,4,2,8
8966,4,1,0
8967,4,2,1
8968,4,2,1
8969,4,2,10
8970,4,1,3
8971,4,1,1
8972,4,2,8
8973,4,3,7
8974,4,3,3
8975,4,0,0
8976,4,0,1
8977,4,2,8
8978,4,0,4
8979,4,3,8
8980,4,1,2
8981,4,3,0
8982,4,1,1
8983,4,2,6
8984,4,1,2
8985,4,1,1
8986,4,2,0
8987,4,2,1
8988,4,2,4
8989,4,1,0
8990,4,3,10
8991,4,0,0
8992,4,0,4
8993,4,0,1
8994,4,0,0
8995,4,2,3
8996,4,2,12
8997,4,1,0
8998,4,3,7
8999,4,1,3
9000,4,1,0
9001,4,2,21
9002,4,2,3
9003,4,2,8
9004,4,3,4
9005,4,3,0
9006,4,3,0
9007,4,2,8
9008,4,2,4
9009,4,2,4
9010,4,1,1
9011,4,2,9
9012,4,1,2
9013,4,1,2
9014,4,2,3
9015,4,1,2
9016,4,3,1
9017,4,2,0
9018,4,2,2
9019,4,3,10
9020,4,0,0
9021,4,2,0
9022,4,2,7
9023,4,1,1
9024,4,1,0
9025,4,1,1
9026,4,2,0
9027,4,3,8
9028,4,1,2
9029,4,2,4
9030,4,0,0
9031,4,1,0
9032,4,1,0
9033,4,1,0
9034,4,2,2
9035,4,3,11
9036,4,0,1
