id,set,human_score,pos_2
5978,3,1,10
5979,3,2,27
5980,3,1,10
5981,3,1,10
5982,3,2,22
5983,3,1,13
5984,3,1,7
5985,3,0,11
5986,3,2,11
5987,3,3,15
5988,3,3,15
5989,3,1,13
5990,3,3,11
5991,3,2,15
5992,3,1,8
5993,3,2,22
5994,3,2,14
5995,3,2,14
5996,3,1,13
5997,3,2,13
5998,3,2,7
5999,3,1,6
6000,3,2,10
6001,3,1,8
6002,3,2,16
6003,3,3,23
6004,3,1,3
6005,3,3,27
6006,3,2,12
6007,3,3,17
6008,3,1,16
6010,3,1,15
6011,3,1,3
6012,3,0,10
6013,3,1,7
6014,3,3,22
6015,3,2,23
6016,3,3,24
6017,3,1,13
6018,3,2,12
6019,3,1,12
6020,3,2,15
6021,3,2,9
6022,3,2,20
6023,3,2,20
6024,3,1,14
6025,3,1,10
6026,3,3,23
6027,3,3,24
6028,3,2,7
6029,3,1,18
6030,3,3,30
6031,3,3,16
6032,3,2,11
6033,3,3,21
6034,3,2,16
6035,3,1,7
6036,3,2,20
6037,3,2,10
6038,3,2,16
6039,3,1,14
6040,3,1,12
6041,3,2,7
6042,3,2,11
6043,3,1,10
6044,3,2,5
6045,3,2,13
6046,3,1,13
6047,3,1,9
6048,3,1,18
6049,3,1,11
6050,3,3,56
6051,3,1,18
6052,3,2,20
6053,3,1,12
6054,3,1,9
6055,3,2,19
6056,3,1,17
6057,3,3,19
6058,3,2,23
6059,3,1,7
6060,3,1,8
6061,3,3,35
6062,3,1,11
6063,3,2,14
6064,3,2,18
6065,3,2,20
6066,3,1,9
6067,3,1,7
6068,3,2,7
6069,3,2,15
6070,3,2,15
6071,3,2,14
6072,3,2,12
6073,3,2,12
6074,3,2,10
6075,3,3,26
6076,3,2,19
6077,3,1,17
6078,3,2,11
6079,3,3,26
6080,3,2,19
6081,3,2,11
6082,3,1,9
6083,3,1,4
6084,3,3,13
6085,3,3,28
6086,3,1,12
6087,3,2,14
6088,3,2,20
6089,3,3,10
6090,3,1,14
6091,3,3,22
6092,3,1,5
6093,3,1,7
6094,3,1,15
6095,3,3,33
6096,3,2,13
6097,3,1,4
6098,3,3,16
6099,3,1,6
6100,3,2,29
6101,3,2,21
6102,3,2,16
6103,3,2,24
6104,3,1,4
6105,3,3,37
6106,3,1,10
6107,3,2,20
6108,3,1,11
6109,3,2,19
6110,3,2,21
6111,3,2,13
6112,3,1,17
6113,3,3,29
6114,3,1,2
6115,3,2,8
6116,3,2,22
6117,3,1,21
6118,3,3,18
6119,3,1,11
6120,3,2,11
6121,3,3,19
6122,3,2,8
6123,3,3,21
6124,3,3,14
6125,3,2,16
6126,3,1,11
6127,3,3,18
6128,3,3,16
6129,3,2,15
6130,3,1,9
6131,3,1,10
6132,3,3,20
6133,3,1,8
6134,3,2,20
6135,3,2,13
6136,3,1,13
6137,3,2,21
6138,3,2,16
6139,3,2,16
6140,3,1,18
6141,3,2,12
6142,3,2,21
6143,3,3,22
6144,3,3,17
6145,3,3,18
6146,3,2,19
6147,3,2,9
6148,3,2,8
6149,3,2,15
6150,3,2,13
6151,3,2,16
6152,3,2,19
6153,3,2,9
6154,3,1,3
6155,3,1,11
6156,3,2,22
6157,3,3,25
6158,3,3,32
6159,3,2,13
6160,3,2,22
6161,3,2,15
6162,3,2,14
6163,3,1,5
6164,3,2,13
6165,3,3,22
6166,3,1,4
6167,3,3,8
6168,3,2,9
6169,3,2,23
6170,3,1,19
6171,3,3,20
6172,3,2,15
6173,3,1,12
6174,3,2,14
6175,3,1,10
6176,3,1,20
6177,3,2,23
6178,3,3,16
6179,3,2,4
6180,3,3,36
6181,3,3,10
6182,3,3,21
6183,3,3,20
6184,3,1,12
6185,3,2,12
6186,3,2,9
6187,3,1,9
6188,3,0,4
6189,3,1,6
6190,3,2,27
6191,3,2,12
6192,3,3,19
6193,3,1,16
6194,3,3,21
6195,3,3,24
6196,3,1,17
6197,3,2,17
6198,3,3,31
6199,3,2,8
6200,3,0,17
6201,3,2,4
6202,3,1,4
6203,3,3,32
6204,3,1,25
6205,3,2,3
6206,3,0,10
6207,3,0,1
6208,3,3,18
6209,3,2,11
6210,3,2,13
6211,3,1,9
6212,3,2,22
6213,3,1,9
6214,3,1,11
6215,3,1,6
6216,3,2,22
6217,3,1,5
6218,3,2,14
6219,3,2,29
6220,3,2,21
6221,3,2,15
6222,3,2,14
6223,3,3,25
6224,3,2,8
6225,3,3,16
6226,3,3,11
6227,3,1,10
6228,3,3,29
6229,3,1,5
6230,3,1,5
6231,3,2,9
6232,3,1,21
6233,3,2,4
6234,3,1,8
6235,3,1,6
6236,3,2,15
6237,3,2,19
6238,3,0,3
6239,3,2,12
6240,3,3,20
6241,3,1,4
6242,3,1,2
6243,3,2,23
6244,3,1,20
6245,3,3,17
6246,3,1,15
6247,3,3,24
6248,3,1,15
6249,3,3,29
6250,3,3,33
6251,3,1,12
6252,3,1,13
6253,3,3,16
6254,3,3,20
6255,3,1,5
6256,3,1,4
6257,3,1,4
6258,3,1,5
6259,3,3,7
6260,3,2,10
6261,3,1,10
6262,3,3,19
6263,3,3,25
6264,3,3,37
6265,3,2,15
6266,3,1,11
6267,3,3,23
6268,3,3,20
6269,3,1,7
6270,3,3,16
6271,3,2,9
6272,3,2,14
6273,3,1,13
6274,3,1,15
6275,3,1,9
6276,3,3,19
6277,3,1,6
6278,3,1,7
6279,3,2,16
6280,3,3,8
6281,3,1,24
6282,3,3,29
6283,3,1,5
6284,3,3,20
6285,3,2,16
6286,3,3,18
6287,3,3,24
6288,3,2,9
6289,3,2,7
6290,3,1,13
6291,3,2,16
6292,3,3,27
6293,3,2,18
6294,3,1,24
6295,3,2,10
6296,3,0,5
6297,3,1,13
6298,3,1,9
6299,3,2,13
6300,3,3,19
6301,3,3,39
6302,3,2,13
6303,3,1,9
6304,3,1,9
6305,3,3,17
6306,3,1,8
6307,3,2,18
6308,3,3,19
6309,3,1,6
6310,3,3,15
6311,3,2,12
6312,3,2,17
6313,3,3,26
6314,3,1,4
6315,3,2,12
6316,3,1,17
6317,3,2,30
6318,3,1,13
6319,3,1,17
6320,3,1,9
6321,3,1,9
6322,3,2,10
6323,3,1,5
6324,3,1,3
6325,3,2,12
6326,3,1,5
6327,3,2,22
6328,3,2,19
6329,3,2,12
6330,3,3,14
6331,3,3,27
6332,3,3,3
6333,3,3,15
6334,3,2,13
6335,3,3,15
6336,3,3,19
6337,3,2,10
6338,3,2,30
6339,3,2,11
6340,3,3,17
6341,3,2,11
6342,3,1,7
6343,3,1,19
6344,3,2,16
6345,3,2,11
6346,3,2,16
6347,3,3,15
6348,3,1,11
6349,3,3,18
6350,3,2,20
6351,3,3,17
6352,3,2,18
6353,3,3,19
6354,3,1,11
6355,3,2,12
6356,3,1,3
6357,3,2,5
6358,3,2,14
6359,3,1,5
6360,3,2,18
6361,3,2,14
6362,3,1,11
6363,3,3,21
6364,3,3,25
6365,3,2,10
6366,3,3,32
6367,3,2,13
6368,3,1,8
6369,3,1,7
6370,3,0,4
6371,3,3,29
6372,3,2,6
6373,3,2,10
6374,3,2,13
6375,3,1,11
6376,3,2,17
6377,3,3,23
6378,3,3,27
6379,3,3,21
6380,3,1,11
6381,3,3,22
6382,3,1,8
6383,3,2,14
6384,3,3,22
6385,3,2,12
6386,3,2,19
6387,3,3,17
6388,3,3,19
6389,3,2,19
6390,3,2,9
6391,3,1,14
6392,3,3,26
6393,3,1,8
6394,3,1,1
6395,3,2,10
6396,3,3,21
6397,3,2,17
6398,3,2,12
6399,3,2,9
6400,3,2,12
6401,3,2,4
6402,3,2,13
6403,3,0,1
6404,3,1,14
6405,3,3,12
6406,3,2,21
6407,3,2,8
6408,3,3,33
6409,3,2,7
6410,3,3,27
6411,3,1,5
6412,3,1,26
6413,3,2,15
6414,3,1,8
6415,3,2,11
6416,3,1,6
6417,3,3,51
6418,3,2,18
6419,3,3,22
6420,3,1,5
6421,3,1,7
6422,3,1,2
6423,3,3,17
6424,3,2,21
6425,3,2,7
6426,3,2,13
6427,3,1,14
6428,3,2,7
6429,3,1,4
6430,3,1,11
6431,3,1,10
6432,3,3,14
6433,3,2,18
6434,3,2,18
6435,3,1,7
6436,3,2,15
6437,3,2,8
6438,3,1,9
6439,3,1,11
6440,3,1,7
6441,3,3,23
6442,3,1,5
6443,3,2,23
6444,3,3,23
6445,3,3,22
6446,3,3,16
6447,3,2,3
6448,3,2,19
6449,3,0,1
6450,3,2,16
6451,3,1,7
6452,3,1,9
6453,3,1,16
6454,3,2,5
6455,3,3,28
6456,3,1,6
6457,3,2,14
6458,3,1,8
6459,3,2,8
6460,3,2,23
6461,3,2,10
6462,3,3,11
6463,3,3,9
6464,3,1,11
6465,3,2,14
6466,3,2,14
6467,3,1,10
6468,3,2,10
6469,3,1,9
6470,3,2,14
6471,3,1,10
6472,3,3,24
6473,3,2,10
6474,3,2,21
6475,3,1,3
6476,3,3,22
6477,3,2,8
6478,3,3,21
6479,3,0,4
6480,3,2,22
6481,3,1,3
6482,3,1,8
6483,3,3,44
6484,3,3,31
6485,3,3,39
6486,3,2,7
6487,3,3,13
6488,3,1,12
6489,3,2,10
6490,3,1,4
6491,3,3,35
6492,3,2,12
6493,3,2,11
6494,3,3,10
6495,3,2,14
6496,3,1,7
6497,3,2,19
6498,3,2,12
6499,3,1,8
6500,3,2,10
6501,3,1,8
6502,3,2,16
6503,3,2,14
6504,3,1,17
6505,3,3,13
6506,3,1,9
6507,3,3,31
6508,3,2,14
6509,3,1,14
6510,3,2,13
6511,3,2,16
6512,3,3,23
6513,3,2,9
6514,3,1,10
6515,3,1,9
6516,3,3,34
6517,3,1,9
6518,3,1,7
6519,3,2,19
6520,3,2,19
6521,3,2,17
6522,3,2,8
6523,3,2,18
6524,3,2,15
6525,3,2,8
6526,3,1,5
6527,3,2,17
6528,3,2,11
6529,3,2,12
6530,3,3,37
6531,3,1,5
6532,3,3,23
6533,3,2,12
6534,3,1,12
6535,3,2,19
6536,3,2,8
6537,3,1,8
6538,3,0,6
6539,3,1,5
6540,3,2,6
6541,3,2,15
6542,3,2,26
6543,3,3,16
6544,3,2,7
6545,3,1,6
6546,3,1,8
6547,3,2,4
6548,3,1,8
6549,3,1,32
6550,3,1,3
6551,3,2,12
6552,3,1,5
6553,3,2,20
6554,3,3,16
6555,3,1,8
6556,3,1,9
6557,3,1,13
6558,3,1,9
6559,3,2,8
6560,3,1,5
6561,3,2,20
6562,3,1,9
6563,3,3,25
6564,3,3,20
6565,3,1,19
6566,3,3,16
6567,3,1,16
6568,3,1,4
6569,3,1,6
6570,3,2,16
6571,3,2,25
6572,3,3,16
6573,3,1,4
6575,3,3,23
6576,3,2,12
6577,3,1,10
6578,3,3,11
6579,3,2,22
6580,3,2,17
6581,3,1,11
6582,3,2,19
6583,3,2,11
6584,3,3,22
6585,3,0,2
6586,3,2,17
6587,3,1,11
6588,3,0,4
6589,3,1,11
6590,3,2,13
6591,3,1,8
6592,3,3,23
6593,3,2,12
6594,3,1,14
6595,3,1,13
6596,3,2,12
6597,3,3,25
6598,3,1,6
6599,3,3,11
6600,3,3,17
6601,3,2,12
6602,3,1,8
6603,3,1,8
6604,3,2,8
6605,3,1,3
6606,3,2,5
6607,3,2,10
6608,3,2,7
6609,3,2,8
6610,3,1,7
6611,3,1,9
6612,3,1,10
6613,3,1,7
6614,3,1,2
6615,3,3,14
6616,3,0,2
6617,3,2,14
6618,3,2,10
6619,3,3,17
6620,3,1,9
