id,set,human_score,mean_char
11827,5,2,4.43939393939
11828,5,2,4.31137724551
11829,5,3,4.70642201835
11830,5,1,4.46478873239
11831,5,3,4.28346456693
11832,5,3,4.35333333333
11833,5,3,4.68235294118
11834,5,4,4.67452830189
11835,5,3,4.57594936709
11836,5,3,4.16438356164
11837,5,1,3.60526315789
11838,5,1,4.25125628141
11839,5,1,4.08860759494
11840,5,1,4.01086956522
11841,5,2,4.38834951456
11842,5,2,4.11188811189
11843,5,4,4.50641025641
11844,5,3,4.36708860759
11845,5,2,4.3358778626
11846,5,2,4.37168141593
11847,5,4,4.4247311828
11848,5,2,4.19774011299
11849,5,2,4.36153846154
11850,5,4,4.54210526316
11851,5,2,4.20754716981
11852,5,2,4.41803278689
11853,5,2,4.82142857143
11854,5,1,4.32653061224
11855,5,3,4.46308724832
11856,5,4,4.58024691358
11857,5,4,4.61739130435
11858,5,3,4.42857142857
11859,5,2,4.1186440678
11860,5,3,4.41958041958
11861,5,3,4.13605442177
11862,5,3,4.52
11863,5,3,4.1048951049
11864,5,2,4.4
11865,5,3,4.63448275862
11866,5,4,4.944
11867,5,2,4.32978723404
11868,5,3,4.64356435644
11869,5,3,4.28947368421
11870,5,2,4.19587628866
11871,5,1,3.76470588235
11872,5,3,4.35135135135
11873,5,3,4.63924050633
11874,5,3,4.76811594203
11875,5,3,4.0780141844
11876,5,2,4.35802469136
11877,5,2,4.56862745098
11878,5,3,4.03755868545
11879,5,2,4.16666666667
11880,5,1,4.23076923077
11881,5,3,4.13559322034
11882,5,3,4.2421875
11883,5,3,4.27932960894
11884,5,4,4.77464788732
11885,5,2,3.91836734694
11886,5,3,4.38636363636
11887,5,2,4.61111111111
11888,5,1,4.08620689655
11889,5,2,4.63529411765
11890,5,2,4.72151898734
11891,5,3,4.83783783784
11892,5,2,4.08333333333
11893,5,3,4.12582781457
11894,5,2,4.07547169811
11895,5,3,4.23387096774
11896,5,3,4.4965034965
11897,5,3,4.38532110092
11898,5,3,4.72297297297
11899,5,3,4.27659574468
11900,5,3,4.60824742268
11901,5,3,4.35542168675
11902,5,1,3.96296296296
11903,5,1,4.3
11904,5,3,4.21710526316
11905,5,3,4.57627118644
11906,5,4,4.37172774869
11907,5,2,4.05633802817
11908,5,3,4.56701030928
11909,5,2,4.52702702703
11910,5,1,4.26865671642
11911,5,3,4.3893129771
11912,5,2,4.28
11913,5,2,4.09174311927
11914,5,1,4.265625
11915,5,2,4.30693069307
11916,5,3,4.49689440994
11917,5,2,4.30158730159
11918,5,2,4.58181818182
11919,5,1,4.27941176471
11920,5,3,4.6328125
11921,5,3,4.21495327103
11922,5,2,4.10752688172
11923,5,2,4.54676258993
11924,5,2,4.50961538462
11925,5,2,4.21782178218
11926,5,1,4.47872340426
11927,5,2,4.0
11928,5,3,4.70588235294
11929,5,2,4.79069767442
11930,5,2,4.86567164179
11931,5,3,4.15094339623
11932,5,4,4.36785714286
11933,5,3,4.69387755102
11934,5,3,3.90647482014
11935,5,1,4.80952380952
11936,5,2,4.6993006993
11937,5,4,4.40716612378
11938,5,3,4.46153846154
11939,5,3,4.38364779874
11940,5,2,4.35185185185
11941,5,3,4.27692307692
11942,5,3,4.62179487179
11943,5,3,4.7
11944,5,2,4.12307692308
11945,5,4,4.73831775701
11946,5,3,4.70198675497
11947,5,2,4.4
11948,5,2,4.51388888889
11949,5,3,4.59848484848
11950,5,1,4.37777777778
11951,5,3,4.3661971831
11952,5,1,4.41304347826
11953,5,1,3.68518518519
11954,5,4,4.45104895105
11955,5,1,4.09090909091
11956,5,2,4.6
11957,5,4,4.6095890411
11958,5,2,4.72
11959,5,2,4.37588652482
11960,5,3,4.85611510791
11961,5,1,4.42647058824
11962,5,3,4.79464285714
11963,5,4,4.6884057971
11964,5,3,4.36708860759
11965,5,3,4.47863247863
11966,5,1,4.49504950495
11967,5,2,4.3488372093
11968,5,2,4.06504065041
11969,5,2,4.53333333333
11970,5,4,4.19897959184
11971,5,1,4.31578947368
11972,5,3,4.40601503759
11973,5,2,4.37662337662
11974,5,2,4.60526315789
11975,5,4,4.63392857143
11976,5,1,4.31578947368
11977,5,1,4.10344827586
11978,5,3,4.38674033149
11979,5,4,4.7380952381
11980,5,4,4.97489539749
11981,5,2,4.36974789916
11982,5,2,4.38613861386
11983,5,1,4.45652173913
11984,5,2,4.40243902439
11985,5,4,4.53529411765
11986,5,4,4.47325102881
11987,5,2,4.26086956522
11988,5,3,4.71641791045
11989,5,3,4.70754716981
11990,5,4,4.52095808383
11991,5,3,4.71428571429
11992,5,2,3.98765432099
11993,5,1,4.69696969697
11994,5,2,4.80808080808
11995,5,1,4.30434782609
11996,5,2,4.60902255639
11997,5,4,4.7311827957
11998,5,1,4.0
11999,5,3,4.09803921569
12000,5,2,4.51773049645
12001,5,2,4.07142857143
12002,5,1,3.84615384615
12003,5,3,4.33678756477
12004,5,2,4.25225225225
12005,5,3,4.25899280576
12006,5,1,3.90291262136
12007,5,3,4.27678571429
12008,5,3,4.21641791045
12009,5,2,4.71428571429
12010,5,2,4.6724137931
12011,5,3,4.22619047619
12012,5,2,4.41258741259
12013,5,1,4.4375
12014,5,3,4.78289473684
12015,5,2,4.39175257732
12016,5,3,4.3935483871
12017,5,1,4.06349206349
12018,5,4,4.24796747967
12019,5,2,3.90697674419
12020,5,3,4.56493506494
12021,5,3,4.67289719626
12022,5,2,4.24545454545
12023,5,1,4.08196721311
12024,5,3,4.97872340426
12025,5,2,4.15596330275
12026,5,2,4.8322147651
12027,5,2,4.01960784314
12028,5,4,4.70283018868
12029,5,2,4.23931623932
12030,5,3,4.85714285714
12031,5,4,4.56329113924
12032,5,1,4.48863636364
12033,5,3,4.86486486486
12034,5,3,4.08536585366
12035,5,2,4.57352941176
12036,5,1,4.59183673469
12037,5,3,4.46666666667
12038,5,2,4.70833333333
12039,5,2,4.31818181818
12040,5,1,4.0
12041,5,1,4.60344827586
12042,5,3,4.44791666667
12043,5,1,4.53571428571
12044,5,3,4.32214765101
12045,5,2,4.29069767442
12046,5,1,4.18965517241
12047,5,2,4.6106557377
12048,5,2,4.74324324324
12049,5,4,5.0310880829
12050,5,0,4.05
12051,5,2,4.53773584906
12052,5,4,4.22448979592
12053,5,0,3.26315789474
12054,5,3,4.63291139241
12055,5,2,4.45454545455
12056,5,3,4.34355828221
12057,5,1,4.44871794872
12058,5,3,4.44198895028
12059,5,2,4.0297029703
12060,5,3,4.1975308642
12061,5,2,4.65168539326
12062,5,3,4.11278195489
12063,5,2,4.65354330709
12064,5,3,4.18292682927
12065,5,2,4.325
12066,5,0,3.875
12067,5,2,4.58441558442
12068,5,3,4.71337579618
12069,5,4,4.65090909091
12070,5,2,4.44329896907
12071,5,3,4.65408805031
12072,5,4,4.66820276498
12073,5,2,3.80952380952
12074,5,2,4.24074074074
12075,5,3,4.14285714286
12076,5,2,4.26
12077,5,3,4.58865248227
12078,5,1,3.92592592593
12079,5,3,4.57668711656
12080,5,4,4.34193548387
12081,5,4,4.5
12082,5,3,4.77049180328
12083,5,1,4.48717948718
12084,5,3,4.72592592593
12085,5,3,4.55033557047
12086,5,3,4.80434782609
12087,5,1,4.34042553191
12088,5,2,4.27272727273
12089,5,1,4.03278688525
12090,5,4,4.81034482759
12091,5,3,4.42335766423
12092,5,1,4.05128205128
12093,5,2,4.21568627451
12094,5,2,4.17857142857
12095,5,1,4.1320754717
12096,5,1,4.06818181818
12097,5,1,4.07142857143
12098,5,1,4.16393442623
12099,5,3,4.43795620438
12100,5,4,4.52777777778
12101,5,4,4.45508982036
12102,5,4,4.23463687151
12103,5,3,4.65178571429
12104,5,2,4.51724137931
12105,5,3,4.59420289855
12106,5,3,4.27215189873
12107,5,2,4.34782608696
12108,5,3,4.25925925926
12109,5,3,4.84920634921
12110,5,4,4.47872340426
12111,5,1,4.0
12112,5,4,4.23684210526
12113,5,1,4.22033898305
12114,5,2,4.49411764706
12115,5,1,3.97872340426
12116,5,3,4.90977443609
12117,5,2,4.49230769231
12118,5,2,3.74418604651
12119,5,2,4.26923076923
12120,5,3,4.61643835616
12121,5,1,3.75362318841
12122,5,2,4.74074074074
12123,5,2,4.29230769231
12124,5,2,4.64601769912
12125,5,4,4.875
12126,5,4,4.9854368932
12127,5,4,4.34078212291
12128,5,4,4.44970414201
12129,5,2,4.35555555556
12130,5,2,4.84615384615
12131,5,3,4.3125
12132,5,3,4.64052287582
12133,5,3,4.54385964912
12134,5,2,4.36153846154
12135,5,1,4.125
12136,5,1,4.81818181818
12137,5,2,4.10126582278
12138,5,2,4.14705882353
12139,5,4,4.59183673469
12140,5,2,4.65178571429
12141,5,3,4.69230769231
12142,5,3,4.19708029197
12143,5,1,4.4347826087
12144,5,4,4.49246231156
12145,5,1,5.33333333333
12146,5,2,4.6375
12147,5,3,3.92567567568
12148,5,3,4.68656716418
12149,5,1,3.93939393939
12150,5,3,4.33566433566
12151,5,3,4.42105263158
12152,5,3,4.2987012987
12153,5,1,4.88888888889
12154,5,4,4.67015706806
12155,5,3,4.54545454545
12156,5,4,4.9587628866
12157,5,3,4.18987341772
12158,5,3,4.31782945736
12159,5,3,4.49122807018
12160,5,3,4.45669291339
12161,5,2,4.42105263158
12162,5,4,4.70535714286
12163,5,2,4.14084507042
12164,5,3,4.33333333333
12165,5,2,4.0641025641
12166,5,2,4.36036036036
12167,5,1,4.17910447761
12168,5,2,4.49710982659
12169,5,1,4.39130434783
12170,5,4,4.67804878049
12171,5,2,4.02380952381
12172,5,1,4.97727272727
12173,5,2,4.34228187919
12174,5,2,4.3164556962
12175,5,2,4.51162790698
12176,5,1,4.69230769231
12177,5,2,4.67073170732
12178,5,2,4.34862385321
12179,5,4,4.3063583815
12180,5,2,4.35714285714
12181,5,3,4.37647058824
12182,5,2,4.0
12183,5,1,4.15555555556
12184,5,3,4.72955974843
12185,5,3,4.125
12186,5,2,4.22522522523
12187,5,2,4.40566037736
12188,5,4,4.66836734694
12189,5,1,4.0243902439
12190,5,1,4.33018867925
12191,5,3,4.13235294118
12192,5,1,4.11764705882
12193,5,2,4.38
12194,5,2,4.29896907216
12195,5,2,4.05
12196,5,2,4.58914728682
12197,5,2,4.36363636364
12198,5,2,4.29545454545
12199,5,2,4.3625
12200,5,4,4.8256227758
12201,5,3,4.48818897638
