id,set,human_score,word_10
20716,8,34,29
20717,8,46,29
20718,8,40,34
20719,8,30,17
20721,8,26,22
20722,8,40,31
20723,8,40,44
20724,8,34,14
20725,8,41,35
20726,8,40,23
20727,8,31,17
20728,8,44,30
20732,8,31,17
20733,8,36,27
20734,8,43,37
20735,8,20,6
20736,8,45,30
20737,8,40,23
20739,8,30,36
20741,8,35,9
20742,8,40,26
20743,8,42,33
20745,8,34,16
20746,8,33,27
20747,8,38,18
20748,8,36,33
20751,8,45,31
20754,8,31,35
20755,8,30,9
20756,8,34,19
20757,8,33,26
20758,8,40,39
20759,8,47,31
20760,8,30,42
20761,8,40,38
20762,8,32,16
20763,8,40,32
20764,8,30,7
20766,8,45,39
20767,8,45,35
20768,8,45,38
20769,8,50,28
20770,8,39,17
20771,8,33,19
20772,8,33,20
20773,8,34,21
20774,8,40,25
20775,8,33,12
20776,8,33,27
20777,8,40,24
20778,8,36,24
20779,8,37,32
20781,8,40,32
20783,8,33,32
20784,8,37,28
20785,8,42,24
20787,8,40,18
20790,8,40,29
20791,8,38,13
20792,8,31,11
20793,8,42,38
20794,8,40,26
20795,8,35,32
20796,8,35,36
20797,8,33,12
20800,8,33,23
20802,8,30,27
20803,8,37,15
20804,8,40,18
20805,8,40,38
20806,8,35,27
20807,8,35,19
20808,8,31,22
20809,8,40,42
20812,8,40,45
20813,8,36,23
20814,8,32,35
20815,8,31,29
20817,8,30,11
20818,8,32,21
20819,8,30,14
20821,8,55,44
20822,8,45,37
20823,8,41,31
20824,8,45,27
20825,8,33,23
20826,8,60,28
20827,8,45,22
20828,8,28,11
20829,8,49,26
20830,8,33,28
20831,8,29,9
20832,8,36,29
20833,8,40,33
20835,8,40,27
20836,8,40,30
20838,8,27,12
20839,8,24,2
20840,8,32,14
20841,8,33,30
20842,8,40,34
20844,8,30,33
20846,8,34,28
20847,8,35,28
20848,8,30,41
20849,8,44,28
20850,8,31,9
20851,8,32,21
20852,8,40,27
20853,8,32,21
20856,8,40,22
20857,8,36,26
20859,8,43,46
20860,8,36,23
20861,8,40,24
20862,8,45,30
20863,8,36,22
20865,8,38,39
20866,8,37,38
20869,8,36,34
20870,8,31,11
20871,8,20,2
20872,8,38,33
20874,8,32,10
20876,8,37,30
20877,8,40,29
20878,8,35,17
20879,8,40,20
20881,8,28,29
20882,8,38,37
20883,8,36,25
20884,8,43,33
20885,8,34,12
20887,8,32,19
20888,8,50,38
20889,8,40,26
20892,8,40,19
20893,8,37,20
20894,8,36,34
20895,8,40,27
20896,8,30,9
20897,8,32,12
20898,8,44,36
20899,8,37,28
20900,8,42,25
20901,8,40,38
20902,8,40,31
20904,8,30,24
20905,8,34,37
