id,set,human_score,word_18
20716,8,34,14
20717,8,46,24
20718,8,40,21
20719,8,30,12
20721,8,26,18
20722,8,40,10
20723,8,40,3
20724,8,34,6
20725,8,41,18
20726,8,40,10
20727,8,31,11
20728,8,44,26
20732,8,31,16
20733,8,36,14
20734,8,43,15
20735,8,20,2
20736,8,45,19
20737,8,40,10
20739,8,30,12
20741,8,35,1
20742,8,40,19
20743,8,42,20
20745,8,34,12
20746,8,33,21
20747,8,38,6
20748,8,36,16
20751,8,45,11
20754,8,31,20
20755,8,30,5
20756,8,34,17
20757,8,33,16
20758,8,40,12
20759,8,47,12
20760,8,30,14
20761,8,40,15
20762,8,32,10
20763,8,40,19
20764,8,30,6
20766,8,45,14
20767,8,45,5
20768,8,45,16
20769,8,50,11
20770,8,39,8
20771,8,33,5
20772,8,33,13
20773,8,34,6
20774,8,40,12
20775,8,33,9
20776,8,33,16
20777,8,40,5
20778,8,36,13
20779,8,37,19
20781,8,40,14
20783,8,33,6
20784,8,37,12
20785,8,42,12
20787,8,40,6
20790,8,40,11
20791,8,38,5
20792,8,31,1
20793,8,42,13
20794,8,40,14
20795,8,35,13
20796,8,35,9
20797,8,33,7
20800,8,33,7
20802,8,30,25
20803,8,37,8
20804,8,40,7
20805,8,40,20
20806,8,35,12
20807,8,35,11
20808,8,31,12
20809,8,40,16
20812,8,40,10
20813,8,36,12
20814,8,32,8
20815,8,31,20
20817,8,30,4
20818,8,32,18
20819,8,30,5
20821,8,55,12
20822,8,45,17
20823,8,41,21
20824,8,45,2
20825,8,33,8
20826,8,60,7
20827,8,45,10
20828,8,28,7
20829,8,49,9
20830,8,33,14
20831,8,29,8
20832,8,36,16
20833,8,40,8
20835,8,40,15
20836,8,40,8
20838,8,27,5
20839,8,24,2
20840,8,32,7
20841,8,33,18
20842,8,40,21
20844,8,30,21
20846,8,34,11
20847,8,35,9
20848,8,30,20
20849,8,44,25
20850,8,31,5
20851,8,32,9
20852,8,40,8
20853,8,32,10
20856,8,40,6
20857,8,36,14
20859,8,43,13
20860,8,36,12
20861,8,40,12
20862,8,45,8
20863,8,36,10
20865,8,38,15
20866,8,37,13
20869,8,36,10
20870,8,31,7
20871,8,20,2
20872,8,38,9
20874,8,32,8
20876,8,37,22
20877,8,40,13
20878,8,35,12
20879,8,40,16
20881,8,28,16
20882,8,38,13
20883,8,36,9
20884,8,43,22
20885,8,34,8
20887,8,32,10
20888,8,50,10
20889,8,40,10
20892,8,40,15
20893,8,37,9
20894,8,36,17
20895,8,40,8
20896,8,30,1
20897,8,32,2
20898,8,44,24
20899,8,37,16
20900,8,42,16
20901,8,40,7
20902,8,40,14
20904,8,30,19
20905,8,34,15
20906,8,44,3
20907,8,36,16
20908,8,35,6
20909,8,34,20
20910,8,32,7
20911,8,40,6
20913,8,34,16
20914,8,40,14
20915,8,40,18
20916,8,37,23
20917,8,38,9
20918,8,29,12
20919,8,34,2
20920,8,32,13
20921,8,43,22
20922,8,37,9
20923,8,34,15
20924,8,29,6
20925,8,30,11
20926,8,47,16
20927,8,36,23
20928,8,40,2
20929,8,29,3
20930,8,40,15
20931,8,41,16
20932,8,40,15
20933,8,32,12
20935,8,40,17
20936,8,44,14
20938,8,34,10
20939,8,31,11
20940,8,40,11
20942,8,40,5
20943,8,40,10
20944,8,31,8
20945,8,29,2
20946,8,43,14
20947,8,40,15
20948,8,40,11
20949,8,36,14
20953,8,31,12
20954,8,15,0
20955,8,40,22
20956,8,36,7
20957,8,45,23
20958,8,35,9
20959,8,45,15
20962,8,40,25
20963,8,40,18
20964,8,36,24
20965,8,28,4
20966,8,40,18
20967,8,20,3
20968,8,36,17
20971,8,46,19
20972,8,32,7
20973,8,41,17
20974,8,44,21
20975,8,36,13
20976,8,42,11
20977,8,42,14
20979,8,31,12
20981,8,40,6
20982,8,32,13
20983,8,43,20
20984,8,31,17
20985,8,36,7
20987,8,35,12
20988,8,36,15
20992,8,40,11
20993,8,45,18
20994,8,40,8
20996,8,38,3
20998,8,36,10
20999,8,37,18
21000,8,30,7
21001,8,41,14
21002,8,40,6
21003,8,36,14
21004,8,29,9
21005,8,32,6
21006,8,36,19
21007,8,40,18
21008,8,40,15
21009,8,33,20
21010,8,40,16
21012,8,30,13
21013,8,24,7
21014,8,33,6
21015,8,40,12
21016,8,31,11
21017,8,27,2
21020,8,33,3
21021,8,40,17
21022,8,37,14
21023,8,34,10
21024,8,33,5
21025,8,40,20
21026,8,32,15
21028,8,32,14
21029,8,30,4
21030,8,44,13
21031,8,25,19
21032,8,40,19
21033,8,27,13
21034,8,36,8
21035,8,45,14
21036,8,41,14
21037,8,50,17
21038,8,42,5
21039,8,36,15
21042,8,36,22
21043,8,40,19
21044,8,36,9
21045,8,37,4
21049,8,40,21
21051,8,42,13
21052,8,32,13
21053,8,30,14
21054,8,43,23
21055,8,35,9
21056,8,48,18
21057,8,40,13
21058,8,40,11
21059,8,45,16
21060,8,45,8
21061,8,30,7
21063,8,37,11
21064,8,38,16
21065,8,47,12
21067,8,41,17
21068,8,36,14
21069,8,42,22
21070,8,40,12
21071,8,30,19
21072,8,35,14
21073,8,40,17
21074,8,37,10
21075,8,35,18
21076,8,40,19
21077,8,40,13
21078,8,35,6
