id,set,human_score,pos_15
14834,6,2,11
14835,6,3,15
14836,6,4,10
14837,6,1,5
14838,6,3,18
14839,6,4,15
14840,6,3,7
14841,6,3,9
14842,6,3,5
14843,6,3,13
14844,6,3,19
14845,6,4,28
14846,6,4,14
14847,6,3,7
14848,6,2,5
14849,6,3,10
14850,6,1,8
14851,6,3,15
14852,6,3,11
14853,6,2,3
14854,6,3,7
14855,6,4,17
14856,6,2,8
14857,6,4,23
14858,6,3,7
14859,6,2,17
14860,6,3,21
14861,6,3,18
14862,6,3,11
14863,6,3,7
14864,6,4,15
14865,6,3,15
14866,6,2,6
14867,6,2,5
14868,6,3,15
14869,6,2,5
14870,6,2,9
14871,6,3,9
14872,6,3,13
14873,6,2,10
14874,6,1,3
14875,6,3,2
14876,6,3,14
14877,6,2,8
14878,6,2,12
14879,6,3,6
14880,6,3,8
14881,6,4,14
14882,6,4,20
14883,6,3,12
14884,6,3,11
14885,6,2,16
14886,6,3,9
14887,6,3,11
14888,6,2,10
14889,6,3,4
14890,6,3,10
14891,6,1,7
14892,6,3,14
14893,6,2,7
14894,6,4,15
14895,6,2,12
14896,6,4,16
14897,6,3,8
14898,6,4,10
14899,6,1,11
14900,6,3,10
14901,6,1,6
14902,6,4,17
14903,6,3,12
14904,6,3,19
14905,6,1,3
14906,6,3,12
14907,6,3,10
14908,6,2,14
14909,6,3,9
14910,6,3,10
14911,6,1,4
14912,6,3,8
14913,6,3,12
14914,6,3,20
14915,6,3,9
14916,6,3,12
14917,6,3,14
14918,6,3,9
14919,6,2,9
14920,6,3,11
14921,6,3,10
14922,6,3,16
14923,6,3,13
14924,6,3,12
14925,6,3,10
14926,6,3,17
14927,6,2,9
14928,6,2,6
14929,6,2,7
14930,6,4,11
14931,6,2,3
14932,6,3,10
14933,6,4,20
14934,6,4,16
14935,6,3,9
14936,6,3,12
14937,6,1,12
14938,6,3,8
14939,6,0,2
14940,6,3,13
14941,6,3,13
14942,6,3,21
14943,6,3,11
14944,6,4,11
14945,6,2,3
14946,6,3,9
14947,6,3,17
14948,6,2,11
14949,6,1,2
14950,6,3,19
14951,6,0,7
14952,6,2,2
14953,6,3,19
14954,6,2,6
14955,6,3,5
14956,6,4,25
14957,6,0,3
14958,6,2,4
14959,6,3,14
14960,6,3,8
14961,6,3,8
14962,6,2,8
14963,6,4,13
14964,6,2,9
14965,6,2,7
14966,6,3,8
14967,6,4,18
14968,6,3,11
14969,6,2,6
14970,6,3,16
14971,6,3,15
14972,6,4,17
14973,6,1,6
14974,6,3,6
14975,6,3,6
14976,6,3,15
14977,6,3,12
14978,6,4,17
14979,6,1,2
14980,6,3,7
14981,6,3,9
14982,6,4,16
14983,6,2,8
14984,6,3,12
14985,6,0,9
14986,6,3,14
14987,6,4,7
14988,6,3,11
14989,6,3,7
14990,6,4,15
14991,6,3,11
14992,6,3,7
14993,6,2,2
14994,6,3,17
14995,6,4,13
14996,6,2,6
14997,6,1,3
14998,6,3,10
14999,6,4,16
15000,6,4,21
15001,6,3,14
15002,6,3,4
15003,6,1,8
15004,6,4,17
15005,6,3,7
15006,6,3,11
15007,6,3,10
15008,6,3,17
15009,6,4,13
15010,6,1,2
15011,6,3,20
15012,6,3,9
15013,6,2,2
15014,6,2,4
15015,6,3,7
15016,6,2,3
15017,6,0,2
15018,6,2,10
15019,6,3,19
15020,6,2,10
15021,6,3,14
15022,6,3,14
15023,6,3,17
15024,6,3,8
15025,6,1,3
15026,6,3,17
15027,6,3,9
15028,6,2,5
15029,6,4,15
15030,6,4,14
15031,6,3,6
15032,6,4,10
15033,6,4,17
15034,6,4,21
15035,6,2,8
15036,6,3,14
15037,6,2,8
15038,6,3,11
15039,6,2,7
15040,6,2,7
15041,6,2,4
15042,6,4,19
15043,6,3,13
15044,6,3,13
15045,6,3,6
15046,6,4,19
15047,6,3,12
15048,6,2,5
15049,6,3,11
15050,6,3,6
15051,6,3,9
15052,6,3,13
15053,6,3,15
15054,6,2,7
15055,6,3,10
15056,6,2,12
15057,6,1,5
15058,6,4,12
15059,6,3,9
15060,6,3,16
15061,6,3,6
15062,6,4,26
15063,6,4,22
15064,6,2,8
15065,6,3,9
15066,6,3,9
15067,6,2,6
15068,6,4,21
15069,6,4,16
15070,6,3,9
15071,6,3,13
15072,6,3,8
15073,6,4,21
15074,6,3,15
15075,6,1,8
15076,6,3,12
15077,6,2,6
15078,6,2,2
15079,6,3,16
15080,6,3,9
15081,6,4,17
15082,6,1,10
15083,6,3,16
15084,6,2,4
15085,6,4,27
15086,6,2,5
15087,6,3,4
15088,6,3,8
15089,6,4,23
15090,6,2,8
15091,6,2,10
15092,6,3,13
15093,6,3,13
15094,6,4,13
15095,6,0,1
15096,6,1,1
15097,6,4,20
15098,6,2,9
15099,6,3,10
15100,6,3,13
15101,6,4,20
15102,6,3,13
15103,6,4,23
15104,6,3,14
15105,6,3,16
15106,6,1,10
15107,6,3,11
15108,6,3,17
15109,6,2,4
15110,6,2,11
15111,6,3,16
15112,6,1,1
15113,6,0,1
15114,6,2,1
15115,6,3,6
15116,6,3,6
15117,6,1,8
15118,6,1,7
15119,6,2,6
15120,6,2,10
15121,6,4,17
15122,6,3,5
15123,6,3,12
15124,6,3,18
15125,6,3,15
15126,6,1,0
15127,6,4,20
15128,6,3,4
15129,6,2,3
15130,6,3,16
15131,6,2,11
15132,6,3,9
15133,6,2,7
15134,6,2,3
15135,6,3,6
15136,6,3,10
15137,6,2,17
15138,6,3,18
15139,6,4,15
15140,6,2,3
15141,6,1,2
15142,6,2,17
15143,6,2,10
15144,6,3,4
15145,6,3,17
15146,6,3,6
15147,6,3,10
15148,6,2,12
15149,6,2,6
15150,6,3,8
15151,6,4,22
15152,6,2,14
15153,6,2,8
15154,6,2,11
15155,6,4,13
15156,6,3,8
15157,6,3,18
15158,6,4,16
15159,6,3,18
15160,6,3,9
15161,6,4,18
15162,6,2,12
15163,6,3,11
15164,6,3,11
15165,6,3,9
15166,6,4,18
15167,6,3,15
15168,6,4,17
15169,6,4,25
15170,6,3,7
15171,6,2,5
15172,6,2,14
15173,6,4,8
15174,6,3,13
15175,6,2,6
15176,6,4,14
15177,6,1,13
15178,6,2,6
15179,6,4,16
15180,6,4,14
15181,6,4,13
15182,6,4,24
15183,6,2,7
15184,6,3,15
15185,6,1,0
15186,6,4,18
15187,6,3,15
15188,6,1,4
15189,6,4,14
15190,6,4,25
15191,6,3,14
15192,6,2,15
15193,6,1,1
15194,6,2,5
15195,6,1,3
15196,6,3,14
15197,6,3,8
15198,6,3,16
15199,6,3,13
15200,6,4,13
15201,6,3,3
15202,6,3,7
15203,6,4,19
15204,6,2,3
15205,6,3,12
15206,6,2,6
15207,6,2,5
15208,6,3,13
15209,6,3,10
15210,6,3,13
15211,6,2,20
15212,6,2,4
15213,6,3,10
15214,6,1,4
15215,6,4,18
15216,6,3,12
15217,6,2,5
15218,6,2,5
15219,6,3,8
15220,6,3,13
15221,6,2,10
15222,6,4,17
15223,6,3,10
15224,6,2,10
15225,6,4,18
15226,6,4,13
15227,6,3,5
15228,6,4,17
15229,6,2,5
15230,6,4,13
15231,6,4,10
15232,6,1,4
15233,6,3,19
15234,6,4,19
15235,6,2,9
15236,6,3,9
15237,6,2,10
15238,6,1,2
15239,6,4,15
15240,6,1,1
15241,6,3,16
15242,6,4,19
15243,6,3,13
15244,6,3,14
15245,6,1,5
15246,6,4,6
15247,6,3,12
15248,6,3,10
15249,6,3,16
15250,6,3,13
15251,6,3,11
15252,6,2,16
15253,6,3,12
15254,6,2,7
15255,6,2,11
15256,6,2,12
15257,6,3,14
15258,6,1,4
15259,6,2,10
15260,6,2,6
15261,6,3,5
15262,6,1,13
15263,6,3,6
15264,6,4,12
15265,6,3,10
15266,6,3,15
15267,6,4,29
15268,6,0,2
15269,6,2,4
15270,6,2,8
15271,6,2,5
15272,6,3,13
15273,6,4,18
15274,6,3,9
15275,6,2,6
15276,6,3,21
15277,6,4,20
15278,6,2,8
15279,6,2,3
15280,6,2,7
15281,6,3,12
15282,6,4,12
15283,6,2,6
15284,6,3,11
15285,6,3,13
15286,6,3,11
15287,6,3,9
15288,6,1,4
15289,6,4,10
15290,6,2,1
15291,6,3,17
15292,6,1,3
15293,6,2,7
15294,6,3,11
15295,6,3,11
15296,6,3,15
15297,6,2,7
15298,6,2,5
15299,6,1,3
15300,6,4,23
15301,6,4,11
15302,6,4,17
15303,6,4,15
15304,6,1,3
15305,6,3,13
15306,6,3,11
15307,6,3,12
15308,6,3,22
15309,6,4,17
15310,6,3,13
15311,6,3,5
15312,6,3,15
15313,6,4,27
15314,6,3,15
15315,6,4,12
15316,6,3,13
15317,6,1,13
15318,6,4,21
15319,6,1,0
15320,6,4,19
15321,6,4,13
15322,6,2,7
15323,6,3,11
15324,6,2,9
15325,6,2,7
15326,6,3,17
15327,6,4,13
15328,6,2,7
15329,6,4,14
15330,6,4,18
15331,6,4,20
15332,6,3,12
15333,6,3,8
15334,6,3,15
15335,6,4,13
15336,6,4,8
15337,6,3,14
15338,6,2,8
15339,6,3,16
15340,6,3,11
15341,6,4,19
15342,6,3,9
15343,6,1,4
15344,6,3,16
15345,6,3,15
15346,6,3,8
15347,6,2,9
15348,6,3,15
15349,6,3,7
15350,6,3,4
15351,6,3,13
15352,6,3,13
15353,6,3,15
15354,6,4,16
15355,6,3,9
15356,6,3,13
15357,6,2,9
15358,6,4,14
15359,6,2,6
15360,6,3,9
15361,6,3,12
15362,6,2,3
15363,6,0,3
15364,6,3,12
15365,6,3,13
15366,6,2,11
15367,6,3,7
15368,6,2,4
15369,6,3,10
15370,6,3,9
15371,6,2,4
15372,6,4,16
15373,6,4,18
15374,6,1,10
15375,6,4,10
15376,6,4,14
15377,6,2,9
15378,6,2,11
15379,6,3,14
15380,6,3,12
15381,6,0,10
15382,6,4,27
15383,6,3,12
15384,6,3,16
15385,6,3,14
15386,6,1,0
15387,6,3,12
15388,6,3,9
15389,6,4,18
15390,6,2,2
15391,6,2,6
15392,6,3,9
15393,6,3,11
15394,6,3,15
15395,6,3,15
15396,6,3,16
15397,6,4,19
15398,6,4,16
15399,6,2,9
15400,6,3,13
15401,6,3,10
15402,6,1,9
15403,6,1,7
15404,6,3,17
15405,6,2,6
15406,6,1,3
15407,6,2,6
15408,6,4,20
15409,6,3,14
15410,6,3,7
15411,6,4,16
15412,6,3,6
15413,6,3,8
15414,6,2,2
15415,6,2,9
15416,6,4,27
15417,6,3,15
15418,6,3,13
15419,6,4,16
15420,6,2,8
15421,6,3,9
15422,6,2,7
15423,6,3,8
15424,6,2,9
15425,6,3,6
15426,6,1,3
15427,6,3,9
15428,6,3,14
15429,6,3,9
15430,6,4,21
15431,6,0,7
15432,6,2,15
15433,6,3,11
15434,6,2,5
15435,6,4,13
15436,6,4,21
15437,6,2,14
15438,6,3,12
15439,6,2,6
15440,6,2,16
15441,6,1,6
15442,6,2,11
15443,6,3,17
15444,6,3,15
15445,6,2,11
15446,6,4,11
15447,6,4,18
15448,6,3,14
15449,6,1,6
15450,6,4,24
15451,6,3,13
15452,6,2,12
15453,6,4,15
15454,6,3,12
15455,6,3,9
15456,6,0,3
15457,6,3,23
15458,6,2,10
15459,6,4,20
15460,6,4,14
15461,6,3,12
15462,6,3,16
15463,6,2,7
15464,6,4,9
15465,6,3,22
15466,6,2,14
15467,6,4,24
15468,6,2,5
15469,6,4,15
15470,6,3,14
15471,6,3,17
15472,6,3,4
15473,6,2,3
15474,6,4,15
15475,6,2,11
15476,6,4,14
15477,6,3,11
15478,6,2,11
15479,6,3,10
15480,6,2,6
15481,6,3,12
15482,6,1,7
15483,6,1,7
15484,6,4,16
15485,6,2,13
15486,6,4,9
15487,6,2,3
15488,6,3,9
15489,6,3,14
15490,6,1,5
15491,6,3,10
15492,6,3,12
15493,6,4,20
15494,6,4,21
15495,6,4,23
15496,6,2,5
15497,6,3,14
15498,6,3,11
15499,6,4,20
15500,6,3,10
15501,6,3,13
15502,6,3,16
15503,6,2,10
15504,6,1,0
15505,6,1,3
15506,6,3,16
15507,6,3,9
15508,6,4,23
15509,6,3,16
15510,6,2,11
15511,6,3,18
15512,6,3,19
15513,6,1,4
15514,6,2,4
15515,6,4,14
15516,6,3,11
15517,6,3,9
15518,6,3,14
15519,6,4,16
15520,6,3,13
15521,6,4,14
15522,6,3,9
15523,6,4,20
15524,6,3,12
15525,6,3,13
15526,6,4,14
15527,6,2,4
15528,6,2,8
15529,6,3,8
15530,6,4,27
15531,6,2,3
15532,6,1,8
15533,6,4,14
15534,6,3,18
15535,6,2,12
15536,6,2,4
15537,6,2,9
15538,6,3,7
15539,6,3,13
15540,6,2,6
15541,6,2,6
15542,6,3,19
15543,6,3,16
15544,6,2,10
15545,6,3,15
15546,6,3,21
15547,6,3,15
15548,6,3,12
15549,6,3,16
15550,6,3,12
15551,6,1,3
15552,6,3,5
15553,6,2,8
15554,6,3,8
15555,6,2,8
15556,6,3,13
15557,6,3,19
15558,6,3,12
15559,6,3,5
15560,6,4,16
15561,6,4,17
15562,6,4,18
15563,6,1,8
15564,6,3,13
15565,6,3,9
15566,6,4,15
15567,6,3,7
15568,6,4,14
15569,6,1,3
15570,6,3,6
15571,6,2,2
15572,6,4,21
15573,6,3,11
15574,6,4,16
15575,6,4,8
15576,6,4,15
15577,6,3,7
15578,6,3,16
15579,6,3,9
15580,6,2,9
15581,6,2,12
15582,6,3,16
15583,6,3,16
15584,6,4,25
15585,6,2,4
15586,6,2,13
15587,6,3,5
15588,6,3,7
15589,6,2,7
15590,6,3,12
15591,6,1,4
15592,6,4,16
15593,6,3,14
15594,6,3,12
15595,6,3,15
15596,6,3,9
15597,6,3,22
15598,6,3,9
15599,6,2,13
15600,6,2,11
15601,6,3,8
15602,6,3,11
15603,6,2,16
15604,6,1,5
15605,6,3,9
15606,6,3,13
15607,6,4,20
15608,6,3,8
15609,6,3,10
15610,6,4,17
15611,6,4,12
15612,6,2,9
15613,6,3,14
15614,6,2,14
15615,6,3,16
15616,6,2,13
15617,6,4,17
15618,6,3,11
15619,6,3,6
15620,6,3,9
15621,6,4,22
15622,6,3,19
15623,6,3,6
15624,6,4,19
15625,6,2,12
15626,6,3,11
15627,6,0,2
15628,6,3,9
15629,6,3,12
15630,6,2,6
15631,6,3,19
15632,6,1,4
15633,6,3,9
15634,6,4,11
15635,6,3,11
15636,6,1,5
15637,6,3,13
15638,6,2,6
15639,6,3,5
15640,6,3,16
15641,6,4,14
15642,6,1,14
15643,6,3,17
15644,6,3,15
15645,6,3,15
15646,6,3,11
15647,6,1,8
15648,6,2,7
15649,6,1,1
15650,6,3,11
15651,6,3,10
15652,6,4,19
15653,6,3,22
15654,6,4,9
15655,6,4,12
15656,6,3,13
15657,6,3,4
15658,6,4,17
15659,6,3,5
15660,6,2,7
15661,6,1,2
15662,6,1,12
15663,6,1,1
15664,6,4,19
15665,6,4,20
15666,6,2,5
15667,6,3,17
15668,6,1,4
15669,6,3,10
15670,6,3,7
15671,6,4,5
15672,6,2,4
15673,6,2,2
15674,6,4,19
15675,6,2,9
15676,6,3,15
15677,6,3,10
15678,6,2,5
15679,6,3,13
15680,6,3,9
15681,6,3,14
15682,6,4,18
15683,6,3,10
15684,6,3,8
15685,6,2,4
15686,6,3,14
15687,6,1,10
15688,6,3,19
15689,6,4,16
15690,6,3,5
15691,6,1,6
