id,set,human_score,mean_char
2978,2,4,4.36974789916
2979,2,1,3.8869047619
2980,2,2,4.02272727273
2981,2,4,4.55150214592
2982,2,4,4.32701421801
2983,2,4,4.22360248447
2984,2,5,4.66346153846
2985,2,2,4.00510204082
2986,2,4,4.63141993958
2987,2,4,4.2037037037
2988,2,3,3.98798798799
2989,2,3,4.24761904762
2990,2,5,4.41237113402
2991,2,3,4.06344410876
2992,2,3,4.77419354839
2993,2,3,4.34084507042
2994,2,4,4.13282442748
2995,2,3,4.45592705167
2996,2,1,4.82432432432
2997,2,3,4.11411411411
2998,2,3,3.66144200627
2999,2,3,4.11764705882
3000,2,3,4.35714285714
3001,2,4,4.07170542636
3002,2,3,4.34008097166
3003,2,4,4.49363867684
3004,2,4,4.70707070707
3005,2,2,4.43373493976
3006,2,3,4.27436823105
3007,2,3,4.23943661972
3008,2,4,3.95294117647
3009,2,3,4.84149855908
3010,2,3,4.3488372093
3011,2,4,4.0604534005
3012,2,3,4.12837837838
3013,2,4,4.47004608295
3014,2,4,4.24064171123
3015,2,3,4.54032258065
3016,2,3,4.44230769231
3017,2,4,4.58219178082
3018,2,3,4.30580357143
3019,2,4,4.76393442623
3020,2,4,4.2304526749
3021,2,4,4.10192307692
3022,2,4,4.41744548287
3023,2,4,4.17518248175
3024,2,4,4.33233532934
3025,2,3,4.51535836177
3026,2,4,4.10991957105
3027,2,3,4.4349112426
3028,2,5,4.61553784861
3029,2,3,3.76140350877
3030,2,4,4.31758530184
3031,2,3,4.62393162393
3032,2,4,4.5114822547
3033,2,4,4.038647343
3034,2,4,4.56852103121
3035,2,2,4.30434782609
3036,2,3,4.39015151515
3037,2,4,4.45708154506
3038,2,2,4.02173913043
3039,2,3,4.40517241379
3040,2,3,4.21914357683
3041,2,4,4.48592870544
3042,2,4,4.32203389831
3043,2,3,4.29562043796
3044,2,3,4.125
3045,2,4,4.14565826331
3046,2,3,4.32618025751
3047,2,3,4.6275862069
3048,2,3,3.90566037736
3049,2,4,4.52272727273
3050,2,2,4.19814241486
3051,2,4,4.59427207637
3052,2,4,4.09923664122
3053,2,3,4.06267029973
3054,2,3,4.48226950355
3055,2,3,4.16774193548
3056,2,3,4.64174454829
3057,2,3,4.24576271186
3058,2,3,4.39295392954
3059,2,3,4.27272727273
3060,2,4,4.47554347826
3061,2,3,4.59223300971
3062,2,3,4.76489028213
3063,2,4,4.62889518414
3064,2,3,4.01479289941
3065,2,3,4.89312977099
3066,2,1,4.28169014085
3067,2,4,4.463356974
3068,2,2,4.37916666667
3069,2,4,4.05929487179
3070,2,3,4.48042704626
3071,2,4,4.72260273973
3072,2,4,4.01716738197
3073,2,4,4.60975609756
3074,2,4,4.44688026981
3075,2,4,4.54414125201
3076,2,3,4.24404761905
3077,2,5,4.60333333333
3078,2,3,4.04666666667
3079,2,3,3.92452830189
3080,2,4,4.44835164835
3081,2,4,4.27777777778
3082,2,3,4.90376569038
3083,2,3,4.46645367412
3084,2,3,4.22457627119
3085,2,3,4.12637362637
3086,2,2,4.14285714286
3087,2,2,4.57516339869
3088,2,3,4.25373134328
3089,2,3,4.66666666667
3090,2,3,4.23415977961
3091,2,2,4.34285714286
3092,2,3,3.91573033708
3093,2,3,4.37903225806
3094,2,4,3.85959885387
3095,2,2,3.86754966887
3096,2,1,3.97857142857
3097,2,3,4.06516853933
