id,set,human_score,char_10
5978,3,1,1
5979,3,2,9
5980,3,1,0
5981,3,1,2
5982,3,2,1
5983,3,1,0
5984,3,1,0
5985,3,0,0
5986,3,2,1
5987,3,3,3
5988,3,3,3
5989,3,1,0
5990,3,3,1
5991,3,2,1
5992,3,1,1
5993,3,2,0
5994,3,2,3
5995,3,2,1
5996,3,1,0
5997,3,2,1
5998,3,2,2
5999,3,1,0
6000,3,2,3
6001,3,1,0
6002,3,2,2
6003,3,3,3
6004,3,1,0
6005,3,3,4
6006,3,2,2
6007,3,3,0
6008,3,1,2
6010,3,1,1
6011,3,1,1
6012,3,0,2
6013,3,1,1
6014,3,3,6
6015,3,2,1
6016,3,3,0
6017,3,1,0
6018,3,2,1
6019,3,1,0
6020,3,2,2
6021,3,2,0
6022,3,2,0
6023,3,2,2
6024,3,1,0
6025,3,1,1
6026,3,3,4
6027,3,3,8
6028,3,2,1
6029,3,1,0
6030,3,3,2
6031,3,3,10
6032,3,2,0
6033,3,3,5
6034,3,2,4
6035,3,1,0
6036,3,2,1
6037,3,2,0
6038,3,2,1
6039,3,1,0
6040,3,1,0
6041,3,2,0
6042,3,2,2
6043,3,1,2
6044,3,2,0
6045,3,2,2
6046,3,1,1
6047,3,1,0
6048,3,1,0
6049,3,1,0
6050,3,3,7
6051,3,1,0
6052,3,2,4
6053,3,1,0
6054,3,1,0
6055,3,2,0
6056,3,1,2
6057,3,3,1
6058,3,2,0
6059,3,1,1
6060,3,1,0
6061,3,3,1
6062,3,1,0
6063,3,2,0
6064,3,2,3
6065,3,2,5
6066,3,1,0
6067,3,1,2
6068,3,2,1
6069,3,2,3
6070,3,2,1
6071,3,2,3
6072,3,2,1
6073,3,2,6
6074,3,2,0
6075,3,3,11
6076,3,2,1
6077,3,1,2
6078,3,2,0
6079,3,3,1
6080,3,2,3
6081,3,2,0
6082,3,1,0
6083,3,1,1
6084,3,3,2
6085,3,3,4
6086,3,1,0
6087,3,2,0
6088,3,2,3
6089,3,3,3
6090,3,1,0
6091,3,3,3
6092,3,1,0
6093,3,1,0
6094,3,1,1
6095,3,3,6
6096,3,2,1
6097,3,1,0
6098,3,3,1
6099,3,1,0
6100,3,2,0
6101,3,2,1
6102,3,2,1
6103,3,2,1
6104,3,1,1
6105,3,3,2
6106,3,1,2
6107,3,2,2
6108,3,1,0
6109,3,2,2
6110,3,2,1
6111,3,2,3
6112,3,1,0
6113,3,3,3
6114,3,1,0
6115,3,2,0
6116,3,2,2
6117,3,1,0
6118,3,3,0
6119,3,1,1
6120,3,2,1
6121,3,3,2
6122,3,2,1
6123,3,3,3
6124,3,3,3
6125,3,2,0
6126,3,1,4
6127,3,3,3
6128,3,3,3
6129,3,2,2
6130,3,1,0
6131,3,1,1
6132,3,3,1
6133,3,1,0
6134,3,2,1
6135,3,2,0
6136,3,1,1
6137,3,2,4
6138,3,2,2
6139,3,2,1
6140,3,1,0
6141,3,2,1
6142,3,2,1
6143,3,3,4
6144,3,3,2
6145,3,3,3
6146,3,2,0
6147,3,2,0
6148,3,2,0
6149,3,2,2
6150,3,2,3
6151,3,2,3
6152,3,2,4
6153,3,2,0
6154,3,1,0
6155,3,1,0
6156,3,2,1
6157,3,3,1
6158,3,3,1
6159,3,2,0
6160,3,2,4
6161,3,2,1
6162,3,2,1
6163,3,1,0
6164,3,2,1
6165,3,3,8
6166,3,1,1
6167,3,3,0
6168,3,2,0
6169,3,2,0
6170,3,1,0
6171,3,3,7
6172,3,2,1
6173,3,1,0
6174,3,2,0
6175,3,1,2
6176,3,1,0
6177,3,2,2
6178,3,3,1
6179,3,2,0
6180,3,3,8
6181,3,3,5
6182,3,3,2
6183,3,3,4
6184,3,1,1
6185,3,2,0
6186,3,2,0
6187,3,1,0
6188,3,0,0
6189,3,1,0
6190,3,2,0
6191,3,2,1
6192,3,3,3
6193,3,1,1
6194,3,3,2
6195,3,3,2
6196,3,1,0
6197,3,2,0
6198,3,3,4
6199,3,2,0
6200,3,0,3
6201,3,2,0
6202,3,1,1
6203,3,3,0
6204,3,1,4
6205,3,2,0
6206,3,0,1
6207,3,0,0
6208,3,3,1
6209,3,2,1
6210,3,2,1
6211,3,1,1
6212,3,2,0
6213,3,1,0
6214,3,1,0
6215,3,1,3
6216,3,2,1
6217,3,1,0
6218,3,2,0
6219,3,2,4
6220,3,2,1
6221,3,2,0
6222,3,2,0
6223,3,3,4
6224,3,2,0
6225,3,3,4
6226,3,3,1
6227,3,1,2
6228,3,3,4
6229,3,1,0
6230,3,1,0
6231,3,2,1
6232,3,1,1
6233,3,2,0
6234,3,1,0
6235,3,1,0
6236,3,2,2
6237,3,2,4
6238,3,0,0
6239,3,2,10
6240,3,3,5
6241,3,1,1
6242,3,1,0
6243,3,2,4
6244,3,1,1
6245,3,3,1
6246,3,1,1
6247,3,3,4
6248,3,1,0
6249,3,3,6
6250,3,3,3
6251,3,1,0
6252,3,1,0
6253,3,3,2
6254,3,3,2
6255,3,1,0
6256,3,1,2
6257,3,1,0
6258,3,1,1
6259,3,3,0
6260,3,2,0
6261,3,1,3
6262,3,3,2
6263,3,3,2
6264,3,3,8
6265,3,2,0
6266,3,1,0
6267,3,3,3
6268,3,3,4
6269,3,1,0
6270,3,3,2
6271,3,2,2
6272,3,2,1
6273,3,1,0
6274,3,1,1
6275,3,1,0
6276,3,3,4
6277,3,1,0
6278,3,1,1
6279,3,2,3
6280,3,3,1
6281,3,1,8
6282,3,3,1
6283,3,1,1
6284,3,3,3
6285,3,2,1
6286,3,3,2
6287,3,3,1
6288,3,2,4
6289,3,2,0
6290,3,1,1
6291,3,2,0
6292,3,3,13
6293,3,2,1
6294,3,1,0
6295,3,2,1
6296,3,0,0
6297,3,1,0
6298,3,1,0
6299,3,2,2
6300,3,3,4
6301,3,3,1
6302,3,2,1
6303,3,1,0
6304,3,1,1
6305,3,3,1
6306,3,1,0
6307,3,2,2
6308,3,3,4
6309,3,1,2
6310,3,3,0
6311,3,2,1
6312,3,2,0
6313,3,3,0
6314,3,1,0
6315,3,2,0
6316,3,1,1
6317,3,2,0
6318,3,1,1
6319,3,1,0
6320,3,1,1
6321,3,1,0
6322,3,2,1
6323,3,1,0
6324,3,1,0
6325,3,2,0
6326,3,1,1
6327,3,2,2
6328,3,2,2
6329,3,2,1
6330,3,3,2
6331,3,3,0
6332,3,3,0
6333,3,3,0
6334,3,2,2
6335,3,3,15
6336,3,3,4
6337,3,2,3
6338,3,2,5
6339,3,2,1
6340,3,3,3
6341,3,2,1
6342,3,1,3
6343,3,1,0
6344,3,2,1
6345,3,2,0
6346,3,2,0
6347,3,3,2
6348,3,1,0
6349,3,3,2
6350,3,2,2
6351,3,3,3
6352,3,2,1
6353,3,3,4
6354,3,1,0
6355,3,2,0
6356,3,1,0
6357,3,2,0
6358,3,2,2
6359,3,1,0
6360,3,2,1
6361,3,2,0
6362,3,1,0
6363,3,3,4
6364,3,3,2
6365,3,2,1
6366,3,3,2
6367,3,2,0
6368,3,1,0
6369,3,1,0
6370,3,0,0
6371,3,3,2
6372,3,2,0
6373,3,2,0
6374,3,2,1
6375,3,1,1
6376,3,2,1
6377,3,3,3
6378,3,3,3
6379,3,3,4
6380,3,1,0
6381,3,3,0
6382,3,1,0
6383,3,2,0
6384,3,3,0
6385,3,2,1
6386,3,2,2
6387,3,3,1
6388,3,3,1
6389,3,2,0
6390,3,2,0
6391,3,1,0
6392,3,3,0
6393,3,1,0
6394,3,1,0
6395,3,2,0
6396,3,3,4
6397,3,2,0
6398,3,2,2
6399,3,2,0
6400,3,2,1
6401,3,2,0
6402,3,2,0
6403,3,0,0
6404,3,1,3
6405,3,3,0
6406,3,2,3
6407,3,2,0
6408,3,3,5
6409,3,2,2
6410,3,3,5
6411,3,1,0
6412,3,1,0
6413,3,2,1
6414,3,1,1
6415,3,2,1
6416,3,1,0
6417,3,3,2
6418,3,2,4
6419,3,3,3
6420,3,1,0
6421,3,1,0
6422,3,1,0
6423,3,3,2
6424,3,2,0
6425,3,2,0
6426,3,2,1
6427,3,1,4
6428,3,2,1
6429,3,1,0
6430,3,1,1
6431,3,1,0
6432,3,3,2
6433,3,2,0
6434,3,2,3
6435,3,1,2
6436,3,2,0
6437,3,2,1
6438,3,1,0
6439,3,1,1
6440,3,1,0
6441,3,3,1
6442,3,1,0
6443,3,2,2
6444,3,3,3
6445,3,3,6
6446,3,3,0
6447,3,2,0
6448,3,2,2
6449,3,0,0
6450,3,2,0
6451,3,1,1
6452,3,1,1
6453,3,1,0
6454,3,2,0
6455,3,3,5
6456,3,1,0
6457,3,2,1
6458,3,1,0
6459,3,2,0
6460,3,2,1
6461,3,2,0
6462,3,3,1
6463,3,3,6
6464,3,1,0
6465,3,2,1
6466,3,2,0
6467,3,1,0
6468,3,2,1
6469,3,1,1
6470,3,2,2
6471,3,1,0
6472,3,3,6
6473,3,2,0
6474,3,2,2
6475,3,1,0
6476,3,3,0
6477,3,2,2
6478,3,3,1
6479,3,0,0
6480,3,2,4
6481,3,1,2
6482,3,1,0
6483,3,3,12
6484,3,3,3
6485,3,3,4
6486,3,2,0
6487,3,3,1
6488,3,1,0
6489,3,2,0
6490,3,1,0
6491,3,3,4
6492,3,2,2
6493,3,2,2
6494,3,3,1
6495,3,2,1
6496,3,1,1
6497,3,2,1
6498,3,2,0
6499,3,1,0
6500,3,2,0
6501,3,1,1
6502,3,2,0
6503,3,2,1
6504,3,1,0
6505,3,3,2
6506,3,1,0
6507,3,3,3
6508,3,2,1
6509,3,1,0
6510,3,2,0
6511,3,2,2
6512,3,3,2
6513,3,2,4
6514,3,1,0
6515,3,1,0
6516,3,3,3
6517,3,1,0
6518,3,1,0
6519,3,2,1
6520,3,2,0
6521,3,2,0
6522,3,2,0
6523,3,2,4
6524,3,2,0
6525,3,2,1
6526,3,1,0
6527,3,2,0
6528,3,2,0
6529,3,2,1
6530,3,3,2
6531,3,1,0
6532,3,3,1
6533,3,2,3
6534,3,1,2
6535,3,2,1
6536,3,2,3
6537,3,1,1
6538,3,0,0
6539,3,1,0
6540,3,2,0
6541,3,2,2
6542,3,2,2
6543,3,3,0
6544,3,2,1
6545,3,1,0
6546,3,1,4
6547,3,2,0
6548,3,1,0
6549,3,1,4
6550,3,1,0
6551,3,2,1
6552,3,1,1
6553,3,2,5
6554,3,3,1
6555,3,1,0
6556,3,1,0
6557,3,1,0
6558,3,1,1
6559,3,2,1
6560,3,1,0
6561,3,2,3
6562,3,1,0
6563,3,3,4
6564,3,3,1
6565,3,1,0
6566,3,3,1
6567,3,1,3
6568,3,1,0
6569,3,1,3
6570,3,2,1
6571,3,2,5
6572,3,3,1
6573,3,1,0
6575,3,3,0
6576,3,2,1
6577,3,1,1
6578,3,3,2
6579,3,2,4
6580,3,2,1
6581,3,1,2
6582,3,2,0
6583,3,2,1
6584,3,3,0
6585,3,0,0
6586,3,2,1
6587,3,1,1
6588,3,0,0
6589,3,1,0
6590,3,2,1
6591,3,1,2
6592,3,3,2
6593,3,2,0
6594,3,1,1
6595,3,1,0
6596,3,2,0
6597,3,3,3
6598,3,1,0
6599,3,3,2
6600,3,3,1
6601,3,2,0
6602,3,1,0
6603,3,1,0
6604,3,2,0
6605,3,1,0
6606,3,2,2
6607,3,2,2
6608,3,2,1
6609,3,2,2
6610,3,1,0
6611,3,1,0
6612,3,1,0
6613,3,1,0
6614,3,1,0
6615,3,3,0
6616,3,0,0
6617,3,2,2
6618,3,2,2
6619,3,3,2
6620,3,1,0
6621,3,1,2
6622,3,1,0
6623,3,2,1
6624,3,1,2
6625,3,2,0
6626,3,2,2
6627,3,2,7
6628,3,1,1
6629,3,1,1
6630,3,1,1
6631,3,2,0
6632,3,2,0
6633,3,3,2
6634,3,1,0
6635,3,2,0
6636,3,3,2
6637,3,3,0
6638,3,2,2
6639,3,2,1
6640,3,1,0
6641,3,1,0
6642,3,1,1
6643,3,2,3
6644,3,1,0
6645,3,3,1
6646,3,3,2
6647,3,1,0
6648,3,2,3
6649,3,1,0
6650,3,1,1
6651,3,3,1
6652,3,1,0
6653,3,1,3
6654,3,1,2
6655,3,3,1
6656,3,0,0
6657,3,3,0
6658,3,2,0
6659,3,2,2
6660,3,1,4
6661,3,3,3
6662,3,2,5
6663,3,2,0
6664,3,2,2
6665,3,2,0
6666,3,2,1
6667,3,1,0
6668,3,1,1
6669,3,3,3
6670,3,1,0
6671,3,1,0
6672,3,3,2
6673,3,0,0
6674,3,0,0
6675,3,2,1
6676,3,2,1
6677,3,3,1
6678,3,2,2
6679,3,2,4
6680,3,3,4
6681,3,2,3
6682,3,3,4
6683,3,1,0
6684,3,1,0
6685,3,2,0
6686,3,3,0
6687,3,2,2
6688,3,1,1
6689,3,1,0
6690,3,3,8
6691,3,1,0
6692,3,2,0
6693,3,2,1
6694,3,3,3
6695,3,1,1
6696,3,3,8
6697,3,2,0
6698,3,2,0
6699,3,3,0
6700,3,2,0
6701,3,3,3
6702,3,1,0
6703,3,1,1
6704,3,2,1
6705,3,3,6
6706,3,2,3
6707,3,3,2
6708,3,1,0
6709,3,2,1
6710,3,2,0
6711,3,2,1
6712,3,3,4
6713,3,2,1
6714,3,2,2
6715,3,2,0
6716,3,3,1
6717,3,2,6
6718,3,1,4
6719,3,1,0
6720,3,1,1
6721,3,2,1
6722,3,1,0
6723,3,1,0
6724,3,1,2
6725,3,1,1
6726,3,3,2
6727,3,3,2
6728,3,2,0
6729,3,1,0
6730,3,2,2
6731,3,1,0
6732,3,2,4
6733,3,3,7
6734,3,0,0
6735,3,3,3
6736,3,2,2
6737,3,1,1
6738,3,1,2
6739,3,1,0
6740,3,3,6
6741,3,3,5
6742,3,2,2
6743,3,1,0
6744,3,2,3
6745,3,2,1
6746,3,1,0
6747,3,2,2
6748,3,3,4
6749,3,2,1
6750,3,1,0
6751,3,3,0
6752,3,2,2
6753,3,1,0
6754,3,1,0
6755,3,3,4
6756,3,1,1
6757,3,2,3
6758,3,3,1
6759,3,1,0
6760,3,3,5
6761,3,1,1
6762,3,3,4
6763,3,2,0
6764,3,3,4
6765,3,3,5
6766,3,1,2
6767,3,2,0
6768,3,1,1
6769,3,1,1
6770,3,2,2
6771,3,2,4
6772,3,1,1
6773,3,1,0
6774,3,1,0
6775,3,2,1
6776,3,1,0
6777,3,1,1
6778,3,1,3
6779,3,3,2
6780,3,3,1
6781,3,2,3
6782,3,0,0
6783,3,2,2
6784,3,1,0
6785,3,1,0
6786,3,1,4
6787,3,2,1
6788,3,1,0
6789,3,3,0
6790,3,2,0
6791,3,2,1
6792,3,2,0
6793,3,1,0
6794,3,3,1
6795,3,1,1
6796,3,1,0
6797,3,2,0
6798,3,3,4
6799,3,3,0
6800,3,3,1
6801,3,1,0
6802,3,2,1
6803,3,2,1
6804,3,3,5
6805,3,3,0
6806,3,2,3
6807,3,1,1
6808,3,1,1
6809,3,3,5
6810,3,3,7
6811,3,3,1
6812,3,1,2
6813,3,1,0
6814,3,2,0
6815,3,2,2
6816,3,3,2
6817,3,1,0
6818,3,3,2
6819,3,1,0
6820,3,1,1
6821,3,1,0
6822,3,3,5
6823,3,1,1
6824,3,1,0
6825,3,3,1
6826,3,2,0
6827,3,2,0
6828,3,1,1
6829,3,1,0
6830,3,2,2
6831,3,3,3
6832,3,2,0
6833,3,1,1
6834,3,1,0
6835,3,1,0
6836,3,2,0
6837,3,1,0
6838,3,2,0
6839,3,1,0
6840,3,2,0
6841,3,1,0
6842,3,1,0
6843,3,1,3
6844,3,1,0
6845,3,3,0
6846,3,1,3
6847,3,1,0
6848,3,2,0
6849,3,3,2
6850,3,2,0
6851,3,2,0
6852,3,3,1
6853,3,3,0
6854,3,2,4
6855,3,2,3
6856,3,1,0
6857,3,2,4
6858,3,3,3
6859,3,2,1
6860,3,2,0
6861,3,1,0
6862,3,2,0
6863,3,3,0
6864,3,0,0
6865,3,2,0
6866,3,2,2
6867,3,2,2
6868,3,2,4
6869,3,1,3
6870,3,2,0
6871,3,2,2
