id,set,human_score,word_count
20716,8,34,664
20717,8,46,780
20718,8,40,848
20719,8,30,705
20721,8,26,646
20722,8,40,695
20723,8,40,825
20724,8,34,291
20725,8,41,733
20726,8,40,537
20727,8,31,439
20728,8,44,816
20732,8,31,818
20733,8,36,559
20734,8,43,763
20735,8,20,131
20736,8,45,711
20737,8,40,528
20739,8,30,735
20741,8,35,280
20742,8,40,630
20743,8,42,848
20745,8,34,478
20746,8,33,844
20747,8,38,356
20748,8,36,688
20751,8,45,614
20754,8,31,829
20755,8,30,226
20756,8,34,737
20757,8,33,727
20758,8,40,849
20759,8,47,734
20760,8,30,835
20761,8,40,847
20762,8,32,455
20763,8,40,844
20764,8,30,305
20766,8,45,832
20767,8,45,653
20768,8,45,844
20769,8,50,832
20770,8,39,442
20771,8,33,359
20772,8,33,545
20773,8,34,477
20774,8,40,550
20775,8,33,319
20776,8,33,657
20777,8,40,487
20778,8,36,601
20779,8,37,650
20781,8,40,751
20783,8,33,579
20784,8,37,622
20785,8,42,491
20787,8,40,368
20790,8,40,565
20791,8,38,325
20792,8,31,285
20793,8,42,792
20794,8,40,637
20795,8,35,607
20796,8,35,846
20797,8,33,234
20800,8,33,564
20802,8,30,830
20803,8,37,405
20804,8,40,424
20805,8,40,844
20806,8,35,573
20807,8,35,466
20808,8,31,589
20809,8,40,836
20812,8,40,848
20813,8,36,460
20814,8,32,835
20815,8,31,752
20817,8,30,259
20818,8,32,840
20819,8,30,333
20821,8,55,833
20822,8,45,742
20823,8,41,772
20824,8,45,543
20825,8,33,513
20826,8,60,658
20827,8,45,605
20828,8,28,250
20829,8,49,582
20830,8,33,622
20831,8,29,294
20832,8,36,779
20833,8,40,641
20835,8,40,638
20836,8,40,519
20838,8,27,279
20839,8,24,175
20840,8,32,317
20841,8,33,658
20842,8,40,849
20844,8,30,828
20846,8,34,559
20847,8,35,538
20848,8,30,848
20849,8,44,848
20850,8,31,236
20851,8,32,451
20852,8,40,526
20853,8,32,518
20856,8,40,380
20857,8,36,577
20859,8,43,847
20860,8,36,504
20861,8,40,512
20862,8,45,757
20863,8,36,516
20865,8,38,828
20866,8,37,766
20869,8,36,773
20870,8,31,289
20871,8,20,65
20872,8,38,609
20874,8,32,507
20876,8,37,712
20877,8,40,613
20878,8,35,681
20879,8,40,630
20881,8,28,795
20882,8,38,765
20883,8,36,476
20884,8,43,683
20885,8,34,340
20887,8,32,491
20888,8,50,705
20889,8,40,530
20892,8,40,517
20893,8,37,413
20894,8,36,736
20895,8,40,524
20896,8,30,185
20897,8,32,245
20898,8,44,848
20899,8,37,758
20900,8,42,612
20901,8,40,703
20902,8,40,674
20904,8,30,650
20905,8,34,808
20906,8,44,407
