id,set,human_score,char_6
8863,4,0,10
8864,4,0,6
8865,4,3,32
8866,4,2,14
8867,4,2,20
8868,4,1,9
8869,4,0,11
8870,4,2,15
8871,4,1,3
8872,4,2,16
8873,4,2,24
8874,4,0,2
8875,4,1,5
8876,4,2,31
8877,4,0,14
8878,4,1,4
8879,4,2,16
8880,4,1,7
8881,4,3,32
8882,4,1,8
8883,4,1,8
8884,4,1,5
8885,4,3,25
8886,4,1,8
8887,4,2,10
8888,4,2,34
8889,4,1,9
8890,4,2,25
8891,4,3,23
8892,4,1,13
8893,4,2,8
8894,4,1,8
8895,4,3,28
8896,4,2,26
8897,4,1,12
8898,4,2,7
8899,4,0,8
8900,4,2,18
8901,4,0,3
8902,4,3,26
8903,4,3,22
8904,4,2,21
8905,4,2,26
8906,4,2,19
8907,4,0,6
8908,4,1,22
8909,4,2,13
8910,4,1,10
8911,4,3,31
8912,4,1,6
8913,4,1,8
8914,4,2,32
8915,4,2,9
8916,4,0,15
8917,4,0,12
8918,4,1,9
8919,4,3,20
8920,4,0,6
8921,4,2,28
8922,4,2,20
8923,4,3,41
8924,4,2,10
8925,4,1,9
8926,4,1,4
8927,4,0,5
8928,4,1,13
8929,4,1,9
8930,4,0,14
8931,4,3,11
8932,4,1,2
8933,4,2,24
8934,4,1,5
8935,4,2,27
8936,4,1,3
8937,4,1,11
8938,4,1,7
8939,4,3,25
8940,4,2,21
8941,4,3,39
8942,4,1,3
8943,4,1,5
8944,4,1,14
8945,4,2,11
8946,4,3,17
8947,4,0,9
8948,4,3,21
8949,4,0,3
8950,4,1,19
8951,4,2,16
8952,4,1,10
8953,4,1,5
8954,4,3,24
8955,4,3,22
8956,4,1,5
8957,4,2,13
8958,4,0,5
8959,4,3,25
8960,4,1,13
8961,4,1,16
8962,4,2,16
8963,4,1,7
8964,4,0,4
8965,4,2,19
8966,4,1,4
8967,4,2,9
8968,4,2,12
8969,4,2,26
8970,4,1,8
8971,4,1,14
8972,4,2,17
8973,4,3,47
8974,4,3,29
8975,4,0,3
8976,4,0,6
8977,4,2,11
8978,4,0,9
8979,4,3,40
8980,4,1,10
8981,4,3,38
8982,4,1,8
8983,4,2,18
8984,4,1,5
8985,4,1,11
8986,4,2,21
8987,4,2,16
8988,4,2,31
8989,4,1,2
8990,4,3,28
8991,4,0,4
8992,4,0,6
8993,4,0,6
8994,4,0,4
8995,4,2,19
8996,4,2,27
8997,4,1,6
8998,4,3,16
8999,4,1,6
9000,4,1,2
9001,4,2,27
9002,4,2,8
9003,4,2,41
9004,4,3,40
9005,4,3,16
9006,4,3,13
9007,4,2,28
9008,4,2,26
9009,4,2,17
9010,4,1,13
9011,4,2,14
9012,4,1,15
9013,4,1,3
9014,4,2,27
9015,4,1,9
9016,4,3,32
9017,4,2,11
9018,4,2,15
9019,4,3,38
9020,4,0,3
9021,4,2,20
9022,4,2,14
9023,4,1,8
9024,4,1,4
9025,4,1,3
9026,4,2,12
9027,4,3,45
9028,4,1,5
9029,4,2,28
9030,4,0,4
9031,4,1,10
9032,4,1,3
9033,4,1,21
9034,4,2,30
9035,4,3,36
9036,4,0,6
9037,4,3,30
9038,4,1,4
9039,4,2,16
9040,4,3,27
9041,4,0,7
9042,4,2,27
9043,4,2,13
9044,4,1,42
9045,4,0,6
9046,4,1,13
9047,4,1,6
9048,4,0,1
9049,4,2,14
