id,set,human_score,char_4
8863,4,0,20
8864,4,0,14
8865,4,3,61
8866,4,2,28
8867,4,2,50
8868,4,1,29
8869,4,0,36
8870,4,2,35
8871,4,1,11
8872,4,2,33
8873,4,2,55
8874,4,0,14
8875,4,1,13
8876,4,2,75
8877,4,0,26
8878,4,1,14
8879,4,2,31
8880,4,1,14
8881,4,3,72
8882,4,1,15
8883,4,1,28
8884,4,1,18
8885,4,3,54
8886,4,1,13
8887,4,2,27
8888,4,2,69
8889,4,1,32
8890,4,2,43
8891,4,3,54
8892,4,1,35
8893,4,2,12
8894,4,1,14
8895,4,3,62
8896,4,2,44
8897,4,1,42
8898,4,2,35
8899,4,0,15
8900,4,2,38
8901,4,0,14
8902,4,3,59
8903,4,3,57
8904,4,2,50
8905,4,2,50
8906,4,2,43
8907,4,0,16
8908,4,1,35
8909,4,2,38
8910,4,1,23
8911,4,3,76
8912,4,1,24
8913,4,1,24
8914,4,2,71
8915,4,2,26
8916,4,0,36
8917,4,0,26
8918,4,1,43
8919,4,3,39
8920,4,0,13
8921,4,2,50
8922,4,2,40
8923,4,3,69
8924,4,2,30
8925,4,1,26
8926,4,1,18
8927,4,0,20
8928,4,1,30
8929,4,1,25
8930,4,0,33
8931,4,3,18
8932,4,1,6
8933,4,2,44
8934,4,1,10
8935,4,2,70
8936,4,1,14
8937,4,1,35
8938,4,1,18
8939,4,3,59
8940,4,2,46
8941,4,3,87
8942,4,1,14
8943,4,1,19
8944,4,1,32
8945,4,2,36
8946,4,3,44
8947,4,0,33
8948,4,3,65
8949,4,0,15
8950,4,1,44
8951,4,2,30
8952,4,1,25
8953,4,1,11
8954,4,3,51
8955,4,3,54
8956,4,1,14
8957,4,2,44
8958,4,0,12
8959,4,3,55
8960,4,1,35
8961,4,1,30
8962,4,2,36
8963,4,1,22
8964,4,0,13
8965,4,2,33
8966,4,1,15
8967,4,2,26
8968,4,2,21
8969,4,2,62
8970,4,1,17
8971,4,1,32
8972,4,2,43
8973,4,3,68
8974,4,3,42
8975,4,0,12
8976,4,0,20
8977,4,2,43
8978,4,0,19
8979,4,3,84
8980,4,1,19
8981,4,3,102
8982,4,1,17
8983,4,2,44
8984,4,1,9
8985,4,1,35
8986,4,2,36
8987,4,2,28
8988,4,2,61
8989,4,1,6
8990,4,3,84
8991,4,0,15
8992,4,0,17
8993,4,0,21
8994,4,0,8
8995,4,2,34
8996,4,2,66
8997,4,1,14
8998,4,3,46
8999,4,1,22
9000,4,1,18
9001,4,2,73
9002,4,2,18
9003,4,2,70
9004,4,3,76
9005,4,3,39
9006,4,3,37
9007,4,2,52
9008,4,2,46
9009,4,2,38
9010,4,1,27
9011,4,2,42
9012,4,1,37
9013,4,1,21
9014,4,2,63
9015,4,1,27
9016,4,3,60
9017,4,2,29
9018,4,2,33
9019,4,3,69
9020,4,0,8
9021,4,2,33
9022,4,2,39
9023,4,1,19
9024,4,1,18
9025,4,1,9
9026,4,2,31
9027,4,3,93
9028,4,1,14
9029,4,2,60
9030,4,0,14
9031,4,1,32
9032,4,1,7
9033,4,1,47
9034,4,2,61
9035,4,3,92
9036,4,0,23
9037,4,3,56
9038,4,1,12
9039,4,2,46
9040,4,3,51
9041,4,0,15
9042,4,2,58
9043,4,2,26
9044,4,1,92
9045,4,0,24
9046,4,1,37
9047,4,1,14
9048,4,0,8
9049,4,2,39
9050,4,1,27
9051,4,2,50
9052,4,3,40
9053,4,2,31
9054,4,1,31
9055,4,1,28
9056,4,0,25
9057,4,2,32
9058,4,3,63
9059,4,0,18
9060,4,3,81
9061,4,3,81
9062,4,0,7
9063,4,1,11
9064,4,1,31
9065,4,1,13
9066,4,1,46
9067,4,1,27
9068,4,1,16
9069,4,3,60
9070,4,1,13
9071,4,2,40
9072,4,0,19
9073,4,1,23
9074,4,3,73
9075,4,3,51
9076,4,0,8
9077,4,1,21
9078,4,1,19
9079,4,2,53
9080,4,1,25
9081,4,2,23
9082,4,2,43
9083,4,2,48
9084,4,2,53
9085,4,2,59
9086,4,1,2
9087,4,1,22
9088,4,2,44
9089,4,2,51
9090,4,1,15
9091,4,2,35
9092,4,0,8
9093,4,1,28
9094,4,1,10
9095,4,2,35
9096,4,2,48
9097,4,1,22
9098,4,3,59
9099,4,1,11
9100,4,1,26
9101,4,1,15
9102,4,1,16
9103,4,2,44
9104,4,2,53
9105,4,1,26
9106,4,3,45
9107,4,1,19
9108,4,0,7
9109,4,0,24
9110,4,2,62
9111,4,2,22
9112,4,2,48
9113,4,1,31
9114,4,3,69
9115,4,2,41
9116,4,2,43
9117,4,2,33
9118,4,2,45
9119,4,1,23
9121,4,2,42
9122,4,2,57
9123,4,1,25
9124,4,0,19
9125,4,0,30
9126,4,1,16
9127,4,2,37
9128,4,1,46
9129,4,1,8
9130,4,0,14
9131,4,1,28
9132,4,3,79
9133,4,2,76
9134,4,3,74
9135,4,2,46
9136,4,1,25
9137,4,0,7
9138,4,3,53
9139,4,1,22
9140,4,0,39
9141,4,1,20
9142,4,1,21
9143,4,1,16
9144,4,1,31
9145,4,2,46
9146,4,1,34
9147,4,2,34
9148,4,1,13
9149,4,2,54
9150,4,1,19
9151,4,1,23
9152,4,2,41
9153,4,2,42
9154,4,1,24
9155,4,0,17
9156,4,2,20
9157,4,1,11
9158,4,3,86
9159,4,0,29
9160,4,0,28
9161,4,3,48
9162,4,1,21
9163,4,2,63
9164,4,3,62
9165,4,2,39
9166,4,2,42
9167,4,3,71
9168,4,2,34
9169,4,0,22
9170,4,3,85
9171,4,2,51
9172,4,1,17
9173,4,0,5
9174,4,1,26
9175,4,3,63
9176,4,1,12
9177,4,1,23
9178,4,2,32
9179,4,0,12
9180,4,1,29
9181,4,0,33
9182,4,2,31
9183,4,1,11
9184,4,1,27
9185,4,1,18
9186,4,1,28
9187,4,2,27
9188,4,3,65
9189,4,1,15
9190,4,3,58
9191,4,1,31
9192,4,1,21
9193,4,2,16
9194,4,1,17
9195,4,1,44
9196,4,1,26
9197,4,1,35
9198,4,2,80
9199,4,3,60
9200,4,1,36
9201,4,1,30
9202,4,0,22
9203,4,0,13
9204,4,2,32
9205,4,1,30
9206,4,1,16
9207,4,0,8
9208,4,2,53
9209,4,1,8
9210,4,1,17
9211,4,2,61
9212,4,2,38
9213,4,1,12
9214,4,1,47
9215,4,2,44
9216,4,1,26
9217,4,3,68
9218,4,1,12
9219,4,2,54
