id,set,human_score,avg_word_length
20716,8,34,39.1265060241
20717,8,46,39.7051282051
20718,8,40,40.4009433962
20719,8,30,37.304964539
20721,8,26,34.5820433437
20722,8,40,43.1654676259
20723,8,40,40.8
20724,8,34,38.7628865979
20725,8,41,42.8785811733
20726,8,40,43.5009310987
20727,8,31,39.9316628702
20728,8,44,46.3235294118
20732,8,31,36.271393643
20733,8,36,41.717352415
20734,8,43,45.4652686763
20735,8,20,44.6564885496
20736,8,45,41.7580872011
20737,8,40,39.8106060606
20739,8,30,38.0816326531
20741,8,35,42.2857142857
20742,8,40,39.6984126984
20743,8,42,42.2405660377
20745,8,34,44.5606694561
20746,8,33,37.5118483412
20747,8,38,41.095505618
20748,8,36,39.2877906977
20751,8,45,38.7459283388
20754,8,31,39.4813027744
20755,8,30,42.5221238938
20756,8,34,39.5115332429
20757,8,33,41.9257221458
20758,8,40,40.023557126
20759,8,47,40.0817438692
20760,8,30,42.0718562874
20761,8,40,40.9445100354
20762,8,32,40.1538461538
20763,8,40,39.6090047393
20764,8,30,37.2459016393
20766,8,45,44.2427884615
20767,8,45,41.5007656968
20768,8,45,42.3104265403
20769,8,50,43.8461538462
20770,8,39,41.1538461538
20771,8,33,41.9777158774
20772,8,33,40.8623853211
20773,8,34,38.7421383648
20774,8,40,36.3818181818
20775,8,33,40.9404388715
20776,8,33,39.8934550989
20777,8,40,41.8480492813
20778,8,36,40.8485856905
20779,8,37,39.0615384615
20781,8,40,39.9600532623
20783,8,33,41.6407599309
20784,8,37,39.0514469453
20785,8,42,40.8757637475
20787,8,40,41.6304347826
20790,8,40,41.8053097345
20791,8,38,43.0769230769
20792,8,31,40.2105263158
20793,8,42,41.3131313131
20794,8,40,40.8791208791
20795,8,35,40.313014827
20796,8,35,42.6359338061
20797,8,33,42.6923076923
20800,8,33,45.4964539007
20802,8,30,38.686746988
20803,8,37,40.4197530864
20804,8,40,39.5518867925
20805,8,40,41.0545023697
20806,8,35,41.5881326353
20807,8,35,40.0429184549
20808,8,31,39.5755517827
20809,8,40,38.9234449761
20812,8,40,40.8254716981
20813,8,36,41.9130434783
20814,8,32,42.3473053892
20815,8,31,42.9255319149
20817,8,30,37.0656370656
20818,8,32,41.2023809524
20819,8,30,37.7177177177
20821,8,55,45.1980792317
20822,8,45,41.0916442049
20823,8,41,45.0388601036
20824,8,45,47.4033149171
20825,8,33,38.6159844055
20826,8,60,43.1914893617
20827,8,45,40.4297520661
20828,8,28,36.92
20829,8,49,46.1683848797
20830,8,33,39.0996784566
20831,8,29,37.5510204082
20832,8,36,39.6020539153
20833,8,40,40.8736349454
20835,8,40,40.8934169279
20836,8,40,42.9672447013
20838,8,27,38.7096774194
20839,8,24,34.6285714286
20840,8,32,41.4826498423
20841,8,33,38.8905775076
20842,8,40,41.8963486455
20844,8,30,42.1739130435
20846,8,34,41.1270125224
20847,8,35,39.8141263941
20848,8,30,39.445754717
20849,8,44,40.070754717
20850,8,31,40.8050847458
20851,8,32,40.6651884701
20852,8,40,42.6996197719
20853,8,32,38.8803088803
20856,8,40,44.3947368421
20857,8,36,41.4211438475
20859,8,43,38.9846517119
20860,8,36,44.4444444444
20861,8,40,42.734375
20862,8,45,43.5667107001
20863,8,36,40.4651162791
20865,8,38,38.2246376812
20866,8,37,38.2767624021
20869,8,36,39.7800776197
20870,8,31,42.3875432526
20871,8,20,43.5384615385
20872,8,38,42.4958949097
20874,8,32,41.8540433925
20876,8,37,40.2106741573
20877,8,40,40.5220228385
20878,8,35,39.4273127753
20879,8,40,42.2222222222
20881,8,28,42.0628930818
20882,8,38,40.339869281
20883,8,36,40.4201680672
20884,8,43,42.7525622255
20885,8,34,38.7352941176
20887,8,32,38.900203666
20888,8,50,44.0
20889,8,40,41.2830188679
20892,8,40,41.3733075435
20893,8,37,39.9273607748
20894,8,36,40.7065217391
20895,8,40,42.7290076336
