id,set,human_score,char_4
17834,7,15,30
17836,7,13,29
17837,7,15,53
17838,7,17,72
17839,7,13,53
17840,7,23,144
17841,7,16,51
17842,7,18,43
17843,7,12,101
17844,7,10,29
17845,7,16,45
17846,7,19,38
17847,7,17,54
17849,7,14,41
17850,7,12,52
17851,7,16,51
17852,7,17,68
17853,7,16,40
17854,7,21,56
17856,7,14,33
17857,7,18,48
17858,7,24,57
17859,7,17,51
17860,7,16,64
17861,7,16,34
17862,7,9,35
17863,7,6,14
17864,7,10,26
17865,7,17,113
17867,7,16,48
17868,7,15,102
17869,7,11,42
17870,7,19,54
17871,7,24,154
17872,7,18,42
17873,7,16,61
17874,7,20,49
17875,7,12,42
17876,7,19,77
17878,7,10,49
17879,7,7,12
17880,7,16,36
17881,7,12,51
17882,7,12,17
17883,7,20,73
17884,7,24,91
17885,7,9,30
17886,7,9,14
17887,7,20,76
17888,7,16,56
17889,7,8,20
17890,7,15,39
17891,7,20,20
17892,7,17,50
17893,7,18,24
17894,7,13,14
17896,7,12,108
17897,7,20,51
17898,7,16,67
17899,7,24,227
17900,7,16,43
17901,7,10,14
17902,7,17,55
17903,7,12,13
17904,7,17,39
17905,7,8,9
17906,7,22,68
17908,7,24,61
17909,7,21,53
17910,7,19,74
17911,7,19,52
17912,7,12,62
17913,7,16,27
17914,7,12,38
17915,7,15,30
17916,7,9,21
17917,7,8,17
17918,7,14,38
17919,7,23,57
17920,7,14,22
17921,7,10,59
17922,7,17,37
17923,7,21,63
17924,7,24,136
17926,7,21,86
17927,7,6,25
17928,7,12,34
17930,7,21,51
17931,7,24,67
17932,7,24,96
17933,7,15,27
17935,7,14,31
17936,7,9,11
17937,7,9,19
17938,7,9,87
17939,7,22,91
17940,7,8,17
17941,7,15,30
17942,7,20,45
17943,7,10,24
17944,7,18,39
17945,7,18,47
17946,7,14,22
17947,7,23,101
17949,7,6,21
17950,7,11,15
17951,7,9,13
17952,7,21,57
17953,7,16,31
17954,7,11,35
17955,7,20,52
17957,7,8,30
17959,7,7,20
17961,7,17,43
17962,7,14,59
17963,7,22,136
17964,7,21,66
17965,7,12,44
17966,7,18,54
17967,7,12,107
17968,7,19,49
17969,7,16,35
17970,7,11,25
17971,7,18,91
17973,7,15,40
17974,7,17,69
17975,7,16,74
17976,7,9,45
17977,7,16,19
17978,7,9,16
17979,7,17,34
17980,7,24,66
17981,7,11,55
17982,7,9,28
17983,7,18,38
17984,7,18,51
17985,7,14,31
17986,7,17,81
17987,7,18,57
17988,7,15,27
17989,7,13,25
17990,7,11,60
17991,7,24,90
17992,7,7,10
17993,7,17,50
17996,7,11,15
17997,7,16,48
17998,7,17,38
18000,7,22,105
18001,7,12,8
18002,7,12,36
18004,7,16,40
18005,7,20,77
18006,7,16,64
18008,7,15,37
18011,7,8,26
18012,7,17,92
18013,7,13,32
18014,7,20,56
18015,7,14,68
18016,7,24,131
18017,7,17,69
18018,7,12,18
18019,7,20,86
18020,7,13,31
18021,7,16,35
18022,7,18,84
18023,7,12,37
18025,7,21,74
18026,7,19,39
18028,7,23,55
18029,7,17,41
18030,7,21,70
18031,7,9,26
18032,7,15,20
18033,7,12,16
18034,7,24,137
18035,7,16,23
18036,7,8,20
