id,set,human_score,word_18
2,1,9,7
3,1,7,5
4,1,10,8
5,1,8,7
6,1,8,6
7,1,10,13
8,1,10,6
9,1,9,8
10,1,9,10
11,1,8,6
12,1,8,8
13,1,7,5
14,1,6,1
15,1,6,3
16,1,12,7
17,1,8,7
18,1,8,9
19,1,4,0
20,1,6,3
21,1,8,8
22,1,3,2
23,1,10,8
24,1,11,14
25,1,8,8
26,1,9,7
27,1,4,1
28,1,9,5
29,1,9,7
30,1,8,6
31,1,10,13
32,1,10,8
33,1,6,3
34,1,8,8
35,1,9,8
36,1,10,13
37,1,12,10
38,1,8,13
39,1,10,7
40,1,7,1
41,1,2,0
42,1,8,8
43,1,6,3
44,1,8,1
45,1,8,8
46,1,8,6
47,1,8,8
48,1,11,15
49,1,6,2
50,1,5,2
51,1,9,11
52,1,7,6
53,1,8,6
54,1,10,6
55,1,8,6
56,1,10,11
57,1,9,3
58,1,7,3
59,1,8,10
60,1,4,0
61,1,8,7
62,1,8,9
63,1,8,6
64,1,7,3
65,1,9,9
66,1,9,7
67,1,8,6
68,1,9,4
69,1,7,5
70,1,12,10
71,1,10,9
72,1,10,15
73,1,8,10
74,1,7,3
75,1,8,6
76,1,8,7
77,1,10,4
78,1,10,8
79,1,10,8
80,1,8,12
81,1,8,12
82,1,8,3
83,1,7,6
84,1,6,4
85,1,10,12
86,1,8,7
87,1,10,4
88,1,9,11
89,1,6,0
90,1,7,5
91,1,8,6
92,1,11,12
93,1,11,16
94,1,8,5
95,1,10,8
96,1,7,4
97,1,8,5
98,1,11,6
99,1,8,9
100,1,7,9
101,1,10,11
102,1,8,4
103,1,9,9
104,1,10,10
105,1,9,15
106,1,11,2
107,1,10,9
108,1,8,9
109,1,8,4
110,1,6,7
111,1,11,8
112,1,9,8
113,1,8,4
114,1,8,7
115,1,9,13
116,1,4,1
117,1,8,2
118,1,12,11
119,1,10,8
120,1,8,8
121,1,8,9
122,1,9,13
123,1,10,4
124,1,7,9
125,1,5,1
126,1,8,7
127,1,9,9
128,1,9,6
129,1,10,7
130,1,10,10
131,1,10,12
132,1,11,11
133,1,10,5
134,1,10,7
135,1,7,5
136,1,9,11
137,1,7,6
138,1,10,8
139,1,7,4
140,1,9,3
141,1,10,14
142,1,10,8
143,1,7,5
144,1,9,8
145,1,10,6
146,1,6,3
147,1,12,10
148,1,9,5
149,1,8,9
150,1,8,3
151,1,8,7
152,1,6,4
153,1,9,11
154,1,12,7
155,1,10,10
156,1,8,1
157,1,9,9
158,1,9,4
159,1,10,7
160,1,8,3
161,1,10,9
162,1,12,13
163,1,8,1
164,1,8,7
165,1,9,4
166,1,10,12
167,1,8,8
168,1,9,8
169,1,6,3
170,1,8,4
171,1,8,5
172,1,8,6
173,1,8,7
174,1,8,4
175,1,8,5
176,1,10,8
177,1,8,5
178,1,8,5
179,1,8,1
180,1,10,9
181,1,10,6
182,1,8,6
183,1,8,6
184,1,8,9
185,1,8,10
186,1,8,6
187,1,5,2
188,1,9,9
189,1,6,2
190,1,10,6
191,1,8,4
192,1,11,7
193,1,8,8
194,1,10,12
195,1,5,3
196,1,8,5
197,1,10,15
198,1,10,9
199,1,11,18
200,1,8,4
201,1,9,5
202,1,8,5
203,1,10,10
204,1,10,7
205,1,10,11
206,1,10,6
207,1,8,3
208,1,6,4
209,1,6,3
210,1,9,10
211,1,6,5
212,1,7,4
213,1,8,7
214,1,8,6
215,1,10,14
216,1,8,11
217,1,10,9
218,1,8,2
219,1,9,9
220,1,10,2
221,1,6,1
222,1,9,8
223,1,8,7
224,1,8,9
225,1,12,6
226,1,8,3
227,1,9,5
228,1,8,6
229,1,8,5
230,1,9,10
231,1,8,4
232,1,12,11
233,1,7,4
234,1,8,5
235,1,7,4
236,1,6,4
237,1,8,9
238,1,9,5
239,1,9,13
240,1,8,4
241,1,9,6
242,1,9,9
243,1,11,16
244,1,7,10
245,1,7,5
246,1,11,15
247,1,8,8
248,1,9,4
249,1,9,4
250,1,10,7
251,1,9,16
252,1,9,7
253,1,6,5
254,1,10,15
255,1,8,7
256,1,8,5
257,1,8,10
258,1,11,13
259,1,9,9
260,1,7,3
261,1,9,10
262,1,8,8
263,1,10,11
264,1,8,10
265,1,11,7
266,1,11,8
267,1,10,9
268,1,8,5
269,1,9,9
270,1,8,7
271,1,8,7
272,1,10,11
273,1,8,8
274,1,9,9
275,1,11,8
276,1,8,4
277,1,9,10
278,1,8,4
279,1,10,6
280,1,10,7
281,1,7,6
282,1,8,8
283,1,6,3
284,1,8,7
285,1,11,13
286,1,4,1
287,1,12,10
288,1,8,4
289,1,10,8
290,1,11,13
291,1,11,6
292,1,11,10
293,1,8,4
294,1,10,10
295,1,10,5
296,1,10,16
297,1,9,9
298,1,8,6
299,1,8,6
300,1,8,10
301,1,9,5
302,1,10,5
303,1,10,8
304,1,9,13
305,1,10,7
306,1,8,7
307,1,9,7
308,1,6,2
309,1,9,13
310,1,10,8
311,1,9,3
312,1,7,2
314,1,9,9
315,1,10,7
316,1,9,11
317,1,10,5
318,1,8,9
319,1,9,4
320,1,8,10
321,1,12,14
322,1,8,7
323,1,10,11
324,1,8,9
325,1,9,10
326,1,10,11
327,1,6,6
328,1,8,5
329,1,8,8
330,1,11,18
331,1,10,8
332,1,8,3
333,1,9,7
334,1,10,13
335,1,9,7
336,1,11,8
337,1,10,2
338,1,8,6
339,1,11,14
340,1,9,5
341,1,8,6
342,1,9,8
343,1,9,5
345,1,10,9
346,1,12,20
347,1,7,7
348,1,8,7
349,1,8,5
350,1,8,9
351,1,9,2
352,1,7,4
353,1,5,2
354,1,8,4
355,1,6,6
356,1,8,6
357,1,8,4
358,1,7,4
359,1,2,0
360,1,6,5
361,1,10,6
362,1,10,11
363,1,8,6
364,1,11,15
365,1,9,8
366,1,8,6
367,1,8,7
368,1,9,7
369,1,8,5
370,1,10,17
371,1,8,8
372,1,10,9
373,1,8,5
374,1,7,9
375,1,4,3
376,1,8,10
377,1,10,10
378,1,11,8
379,1,9,7
380,1,10,5
381,1,10,6
382,1,7,4
383,1,11,11
