id,set,human_score,avg_word_length
8863,4,0,43.6842105263
8864,4,0,42.8205128205
8865,4,3,47.2794117647
8866,4,2,47.8461538462
8867,4,2,44.375
8868,4,1,45.3521126761
8869,4,0,43.0434782609
8870,4,2,44.512195122
8871,4,1,40.9375
8872,4,2,40.0869565217
8873,4,2,41.2849162011
8874,4,0,38.8095238095
8875,4,1,48.3870967742
8876,4,2,47.0857142857
8877,4,0,44.5070422535
8878,4,1,39.1666666667
8879,4,2,43.4482758621
8880,4,1,48.2352941176
8881,4,3,45.4268292683
8882,4,1,41.8
8883,4,1,41.8518518519
8884,4,1,43.75
8885,4,3,45.2205882353
8886,4,1,43.9130434783
8887,4,2,40.7954545455
8888,4,2,47.7840909091
8889,4,1,39.3043478261
8890,4,2,46.1904761905
8891,4,3,44.7368421053
8892,4,1,47.9746835443
8893,4,2,40.5555555556
8894,4,1,42.7272727273
8895,4,3,43.7714285714
8896,4,2,49.1011235955
8897,4,1,45.4347826087
8898,4,2,38.6428571429
8899,4,0,46.1764705882
8900,4,2,39.3288590604
8901,4,0,43.6111111111
8902,4,3,44.3870967742
8903,4,3,42.0338983051
8904,4,2,47.6146788991
8905,4,2,44.0287769784
8906,4,2,44.1441441441
8907,4,0,42.75
8908,4,1,44.7524752475
8909,4,2,40.3418803419
8910,4,1,41.7647058824
8911,4,3,44.2777777778
8912,4,1,41.3636363636
8913,4,1,41.2162162162
8914,4,2,43.0890052356
8915,4,2,42.2058823529
8916,4,0,41.4018691589
8917,4,0,43.7878787879
8918,4,1,42.4
8919,4,3,48.7777777778
8920,4,0,40.0
8921,4,2,43.5849056604
8922,4,2,41.7730496454
8923,4,3,45.838150289
8924,4,2,41.4772727273
8925,4,1,41.8518518519
8926,4,1,41.4
8927,4,0,40.1754385965
8928,4,1,43.1868131868
8929,4,1,41.9402985075
8930,4,0,43.8095238095
8931,4,3,42.3636363636
8932,4,1,42.1052631579
8933,4,2,45.1587301587
8934,4,1,37.2727272727
8935,4,2,43.2795698925
8936,4,1,37.9591836735
8937,4,1,43.3653846154
8938,4,1,40.7547169811
8939,4,3,47.803030303
8940,4,2,45.1515151515
8941,4,3,45.4666666667
8942,4,1,36.935483871
8943,4,1,40.3278688525
8944,4,1,41.7894736842
8945,4,2,40.5607476636
8946,4,3,45.7547169811
8947,4,0,40.8235294118
8948,4,3,43.7951807229
8949,4,0,41.9565217391
8950,4,1,44.9107142857
8951,4,2,41.5625
8952,4,1,42.2368421053
8953,4,1,37.1014492754
8954,4,3,44.1353383459
8955,4,3,44.2748091603
8956,4,1,42.4489795918
8957,4,2,41.8421052632
8958,4,0,43.5294117647
8959,4,3,44.4594594595
8960,4,1,40.9183673469
8961,4,1,47.2602739726
8962,4,2,44.2268041237
8963,4,1,36.0256410256
8964,4,0,42.9411764706
8965,4,2,47.7419354839
8966,4,1,38.9090909091
8967,4,2,39.387755102
8968,4,2,47.0
8969,4,2,42.9069767442
8970,4,1,41.7307692308
8971,4,1,43.6842105263
8972,4,2,44.4736842105
8973,4,3,47.5595238095
8974,4,3,42.9166666667
8975,4,0,44.6153846154
8976,4,0,41.1475409836
8977,4,2,41.0
8978,4,0,45.1851851852
8979,4,3,45.0236966825
8980,4,1,43.275862069
8981,4,3,43.9112903226
8982,4,1,44.1860465116
8983,4,2,44.7899159664
8984,4,1,45.2
8985,4,1,43.4146341463
8986,4,2,40.8064516129
8987,4,2,45.1282051282
8988,4,2,45.6756756757
8989,4,1,37.9166666667
8990,4,3,41.6444444444
8991,4,0,40.75
8992,4,0,43.6956521739
8993,4,0,43.829787234
8994,4,0,45.2173913043
8995,4,2,44.6875
8996,4,2,45.7894736842
8997,4,1,41.5789473684
8998,4,3,41.2686567164
8999,4,1,41.2903225806
9000,4,1,38.2352941176
9001,4,2,42.8571428571
9002,4,2,40.1492537313
9003,4,2,45.8426966292
9004,4,3,45.8928571429
9005,4,3,42.4166666667
9006,4,3,42.8155339806
9007,4,2,45.6204379562
9008,4,2,45.9482758621
9009,4,2,45.8947368421
9010,4,1,47.3333333333
9011,4,2,42.1276595745
9012,4,1,43.8383838384
9013,4,1,39.4545454545
9014,4,2,43.9010989011
9015,4,1,41.2903225806
9016,4,3,44.6540880503
9017,4,2,43.2608695652
9018,4,2,42.9545454545
9019,4,3,45.2777777778
9020,4,0,41.7391304348
9021,4,2,46.847826087
9022,4,2,43.1313131313
9023,4,1,41.3461538462
9024,4,1,38.9830508475
9025,4,1,41.8518518519
9026,4,2,40.3157894737
9027,4,3,44.9783549784
9028,4,1,45.1219512195
9029,4,2,44.3506493506
9030,4,0,39.84375
9031,4,1,42.8571428571
9032,4,1,41.8181818182
9033,4,1,43.5114503817
9034,4,2,46.5986394558
9035,4,3,43.8260869565
9036,4,0,39.7222222222
9037,4,3,46.2595419847
9038,4,1,42.5
9039,4,2,42.0895522388
9040,4,3,45.2413793103
9041,4,0,43.6734693878
9042,4,2,45.6643356643
9043,4,2,41.4851485149
9044,4,1,43.5294117647
9045,4,0,43.7931034483
9046,4,1,44.1304347826
9047,4,1,44.2857142857
9048,4,0,37.9310344828
9049,4,2,42.9896907216
9050,4,1,46.8253968254
9051,4,2,45.7142857143
9052,4,3,46.2385321101
9053,4,2,42.0238095238
9054,4,1,42.5641025641
9055,4,1,41.25
9056,4,0,40.2597402597
9057,4,2,43.9285714286
9058,4,3,43.021978022
9059,4,0,44.8717948718
9060,4,3,45.7575757576
9061,4,3,43.6538461538
9062,4,0,42.7777777778
9063,4,1,42.6470588235
9064,4,1,40.0833333333
9065,4,1,37.1739130435
9066,4,1,43.9655172414
9067,4,1,47.7777777778
9068,4,1,38.6274509804
9069,4,3,44.6835443038
9070,4,1,43.4090909091
9071,4,2,44.375
9072,4,0,36.9841269841
9073,4,1,38.2716049383
9074,4,3,44.0526315789
9075,4,3,45.3191489362
9076,4,0,45.0
9077,4,1,47.6363636364
9078,4,1,42.5
9079,4,2,44.4578313253
9080,4,1,46.9230769231
9081,4,2,41.8181818182
9082,4,2,42.1008403361
9083,4,2,46.9491525424
9084,4,2,40.0
9085,4,2,45.0694444444
9086,4,1,35.0
9087,4,1,40.4411764706
9088,4,2,43.9047619048
9089,4,2,41.3924050633
9090,4,1,37.1186440678
9091,4,2,42.8947368421
9092,4,0,41.3043478261
9093,4,1,43.488372093
9094,4,1,40.0
9095,4,2,41.981981982
9096,4,2,42.7868852459
9097,4,1,42.9310344828
9098,4,3,44.5945945946
9099,4,1,38.1481481481
9100,4,1,39.5294117647
9101,4,1,49.375
9102,4,1,44.5833333333
9103,4,2,48.2352941176
9104,4,2,45.2631578947
9105,4,1,39.8780487805
9106,4,3,41.7333333333
9107,4,1,48.7755102041
9108,4,0,47.6470588235
