id,set,human_score,word_25
2978,2,4,6
2979,2,1,3
2980,2,2,3
2981,2,4,1
2982,2,4,0
2983,2,4,0
2984,2,5,9
2985,2,2,13
2986,2,4,3
2987,2,4,3
2988,2,3,4
2989,2,3,3
2990,2,5,5
2991,2,3,5
2992,2,3,0
2993,2,3,4
2994,2,4,5
2995,2,3,7
2996,2,1,3
2997,2,3,2
2998,2,3,6
2999,2,3,1
3000,2,3,3
3001,2,4,12
3002,2,3,6
3003,2,4,5
3004,2,4,2
3005,2,2,1
3006,2,3,2
3007,2,3,1
3008,2,4,1
3009,2,3,7
3010,2,3,1
3011,2,4,6
3012,2,3,1
3013,2,4,3
3014,2,4,4
3015,2,3,4
3016,2,3,1
3017,2,4,5
3018,2,3,6
3019,2,4,0
3020,2,4,7
3021,2,4,10
3022,2,4,4
3023,2,4,2
3024,2,4,8
3025,2,3,5
3026,2,4,4
3027,2,3,3
3028,2,5,7
3029,2,3,3
3030,2,4,2
3031,2,3,2
3032,2,4,5
3033,2,4,4
3034,2,4,12
3035,2,2,0
3036,2,3,3
3037,2,4,5
3038,2,2,1
3039,2,3,5
3040,2,3,7
3041,2,4,1
3042,2,4,3
3043,2,3,1
3044,2,3,3
3045,2,4,1
3046,2,3,3
3047,2,3,2
3048,2,3,1
3049,2,4,1
3050,2,2,2
3051,2,4,4
3052,2,4,7
3053,2,3,2
3054,2,3,8
3055,2,3,2
3056,2,3,5
3057,2,3,1
3058,2,3,4
3059,2,3,3
3060,2,4,4
3061,2,3,4
3062,2,3,1
3063,2,4,4
3064,2,3,4
3065,2,3,0
3066,2,1,1
3067,2,4,3
3068,2,2,1
3069,2,4,7
3070,2,3,4
3071,2,4,3
3072,2,4,12
3073,2,4,12
3074,2,4,10
3075,2,4,12
3076,2,3,4
3077,2,5,6
3078,2,3,8
3079,2,3,7
3080,2,4,4
3081,2,4,4
3082,2,3,1
3083,2,3,3
3084,2,3,3
3085,2,3,0
3086,2,2,0
3087,2,2,3
3088,2,3,1
3089,2,3,6
3090,2,3,2
3091,2,2,3
3092,2,3,3
3093,2,3,2
3094,2,4,8
3095,2,2,2
3096,2,1,1
3097,2,3,4
3098,2,3,1
3099,2,4,13
3100,2,3,5
3101,2,3,1
3102,2,3,1
3103,2,3,0
3104,2,5,3
3105,2,3,2
3106,2,4,11
3107,2,3,9
3108,2,3,5
3109,2,3,5
3110,2,3,3
3111,2,3,1
3112,2,3,1
3113,2,3,1
3114,2,4,7
3115,2,4,5
3116,2,3,2
3117,2,3,5
3118,2,2,1
3119,2,4,4
3120,2,3,3
3121,2,4,6
3122,2,4,7
3123,2,4,3
3124,2,4,5
3125,2,4,9
3126,2,4,8
3127,2,3,5
3128,2,4,4
3129,2,4,15
3130,2,4,7
3131,2,4,8
3132,2,3,4
3133,2,4,2
3134,2,4,4
3135,2,3,4
3136,2,4,4
3137,2,3,1
3138,2,4,3
3139,2,3,5
3140,2,4,7
3141,2,3,1
3142,2,4,10
3143,2,3,5
3144,2,4,2
3145,2,4,1
3146,2,3,5
3147,2,2,1
3148,2,3,4
3149,2,3,7
3150,2,4,8
3151,2,3,6
3152,2,4,2
3153,2,4,8
3154,2,3,4
3155,2,3,2
3156,2,4,5
3157,2,4,3
3158,2,2,3
3159,2,1,1
3160,2,3,3
3161,2,3,5
3162,2,4,1
3163,2,5,3
3164,2,3,6
3165,2,4,4
3166,2,4,13
3167,2,3,1
3168,2,4,3
3169,2,3,4
3170,2,3,1
3171,2,5,0
3172,2,4,9
3173,2,3,4
3174,2,3,5
3175,2,4,7
3176,2,4,9
3177,2,1,1
3178,2,4,4
3179,2,4,2
3180,2,3,9
3181,2,4,8
3182,2,2,0
3183,2,3,6
3184,2,3,5
3185,2,4,6
3186,2,2,5
3187,2,3,0
3188,2,3,8
3189,2,4,3
