id,set,human_score,word_count
5978,3,1,51
5979,3,2,176
5980,3,1,95
5981,3,1,86
5982,3,2,133
5983,3,1,70
5984,3,1,43
5985,3,0,111
5986,3,2,92
5987,3,3,149
5988,3,3,175
5989,3,1,95
5990,3,3,137
5991,3,2,84
5992,3,1,69
5993,3,2,126
5994,3,2,105
5995,3,2,105
5996,3,1,91
5997,3,2,90
5998,3,2,52
5999,3,1,34
6000,3,2,126
6001,3,1,62
6002,3,2,115
6003,3,3,184
6004,3,1,40
6005,3,3,170
6006,3,2,89
6007,3,3,138
6008,3,1,139
6010,3,1,96
6011,3,1,19
6012,3,0,83
6013,3,1,44
6014,3,3,157
6015,3,2,125
6016,3,3,209
6017,3,1,74
6018,3,2,83
6019,3,1,72
6020,3,2,132
6021,3,2,60
6022,3,2,122
6023,3,2,155
6024,3,1,69
6025,3,1,52
6026,3,3,205
6027,3,3,239
6028,3,2,75
6029,3,1,104
6030,3,3,181
6031,3,3,174
6032,3,2,71
6033,3,3,190
6034,3,2,136
6035,3,1,90
6036,3,2,158
6037,3,2,79
6038,3,2,142
6039,3,1,119
6040,3,1,85
6041,3,2,46
6042,3,2,107
6043,3,1,61
6044,3,2,16
6045,3,2,107
6046,3,1,105
6047,3,1,68
6048,3,1,130
6049,3,1,57
6050,3,3,336
6051,3,1,147
6052,3,2,141
6053,3,1,58
6054,3,1,76
6055,3,2,131
6056,3,1,102
6057,3,3,145
6058,3,2,132
6059,3,1,42
6060,3,1,57
6061,3,3,251
6062,3,1,84
6063,3,2,111
6064,3,2,90
6065,3,2,110
6066,3,1,71
6067,3,1,66
6068,3,2,70
6069,3,2,127
6070,3,2,93
6071,3,2,101
6072,3,2,91
6073,3,2,167
6074,3,2,69
6075,3,3,239
6076,3,2,198
6077,3,1,95
6078,3,2,78
6079,3,3,127
6080,3,2,117
6081,3,2,41
6082,3,1,71
6083,3,1,33
6084,3,3,107
6085,3,3,215
6086,3,1,84
6087,3,2,78
6088,3,2,122
6089,3,3,161
6090,3,1,87
6091,3,3,132
6092,3,1,47
6093,3,1,37
6094,3,1,124
6095,3,3,234
6096,3,2,110
6097,3,1,41
6098,3,3,132
6099,3,1,53
6100,3,2,175
6101,3,2,111
6102,3,2,139
6103,3,2,153
6104,3,1,38
6105,3,3,232
6106,3,1,80
6107,3,2,143
6108,3,1,66
6109,3,2,133
6110,3,2,108
6111,3,2,112
6112,3,1,83
6113,3,3,154
6114,3,1,28
6115,3,2,51
6116,3,2,154
6117,3,1,125
6118,3,3,161
6119,3,1,76
6120,3,2,110
6121,3,3,146
6122,3,2,104
6123,3,3,145
6124,3,3,140
6125,3,2,67
6126,3,1,91
6127,3,3,187
6128,3,3,156
6129,3,2,105
6130,3,1,88
6131,3,1,60
6132,3,3,130
6133,3,1,53
6134,3,2,155
6135,3,2,99
6136,3,1,74
6137,3,2,141
6138,3,2,127
6139,3,2,106
6140,3,1,126
6141,3,2,91
6142,3,2,149
6143,3,3,164
6144,3,3,182
6145,3,3,170
6146,3,2,159
6147,3,2,67
6148,3,2,62
6149,3,2,119
6150,3,2,114
6151,3,2,121
6152,3,2,124
6153,3,2,91
6154,3,1,20
6155,3,1,85
6156,3,2,122
6157,3,3,208
6158,3,3,184
6159,3,2,138
6160,3,2,113
6161,3,2,99
6162,3,2,174
6163,3,1,50
6164,3,2,107
6165,3,3,183
6166,3,1,29
6167,3,3,44
6168,3,2,115
6169,3,2,174
6170,3,1,149
6171,3,3,152
6172,3,2,131
6173,3,1,50
6174,3,2,89
6175,3,1,80
6176,3,1,99
6177,3,2,190
6178,3,3,105
6179,3,2,27
6180,3,3,225
6181,3,3,129
6182,3,3,171
6183,3,3,136
6184,3,1,70
6185,3,2,102
6186,3,2,64
6187,3,1,40
6188,3,0,17
6189,3,1,67
6190,3,2,203
6191,3,2,142
6192,3,3,168
6193,3,1,74
6194,3,3,200
6195,3,3,126
6196,3,1,90
6197,3,2,131
6198,3,3,194
6199,3,2,48
6200,3,0,175
6201,3,2,38
6202,3,1,44
6203,3,3,180
6204,3,1,197
6205,3,2,44
6206,3,0,62
6207,3,0,27
6208,3,3,163
6209,3,2,92
6210,3,2,121
6211,3,1,80
6212,3,2,128
