id,set,human_score,std_word
5978,3,1,8.49632273398
5979,3,2,8.68720067808
5980,3,1,6.82710590221
5981,3,1,25.5255862921
5982,3,2,27.6795953728
5983,3,1,7.47031161034
5984,3,1,5.4258639865
5985,3,0,5.84997625826
5986,3,2,5.47579902845
5987,3,3,7.91201617794
5988,3,3,8.16037474485
5989,3,1,10.6835803404
5990,3,3,9.28559218479
5991,3,2,7.68114574787
5992,3,1,11.3357840488
5993,3,2,8.5695682505
5994,3,2,4.1932485418
5995,3,2,5.81807528312
5996,3,1,7.96694560181
5997,3,2,4.86698058348
5998,3,2,12.9185482501
5999,3,1,17.0
6000,3,2,5.57757787933
6001,3,1,9.39414711403
6002,3,2,7.92567514667
6003,3,3,10.4998530266
6004,3,1,20.0
6005,3,3,7.18809008383
6006,3,2,6.25610812637
6007,3,3,7.00793201388
6008,3,1,13.2281659727
6010,3,1,10.0498756211
6011,3,1,9.5
6012,3,0,12.2531175171
6013,3,1,10.8730042869
6014,3,3,10.0345083599
6015,3,2,9.68165146037
6016,3,3,8.2508417079
6017,3,1,7.027642215
6018,3,2,23.1444737825
6019,3,1,1.73205080757
6020,3,2,8.49836585599
6021,3,2,4.43547848465
6022,3,2,7.22307687251
6023,3,2,9.84806453066
6024,3,1,1.47901994577
6025,3,1,8.0
6026,3,3,10.3985661278
6027,3,3,8.50668186567
6028,3,2,3.3406586177
6029,3,1,6.65206734783
6030,3,3,4.89116237593
6031,3,3,12.8029944414
6032,3,2,7.13999942834
6033,3,3,11.2117117042
6034,3,2,11.0905365064
6035,3,1,11.0815161418
6036,3,2,12.3734409449
6037,3,2,3.86781592116
6038,3,2,20.3032564438
6039,3,1,6.77868846341
6040,3,1,7.71722460186
6041,3,2,6.80073525437
6042,3,2,9.49758293634
6043,3,1,5.20949986936
6044,3,2,4.10960933531
6045,3,2,7.20544012167
6046,3,1,8.46842876302
6047,3,1,4.39851551953
6048,3,1,4.91465625999
6049,3,1,8.58414235669
6050,3,3,8.42184659086
6051,3,1,5.97377187489
6052,3,2,13.5586405917
6053,3,1,10.5237825899
6054,3,1,15.5241746963
6055,3,2,7.38647412505
6056,3,1,7.806247498
6057,3,3,7.92713732522
6058,3,2,9.2616293263
6059,3,1,12.0
6060,3,1,14.1656862406
6061,3,3,14.4476425413
6062,3,1,7.72442015084
6063,3,2,7.1315759128
6064,3,2,6.43015853424
6065,3,2,5.44150714417
6066,3,1,8.72696969171
6067,3,1,6.21825270206
6068,3,2,7.06320670014
6069,3,2,12.6731754111
6070,3,2,12.3870900538
6071,3,2,6.40190401365
6072,3,2,3.75048206268
6073,3,2,8.01517657669
6074,3,2,6.31163486696
6075,3,3,10.5697212955
6076,3,2,9.65739644637
6077,3,1,8.76387788342
6078,3,2,7.39369100427
6079,3,3,13.5932155947
6080,3,2,5.08689917434
6081,3,2,5.03587132481
6082,3,1,3.03108891325
6083,3,1,7.87400787401
6084,3,3,10.4628974105
6085,3,3,17.48570845
6086,3,1,12.6688594593
6087,3,2,6.28896020087
6088,3,2,4.09076704299
6089,3,3,14.0440156294
6090,3,1,11.8591736643
6091,3,3,13.0575648572
6092,3,1,8.72854512505
6093,3,1,11.6714276
6094,3,1,6.65131565933
6095,3,3,7.93091471925
6096,3,2,8.55994902279
6097,3,1,20.5
6098,3,3,7.3511903798
6099,3,1,12.0830459736
6100,3,2,11.8367806012
6101,3,2,12.1117247967
6102,3,2,8.45484328654
6103,3,2,8.9
6104,3,1,10.2089285541
6105,3,3,6.59030338948
6106,3,1,4.58257569496
6107,3,2,8.81917103688
6108,3,1,19.6150452459
6109,3,2,39.0024037721
6110,3,2,6.96020433927
6111,3,2,6.27992834354
6112,3,1,5.35607132141
6113,3,3,8.30588070712
6114,3,1,7.76029781788
6115,3,2,9.73075022801
6116,3,2,11.9701274269
6117,3,1,6.25111101236
6118,3,3,5.73255808712
6119,3,1,19.7863589374
6120,3,2,5.38516480713
6121,3,3,7.44580418759
6122,3,2,10.8232553856
6123,3,3,7.18167034115
6124,3,3,8.99519762134
6125,3,2,7.00285656
6126,3,1,7.96694560181
6127,3,3,6.87551650952
6128,3,3,12.5255294854
6129,3,2,6.33936116655
6130,3,1,10.0898739118
6131,3,1,6.74536878162
6132,3,3,6.95701085237
6133,3,1,8.58414235669
6134,3,2,6.60168328703
6135,3,2,7.98338117592
6136,3,1,6.96818165346
6137,3,2,22.648620267
6138,3,2,8.37391479414
6139,3,2,6.09998988058
6140,3,1,10.3387082795
6141,3,2,6.76123403783
6142,3,2,11.7316943815
6143,3,3,10.6515043752
6144,3,3,21.9285059911
6145,3,3,7.98498591107
6146,3,2,8.7800911157
6147,3,2,6.71118469423
6148,3,2,5.51435973303
6149,3,2,7.08676387516
6150,3,2,7.68513008932
6151,3,2,17.9296464612
6152,3,2,9.36062507395
6153,3,2,7.52139804634
6154,3,1,0.0
6155,3,1,9.15624020512
6156,3,2,11.4873488531
6157,3,3,8.37909205544
6158,3,3,5.41857423549
6159,3,2,11.2777435686
6160,3,2,8.34880107194
6161,3,2,8.01529150806
6162,3,2,7.39826837848
6163,3,1,4.49691252108
6164,3,2,7.45872998983
6165,3,3,9.68810481983
6166,3,1,6.84754619472
6167,3,3,22.0
6168,3,2,4.89897948557
6169,3,2,13.0162009666
6170,3,1,7.22827322978
6171,3,3,7.08676387516
6172,3,2,9.83615778645
6173,3,1,6.14491659829
6174,3,2,8.61039423539
6175,3,1,17.0716138663
6176,3,1,23.2327355255
6177,3,2,9.74109279747
6178,3,3,6.32455532034
6179,3,2,6.37704215657
6180,3,3,6.31771954481
6181,3,3,7.99609279586
6182,3,3,8.30118800066
6183,3,3,7.24083918245
6184,3,1,6.9920589878
6185,3,2,7.54569413639
6186,3,2,5.08811250749
6187,3,1,6.44204936336
6188,3,0,0.5
6189,3,1,5.81425451417
6190,3,2,7.310266753
6191,3,2,7.83836717691
6192,3,3,11.8953772534
6193,3,1,3.99382239014
6194,3,3,6.29991181596
6195,3,3,5.88315988631
6196,3,1,7.79021822544
6197,3,2,7.90506166959
6198,3,3,6.05162971622
6199,3,2,3.22616851161
6200,3,0,9.2565432938
6201,3,2,5.59016994375
6202,3,1,10.6562449088
6203,3,3,6.90893141762
6204,3,1,9.17840157955
6205,3,2,11.8415464456
6206,3,0,7.93025150225
6207,3,0,6.37704215657
6208,3,3,13.1244047484
6209,3,2,9.89124535607
6210,3,2,11.0435131943
6211,3,1,10.1311401135
6212,3,2,9.00566714999
6213,3,1,9.09326673974
6214,3,1,11.5238882327
6215,3,1,8.23650411279
6216,3,2,11.268734401
6217,3,1,6.18465843843
6218,3,2,6.26498204307
6219,3,2,9.40661336507
6220,3,2,9.15540433686
6221,3,2,16.8201268327
6222,3,2,7.95394908976
6223,3,3,6.13505410644
6224,3,2,15.9652400198
6225,3,3,7.85875308176
6226,3,3,5.52126570634
6227,3,1,10.0591997694
6228,3,3,10.0346507102
6229,3,1,18.0
6230,3,1,9.41629792788
6231,3,2,8.88704629428
6232,3,1,24.5089269451
6233,3,2,10.0
6234,3,1,8.33999733546
6235,3,1,0.5
6236,3,2,5.58211429478
6237,3,2,7.76940386154
6238,3,0,3.37045990927
6239,3,2,14.2126704036
6240,3,3,4.78288961381
6241,3,1,2.62466929134
6242,3,1,8.0
6243,3,2,8.30722577038
6244,3,1,5.89491306128
6245,3,3,6.6198553766
