id,set,human_score,avg_word_length
11827,5,2,44.3939393939
11828,5,2,43.1137724551
11829,5,3,47.0642201835
11830,5,1,44.6478873239
11831,5,3,42.8346456693
11832,5,3,43.5333333333
11833,5,3,46.8235294118
11834,5,4,46.7452830189
11835,5,3,45.7594936709
11836,5,3,41.6438356164
11837,5,1,36.0526315789
11838,5,1,42.5125628141
11839,5,1,40.8860759494
11840,5,1,40.1086956522
11841,5,2,43.8834951456
11842,5,2,41.1188811189
11843,5,4,45.0641025641
11844,5,3,43.6708860759
11845,5,2,43.358778626
11846,5,2,43.7168141593
11847,5,4,44.247311828
11848,5,2,41.9774011299
11849,5,2,43.6153846154
11850,5,4,45.4210526316
11851,5,2,42.0754716981
11852,5,2,44.1803278689
11853,5,2,48.2142857143
11854,5,1,43.2653061224
11855,5,3,44.6308724832
11856,5,4,45.8024691358
11857,5,4,46.1739130435
11858,5,3,44.2857142857
11859,5,2,41.186440678
11860,5,3,44.1958041958
11861,5,3,41.3605442177
11862,5,3,45.2
11863,5,3,41.048951049
11864,5,2,44.0
11865,5,3,46.3448275862
11866,5,4,49.44
11867,5,2,43.2978723404
11868,5,3,46.4356435644
11869,5,3,42.8947368421
11870,5,2,41.9587628866
11871,5,1,37.6470588235
11872,5,3,43.5135135135
11873,5,3,46.3924050633
11874,5,3,47.6811594203
11875,5,3,40.780141844
11876,5,2,43.5802469136
11877,5,2,45.6862745098
11878,5,3,40.3755868545
11879,5,2,41.6666666667
11880,5,1,42.3076923077
11881,5,3,41.3559322034
11882,5,3,42.421875
11883,5,3,42.7932960894
11884,5,4,47.7464788732
11885,5,2,39.1836734694
11886,5,3,43.8636363636
11887,5,2,46.1111111111
11888,5,1,40.8620689655
11889,5,2,46.3529411765
11890,5,2,47.2151898734
11891,5,3,48.3783783784
11892,5,2,40.8333333333
11893,5,3,41.2582781457
11894,5,2,40.7547169811
11895,5,3,42.3387096774
11896,5,3,44.965034965
11897,5,3,43.8532110092
11898,5,3,47.2297297297
11899,5,3,42.7659574468
11900,5,3,46.0824742268
11901,5,3,43.5542168675
11902,5,1,39.6296296296
11903,5,1,43.0
11904,5,3,42.1710526316
11905,5,3,45.7627118644
11906,5,4,43.7172774869
11907,5,2,40.5633802817
11908,5,3,45.6701030928
11909,5,2,45.2702702703
11910,5,1,42.6865671642
11911,5,3,43.893129771
11912,5,2,42.8
11913,5,2,40.9174311927
11914,5,1,42.65625
11915,5,2,43.0693069307
11916,5,3,44.9689440994
11917,5,2,43.0158730159
11918,5,2,45.8181818182
11919,5,1,42.7941176471
11920,5,3,46.328125
11921,5,3,42.1495327103
11922,5,2,41.0752688172
11923,5,2,45.4676258993
11924,5,2,45.0961538462
11925,5,2,42.1782178218
11926,5,1,44.7872340426
11927,5,2,40.0
11928,5,3,47.0588235294
11929,5,2,47.9069767442
11930,5,2,48.6567164179
11931,5,3,41.5094339623
11932,5,4,43.6785714286
11933,5,3,46.9387755102
11934,5,3,39.0647482014
11935,5,1,48.0952380952
11936,5,2,46.993006993
11937,5,4,44.0716612378
11938,5,3,44.6153846154
11939,5,3,43.8364779874
11940,5,2,43.5185185185
11941,5,3,42.7692307692
11942,5,3,46.2179487179
11943,5,3,47.0
11944,5,2,41.2307692308
11945,5,4,47.3831775701
11946,5,3,47.0198675497
11947,5,2,44.0
11948,5,2,45.1388888889
11949,5,3,45.9848484848
11950,5,1,43.7777777778
11951,5,3,43.661971831
11952,5,1,44.1304347826
11953,5,1,36.8518518519
11954,5,4,44.5104895105
11955,5,1,40.9090909091
11956,5,2,46.0
11957,5,4,46.095890411
11958,5,2,47.2
11959,5,2,43.7588652482
11960,5,3,48.5611510791
11961,5,1,44.2647058824
11962,5,3,47.9464285714
11963,5,4,46.884057971
11964,5,3,43.6708860759
11965,5,3,44.7863247863
11966,5,1,44.9504950495
11967,5,2,43.488372093
11968,5,2,40.6504065041
11969,5,2,45.3333333333
11970,5,4,41.9897959184
11971,5,1,43.1578947368
11972,5,3,44.0601503759
11973,5,2,43.7662337662
11974,5,2,46.0526315789
11975,5,4,46.3392857143
11976,5,1,43.1578947368
11977,5,1,41.0344827586
11978,5,3,43.8674033149
11979,5,4,47.380952381
11980,5,4,49.7489539749
11981,5,2,43.6974789916
11982,5,2,43.8613861386
11983,5,1,44.5652173913
11984,5,2,44.0243902439
11985,5,4,45.3529411765
11986,5,4,44.7325102881
11987,5,2,42.6086956522
11988,5,3,47.1641791045
11989,5,3,47.0754716981
11990,5,4,45.2095808383
11991,5,3,47.1428571429
11992,5,2,39.8765432099
11993,5,1,46.9696969697
11994,5,2,48.0808080808
11995,5,1,43.0434782609
11996,5,2,46.0902255639
11997,5,4,47.311827957
11998,5,1,40.0
11999,5,3,40.9803921569
12000,5,2,45.1773049645
12001,5,2,40.7142857143
12002,5,1,38.4615384615
12003,5,3,43.3678756477
12004,5,2,42.5225225225
12005,5,3,42.5899280576
12006,5,1,39.0291262136
12007,5,3,42.7678571429
12008,5,3,42.1641791045
12009,5,2,47.1428571429
12010,5,2,46.724137931
12011,5,3,42.2619047619
12012,5,2,44.1258741259
12013,5,1,44.375
12014,5,3,47.8289473684
12015,5,2,43.9175257732
12016,5,3,43.935483871
12017,5,1,40.6349206349
12018,5,4,42.4796747967
12019,5,2,39.0697674419
12020,5,3,45.6493506494
12021,5,3,46.7289719626
12022,5,2,42.4545454545
12023,5,1,40.8196721311
12024,5,3,49.7872340426
12025,5,2,41.5596330275
12026,5,2,48.322147651
12027,5,2,40.1960784314
12028,5,4,47.0283018868
12029,5,2,42.3931623932
12030,5,3,48.5714285714
12031,5,4,45.6329113924
12032,5,1,44.8863636364
12033,5,3,48.6486486486
12034,5,3,40.8536585366
12035,5,2,45.7352941176
12036,5,1,45.9183673469
12037,5,3,44.6666666667
12038,5,2,47.0833333333
12039,5,2,43.1818181818
12040,5,1,40.0
12041,5,1,46.0344827586
12042,5,3,44.4791666667
12043,5,1,45.3571428571
12044,5,3,43.2214765101
12045,5,2,42.9069767442
12046,5,1,41.8965517241
12047,5,2,46.106557377
12048,5,2,47.4324324324
12049,5,4,50.310880829
12050,5,0,40.5
12051,5,2,45.3773584906
12052,5,4,42.2448979592
12053,5,0,32.6315789474
12054,5,3,46.3291139241
12055,5,2,44.5454545455
12056,5,3,43.4355828221
12057,5,1,44.4871794872
12058,5,3,44.4198895028
12059,5,2,40.297029703
12060,5,3,41.975308642
12061,5,2,46.5168539326
12062,5,3,41.1278195489
12063,5,2,46.5354330709
12064,5,3,41.8292682927
12065,5,2,43.25
12066,5,0,38.75
12067,5,2,45.8441558442
12068,5,3,47.1337579618
12069,5,4,46.5090909091
12070,5,2,44.4329896907
12071,5,3,46.5408805031
12072,5,4,46.6820276498
12073,5,2,38.0952380952
12074,5,2,42.4074074074
12075,5,3,41.4285714286
12076,5,2,42.6
12077,5,3,45.8865248227
12078,5,1,39.2592592593
12079,5,3,45.7668711656
12080,5,4,43.4193548387
12081,5,4,45.0
12082,5,3,47.7049180328
12083,5,1,44.8717948718
12084,5,3,47.2592592593
12085,5,3,45.5033557047
12086,5,3,48.0434782609
12087,5,1,43.4042553191
12088,5,2,42.7272727273
12089,5,1,40.3278688525
12090,5,4,48.1034482759
12091,5,3,44.2335766423
12092,5,1,40.5128205128
12093,5,2,42.1568627451
12094,5,2,41.7857142857
12095,5,1,41.320754717
12096,5,1,40.6818181818
12097,5,1,40.7142857143
12098,5,1,41.6393442623
12099,5,3,44.3795620438
12100,5,4,45.2777777778
12101,5,4,44.5508982036
12102,5,4,42.3463687151
12103,5,3,46.5178571429
12104,5,2,45.1724137931
12105,5,3,45.9420289855
12106,5,3,42.7215189873
12107,5,2,43.4782608696
12108,5,3,42.5925925926
12109,5,3,48.4920634921
12110,5,4,44.7872340426
12111,5,1,40.0
12112,5,4,42.3684210526
12113,5,1,42.2033898305
12114,5,2,44.9411764706
12115,5,1,39.7872340426
12116,5,3,49.0977443609
12117,5,2,44.9230769231
12118,5,2,37.4418604651
12119,5,2,42.6923076923
12120,5,3,46.1643835616
12121,5,1,37.5362318841
12122,5,2,47.4074074074
12123,5,2,42.9230769231
12124,5,2,46.4601769912
12125,5,4,48.75
12126,5,4,49.854368932
12127,5,4,43.4078212291
12128,5,4,44.4970414201
12129,5,2,43.5555555556
12130,5,2,48.4615384615
12131,5,3,43.125
12132,5,3,46.4052287582
12133,5,3,45.4385964912
12134,5,2,43.6153846154
12135,5,1,41.25
12136,5,1,48.1818181818
12137,5,2,41.0126582278
12138,5,2,41.4705882353
12139,5,4,45.9183673469
12140,5,2,46.5178571429
12141,5,3,46.9230769231
12142,5,3,41.9708029197
12143,5,1,44.347826087
12144,5,4,44.9246231156
12145,5,1,53.3333333333
12146,5,2,46.375
12147,5,3,39.2567567568
12148,5,3,46.8656716418
12149,5,1,39.3939393939
12150,5,3,43.3566433566
12151,5,3,44.2105263158
12152,5,3,42.987012987
12153,5,1,48.8888888889
12154,5,4,46.7015706806
12155,5,3,45.4545454545
12156,5,4,49.587628866
12157,5,3,41.8987341772
12158,5,3,43.1782945736
12159,5,3,44.9122807018
12160,5,3,44.5669291339
12161,5,2,44.2105263158
12162,5,4,47.0535714286
12163,5,2,41.4084507042
12164,5,3,43.3333333333
12165,5,2,40.641025641
12166,5,2,43.6036036036
12167,5,1,41.7910447761
12168,5,2,44.9710982659
12169,5,1,43.9130434783
12170,5,4,46.7804878049
12171,5,2,40.2380952381
12172,5,1,49.7727272727
12173,5,2,43.4228187919
12174,5,2,43.164556962
12175,5,2,45.1162790698
12176,5,1,46.9230769231
12177,5,2,46.7073170732
12178,5,2,43.4862385321
12179,5,4,43.063583815
12180,5,2,43.5714285714
12181,5,3,43.7647058824
12182,5,2,40.0
12183,5,1,41.5555555556
12184,5,3,47.2955974843
12185,5,3,41.25
12186,5,2,42.2522522523
12187,5,2,44.0566037736
12188,5,4,46.6836734694
12189,5,1,40.243902439
12190,5,1,43.3018867925
12191,5,3,41.3235294118
12192,5,1,41.1764705882
12193,5,2,43.8
12194,5,2,42.9896907216
12195,5,2,40.5
12196,5,2,45.8914728682
12197,5,2,43.6363636364
12198,5,2,42.9545454545
12199,5,2,43.625
12200,5,4,48.256227758
12201,5,3,44.8818897638
12202,5,1,44.6808510638
12203,5,2,45.3076923077
