id,set,human_score,word_25
11827,5,2,2
11828,5,2,3
11829,5,3,1
11830,5,1,1
11831,5,3,0
11832,5,3,3
11833,5,3,1
11834,5,4,4
11835,5,3,1
11836,5,3,1
11837,5,1,1
11838,5,1,2
11839,5,1,1
11840,5,1,2
11841,5,2,0
11842,5,2,3
11843,5,4,1
11844,5,3,3
11845,5,2,0
11846,5,2,1
11847,5,4,2
11848,5,2,2
11849,5,2,1
11850,5,4,2
11851,5,2,0
11852,5,2,0
11853,5,2,0
11854,5,1,0
11855,5,3,2
11856,5,4,2
11857,5,4,1
11858,5,3,0
11859,5,2,2
11860,5,3,1
11861,5,3,0
11862,5,3,0
11863,5,3,1
11864,5,2,2
11865,5,3,0
11866,5,4,2
11867,5,2,2
11868,5,3,1
11869,5,3,0
11870,5,2,1
11871,5,1,0
11872,5,3,3
11873,5,3,1
11874,5,3,1
11875,5,3,1
11876,5,2,0
11877,5,2,1
11878,5,3,3
11879,5,2,0
11880,5,1,0
11881,5,3,0
11882,5,3,0
11883,5,3,1
11884,5,4,2
11885,5,2,1
11886,5,3,1
11887,5,2,0
11888,5,1,1
11889,5,2,0
11890,5,2,1
11891,5,3,1
11892,5,2,1
11893,5,3,2
11894,5,2,1
11895,5,3,0
11896,5,3,2
11897,5,3,1
11898,5,3,0
11899,5,3,2
11900,5,3,1
11901,5,3,3
11902,5,1,0
11903,5,1,0
11904,5,3,2
11905,5,3,3
11906,5,4,4
11907,5,2,1
11908,5,3,2
11909,5,2,0
11910,5,1,0
11911,5,3,0
11912,5,2,0
11913,5,2,1
11914,5,1,0
11915,5,2,2
11916,5,3,2
11917,5,2,2
11918,5,2,0
11919,5,1,1
11920,5,3,1
11921,5,3,1
11922,5,2,1
11923,5,2,2
11924,5,2,1
11925,5,2,0
11926,5,1,1
11927,5,2,0
11928,5,3,0
11929,5,2,2
11930,5,2,1
11931,5,3,0
11932,5,4,4
11933,5,3,0
11934,5,3,0
11935,5,1,0
11936,5,2,2
11937,5,4,5
11938,5,3,4
11939,5,3,0
11940,5,2,1
11941,5,3,2
11942,5,3,2
11943,5,3,0
11944,5,2,1
11945,5,4,5
11946,5,3,2
11947,5,2,1
11948,5,2,1
11949,5,3,2
11950,5,1,0
11951,5,3,4
11952,5,1,0
11953,5,1,0
11954,5,4,2
11955,5,1,0
11956,5,2,1
11957,5,4,2
11958,5,2,0
11959,5,2,2
11960,5,3,2
11961,5,1,0
11962,5,3,0
11963,5,4,5
11964,5,3,2
11965,5,3,1
11966,5,1,1
11967,5,2,0
11968,5,2,0
11969,5,2,2
11970,5,4,3
11971,5,1,0
11972,5,3,0
11973,5,2,0
11974,5,2,2
11975,5,4,0
11976,5,1,1
11977,5,1,1
11978,5,3,2
11979,5,4,2
11980,5,4,2
11981,5,2,1
11982,5,2,2
11983,5,1,1
11984,5,2,1
11985,5,4,2
11986,5,4,4
11987,5,2,0
11988,5,3,1
11989,5,3,2
11990,5,4,3
11991,5,3,1
11992,5,2,1
11993,5,1,0
11994,5,2,1
11995,5,1,1
11996,5,2,2
11997,5,4,3
11998,5,1,0
11999,5,3,0
12000,5,2,1
12001,5,2,1
12002,5,1,0
12003,5,3,4
12004,5,2,0
12005,5,3,1
12006,5,1,1
12007,5,3,1
12008,5,3,1
12009,5,2,0
12010,5,2,2
12011,5,3,2
12012,5,2,0
12013,5,1,1
12014,5,3,1
12015,5,2,0
12016,5,3,2
12017,5,1,0
12018,5,4,2
12019,5,2,2
12020,5,3,0
12021,5,3,2
12022,5,2,1
12023,5,1,0
12024,5,3,1
12025,5,2,1
12026,5,2,2
12027,5,2,2
12028,5,4,2
12029,5,2,3
12030,5,3,0
12031,5,4,1
12032,5,1,1
12033,5,3,1
12034,5,3,1
12035,5,2,0
12036,5,1,1
12037,5,3,2
12038,5,2,3
12039,5,2,0
12040,5,1,0
12041,5,1,1
12042,5,3,1
12043,5,1,0
12044,5,3,2
12045,5,2,0
12046,5,1,1
12047,5,2,1
12048,5,2,0
12049,5,4,2
12050,5,0,0
12051,5,2,1
12052,5,4,2
12053,5,0,0
12054,5,3,2
12055,5,2,0
12056,5,3,3
12057,5,1,2
12058,5,3,3
12059,5,2,1
12060,5,3,2
12061,5,2,0
12062,5,3,2
12063,5,2,0
12064,5,3,3
12065,5,2,1
12066,5,0,0
12067,5,2,0
12068,5,3,2
12069,5,4,5
12070,5,2,1
12071,5,3,2
12072,5,4,1
12073,5,2,0
12074,5,2,1
12075,5,3,1
12076,5,2,0
12077,5,3,0
12078,5,1,1
12079,5,3,2
12080,5,4,3
12081,5,4,2
12082,5,3,0
12083,5,1,0
12084,5,3,3
12085,5,3,3
12086,5,3,3
12087,5,1,0
12088,5,2,0
12089,5,1,0
12090,5,4,0
12091,5,3,1
12092,5,1,0
12093,5,2,2
12094,5,2,2
12095,5,1,0
12096,5,1,0
12097,5,1,0
12098,5,1,0
12099,5,3,1
12100,5,4,0
12101,5,4,3
12102,5,4,2
12103,5,3,0
12104,5,2,0
12105,5,3,2
12106,5,3,3
12107,5,2,0
12108,5,3,0
12109,5,3,0
12110,5,4,3
12111,5,1,0
12112,5,4,1
12113,5,1,1
12114,5,2,0
12115,5,1,0
12116,5,3,0
12117,5,2,0
12118,5,2,1
12119,5,2,0
12120,5,3,2
12121,5,1,0
12122,5,2,0
12123,5,2,2
12124,5,2,0
12125,5,4,2
12126,5,4,0
12127,5,4,4
12128,5,4,1
12129,5,2,0
12130,5,2,1
12131,5,3,1
12132,5,3,1
12133,5,3,1
12134,5,2,2
12135,5,1,1
12136,5,1,0
12137,5,2,1
12138,5,2,0
12139,5,4,1
12140,5,2,1
12141,5,3,1
12142,5,3,0
12143,5,1,0
12144,5,4,2
12145,5,1,0
12146,5,2,1
12147,5,3,1
12148,5,3,3
12149,5,1,0
12150,5,3,1
12151,5,3,0
12152,5,3,0
12153,5,1,0
12154,5,4,5
12155,5,3,1
12156,5,4,2
12157,5,3,3
12158,5,3,2
12159,5,3,0
12160,5,3,3
12161,5,2,0
12162,5,4,0
12163,5,2,0
12164,5,3,0
12165,5,2,1
12166,5,2,0
12167,5,1,0
12168,5,2,1
12169,5,1,0
12170,5,4,3
12171,5,2,1
12172,5,1,0
12173,5,2,1
12174,5,2,2
12175,5,2,0
12176,5,1,0
12177,5,2,1
12178,5,2,2
12179,5,4,3
12180,5,2,0
12181,5,3,0
12182,5,2,1
12183,5,1,0
12184,5,3,2
12185,5,3,2
12186,5,2,1
12187,5,2,1
12188,5,4,0
12189,5,1,0
12190,5,1,3
12191,5,3,0
12192,5,1,0
12193,5,2,0
12194,5,2,2
12195,5,2,0
12196,5,2,0
12197,5,2,0
12198,5,2,0
12199,5,2,0
12200,5,4,5
12201,5,3,1
12202,5,1,0
12203,5,2,0
12204,5,3,1
12205,5,3,1
12206,5,3,2
12207,5,4,1
12208,5,2,1
12209,5,2,0
12210,5,3,2
12211,5,3,1
12212,5,4,3
12213,5,4,1
12214,5,1,0
12215,5,1,0
12216,5,4,1
12217,5,2,0
12218,5,2,0
12219,5,4,2
12220,5,2,1
12221,5,3,0
12222,5,1,1
12223,5,2,1
12224,5,3,1
12225,5,3,3
12226,5,4,4
12227,5,1,0
