id,set,human_score,pos_19
14834,6,2,12
14835,6,3,15
14836,6,4,13
14837,6,1,10
14838,6,3,12
14839,6,4,8
14840,6,3,7
14841,6,3,10
14842,6,3,8
14843,6,3,10
14844,6,3,7
14845,6,4,24
14846,6,4,12
14847,6,3,14
14848,6,2,9
14849,6,3,12
14850,6,1,13
14851,6,3,8
14852,6,3,5
14853,6,2,6
14854,6,3,11
14855,6,4,15
14856,6,2,5
14857,6,4,19
14858,6,3,12
14859,6,2,11
14860,6,3,15
14861,6,3,14
14862,6,3,15
14863,6,3,11
14864,6,4,17
14865,6,3,14
14866,6,2,5
14867,6,2,7
14868,6,3,14
14869,6,2,8
14870,6,2,6
14871,6,3,13
14872,6,3,9
14873,6,2,8
14874,6,1,3
14875,6,3,4
14876,6,3,15
14877,6,2,3
14878,6,2,9
14879,6,3,12
14880,6,3,5
14881,6,4,19
14882,6,4,21
14883,6,3,18
14884,6,3,11
14885,6,2,14
14886,6,3,15
14887,6,3,14
14888,6,2,9
14889,6,3,13
14890,6,3,10
14891,6,1,6
14892,6,3,11
14893,6,2,5
14894,6,4,20
14895,6,2,7
14896,6,4,15
14897,6,3,18
14898,6,4,19
14899,6,1,7
14900,6,3,9
14901,6,1,1
14902,6,4,18
14903,6,3,15
14904,6,3,11
14905,6,1,4
14906,6,3,9
14907,6,3,6
14908,6,2,11
14909,6,3,10
14910,6,3,8
14911,6,1,7
14912,6,3,13
14913,6,3,21
14914,6,3,7
14915,6,3,10
14916,6,3,12
14917,6,3,11
14918,6,3,15
14919,6,2,7
14920,6,3,17
14921,6,3,14
14922,6,3,14
14923,6,3,13
14924,6,3,9
14925,6,3,12
14926,6,3,16
14927,6,2,7
14928,6,2,8
14929,6,2,3
14930,6,4,17
14931,6,2,4
14932,6,3,14
14933,6,4,14
14934,6,4,19
14935,6,3,8
14936,6,3,11
14937,6,1,8
14938,6,3,8
14939,6,0,0
14940,6,3,8
14941,6,3,20
14942,6,3,17
14943,6,3,20
14944,6,4,13
14945,6,2,7
14946,6,3,10
14947,6,3,18
14948,6,2,13
14949,6,1,3
14950,6,3,11
14951,6,0,10
14952,6,2,4
14953,6,3,18
14954,6,2,14
14955,6,3,9
14956,6,4,26
14957,6,0,1
14958,6,2,7
14959,6,3,14
14960,6,3,7
14961,6,3,12
14962,6,2,12
14963,6,4,17
14964,6,2,7
14965,6,2,5
14966,6,3,8
14967,6,4,13
14968,6,3,18
14969,6,2,9
14970,6,3,13
14971,6,3,13
14972,6,4,10
14973,6,1,11
14974,6,3,5
14975,6,3,10
14976,6,3,14
14977,6,3,12
14978,6,4,19
14979,6,1,3
14980,6,3,13
14981,6,3,7
14982,6,4,18
14983,6,2,7
14984,6,3,14
14985,6,0,11
14986,6,3,9
14987,6,4,17
14988,6,3,13
14989,6,3,11
14990,6,4,11
14991,6,3,11
14992,6,3,12
14993,6,2,10
14994,6,3,21
14995,6,4,14
14996,6,2,7
14997,6,1,6
14998,6,3,12
14999,6,4,18
15000,6,4,15
15001,6,3,12
15002,6,3,7
15003,6,1,10
15004,6,4,16
15005,6,3,8
15006,6,3,6
15007,6,3,11
15008,6,3,14
15009,6,4,15
15010,6,1,6
15011,6,3,11
15012,6,3,14
15013,6,2,6
15014,6,2,6
15015,6,3,7
15016,6,2,8
15017,6,0,0
15018,6,2,3
15019,6,3,19
15020,6,2,6
15021,6,3,20
15022,6,3,17
15023,6,3,9
15024,6,3,8
15025,6,1,4
15026,6,3,11
15027,6,3,10
15028,6,2,5
15029,6,4,12
15030,6,4,13
15031,6,3,14
15032,6,4,11
15033,6,4,18
15034,6,4,17
15035,6,2,8
15036,6,3,8
15037,6,2,7
15038,6,3,10
15039,6,2,11
15040,6,2,7
15041,6,2,6
15042,6,4,21
15043,6,3,14
15044,6,3,14
15045,6,3,10
15046,6,4,21
15047,6,3,9
15048,6,2,13
15049,6,3,20
15050,6,3,10
15051,6,3,12
15052,6,3,12
15053,6,3,10
15054,6,2,2
15055,6,3,11
15056,6,2,11
15057,6,1,1
15058,6,4,10
15059,6,3,8
15060,6,3,12
15061,6,3,8
15062,6,4,16
15063,6,4,21
15064,6,2,10
15065,6,3,11
15066,6,3,7
15067,6,2,5
15068,6,4,20
15069,6,4,20
15070,6,3,9
15071,6,3,7
15072,6,3,10
15073,6,4,16
15074,6,3,12
15075,6,1,7
15076,6,3,13
15077,6,2,10
15078,6,2,2
15079,6,3,9
15080,6,3,11
15081,6,4,9
15082,6,1,9
15083,6,3,17
15084,6,2,4
15085,6,4,21
15086,6,2,4
15087,6,3,8
15088,6,3,10
15089,6,4,23
15090,6,2,8
15091,6,2,10
15092,6,3,9
15093,6,3,9
15094,6,4,22
15095,6,0,6
15096,6,1,4
15097,6,4,14
15098,6,2,14
15099,6,3,17
15100,6,3,12
15101,6,4,13
15102,6,3,11
15103,6,4,12
15104,6,3,8
15105,6,3,11
15106,6,1,11
15107,6,3,9
15108,6,3,10
15109,6,2,6
15110,6,2,8
15111,6,3,15
15112,6,1,7
15113,6,0,2
15114,6,2,5
15115,6,3,15
15116,6,3,11
15117,6,1,7
15118,6,1,7
15119,6,2,6
15120,6,2,5
15121,6,4,15
15122,6,3,8
15123,6,3,12
15124,6,3,7
15125,6,3,12
15126,6,1,1
15127,6,4,16
15128,6,3,11
15129,6,2,7
15130,6,3,8
15131,6,2,13
15132,6,3,15
15133,6,2,8
15134,6,2,5
15135,6,3,8
15136,6,3,12
15137,6,2,18
15138,6,3,11
15139,6,4,14
15140,6,2,6
15141,6,1,2
15142,6,2,13
15143,6,2,6
15144,6,3,18
15145,6,3,12
15146,6,3,12
15147,6,3,10
15148,6,2,7
15149,6,2,6
15150,6,3,12
15151,6,4,34
15152,6,2,7
15153,6,2,9
15154,6,2,13
15155,6,4,16
15156,6,3,9
15157,6,3,14
15158,6,4,15
15159,6,3,23
15160,6,3,9
15161,6,4,11
15162,6,2,16
15163,6,3,11
15164,6,3,11
15165,6,3,10
15166,6,4,13
15167,6,3,15
15168,6,4,11
15169,6,4,14
15170,6,3,10
15171,6,2,13
15172,6,2,16
15173,6,4,17
15174,6,3,12
15175,6,2,22
15176,6,4,25
15177,6,1,7
15178,6,2,5
15179,6,4,12
15180,6,4,14
15181,6,4,12
15182,6,4,18
15183,6,2,7
15184,6,3,8
15185,6,1,3
15186,6,4,13
15187,6,3,7
15188,6,1,4
15189,6,4,10
15190,6,4,11
15191,6,3,11
15192,6,2,14
15193,6,1,5
15194,6,2,5
15195,6,1,7
15196,6,3,11
15197,6,3,11
15198,6,3,12
15199,6,3,15
15200,6,4,12
15201,6,3,5
15202,6,3,8
15203,6,4,18
15204,6,2,4
15205,6,3,13
15206,6,2,10
15207,6,2,9
15208,6,3,11
15209,6,3,12
15210,6,3,6
15211,6,2,14
15212,6,2,4
15213,6,3,8
15214,6,1,10
15215,6,4,14
15216,6,3,8
15217,6,2,5
15218,6,2,6
15219,6,3,8
15220,6,3,18
15221,6,2,1
15222,6,4,15
15223,6,3,14
15224,6,2,8
15225,6,4,12
15226,6,4,14
15227,6,3,10
15228,6,4,18
15229,6,2,5
15230,6,4,11
15231,6,4,9
15232,6,1,7
15233,6,3,14
15234,6,4,13
15235,6,2,11
15236,6,3,11
15237,6,2,9
15238,6,1,2
15239,6,4,17
15240,6,1,3
15241,6,3,11
15242,6,4,13
15243,6,3,12
15244,6,3,10
15245,6,1,4
15246,6,4,15
15247,6,3,10
15248,6,3,12
15249,6,3,17
15250,6,3,13
15251,6,3,8
15252,6,2,9
15253,6,3,11
15254,6,2,2
15255,6,2,10
15256,6,2,16
15257,6,3,10
15258,6,1,5
15259,6,2,18
