id,set,human_score,char_4
5978,3,1,15
5979,3,2,65
5980,3,1,33
5981,3,1,23
5982,3,2,56
5983,3,1,26
5984,3,1,12
5985,3,0,36
5986,3,2,40
5987,3,3,75
5988,3,3,69
5989,3,1,28
5990,3,3,63
5991,3,2,30
5992,3,1,30
5993,3,2,50
5994,3,2,47
5995,3,2,43
5996,3,1,37
5997,3,2,43
5998,3,2,19
5999,3,1,10
6000,3,2,61
6001,3,1,19
6002,3,2,33
6003,3,3,74
6004,3,1,10
6005,3,3,69
6006,3,2,35
6007,3,3,57
6008,3,1,56
6010,3,1,32
6011,3,1,10
6012,3,0,27
6013,3,1,16
6014,3,3,66
6015,3,2,50
6016,3,3,78
6017,3,1,23
6018,3,2,36
6019,3,1,23
6020,3,2,48
6021,3,2,23
6022,3,2,49
6023,3,2,62
6024,3,1,30
6025,3,1,15
6026,3,3,70
6027,3,3,84
6028,3,2,36
6029,3,1,43
6030,3,3,78
6031,3,3,71
6032,3,2,27
6033,3,3,80
6034,3,2,58
6035,3,1,30
6036,3,2,58
6037,3,2,28
6038,3,2,51
6039,3,1,45
6040,3,1,32
6041,3,2,15
6042,3,2,47
6043,3,1,18
6044,3,2,6
6045,3,2,38
6046,3,1,44
6047,3,1,22
6048,3,1,41
6049,3,1,29
6050,3,3,136
6051,3,1,54
6052,3,2,58
6053,3,1,23
6054,3,1,31
6055,3,2,39
6056,3,1,44
6057,3,3,59
6058,3,2,46
6059,3,1,21
6060,3,1,15
6061,3,3,96
6062,3,1,32
6063,3,2,46
6064,3,2,36
6065,3,2,40
6066,3,1,23
6067,3,1,19
6068,3,2,19
6069,3,2,43
6070,3,2,40
6071,3,2,46
6072,3,2,41
6073,3,2,65
6074,3,2,19
6075,3,3,116
6076,3,2,77
6077,3,1,37
6078,3,2,24
6079,3,3,56
6080,3,2,44
6081,3,2,20
6082,3,1,27
6083,3,1,11
6084,3,3,48
6085,3,3,87
6086,3,1,27
6087,3,2,30
6088,3,2,49
6089,3,3,62
6090,3,1,29
6091,3,3,62
6092,3,1,13
6093,3,1,14
6094,3,1,42
6095,3,3,100
6096,3,2,53
6097,3,1,12
6098,3,3,51
6099,3,1,20
6100,3,2,70
6101,3,2,47
6102,3,2,51
6103,3,2,55
6104,3,1,19
6105,3,3,101
6106,3,1,35
6107,3,2,58
6108,3,1,26
6109,3,2,30
6110,3,2,43
6111,3,2,47
6112,3,1,24
6113,3,3,58
6114,3,1,11
6115,3,2,21
6116,3,2,49
6117,3,1,48
6118,3,3,62
6119,3,1,31
6120,3,2,39
6121,3,3,57
6122,3,2,46
6123,3,3,56
6124,3,3,59
6125,3,2,23
6126,3,1,29
6127,3,3,62
6128,3,3,64
6129,3,2,41
6130,3,1,34
6131,3,1,25
6132,3,3,42
6133,3,1,19
6134,3,2,57
6135,3,2,41
6136,3,1,24
6137,3,2,58
6138,3,2,50
6139,3,2,42
6140,3,1,50
6141,3,2,37
6142,3,2,58
6143,3,3,59
6144,3,3,69
6145,3,3,72
6146,3,2,57
6147,3,2,20
6148,3,2,17
6149,3,2,46
6150,3,2,43
6151,3,2,45
6152,3,2,47
6153,3,2,26
6154,3,1,7
6155,3,1,34
6156,3,2,49
6157,3,3,78
6158,3,3,74
6159,3,2,47
6160,3,2,49
6161,3,2,39
6162,3,2,51
6163,3,1,15
6164,3,2,38
6165,3,3,75
6166,3,1,10
6167,3,3,14
6168,3,2,36
6169,3,2,70
6170,3,1,44
6171,3,3,72
6172,3,2,56
6173,3,1,21
6174,3,2,22
6175,3,1,35
6176,3,1,27
6177,3,2,71
6178,3,3,49
6179,3,2,8
6180,3,3,100
6181,3,3,49
6182,3,3,67
6183,3,3,66
6184,3,1,31
6185,3,2,30
6186,3,2,16
6187,3,1,11
6188,3,0,6
6189,3,1,26
6190,3,2,69
6191,3,2,56
6192,3,3,74
6193,3,1,28
6194,3,3,77
6195,3,3,57
6196,3,1,25
6197,3,2,54
6198,3,3,66
6199,3,2,18
6200,3,0,68
6201,3,2,14
6202,3,1,19
6203,3,3,64
6204,3,1,82
6205,3,2,20
6206,3,0,25
6207,3,0,12
6208,3,3,51
6209,3,2,22
6210,3,2,48
6211,3,1,39
6212,3,2,56
6213,3,1,23
6214,3,1,27
6215,3,1,24
6216,3,2,66
6217,3,1,18
6218,3,2,41
6219,3,2,63
6220,3,2,55
6221,3,2,41
6222,3,2,32
6223,3,3,70
6224,3,2,16
6225,3,3,45
6226,3,3,36
6227,3,1,30
6228,3,3,83
6229,3,1,12
6230,3,1,16
6231,3,2,37
6232,3,1,57
6233,3,2,7
6234,3,1,23
6235,3,1,12
6236,3,2,46
6237,3,2,58
6238,3,0,10
6239,3,2,71
6240,3,3,55
6241,3,1,22
6242,3,1,7
6243,3,2,61
6244,3,1,37
6245,3,3,67
6246,3,1,57
6247,3,3,54
6248,3,1,31
6249,3,3,83
6250,3,3,82
6251,3,1,26
6252,3,1,21
6253,3,3,57
6254,3,3,70
6255,3,1,18
6256,3,1,13
6257,3,1,12
6258,3,1,8
6259,3,3,28
6260,3,2,33
6261,3,1,34
6262,3,3,70
6263,3,3,76
6264,3,3,119
6265,3,2,30
6266,3,1,12
6267,3,3,77
6268,3,3,93
6269,3,1,16
6270,3,3,67
6271,3,2,31
6272,3,2,55
6273,3,1,32
6274,3,1,33
6275,3,1,11
6276,3,3,70
6277,3,1,10
6278,3,1,34
6279,3,2,49
6280,3,3,30
6281,3,1,76
6282,3,3,79
6283,3,1,16
6284,3,3,75
6285,3,2,48
6286,3,3,74
6287,3,3,68
6288,3,2,36
6289,3,2,27
6290,3,1,25
6291,3,2,28
6292,3,3,83
6293,3,2,51
6294,3,1,53
6295,3,2,14
6296,3,0,18
6297,3,1,31
6298,3,1,12
6299,3,2,49
6300,3,3,67
6301,3,3,89
6302,3,2,30
6303,3,1,16
6304,3,1,22
6305,3,3,53
6306,3,1,20
6307,3,2,51
6308,3,3,77
6309,3,1,16
6310,3,3,67
6311,3,2,31
6312,3,2,42
6313,3,3,69
6314,3,1,19
6315,3,2,30
6316,3,1,45
6317,3,2,71
6318,3,1,27
6319,3,1,36
6320,3,1,28
6321,3,1,24
6322,3,2,31
6323,3,1,24
6324,3,1,8
6325,3,2,30
6326,3,1,13
6327,3,2,45
6328,3,2,47
6329,3,2,34
6330,3,3,65
6331,3,3,75
6332,3,3,7
6333,3,3,40
6334,3,2,41
6335,3,3,67
6336,3,3,70
6337,3,2,41
6338,3,2,79
6339,3,2,33
6340,3,3,65
6341,3,2,41
6342,3,1,22
6343,3,1,67
6344,3,2,39
6345,3,2,38
6346,3,2,38
6347,3,3,39
6348,3,1,40
6349,3,3,60
6350,3,2,45
6351,3,3,57
6352,3,2,60
6353,3,3,51
6354,3,1,22
6355,3,2,43
6356,3,1,15
6357,3,2,14
6358,3,2,24
6359,3,1,12
6360,3,2,49
6361,3,2,43
6362,3,1,35
6363,3,3,77
6364,3,3,47
6365,3,2,25
6366,3,3,104
6367,3,2,34
6368,3,1,16
6369,3,1,25
6370,3,0,13
6371,3,3,58
6372,3,2,27
6373,3,2,26
6374,3,2,42
6375,3,1,24
6376,3,2,40
6377,3,3,92
6378,3,3,68
6379,3,3,78
6380,3,1,32
6381,3,3,57
6382,3,1,18
6383,3,2,36
6384,3,3,59
6385,3,2,33
6386,3,2,62
6387,3,3,64
6388,3,3,69
6389,3,2,62
6390,3,2,37
6391,3,1,24
6392,3,3,68
6393,3,1,21
6394,3,1,4
6395,3,2,28
6396,3,3,77
6397,3,2,42
6398,3,2,34
6399,3,2,28
6400,3,2,30
6401,3,2,24
6402,3,2,28
6403,3,0,9
6404,3,1,48
6405,3,3,26
6406,3,2,64
