id,set,human_score,char_4
20716,8,34,204
20717,8,46,242
20718,8,40,291
20719,8,30,214
20721,8,26,130
20722,8,40,315
20723,8,40,308
20724,8,34,84
20725,8,41,273
20726,8,40,226
20727,8,31,143
20728,8,44,321
20732,8,31,182
20733,8,36,183
20734,8,43,317
20735,8,20,43
20736,8,45,256
20737,8,40,168
20739,8,30,209
20741,8,35,116
20742,8,40,198
20743,8,42,312
20745,8,34,201
20746,8,33,253
20747,8,38,125
20748,8,36,220
20751,8,45,198
20754,8,31,260
20755,8,30,78
20756,8,34,220
20757,8,33,230
20758,8,40,293
20759,8,47,251
20760,8,30,326
20761,8,40,295
20762,8,32,141
20763,8,40,273
20764,8,30,85
20766,8,45,336
20767,8,45,252
20768,8,45,339
20769,8,50,322
20770,8,39,156
20771,8,33,130
20772,8,33,197
20773,8,34,158
20774,8,40,131
20775,8,33,97
20776,8,33,210
20777,8,40,199
20778,8,36,214
20779,8,37,199
20781,8,40,234
20783,8,33,215
20784,8,37,192
20785,8,42,162
20787,8,40,146
20790,8,40,207
20791,8,38,116
20792,8,31,105
20793,8,42,280
20794,8,40,211
20795,8,35,203
20796,8,35,345
20797,8,33,86
20800,8,33,247
20802,8,30,233
20803,8,37,141
20804,8,40,125
20805,8,40,309
20806,8,35,199
20807,8,35,155
20808,8,31,185
20809,8,40,266
20812,8,40,298
20813,8,36,170
20814,8,32,331
20815,8,31,273
20817,8,30,80
20818,8,32,272
20819,8,30,104
20821,8,55,375
20822,8,45,251
20823,8,41,320
20824,8,45,243
20825,8,33,145
20826,8,60,250
20827,8,45,222
20828,8,28,66
20829,8,49,272
20830,8,33,203
20831,8,29,74
20832,8,36,252
20833,8,40,241
20835,8,40,220
20836,8,40,192
20838,8,27,87
20839,8,24,35
20840,8,32,108
20841,8,33,194
20842,8,40,337
20844,8,30,323
20846,8,34,198
20847,8,35,187
20848,8,30,266
20849,8,44,276
20850,8,31,84
20851,8,32,145
20852,8,40,188
20853,8,32,156
20856,8,40,159
20857,8,36,224
20859,8,43,270
20860,8,36,195
20861,8,40,185
20862,8,45,291
20863,8,36,185
20865,8,38,268
20866,8,37,232
20869,8,36,246
20870,8,31,99
20871,8,20,22
20872,8,38,245
20874,8,32,194
20876,8,37,234
20877,8,40,207
20878,8,35,219
20879,8,40,231
20881,8,28,316
20882,8,38,265
20883,8,36,158
20884,8,43,245
20885,8,34,99
20887,8,32,152
20888,8,50,275
20889,8,40,194
20892,8,40,194
20893,8,37,132
20894,8,36,254
20895,8,40,202
20896,8,30,71
20897,8,32,88
20898,8,44,355
20899,8,37,286
20900,8,42,237
20901,8,40,257
20902,8,40,223
20904,8,30,243
20905,8,34,256
20906,8,44,130
20907,8,36,320
20908,8,35,118
20909,8,34,232
20910,8,32,136
20911,8,40,191
20913,8,34,172
20914,8,40,279
20915,8,40,356
20916,8,37,263
20917,8,38,179
20918,8,29,97
20919,8,34,75
20920,8,32,178
20921,8,43,314
20922,8,37,90
20923,8,34,241
20924,8,29,97
20925,8,30,117
20926,8,47,257
20927,8,36,285
20928,8,40,122
20929,8,29,77
20930,8,40,367
20931,8,41,264
20932,8,40,234
20933,8,32,170
20935,8,40,248
20936,8,44,252
20938,8,34,190
20939,8,31,101
20940,8,40,155
20942,8,40,166
20943,8,40,370
20944,8,31,228
20945,8,29,99
20946,8,43,268
20947,8,40,322
20948,8,40,245
20949,8,36,253
20953,8,31,185
20954,8,15,71
20955,8,40,275
20956,8,36,158
20957,8,45,308
20958,8,35,202
20959,8,45,305
20962,8,40,304
20963,8,40,252
20964,8,36,264
20965,8,28,63
20966,8,40,213
20967,8,20,124
20968,8,36,249
20971,8,46,268
20972,8,32,119
20973,8,41,203
20974,8,44,320
20975,8,36,177
20976,8,42,344
20977,8,42,286
20979,8,31,145
20981,8,40,122
20982,8,32,146
20983,8,43,228
20984,8,31,217
20985,8,36,169
20987,8,35,227
20988,8,36,290
20992,8,40,206
20993,8,45,308
20994,8,40,222
20996,8,38,59
20998,8,36,206
20999,8,37,213
21000,8,30,105
21001,8,41,290
21002,8,40,172
21003,8,36,222
21004,8,29,123
21005,8,32,146
21006,8,36,270
21007,8,40,217
21008,8,40,192
21009,8,33,316
21010,8,40,191
21012,8,30,183
21013,8,24,69
21014,8,33,112
21015,8,40,236
21016,8,31,148
21017,8,27,39
21020,8,33,38
21021,8,40,221
21022,8,37,268
21023,8,34,174
21024,8,33,51
21025,8,40,216
21026,8,32,211
21028,8,32,297
21029,8,30,66
21030,8,44,158
21031,8,25,211
21032,8,40,330
21033,8,27,205
21034,8,36,149
21035,8,45,180
21036,8,41,222
21037,8,50,416
21038,8,42,194
21039,8,36,214
21042,8,36,274
21043,8,40,291
21044,8,36,263
21045,8,37,127
21049,8,40,255
21051,8,42,289
21052,8,32,263
21053,8,30,179
21054,8,43,297
21055,8,35,107
21056,8,48,257
21057,8,40,375
21058,8,40,337
21059,8,45,252
21060,8,45,350
21061,8,30,108
21063,8,37,205
21064,8,38,283
21065,8,47,196
21067,8,41,305
21068,8,36,215
21069,8,42,271
21070,8,40,317
21071,8,30,233
21072,8,35,273
21073,8,40,264
21074,8,37,254
21075,8,35,215
21076,8,40,261
21077,8,40,174
21078,8,35,132
21079,8,34,121
21081,8,36,260
21083,8,41,216
21085,8,37,248
21086,8,30,137
21087,8,34,170
21089,8,36,189
21090,8,37,156
21091,8,34,116
21092,8,43,236
21093,8,42,285
21094,8,40,291
21095,8,35,284
21096,8,37,137
21097,8,46,231
21098,8,43,333
21099,8,40,291
21101,8,40,132
21102,8,31,107
21103,8,32,84
21105,8,40,341
21106,8,40,212
21107,8,40,241
21109,8,40,195
21110,8,45,264
21111,8,36,261
21112,8,35,209
21113,8,36,274
21114,8,40,219
21115,8,32,134
21116,8,37,250
21118,8,48,295
21119,8,33,204
21120,8,50,346
21122,8,46,297
21123,8,43,197
21126,8,27,206
21127,8,35,218
21129,8,36,257
21130,8,45,293
21131,8,35,164
21132,8,40,135
21133,8,35,223
21134,8,34,285
21135,8,40,252
21136,8,33,276
21137,8,39,296
21138,8,33,122
21140,8,24,30
21141,8,31,76
21142,8,36,134
21143,8,40,310
21144,8,40,174
21145,8,32,260
21146,8,47,297
21147,8,40,229
21148,8,35,205
21149,8,36,253
21150,8,28,60
21151,8,35,242
21153,8,33,192
21154,8,34,264
21155,8,36,282
21156,8,40,252
21157,8,40,311
21158,8,35,259
21159,8,46,232
21160,8,34,191
21161,8,40,268
21163,8,40,163
21164,8,45,255
21166,8,31,90
21167,8,40,316
21168,8,40,317
21170,8,39,277
21171,8,35,158
21174,8,42,256
21175,8,38,280
21176,8,34,142
21177,8,26,73
21178,8,31,193
21179,8,31,68
21180,8,40,267
21181,8,40,243
21182,8,31,129
21183,8,36,221
21185,8,42,262
21186,8,39,290
21188,8,37,200
21189,8,37,188
21190,8,36,218
21191,8,34,216
21192,8,35,150
21193,8,40,202
21194,8,42,271
21195,8,36,192
21198,8,34,218
21199,8,35,219
21200,8,40,351
21202,8,45,211
21203,8,40,260
21204,8,31,136
21205,8,31,72
21206,8,34,234
21207,8,44,213
21208,8,38,276
21209,8,42,307
21210,8,35,183
21211,8,33,223
21213,8,40,141
21214,8,40,115
21215,8,41,251
21217,8,30,96
21218,8,42,299
21219,8,40,290
21220,8,30,202
21221,8,31,136
21222,8,27,70
21223,8,36,197
21224,8,43,193
21225,8,50,342
21227,8,40,225
21229,8,40,235
21230,8,36,246
21233,8,40,244
21235,8,28,141
21236,8,40,169
21237,8,40,319
21238,8,37,166
21240,8,26,49
21241,8,30,167
21244,8,30,88
21245,8,40,306
21246,8,37,226
21247,8,34,256
21248,8,28,139
21249,8,42,140
21250,8,44,321
21251,8,40,249
21253,8,40,124
21255,8,41,201
21256,8,33,127
21257,8,30,205
21258,8,40,108
21259,8,43,266
21261,8,36,254
21262,8,36,208
21263,8,32,308
21264,8,36,113
21265,8,35,89
21266,8,38,178
21268,8,38,131
21269,8,40,183
21271,8,30,111
21272,8,40,292
21273,8,34,164
21274,8,40,175
21275,8,40,328
21276,8,34,293
21277,8,30,204
21279,8,33,108
21280,8,40,301
21281,8,40,182
21284,8,38,206
21285,8,37,228
21286,8,36,259
21287,8,40,270
21288,8,46,291
21289,8,49,273
21290,8,37,207
21291,8,30,281
21292,8,50,240
21293,8,33,94
21294,8,34,105
21295,8,45,205
21296,8,40,211
21297,8,32,250
21298,8,30,80
21299,8,41,294
21300,8,44,371
21301,8,21,25
21302,8,40,255
21304,8,37,297
21306,8,46,239
21307,8,30,201
21308,8,40,140
21309,8,38,187
21310,8,40,132
21312,8,32,260
21315,8,35,293
21318,8,29,57
21319,8,46,260
21321,8,40,291
21322,8,36,176
21323,8,43,243
21324,8,40,288
21325,8,45,268
21327,8,33,128
21329,8,30,120
21330,8,37,270
21331,8,26,33
21332,8,40,176
21333,8,36,181
21334,8,30,61
21336,8,36,243
21338,8,34,217
21339,8,34,204
21340,8,37,233
21342,8,40,201
21343,8,47,250
21344,8,47,196
21345,8,32,272
21346,8,31,174
21347,8,32,308
21348,8,40,253
21350,8,36,204
21351,8,31,180
21352,8,37,178
21354,8,35,110
21355,8,28,81
21356,8,37,280
21357,8,41,220
21358,8,46,312
21360,8,35,138
21361,8,45,206
21364,8,45,217
21365,8,37,253
21366,8,41,214
21367,8,39,188
21369,8,29,115
21370,8,31,63
21373,8,40,287
21374,8,38,239
21375,8,37,177
21377,8,34,176
21379,8,35,285
21380,8,37,209
21382,8,42,256
21383,8,40,215
21384,8,38,252
21385,8,50,312
21386,8,42,337
21387,8,40,289
21388,8,40,298
21389,8,20,9
21390,8,36,281
21391,8,34,205
21392,8,40,175
21393,8,30,83
21394,8,31,200
21397,8,40,199
21398,8,50,275
21399,8,25,113
21403,8,41,332
21404,8,37,189
21405,8,40,129
21407,8,40,129
21408,8,21,47
21409,8,44,266
21410,8,33,182
21411,8,31,267
21412,8,32,192
21413,8,46,291
21414,8,41,153
21415,8,35,272
21416,8,40,127
21418,8,45,236
21419,8,43,279
21421,8,41,302
21422,8,41,237
21424,8,36,273
21425,8,34,92
21426,8,41,284
21427,8,35,194
21428,8,30,113
21429,8,55,361
21431,8,40,198
21432,8,50,272
21433,8,35,287
21434,8,32,124
21436,8,37,157
21437,8,34,252
21438,8,46,211
21440,8,34,245
21441,8,41,308
21442,8,40,183
21443,8,34,153
21444,8,30,70
21446,8,30,68
21447,8,36,205
21448,8,30,79
21449,8,32,100
21450,8,35,180
21451,8,45,186
21452,8,33,77
21453,8,36,177
21454,8,42,295
21456,8,39,270
21457,8,40,189
21458,8,40,207
21459,8,40,310
21460,8,32,75
21462,8,35,252
21463,8,25,74
21465,8,36,231
21467,8,45,191
21468,8,35,160
21470,8,36,286
21471,8,40,272
21472,8,33,241
21473,8,39,149
21475,8,40,166
21476,8,28,23
21477,8,28,27
21478,8,42,297
21479,8,31,166
21480,8,32,266
21481,8,40,284
21482,8,30,134
21483,8,41,191
21484,8,50,330
21485,8,36,229
21487,8,30,234
21488,8,41,235
21489,8,22,50
21490,8,50,288
21491,8,30,212
21494,8,40,250
21495,8,36,181
21500,8,37,271
21501,8,28,72
21502,8,38,369
21503,8,32,248
21505,8,40,148
21506,8,45,214
21507,8,36,250
21508,8,45,278
21509,8,30,114
21510,8,43,272
21511,8,37,175
21512,8,28,98
21513,8,37,290
21514,8,34,122
21515,8,36,226
21516,8,35,221
21517,8,32,154
21518,8,40,163
21519,8,37,256
21521,8,38,342
21522,8,40,199
21525,8,30,242
21526,8,40,200
21529,8,38,164
21530,8,46,191
21531,8,50,344
21532,8,50,198
21533,8,35,95
21535,8,35,248
21536,8,35,170
21537,8,33,141
21539,8,45,336
21540,8,45,281
21541,8,40,132
21542,8,40,196
21544,8,31,127
21545,8,36,230
21546,8,35,219
21547,8,42,248
21548,8,35,207
21549,8,30,74
21550,8,40,287
21552,8,33,129
21553,8,25,59
21554,8,31,203
21555,8,25,59
21556,8,44,320
21557,8,42,253
21558,8,38,307
21559,8,31,120
21560,8,44,314
21561,8,40,149
21563,8,46,254
21564,8,41,260
21566,8,37,279
21567,8,45,209
21568,8,40,158
21569,8,34,156
21570,8,31,162
21571,8,40,153
21573,8,35,223
21574,8,40,330
21575,8,30,101
21577,8,40,153
21578,8,32,191
21579,8,27,38
21581,8,36,132
21582,8,34,199
21584,8,30,256
21586,8,39,229
21587,8,30,116
21589,8,30,335
21592,8,40,172
21594,8,32,171
21595,8,36,128
21596,8,31,110
21598,8,30,122
21599,8,47,273
21601,8,40,135
21603,8,35,156
21604,8,33,196
21605,8,36,124
21606,8,36,123
21607,8,48,308
21608,8,40,211
21609,8,40,246
21610,8,40,292
21611,8,42,327
21613,8,40,276
21615,8,32,249
21617,8,36,227
21618,8,40,249
21619,8,10,1
21620,8,33,243
21621,8,44,316
21623,8,35,218
21624,8,30,230
21626,8,35,296
21628,8,32,166
21629,8,40,312
21630,8,40,192
21633,8,40,163
