id,set,human_score,char_4,word_count,char_6,vocabulory_score
20716,8,34,204,664,80,221
20717,8,46,242,780,93,348
20718,8,40,291,848,110,322
20719,8,30,214,705,61,265
20721,8,26,130,646,24,248
20722,8,40,315,695,92,205
20723,8,40,308,825,96,304
20724,8,34,84,291,21,117
20725,8,41,273,733,124,305
20726,8,40,226,537,87,219
20727,8,31,143,439,52,169
20728,8,44,321,816,164,286
20732,8,31,182,818,53,318
20733,8,36,183,559,71,227
20734,8,43,317,763,135,284
20735,8,20,43,131,19,57
20736,8,45,256,711,101,292
20737,8,40,168,528,70,228
20739,8,30,209,735,55,270
20741,8,35,116,280,37,112
20742,8,40,198,630,88,221
20743,8,42,312,848,122,320
20745,8,34,201,478,88,154
20746,8,33,253,844,67,294
20747,8,38,125,356,53,136
20748,8,36,220,688,78,264
20751,8,45,198,614,70,228
20754,8,31,260,829,101,308
20755,8,30,78,226,33,101
20756,8,34,220,737,89,302
20757,8,33,230,727,98,319
20758,8,40,293,849,116,307
20759,8,47,251,734,109,252
20760,8,30,326,835,131,321
20761,8,40,295,847,109,343
20762,8,32,141,455,61,159
20763,8,40,273,844,90,299
20764,8,30,85,305,31,101
20766,8,45,336,832,145,322
20767,8,45,252,653,80,265
20768,8,45,339,844,104,338
20769,8,50,322,832,146,323
20770,8,39,156,442,60,168
20771,8,33,130,359,65,133
20772,8,33,197,545,65,184
20773,8,34,158,477,44,185
20774,8,40,131,550,54,186
20775,8,33,97,319,42,119
20776,8,33,210,657,77,216
20777,8,40,199,487,77,189
20778,8,36,214,601,81,247
20779,8,37,199,650,74,262
20781,8,40,234,751,98,257
20783,8,33,215,579,90,231
20784,8,37,192,622,67,265
20785,8,42,162,491,52,197
20787,8,40,146,368,55,152
20790,8,40,207,565,85,206
20791,8,38,116,325,55,131
20792,8,31,105,285,38,113
20793,8,42,280,792,111,328
20794,8,40,211,637,81,284
20795,8,35,203,607,89,231
20796,8,35,345,846,110,303
20797,8,33,86,234,47,86
20800,8,33,247,564,132,206
20802,8,30,233,830,86,310
20803,8,37,141,405,49,150
20804,8,40,125,424,71,156
20805,8,40,309,844,113,310
20806,8,35,199,573,95,229
20807,8,35,155,466,68,154
20808,8,31,185,589,66,247
20809,8,40,266,836,99,320
20812,8,40,298,848,106,296
20813,8,36,170,460,61,185
20814,8,32,331,835,125,311
20815,8,31,273,752,112,303
20817,8,30,80,259,21,92
20818,8,32,272,840,115,370
20819,8,30,104,333,39,124
20821,8,55,375,833,167,343
20822,8,45,251,742,103,283
20823,8,41,320,772,160,307
20824,8,45,243,543,141,228
20825,8,33,145,513,44,213
20826,8,60,250,658,117,254
20827,8,45,222,605,66,223
20828,8,28,66,250,23,93
20829,8,49,272,582,117,211
20830,8,33,203,622,80,227
20831,8,29,74,294,27,104
20832,8,36,252,779,94,275
20833,8,40,241,641,90,244
20835,8,40,220,638,81,246
20836,8,40,192,519,90,175
20838,8,27,87,279,23,131
20839,8,24,35,175,10,61
20840,8,32,108,317,49,135
20841,8,33,194,658,79,256
20842,8,40,337,849,113,343
20844,8,30,323,828,90,288
20846,8,34,198,559,80,224
20847,8,35,187,538,77,180
20848,8,30,266,848,107,322
20849,8,44,276,848,112,336
20850,8,31,84,236,33,98
20851,8,32,145,451,53,190
20852,8,40,188,526,95,215
20853,8,32,156,518,62,170
20856,8,40,159,380,70,129
20857,8,36,224,577,70,204
20859,8,43,270,847,108,302
20860,8,36,195,504,99,208
20861,8,40,185,512,73,220
20862,8,45,291,757,139,327
20863,8,36,185,516,70,170
20865,8,38,268,828,94,309
20866,8,37,232,766,75,275
20869,8,36,246,773,94,305
20870,8,31,99,289,52,110
20871,8,20,22,65,11,17
20872,8,38,245,609,83,231
20874,8,32,194,507,62,180
20876,8,37,234,712,88,300
20877,8,40,207,613,77,250
20878,8,35,219,681,73,262
20879,8,40,231,630,103,243
20881,8,28,316,795,140,304
20882,8,38,265,765,93,317
20883,8,36,158,476,58,184
20884,8,43,245,683,118,289
