id,set,human_score,char_4,word_count
20716,8,34,204,664
20717,8,46,242,780
20718,8,40,291,848
20719,8,30,214,705
20721,8,26,130,646
20722,8,40,315,695
20723,8,40,308,825
20724,8,34,84,291
20725,8,41,273,733
20726,8,40,226,537
20727,8,31,143,439
20728,8,44,321,816
20732,8,31,182,818
20733,8,36,183,559
20734,8,43,317,763
20735,8,20,43,131
20736,8,45,256,711
20737,8,40,168,528
20739,8,30,209,735
20741,8,35,116,280
20742,8,40,198,630
20743,8,42,312,848
20745,8,34,201,478
20746,8,33,253,844
20747,8,38,125,356
20748,8,36,220,688
20751,8,45,198,614
20754,8,31,260,829
20755,8,30,78,226
20756,8,34,220,737
20757,8,33,230,727
20758,8,40,293,849
20759,8,47,251,734
20760,8,30,326,835
20761,8,40,295,847
20762,8,32,141,455
20763,8,40,273,844
20764,8,30,85,305
20766,8,45,336,832
20767,8,45,252,653
20768,8,45,339,844
20769,8,50,322,832
20770,8,39,156,442
20771,8,33,130,359
20772,8,33,197,545
20773,8,34,158,477
20774,8,40,131,550
20775,8,33,97,319
20776,8,33,210,657
20777,8,40,199,487
20778,8,36,214,601
20779,8,37,199,650
20781,8,40,234,751
20783,8,33,215,579
20784,8,37,192,622
20785,8,42,162,491
20787,8,40,146,368
20790,8,40,207,565
20791,8,38,116,325
20792,8,31,105,285
20793,8,42,280,792
20794,8,40,211,637
20795,8,35,203,607
20796,8,35,345,846
20797,8,33,86,234
20800,8,33,247,564
20802,8,30,233,830
20803,8,37,141,405
20804,8,40,125,424
20805,8,40,309,844
20806,8,35,199,573
20807,8,35,155,466
20808,8,31,185,589
20809,8,40,266,836
20812,8,40,298,848
20813,8,36,170,460
20814,8,32,331,835
20815,8,31,273,752
20817,8,30,80,259
20818,8,32,272,840
20819,8,30,104,333
20821,8,55,375,833
20822,8,45,251,742
20823,8,41,320,772
20824,8,45,243,543
20825,8,33,145,513
20826,8,60,250,658
20827,8,45,222,605
20828,8,28,66,250
20829,8,49,272,582
20830,8,33,203,622
20831,8,29,74,294
20832,8,36,252,779
20833,8,40,241,641
20835,8,40,220,638
20836,8,40,192,519
20838,8,27,87,279
20839,8,24,35,175
20840,8,32,108,317
20841,8,33,194,658
20842,8,40,337,849
20844,8,30,323,828
20846,8,34,198,559
20847,8,35,187,538
20848,8,30,266,848
20849,8,44,276,848
20850,8,31,84,236
20851,8,32,145,451
20852,8,40,188,526
20853,8,32,156,518
20856,8,40,159,380
20857,8,36,224,577
20859,8,43,270,847
20860,8,36,195,504
20861,8,40,185,512
20862,8,45,291,757
20863,8,36,185,516
20865,8,38,268,828
20866,8,37,232,766
20869,8,36,246,773
20870,8,31,99,289
20871,8,20,22,65
20872,8,38,245,609
20874,8,32,194,507
20876,8,37,234,712
20877,8,40,207,613
20878,8,35,219,681
20879,8,40,231,630
20881,8,28,316,795
20882,8,38,265,765
20883,8,36,158,476
20884,8,43,245,683
20885,8,34,99,340
20887,8,32,152,491
20888,8,50,275,705
20889,8,40,194,530
20892,8,40,194,517
20893,8,37,132,413
20894,8,36,254,736
20895,8,40,202,524
20896,8,30,71,185
20897,8,32,88,245
20898,8,44,355,848
20899,8,37,286,758
20900,8,42,237,612
20901,8,40,257,703
20902,8,40,223,674
20904,8,30,243,650
20905,8,34,256,808
20906,8,44,130,407
20907,8,36,320,741
20908,8,35,118,388
20909,8,34,232,848
20910,8,32,136,363
20911,8,40,191,465
20913,8,34,172,528
20914,8,40,279,702
20915,8,40,356,849
20916,8,37,263,800
20917,8,38,179,490
20918,8,29,97,387
20919,8,34,75,235
20920,8,32,178,547
20921,8,43,314,847
20922,8,37,90,285
20923,8,34,241,585
20924,8,29,97,234
20925,8,30,117,426
20926,8,47,257,731
20927,8,36,285,844
20928,8,40,122,347
20929,8,29,77,200
20930,8,40,367,849
20931,8,41,264,821
20932,8,40,234,620
20933,8,32,170,496
20935,8,40,248,706
20936,8,44,252,642
20938,8,34,190,720
20939,8,31,101,340
20940,8,40,155,440
20942,8,40,166,499
20943,8,40,370,849
20944,8,31,228,718
20945,8,29,99,492
20946,8,43,268,717
20947,8,40,322,769
20948,8,40,245,846
20949,8,36,253,737
20953,8,31,185,540
20954,8,15,71,266
20955,8,40,275,846
20956,8,36,158,444
20957,8,45,308,813
20958,8,35,202,510
20959,8,45,305,787
20962,8,40,304,848
20963,8,40,252,690
20964,8,36,264,847
20965,8,28,63,176
20966,8,40,213,697
20967,8,20,124,479
20968,8,36,249,770
20971,8,46,268,679
20972,8,32,119,328
20973,8,41,203,574
20974,8,44,320,836
20975,8,36,177,557
20976,8,42,344,842
20977,8,42,286,802
