id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10
20716,8,34,204,664,80,221,29
20717,8,46,242,780,93,348,29
20718,8,40,291,848,110,322,34
20719,8,30,214,705,61,265,17
20721,8,26,130,646,24,248,22
20722,8,40,315,695,92,205,31
20723,8,40,308,825,96,304,44
20724,8,34,84,291,21,117,14
20725,8,41,273,733,124,305,35
20726,8,40,226,537,87,219,23
20727,8,31,143,439,52,169,17
20728,8,44,321,816,164,286,30
20732,8,31,182,818,53,318,17
20733,8,36,183,559,71,227,27
20734,8,43,317,763,135,284,37
20735,8,20,43,131,19,57,6
20736,8,45,256,711,101,292,30
20737,8,40,168,528,70,228,23
20739,8,30,209,735,55,270,36
20741,8,35,116,280,37,112,9
20742,8,40,198,630,88,221,26
20743,8,42,312,848,122,320,33
20745,8,34,201,478,88,154,16
20746,8,33,253,844,67,294,27
20747,8,38,125,356,53,136,18
20748,8,36,220,688,78,264,33
20751,8,45,198,614,70,228,31
20754,8,31,260,829,101,308,35
20755,8,30,78,226,33,101,9
20756,8,34,220,737,89,302,19
20757,8,33,230,727,98,319,26
20758,8,40,293,849,116,307,39
20759,8,47,251,734,109,252,31
20760,8,30,326,835,131,321,42
20761,8,40,295,847,109,343,38
20762,8,32,141,455,61,159,16
20763,8,40,273,844,90,299,32
20764,8,30,85,305,31,101,7
20766,8,45,336,832,145,322,39
20767,8,45,252,653,80,265,35
20768,8,45,339,844,104,338,38
20769,8,50,322,832,146,323,28
20770,8,39,156,442,60,168,17
20771,8,33,130,359,65,133,19
20772,8,33,197,545,65,184,20
20773,8,34,158,477,44,185,21
20774,8,40,131,550,54,186,25
20775,8,33,97,319,42,119,12
20776,8,33,210,657,77,216,27
20777,8,40,199,487,77,189,24
20778,8,36,214,601,81,247,24
20779,8,37,199,650,74,262,32
20781,8,40,234,751,98,257,32
20783,8,33,215,579,90,231,32
20784,8,37,192,622,67,265,28
20785,8,42,162,491,52,197,24
20787,8,40,146,368,55,152,18
20790,8,40,207,565,85,206,29
20791,8,38,116,325,55,131,13
20792,8,31,105,285,38,113,11
20793,8,42,280,792,111,328,38
20794,8,40,211,637,81,284,26
20795,8,35,203,607,89,231,32
20796,8,35,345,846,110,303,36
20797,8,33,86,234,47,86,12
20800,8,33,247,564,132,206,23
20802,8,30,233,830,86,310,27
20803,8,37,141,405,49,150,15
20804,8,40,125,424,71,156,18
20805,8,40,309,844,113,310,38
20806,8,35,199,573,95,229,27
20807,8,35,155,466,68,154,19
20808,8,31,185,589,66,247,22
20809,8,40,266,836,99,320,42
20812,8,40,298,848,106,296,45
20813,8,36,170,460,61,185,23
20814,8,32,331,835,125,311,35
20815,8,31,273,752,112,303,29
20817,8,30,80,259,21,92,11
20818,8,32,272,840,115,370,21
20819,8,30,104,333,39,124,14
20821,8,55,375,833,167,343,44
20822,8,45,251,742,103,283,37
20823,8,41,320,772,160,307,31
20824,8,45,243,543,141,228,27
20825,8,33,145,513,44,213,23
20826,8,60,250,658,117,254,28
20827,8,45,222,605,66,223,22
20828,8,28,66,250,23,93,11
20829,8,49,272,582,117,211,26
20830,8,33,203,622,80,227,28
20831,8,29,74,294,27,104,9
20832,8,36,252,779,94,275,29
20833,8,40,241,641,90,244,33
20835,8,40,220,638,81,246,27
20836,8,40,192,519,90,175,30
20838,8,27,87,279,23,131,12
20839,8,24,35,175,10,61,2
20840,8,32,108,317,49,135,14
20841,8,33,194,658,79,256,30
20842,8,40,337,849,113,343,34
20844,8,30,323,828,90,288,33
20846,8,34,198,559,80,224,28
20847,8,35,187,538,77,180,28
20848,8,30,266,848,107,322,41
20849,8,44,276,848,112,336,28
20850,8,31,84,236,33,98,9
20851,8,32,145,451,53,190,21
20852,8,40,188,526,95,215,27
20853,8,32,156,518,62,170,21
20856,8,40,159,380,70,129,22
20857,8,36,224,577,70,204,26
20859,8,43,270,847,108,302,46
20860,8,36,195,504,99,208,23
20861,8,40,185,512,73,220,24
20862,8,45,291,757,139,327,30
20863,8,36,185,516,70,170,22
20865,8,38,268,828,94,309,39
20866,8,37,232,766,75,275,38
20869,8,36,246,773,94,305,34
20870,8,31,99,289,52,110,11
20871,8,20,22,65,11,17,2
20872,8,38,245,609,83,231,33
20874,8,32,194,507,62,180,10
20876,8,37,234,712,88,300,30
20877,8,40,207,613,77,250,29
20878,8,35,219,681,73,262,17
20879,8,40,231,630,103,243,20
20881,8,28,316,795,140,304,29
20882,8,38,265,765,93,317,37
20883,8,36,158,476,58,184,25
20884,8,43,245,683,118,289,33
20885,8,34,99,340,41,121,12
20887,8,32,152,491,50,162,19
20888,8,50,275,705,135,280,38
20889,8,40,194,530,74,204,26
20892,8,40,194,517,64,213,19
20893,8,37,132,413,52,160,20
20894,8,36,254,736,95,257,34
20895,8,40,202,524,94,214,27
20896,8,30,71,185,30,73,9
20897,8,32,88,245,28,101,12
20898,8,44,355,848,127,358,36
20899,8,37,286,758,83,326,28
20900,8,42,237,612,90,266,25
20901,8,40,257,703,87,259,38
20902,8,40,223,674,95,287,31
20904,8,30,243,650,70,267,24
20905,8,34,256,808,85,291,37
20906,8,44,130,407,48,186,22
20907,8,36,320,741,81,281,30
20908,8,35,118,388,54,147,21
20909,8,34,232,848,71,320,35
20910,8,32,136,363,64,143,18
20911,8,40,191,465,70,165,18
20913,8,34,172,528,68,212,21
20914,8,40,279,702,120,248,31
20915,8,40,356,849,131,309,38
20916,8,37,263,800,113,330,30
20917,8,38,179,490,53,199,18
20918,8,29,97,387,48,137,16
20919,8,34,75,235,27,83,12
20920,8,32,178,547,61,217,16
20921,8,43,314,847,153,336,37
20922,8,37,90,285,30,108,13
20923,8,34,241,585,79,246,21
20924,8,29,97,234,49,94,8
