id,set,human_score,char_4,word_count
11827,5,2,48,132
11828,5,2,65,167
11829,5,3,47,109
11830,5,1,35,71
11831,5,3,45,127
11832,5,3,55,150
11833,5,3,66,170
11834,5,4,92,212
11835,5,3,66,158
11836,5,3,48,146
11837,5,1,11,38
11838,5,1,74,199
11839,5,1,27,79
11840,5,1,25,92
11841,5,2,45,103
11842,5,2,43,143
11843,5,4,65,156
11844,5,3,65,158
11845,5,2,48,131
11846,5,2,42,113
11847,5,4,73,186
11848,5,2,58,177
11849,5,2,45,130
11850,5,4,76,190
11851,5,2,34,106
11852,5,2,50,122
11853,5,2,40,84
11854,5,1,16,49
11855,5,3,56,149
11856,5,4,68,162
11857,5,4,90,230
11858,5,3,37,91
11859,5,2,40,118
11860,5,3,52,143
11861,5,3,48,147
11862,5,3,39,100
11863,5,3,47,143
11864,5,2,40,120
11865,5,3,67,145
11866,5,4,123,250
11867,5,2,36,94
11868,5,3,42,101
11869,5,3,42,114
11870,5,2,35,97
11871,5,1,14,51
11872,5,3,58,148
11873,5,3,61,158
11874,5,3,57,138
11875,5,3,43,141
11876,5,2,29,81
11877,5,2,23,51
11878,5,3,75,213
11879,5,2,22,66
11880,5,1,11,39
11881,5,3,39,118
11882,5,3,56,128
11883,5,3,69,179
11884,5,4,124,284
11885,5,2,36,98
11886,5,3,60,176
11887,5,2,29,72
11888,5,1,16,58
11889,5,2,38,85
11890,5,2,35,79
11891,5,3,66,148
11892,5,2,31,96
11893,5,3,50,151
11894,5,2,38,106
11895,5,3,40,124
11896,5,3,61,143
11897,5,3,44,109
11898,5,3,68,148
11899,5,3,48,141
11900,5,3,86,194
11901,5,3,71,166
11902,5,1,14,54
11903,5,1,12,30
11904,5,3,66,152
11905,5,3,52,118
11906,5,4,74,191
11907,5,2,21,71
11908,5,3,40,97
11909,5,2,35,74
11910,5,1,23,67
11911,5,3,52,131
11912,5,2,18,50
11913,5,2,37,109
11914,5,1,24,64
11915,5,2,36,101
11916,5,3,69,161
11917,5,2,43,126
11918,5,2,20,55
11919,5,1,24,68
11920,5,3,54,128
11921,5,3,33,107
11922,5,2,32,93
11923,5,2,60,139
11924,5,2,44,104
11925,5,2,37,101
11926,5,1,38,94
11927,5,2,21,62
11928,5,3,71,170
11929,5,2,54,129
11930,5,2,29,67
11931,5,3,36,106
11932,5,4,103,280
11933,5,3,60,147
11934,5,3,45,139
11935,5,1,11,21
11936,5,2,60,143
11937,5,4,120,307
11938,5,3,66,156
11939,5,3,61,159
11940,5,2,47,108
11941,5,3,52,130
11942,5,3,67,156
11943,5,3,57,120
11944,5,2,22,65
11945,5,4,96,214
11946,5,3,60,151
11947,5,2,44,120
11948,5,2,27,72
11949,5,3,58,132
11950,5,1,20,45
11951,5,3,54,142
11952,5,1,16,46
11953,5,1,16,54
11954,5,4,102,286
11955,5,1,9,33
11956,5,2,54,130
11957,5,4,59,146
11958,5,2,24,50
11959,5,2,47,141
11960,5,3,57,139
11961,5,1,25,68
11962,5,3,48,112
11963,5,4,132,276
11964,5,3,60,158
11965,5,3,44,117
11966,5,1,41,101
11967,5,2,18,43
11968,5,2,41,123
11969,5,2,38,90
11970,5,4,65,196
11971,5,1,16,38
11972,5,3,50,133
11973,5,2,54,154
11974,5,2,51,114
11975,5,4,46,112
11976,5,1,15,38
11977,5,1,10,29
11978,5,3,68,181
11979,5,4,86,210
11980,5,4,118,239
11981,5,2,43,119
11982,5,2,38,101
11983,5,1,20,46
11984,5,2,30,82
11985,5,4,71,170
11986,5,4,106,243
11987,5,2,45,115
11988,5,3,63,134
11989,5,3,88,212
11990,5,4,72,167
11991,5,3,66,147
11992,5,2,26,81
11993,5,1,13,33
11994,5,2,47,99
11995,5,1,16,46
11996,5,2,61,133
11997,5,4,83,186
11998,5,1,6,20
11999,5,3,18,51
12000,5,2,57,141
12001,5,2,32,84
12002,5,1,18,52
12003,5,3,70,193
12004,5,2,44,111
12005,5,3,45,139
12006,5,1,38,103
12007,5,3,42,112
12008,5,3,53,134
12009,5,2,24,63
