id,set,human_score,avg_word_length
5978,3,1,40.9803921569
5979,3,2,46.3068181818
5980,3,1,43.4736842105
5981,3,1,39.7674418605
5982,3,2,43.6090225564
5983,3,1,43.2857142857
5984,3,1,37.9069767442
5985,3,0,38.2882882883
5986,3,2,47.2826086957
5987,3,3,49.7315436242
5988,3,3,44.9142857143
5989,3,1,40.0
5990,3,3,46.0583941606
5991,3,2,44.880952381
5992,3,1,49.1304347826
5993,3,2,42.0634920635
5994,3,2,45.5238095238
5995,3,2,44.5714285714
5996,3,1,44.2857142857
5997,3,2,46.6666666667
5998,3,2,43.4615384615
5999,3,1,37.9411764706
6000,3,2,48.9682539683
6001,3,1,40.3225806452
6002,3,2,40.4347826087
6003,3,3,44.0217391304
6004,3,1,37.75
6005,3,3,45.4705882353
6006,3,2,44.1573033708
6007,3,3,45.1449275362
6008,3,1,44.1007194245
6010,3,1,42.6041666667
6011,3,1,44.2105263158
6012,3,0,42.7710843373
6013,3,1,44.0909090909
6014,3,3,47.5796178344
6015,3,2,44.88
6016,3,3,43.1578947368
6017,3,1,39.4594594595
6018,3,2,42.7710843373
6019,3,1,38.8888888889
6020,3,2,43.1060606061
6021,3,2,42.3333333333
6022,3,2,43.6885245902
6023,3,2,44.7741935484
6024,3,1,44.4927536232
6025,3,1,40.0
6026,3,3,43.1219512195
6027,3,3,43.4728033473
6028,3,2,47.6
6029,3,1,44.3269230769
6030,3,3,46.4640883978
6031,3,3,49.3103448276
6032,3,2,43.2394366197
6033,3,3,45.6842105263
6034,3,2,46.6176470588
6035,3,1,39.4444444444
6036,3,2,42.0886075949
6037,3,2,42.2784810127
6038,3,2,43.5211267606
6039,3,1,41.5966386555
6040,3,1,41.2941176471
6041,3,2,38.6956521739
6042,3,2,44.6728971963
6043,3,1,41.1475409836
6044,3,2,46.875
6045,3,2,42.2429906542
6046,3,1,43.1428571429
6047,3,1,41.6176470588
6048,3,1,39.9230769231
6049,3,1,45.4385964912
6050,3,3,44.7321428571
6051,3,1,42.7891156463
6052,3,2,44.8936170213
6053,3,1,42.5862068966
6054,3,1,41.7105263158
6055,3,2,38.4732824427
6056,3,1,45.7843137255
6057,3,3,44.0689655172
6058,3,2,41.1363636364
6059,3,1,50.4761904762
6060,3,1,39.649122807
6061,3,3,43.1474103586
6062,3,1,41.1904761905
6063,3,2,44.7747747748
6064,3,2,46.4444444444
6065,3,2,45.5454545455
6066,3,1,38.4507042254
6067,3,1,41.9696969697
6068,3,2,40.7142857143
6069,3,2,41.968503937
6070,3,2,46.2365591398
6071,3,2,46.4356435644
6072,3,2,45.9340659341
6073,3,2,44.9101796407
6074,3,2,39.2753623188
6075,3,3,48.5774058577
6076,3,2,43.3838383838
6077,3,1,45.0526315789
6078,3,2,40.2564102564
6079,3,3,46.6929133858
6080,3,2,45.641025641
6081,3,2,48.2926829268
6082,3,1,43.8028169014
6083,3,1,44.2424242424
6084,3,3,45.7943925234
6085,3,3,45.023255814
6086,3,1,40.5952380952
6087,3,2,42.3076923077
6088,3,2,46.4754098361
6089,3,3,43.7888198758
6090,3,1,40.5747126437
6091,3,3,45.6060606061
6092,3,1,40.0
6093,3,1,42.7027027027
6094,3,1,40.0
6095,3,3,46.9658119658
6096,3,2,45.4545454545
6097,3,1,41.2195121951
6098,3,3,44.8484848485
6099,3,1,42.641509434
6100,3,2,44.8571428571
6101,3,2,46.4864864865
6102,3,2,41.9424460432
6103,3,2,43.137254902
6104,3,1,46.5789473684
6105,3,3,44.8706896552
6106,3,1,45.625
6107,3,2,44.8951048951
6108,3,1,41.6666666667
6109,3,2,38.045112782
6110,3,2,45.8333333333
6111,3,2,46.3392857143
6112,3,1,39.2771084337
6113,3,3,45.2597402597
6114,3,1,45.0
6115,3,2,41.7647058824
6116,3,2,40.9090909091
6117,3,1,43.52
6118,3,3,41.8633540373
6119,3,1,43.4210526316
6120,3,2,40.6363636364
6121,3,3,43.4246575342
6122,3,2,49.1346153846
6123,3,3,44.5517241379
6124,3,3,44.8571428571
6125,3,2,42.8358208955
6126,3,1,42.967032967
6127,3,3,42.8342245989
6128,3,3,46.7307692308
6129,3,2,43.8095238095
6130,3,1,43.75
6131,3,1,44.8333333333
6132,3,3,40.9230769231
6133,3,1,40.7547169811
6134,3,2,44.4516129032
6135,3,2,44.6464646465
6136,3,1,40.0
6137,3,2,43.6879432624
6138,3,2,44.8818897638
6139,3,2,41.8867924528
6140,3,1,43.8095238095
6141,3,2,45.1648351648
6142,3,2,44.5637583893
6143,3,3,42.1341463415
6144,3,3,42.6373626374
6145,3,3,45.1764705882
6146,3,2,43.8993710692
6147,3,2,41.6417910448
6148,3,2,41.1290322581
6149,3,2,42.6050420168
6150,3,2,45.350877193
6151,3,2,43.5537190083
6152,3,2,45.4032258065
6153,3,2,37.4725274725
6154,3,1,43.5
6155,3,1,42.0
6156,3,2,43.9344262295
6157,3,3,42.4519230769
6158,3,3,42.8804347826
6159,3,2,41.1594202899
6160,3,2,47.610619469
6161,3,2,41.7171717172
6162,3,2,40.4022988506
6163,3,1,41.4
6164,3,2,43.1775700935
6165,3,3,47.7595628415
6166,3,1,44.4827586207
6167,3,3,38.8636363636
6168,3,2,38.347826087
6169,3,2,44.0229885057
6170,3,1,39.0604026846
6171,3,3,51.7763157895
6172,3,2,43.1297709924
6173,3,1,45.4
6174,3,2,37.6404494382
6175,3,1,48.375
6176,3,1,36.7676767677
6177,3,2,43.4736842105
6178,3,3,45.4285714286
6179,3,2,39.2592592593
6180,3,3,46.4444444444
6181,3,3,44.6511627907
6182,3,3,45.730994152
6183,3,3,49.4852941176
6184,3,1,45.1428571429
6185,3,2,39.9019607843
6186,3,2,40.15625
6187,3,1,38.25
6188,3,0,42.9411764706
6189,3,1,43.1343283582
6190,3,2,41.724137931
6191,3,2,44.0845070423
6192,3,3,46.4880952381
6193,3,1,41.2162162162
6194,3,3,43.9
6195,3,3,46.1111111111
6196,3,1,38.3333333333
6197,3,2,45.6488549618
6198,3,3,44.0721649485
6199,3,2,44.5833333333
6200,3,0,43.0285714286
6201,3,2,42.6315789474
6202,3,1,42.2727272727
6203,3,3,41.5555555556
6204,3,1,45.6852791878
6205,3,2,45.0
6206,3,0,45.9677419355
6207,3,0,44.0740740741
6208,3,3,40.7975460123
6209,3,2,39.1304347826
6210,3,2,44.0495867769
6211,3,1,48.5
6212,3,2,45.0
6213,3,1,45.2941176471
6214,3,1,39.7647058824
6215,3,1,45.1724137931
6216,3,2,43.0061349693
6217,3,1,45.4761904762
6218,3,2,41.9444444444
6219,3,2,47.8767123288
6220,3,2,40.6832298137
6221,3,2,39.4308943089
6222,3,2,41.7777777778
6223,3,3,44.6408839779
6224,3,2,40.8163265306
6225,3,3,42.323943662
6226,3,3,44.2391304348
6227,3,1,47.1014492754
6228,3,3,45.5135135135
6229,3,1,41.3888888889
6230,3,1,43.8888888889
6231,3,2,45.0
6232,3,1,45.6
6233,3,2,41.0
6234,3,1,37.3255813953
6235,3,1,41.935483871
6236,3,2,42.9921259843
6237,3,2,41.3496932515
6238,3,0,43.7931034483
6239,3,2,48.5
6240,3,3,47.0542635659
6241,3,1,42.8301886792
6242,3,1,50.0
6243,3,2,46.8613138686
6244,3,1,44.0625
6245,3,3,43.2530120482
6246,3,1,43.4394904459
6247,3,3,43.9007092199
6248,3,1,46.4788732394
6249,3,3,47.5124378109
6250,3,3,47.3469387755
6251,3,1,41.9117647059
6252,3,1,41.4516129032
6253,3,3,41.130952381
6254,3,3,42.2404371585
6255,3,1,41.7647058824
6256,3,1,44.1025641026
6257,3,1,45.2
6258,3,1,43.6666666667
6259,3,3,40.1369863014
6260,3,2,45.8441558442
6261,3,1,49.0909090909
6262,3,3,46.6463414634
6263,3,3,44.8730964467
6264,3,3,50.3829787234
6265,3,2,40.7368421053
6266,3,1,36.8181818182
6267,3,3,45.6020942408
6268,3,3,48.3419689119
6269,3,1,40.2222222222
6270,3,3,41.9653179191
6271,3,2,48.8888888889
6272,3,2,45.1515151515
6273,3,1,40.3157894737
6274,3,1,42.8235294118
6275,3,1,41.9444444444
6276,3,3,46.0759493671
6277,3,1,44.6428571429
6278,3,1,45.9154929577
6279,3,2,46.2931034483
6280,3,3,44.0277777778
6281,3,1,45.25
6282,3,3,41.8041237113
6283,3,1,45.5319148936
6284,3,3,45.7627118644
6285,3,2,44.2148760331
6286,3,3,44.7340425532
6287,3,3,47.5524475524
6288,3,2,48.1481481481
6289,3,2,46.4788732394
6290,3,1,42.6153846154
6291,3,2,40.3125
6292,3,3,48.9583333333
6293,3,2,44.1860465116
6294,3,1,40.7831325301
6295,3,2,42.2727272727
6296,3,0,42.5490196078
6297,3,1,44.1975308642
6298,3,1,35.0847457627
6299,3,2,44.4736842105
6300,3,3,46.5359477124
6301,3,3,44.1121495327
6302,3,2,42.7659574468
6303,3,1,37.1698113208
6304,3,1,41.4754098361
6305,3,3,41.0204081633
6306,3,1,40.3174603175
6307,3,2,42.1739130435
6308,3,3,43.0
6309,3,1,42.4444444444
6310,3,3,41.6292134831
6311,3,2,44.9367088608
6312,3,2,40.3007518797
6313,3,3,44.3023255814
6314,3,1,42.5
6315,3,2,41.6438356164
6316,3,1,39.609375
6317,3,2,41.0731707317
6318,3,1,43.8235294118
6319,3,1,36.32
6320,3,1,44.53125
6321,3,1,40.9523809524
6322,3,2,45.6338028169
6323,3,1,45.0
6324,3,1,42.6086956522
6325,3,2,40.5194805195
6326,3,1,45.7894736842
6327,3,2,38.4659090909
6328,3,2,46.0526315789
6329,3,2,40.6194690265
6330,3,3,45.8108108108
6331,3,3,45.0543478261
6332,3,3,43.3333333333
6333,3,3,40.6611570248
6334,3,2,42.0535714286
6335,3,3,57.1875
6336,3,3,44.9397590361
6337,3,2,49.7894736842
6338,3,2,46.7777777778
6339,3,2,41.8279569892
6340,3,3,46.6013071895
6341,3,2,42.7927927928
6342,3,1,46.4814814815
6343,3,1,45.1408450704
6344,3,2,46.2105263158
6345,3,2,41.214953271
6346,3,2,44.9462365591
6347,3,3,46.8965517241
6348,3,1,44.4705882353
6349,3,3,44.5033112583
6350,3,2,42.7480916031
6351,3,3,47.731092437
6352,3,2,45.1748251748
6353,3,3,41.1042944785
6354,3,1,41.9047619048
6355,3,2,40.6666666667
6356,3,1,37.9166666667
6357,3,2,44.6666666667
6358,3,2,45.8620689655
6359,3,1,48.3333333333
6360,3,2,41.1888111888
6361,3,2,43.0081300813
6362,3,1,41.9191919192
6363,3,3,45.0
6364,3,3,42.380952381
6365,3,2,39.8717948718
6366,3,3,44.3307086614
6367,3,2,43.734939759
6368,3,1,36.4179104478
6369,3,1,40.15625
6370,3,0,41.2121212121
6371,3,3,42.3936170213
6372,3,2,41.3333333333
6373,3,2,46.8965517241
6374,3,2,39.6129032258
6375,3,1,43.8461538462
6376,3,2,43.0769230769
6377,3,3,43.8532110092
6378,3,3,43.2768361582
6379,3,3,47.1084337349
6380,3,1,41.25
6381,3,3,41.3580246914
6382,3,1,42.7906976744
6383,3,2,43.1683168317
6384,3,3,41.8867924528
6385,3,2,41.8279569892
6386,3,2,41.902173913
6387,3,3,44.6357615894
6388,3,3,44.1379310345
6389,3,2,44.7727272727
6390,3,2,43.6666666667
6391,3,1,43.2203389831
6392,3,3,43.5294117647
6393,3,1,40.6153846154
6394,3,1,45.0
6395,3,2,40.1149425287
6396,3,3,47.0652173913
6397,3,2,48.4782608696
6398,3,2,43.1182795699
6399,3,2,47.9661016949
6400,3,2,41.3483146067
6401,3,2,42.0634920635
6402,3,2,44.1428571429
6403,3,0,39.6428571429
6404,3,1,45.6862745098
6405,3,3,36.6666666667
6406,3,2,45.4609929078
6407,3,2,45.0
6408,3,3,43.7899543379
6409,3,2,48.1818181818
6410,3,3,43.8197424893
6411,3,1,39.6774193548
6412,3,1,36.329787234
6413,3,2,45.0
6414,3,1,41.6176470588
6415,3,2,47.5
6416,3,1,40.0
6417,3,3,42.6838235294
6418,3,2,48.8321167883
6419,3,3,45.1690821256
6420,3,1,36.9642857143
6421,3,1,39.298245614
6422,3,1,42.5
6423,3,3,41.0434782609
6424,3,2,45.9689922481
6425,3,2,41.186440678
6426,3,2,45.5056179775
6427,3,1,46.9318181818
6428,3,2,46.6129032258
6429,3,1,43.9240506329
6430,3,1,47.0769230769
6431,3,1,41.6666666667
6432,3,3,40.6358381503
6433,3,2,44.0
6434,3,2,45.5737704918
6435,3,1,43.7209302326
6436,3,2,41.2820512821
6437,3,2,42.5373134328
6438,3,1,43.4567901235
6439,3,1,44.0594059406
6440,3,1,38.0597014925
6441,3,3,43.5087719298
6442,3,1,39.2857142857
6443,3,2,43.4459459459
6444,3,3,45.5714285714
6445,3,3,47.5757575758
6446,3,3,38.0
6447,3,2,43.1067961165
6448,3,2,45.4310344828
6449,3,0,29.0
6450,3,2,39.375
6451,3,1,42.7659574468
6452,3,1,41.5384615385
6453,3,1,40.5982905983
6454,3,2,41.4814814815
6455,3,3,47.5647668394
6456,3,1,39.756097561
6457,3,2,42.5547445255
6458,3,1,41.0526315789
6459,3,2,43.0985915493
6460,3,2,40.5952380952
6461,3,2,42.7272727273
6462,3,3,40.9589041096
6463,3,3,45.4807692308
6464,3,1,38.90625
6465,3,2,46.5
6466,3,2,39.5238095238
6467,3,1,39.3827160494
6468,3,2,45.3947368421
6469,3,1,41.6049382716
6470,3,2,44.375
6471,3,1,38.9189189189
6472,3,3,50.1595744681
6473,3,2,43.6666666667
6474,3,2,44.9152542373
6475,3,1,37.2549019608
6476,3,3,40.2272727273
6477,3,2,43.734939759
6478,3,3,43.6363636364
6479,3,0,42.1428571429
6480,3,2,41.8079096045
6481,3,1,38.2352941176
6482,3,1,43.5135135135
6483,3,3,45.4909090909
6484,3,3,42.625698324
6485,3,3,44.4268774704
6486,3,2,42.7586206897
6487,3,3,45.0675675676
6488,3,1,43.3333333333
6489,3,2,39.702970297
6490,3,1,42.8888888889
6491,3,3,45.5670103093
6492,3,2,48.3529411765
6493,3,2,46.2745098039
6494,3,3,44.53125
6495,3,2,46.231884058
6496,3,1,49.7183098592
6497,3,2,44.0594059406
6498,3,2,42.0779220779
6499,3,1,41.8644067797
6500,3,2,39.4594594595
6501,3,1,40.3125
6502,3,2,42.6168224299
6503,3,2,43.0
6504,3,1,41.6346153846
6505,3,3,43.7593984962
6506,3,1,37.7272727273
6507,3,3,43.9790575916
6508,3,2,44.0566037736
6509,3,1,40.0
6510,3,2,44.5454545455
6511,3,2,44.8453608247
6512,3,3,40.8762886598
6513,3,2,49.1666666667
6514,3,1,39.649122807
6515,3,1,41.2345679012
6516,3,3,42.5806451613
6517,3,1,41.0526315789
6518,3,1,43.7931034483
6519,3,2,39.0055248619
6520,3,2,43.4591194969
6521,3,2,39.8958333333
6522,3,2,37.0930232558
6523,3,2,47.7894736842
6524,3,2,46.7532467532
6525,3,2,42.4242424242
6526,3,1,39.387755102
6527,3,2,41.5463917526
6528,3,2,42.4615384615
6529,3,2,37.9470198675
6530,3,3,39.9665551839
6531,3,1,49.0243902439
6532,3,3,44.0625
6533,3,2,46.4583333333
6534,3,1,42.4615384615
6535,3,2,40.0
6536,3,2,44.9333333333
6537,3,1,40.5769230769
6538,3,0,40.1351351351
6539,3,1,39.7142857143
6540,3,2,39.8148148148
6541,3,2,42.2962962963
6542,3,2,46.9230769231
6543,3,3,39.9363057325
6544,3,2,44.4871794872
6545,3,1,44.7619047619
6546,3,1,51.4035087719
6547,3,2,41.3157894737
6548,3,1,38.0701754386
6549,3,1,46.4615384615
6550,3,1,37.6470588235
6551,3,2,44.8360655738
6552,3,1,46.2264150943
6553,3,2,46.5986394558
6554,3,3,46.0810810811
6555,3,1,44.0740740741
6556,3,1,37.0
6557,3,1,40.7291666667
6558,3,1,45.0
6559,3,2,41.4084507042
6560,3,1,47.0
6561,3,2,43.097826087
6562,3,1,40.0
6563,3,3,43.5869565217
6564,3,3,45.0
6565,3,1,43.0872483221
6566,3,3,46.09375
6567,3,1,43.5344827586
6568,3,1,41.5384615385
6569,3,1,43.5526315789
6570,3,2,43.3944954128
6571,3,2,46.0122699387
6572,3,3,44.4755244755
6573,3,1,38.3928571429
6575,3,3,43.1862745098
6576,3,2,42.5252525253
6577,3,1,39.5714285714
6578,3,3,48.8043478261
6579,3,2,45.4482758621
6580,3,2,43.9455782313
6581,3,1,48.75
6582,3,2,41.2413793103
6583,3,2,49.6103896104
6584,3,3,44.8051948052
6585,3,0,41.6129032258
6586,3,2,38.6363636364
6587,3,1,44.2857142857
6588,3,0,42.8125
6589,3,1,45.0649350649
6590,3,2,42.5333333333
6591,3,1,45.0
6592,3,3,43.9568345324
6593,3,2,41.0416666667
6594,3,1,47.875
6595,3,1,40.7894736842
6596,3,2,41.8320610687
6597,3,3,47.1337579618
6598,3,1,45.7142857143
6599,3,3,47.6363636364
6600,3,3,41.6
6601,3,2,41.0619469027
6602,3,1,40.7042253521
6603,3,1,39.2307692308
6604,3,2,42.6829268293
6605,3,1,44.2105263158
6606,3,2,41.3043478261
6607,3,2,43.9024390244
6608,3,2,43.0434782609
6609,3,2,49.8666666667
6610,3,1,42.3913043478
6611,3,1,40.5357142857
6612,3,1,44.3243243243
6613,3,1,41.5094339623
6614,3,1,40.0
6615,3,3,43.9795918367
6616,3,0,42.5
6617,3,2,37.8947368421
6618,3,2,49.0476190476
6619,3,3,41.0778443114
6620,3,1,44.1379310345
6621,3,1,44.9230769231
6622,3,1,50.0
6623,3,2,41.7197452229
6624,3,1,41.170212766
6625,3,2,41.0126582278
6626,3,2,46.6233766234
6627,3,2,46.1904761905
6628,3,1,42.6829268293
6629,3,1,43.9344262295
6630,3,1,45.0
6631,3,2,42.2764227642
6632,3,2,39.3421052632
6633,3,3,44.6629213483
6634,3,1,39.0625
6635,3,2,41.2222222222
6636,3,3,47.6315789474
6637,3,3,43.4756097561
6638,3,2,44.7959183673
6639,3,2,42.3469387755
6640,3,1,38.3823529412
6641,3,1,37.9411764706
6642,3,1,38.0519480519
6643,3,2,42.1527777778
6644,3,1,47.2839506173
