id,set,human_score,word_18
14834,6,2,4
14835,6,3,6
14836,6,4,3
14837,6,1,5
14838,6,3,3
14839,6,4,4
14840,6,3,5
14841,6,3,4
14842,6,3,2
14843,6,3,0
14844,6,3,3
14845,6,4,8
14846,6,4,5
14847,6,3,3
14848,6,2,4
14849,6,3,4
14850,6,1,3
14851,6,3,2
14852,6,3,3
14853,6,2,3
14854,6,3,1
14855,6,4,5
14856,6,2,4
14857,6,4,5
14858,6,3,3
14859,6,2,4
14860,6,3,6
14861,6,3,3
14862,6,3,5
14863,6,3,3
14864,6,4,4
14865,6,3,1
14866,6,2,1
14867,6,2,2
14868,6,3,5
14869,6,2,4
14870,6,2,3
14871,6,3,1
14872,6,3,4
14873,6,2,1
14874,6,1,2
14875,6,3,2
14876,6,3,4
14877,6,2,3
14878,6,2,3
14879,6,3,2
14880,6,3,5
14881,6,4,6
14882,6,4,6
14883,6,3,5
14884,6,3,5
14885,6,2,1
14886,6,3,5
14887,6,3,6
14888,6,2,4
14889,6,3,5
14890,6,3,4
14891,6,1,3
14892,6,3,5
14893,6,2,2
14894,6,4,6
14895,6,2,4
14896,6,4,7
14897,6,3,6
14898,6,4,6
14899,6,1,3
14900,6,3,2
14901,6,1,0
14902,6,4,5
14903,6,3,3
14904,6,3,4
14905,6,1,2
14906,6,3,1
14907,6,3,3
14908,6,2,1
14909,6,3,2
14910,6,3,2
14911,6,1,1
14912,6,3,2
14913,6,3,3
14914,6,3,5
14915,6,3,1
14916,6,3,6
14917,6,3,4
14918,6,3,4
14919,6,2,3
14920,6,3,5
14921,6,3,2
14922,6,3,6
14923,6,3,3
14924,6,3,4
14925,6,3,5
14926,6,3,7
14927,6,2,2
14928,6,2,5
14929,6,2,2
14930,6,4,4
14931,6,2,1
14932,6,3,3
14933,6,4,5
14934,6,4,5
14935,6,3,2
14936,6,3,1
14937,6,1,2
14938,6,3,4
14939,6,0,2
14940,6,3,6
14941,6,3,6
14942,6,3,5
14943,6,3,5
14944,6,4,7
14945,6,2,2
14946,6,3,4
14947,6,3,4
14948,6,2,4
14949,6,1,2
14950,6,3,6
14951,6,0,3
14952,6,2,2
14953,6,3,4
14954,6,2,3
14955,6,3,3
14956,6,4,8
14957,6,0,1
14958,6,2,1
14959,6,3,2
14960,6,3,2
14961,6,3,3
14962,6,2,3
14963,6,4,4
14964,6,2,5
14965,6,2,2
14966,6,3,4
14967,6,4,7
14968,6,3,5
14969,6,2,2
14970,6,3,2
14971,6,3,4
14972,6,4,5
14973,6,1,0
14974,6,3,1
14975,6,3,3
14976,6,3,3
14977,6,3,5
14978,6,4,5
14979,6,1,0
14980,6,3,2
14981,6,3,3
14982,6,4,4
14983,6,2,2
14984,6,3,3
14985,6,0,5
14986,6,3,4
14987,6,4,5
14988,6,3,5
14989,6,3,3
14990,6,4,6
14991,6,3,4
14992,6,3,2
14993,6,2,2
14994,6,3,4
14995,6,4,10
14996,6,2,1
14997,6,1,2
14998,6,3,2
14999,6,4,5
15000,6,4,7
15001,6,3,4
15002,6,3,3
15003,6,1,5
15004,6,4,7
15005,6,3,2
15006,6,3,4
15007,6,3,5
15008,6,3,5
15009,6,4,6
15010,6,1,1
15011,6,3,4
15012,6,3,3
15013,6,2,0
15014,6,2,3
15015,6,3,4
15016,6,2,1
15017,6,0,0
15018,6,2,2
15019,6,3,6
15020,6,2,1
15021,6,3,4
15022,6,3,5
15023,6,3,5
15024,6,3,2
15025,6,1,2
15026,6,3,5
15027,6,3,4
15028,6,2,2
15029,6,4,6
15030,6,4,2
15031,6,3,7
15032,6,4,4
15033,6,4,6
15034,6,4,7
15035,6,2,4
15036,6,3,4
15037,6,2,3
15038,6,3,2
15039,6,2,5
15040,6,2,4
15041,6,2,2
15042,6,4,8
15043,6,3,4
15044,6,3,4
15045,6,3,2
15046,6,4,5
15047,6,3,6
15048,6,2,2
15049,6,3,3
15050,6,3,5
15051,6,3,3
15052,6,3,5
15053,6,3,5
15054,6,2,1
15055,6,3,3
15056,6,2,2
15057,6,1,1
15058,6,4,5
