id,set,human_score,word_10
8863,4,0,3
8864,4,0,2
8865,4,3,5
8866,4,2,3
8867,4,2,6
8868,4,1,4
8869,4,0,3
8870,4,2,4
8871,4,1,2
8872,4,2,7
8873,4,2,7
8874,4,0,1
8875,4,1,2
8876,4,2,7
8877,4,0,2
8878,4,1,2
8879,4,2,6
8880,4,1,2
8881,4,3,7
8882,4,1,3
8883,4,1,2
8884,4,1,1
8885,4,3,5
8886,4,1,2
8887,4,2,4
8888,4,2,9
8889,4,1,5
8890,4,2,5
8891,4,3,6
8892,4,1,3
8893,4,2,1
8894,4,1,2
8895,4,3,9
8896,4,2,4
8897,4,1,3
8898,4,2,5
8899,4,0,2
8900,4,2,7
8901,4,0,2
8902,4,3,6
8903,4,3,8
8904,4,2,4
8905,4,2,7
8906,4,2,6
8907,4,0,1
8908,4,1,6
8909,4,2,4
8910,4,1,2
8911,4,3,8
8912,4,1,4
8913,4,1,2
8914,4,2,9
8915,4,2,4
8916,4,0,6
8917,4,0,2
8918,4,1,6
8919,4,3,4
8920,4,0,2
8921,4,2,5
8922,4,2,5
8923,4,3,8
8924,4,2,4
8925,4,1,4
8926,4,1,2
8927,4,0,3
8928,4,1,5
8929,4,1,3
8930,4,0,3
8931,4,3,3
8932,4,1,1
8933,4,2,2
8934,4,1,3
8935,4,2,5
8936,4,1,3
8937,4,1,4
8938,4,1,1
8939,4,3,6
8940,4,2,5
8941,4,3,8
8942,4,1,4
8943,4,1,4
8944,4,1,6
8945,4,2,2
8946,4,3,4
8947,4,0,4
8948,4,3,9
8949,4,0,1
8950,4,1,5
8951,4,2,4
8952,4,1,3
8953,4,1,2
8954,4,3,6
8955,4,3,6
8956,4,1,2
8957,4,2,6
8958,4,0,1
8959,4,3,7
8960,4,1,4
8961,4,1,3
8962,4,2,4
8963,4,1,3
8964,4,0,1
8965,4,2,2
8966,4,1,2
8967,4,2,4
8968,4,2,3
8969,4,2,10
8970,4,1,2
8971,4,1,4
8972,4,2,5
8973,4,3,7
8974,4,3,6
8975,4,0,1
8976,4,0,2
8977,4,2,5
8978,4,0,1
8979,4,3,8
8980,4,1,3
8981,4,3,11
8982,4,1,1
8983,4,2,4
8984,4,1,1
8985,4,1,3
8986,4,2,2
8987,4,2,5
8988,4,2,7
8989,4,1,2
8990,4,3,10
8991,4,0,1
8992,4,0,2
8993,4,0,2
8994,4,0,1
8995,4,2,5
8996,4,2,5
8997,4,1,2
8998,4,3,6
8999,4,1,3
9000,4,1,3
9001,4,2,7
9002,4,2,2
9003,4,2,8
9004,4,3,4
9005,4,3,5
9006,4,3,4
9007,4,2,6
9008,4,2,4
9009,4,2,5
9010,4,1,3
9011,4,2,6
9012,4,1,3
9013,4,1,2
9014,4,2,8
9015,4,1,3
9016,4,3,6
9017,4,2,6
9018,4,2,4
9019,4,3,9
9020,4,0,1
9021,4,2,5
9022,4,2,5
9023,4,1,2
9024,4,1,2
9025,4,1,1
9026,4,2,3
9027,4,3,10
9028,4,1,1
9029,4,2,3
9030,4,0,4
9031,4,1,3
9032,4,1,1
9033,4,1,4
9034,4,2,4
9035,4,3,10
9036,4,0,2
9037,4,3,6
9038,4,1,2
9039,4,2,8
9040,4,3,6
9041,4,0,1
9042,4,2,5
9043,4,2,4
9044,4,1,10
9045,4,0,3
9046,4,1,3
9047,4,1,2
9048,4,0,2
9049,4,2,5
9050,4,1,3
9051,4,2,4
9052,4,3,3
9053,4,2,5
9054,4,1,2
9055,4,1,5
9056,4,0,2
9057,4,2,2
9058,4,3,6
9059,4,0,2
9060,4,3,8
9061,4,3,9
9062,4,0,1
9063,4,1,2
9064,4,1,2
9065,4,1,1
9066,4,1,5
9067,4,1,4
9068,4,1,2
9069,4,3,7
9070,4,1,2
9071,4,2,5
9072,4,0,2
9073,4,1,4
9074,4,3,7
9075,4,3,6
9076,4,0,1
9077,4,1,3
9078,4,1,1
9079,4,2,7
9080,4,1,3
9081,4,2,3
9082,4,2,6
9083,4,2,7
9084,4,2,7
9085,4,2,5
9086,4,1,0
9087,4,1,3
9088,4,2,2
9089,4,2,5
9090,4,1,2
9091,4,2,4
9092,4,0,1
9093,4,1,3
9094,4,1,1
9095,4,2,3
9096,4,2,5
9097,4,1,2
9098,4,3,8
9099,4,1,3
9100,4,1,4
9101,4,1,1
9102,4,1,3
9103,4,2,3
9104,4,2,7
9105,4,1,4
9106,4,3,4
9107,4,1,2
9108,4,0,1
9109,4,0,2
9110,4,2,5
9111,4,2,4
9112,4,2,5
9113,4,1,3
9114,4,3,9
9115,4,2,6
9116,4,2,4
9117,4,2,5
9118,4,2,5
9119,4,1,3
9121,4,2,2
9122,4,2,5
9123,4,1,4
9124,4,0,1
9125,4,0,3
9126,4,1,2
9127,4,2,5
9128,4,1,4
9129,4,1,1
9130,4,0,2
9131,4,1,3
9132,4,3,9
9133,4,2,7
9134,4,3,9
9135,4,2,5
9136,4,1,2
9137,4,0,1
9138,4,3,5
9139,4,1,2
9140,4,0,4
9141,4,1,1
9142,4,1,3
9143,4,1,2
9144,4,1,3
9145,4,2,4
9146,4,1,4
9147,4,2,5
9148,4,1,2
9149,4,2,5
9150,4,1,3
9151,4,1,2
9152,4,2,6
9153,4,2,7
9154,4,1,3
9155,4,0,2
9156,4,2,4
9157,4,1,1
9158,4,3,7
9159,4,0,4
9160,4,0,2
9161,4,3,4
9162,4,1,2
9163,4,2,7
9164,4,3,5
9165,4,2,4
9166,4,2,6
9167,4,3,7
9168,4,2,5
9169,4,0,1
9170,4,3,11
9171,4,2,5
9172,4,1,3
9173,4,0,1
9174,4,1,3
9175,4,3,9
9176,4,1,1
9177,4,1,2
9178,4,2,3
9179,4,0,1
9180,4,1,4
9181,4,0,3
9182,4,2,4
9183,4,1,1
9184,4,1,2
9185,4,1,3
9186,4,1,1
9187,4,2,2
9188,4,3,6
9189,4,1,1
9190,4,3,6
9191,4,1,4
9192,4,1,2
9193,4,2,2
9194,4,1,4
9195,4,1,4
9196,4,1,3
9197,4,1,3
9198,4,2,8
9199,4,3,6
9200,4,1,5
9201,4,1,5
9202,4,0,3
9203,4,0,1
9204,4,2,3
9205,4,1,4
9206,4,1,2
9207,4,0,1
9208,4,2,4
9209,4,1,1
9210,4,1,2
9211,4,2,5
9212,4,2,5
9213,4,1,1
9214,4,1,3
9215,4,2,5
9216,4,1,4
9217,4,3,9
9218,4,1,2
9219,4,2,5
9220,4,3,7
9221,4,1,2
9222,4,2,10
9223,4,2,7
9224,4,2,5
9225,4,1,2
9226,4,0,1
9227,4,2,4
9228,4,2,5
9229,4,2,4
9230,4,2,3
9231,4,1,1
9232,4,1,5
9233,4,1,2
9234,4,0,2
9235,4,1,5
9236,4,2,7
9237,4,2,6
9238,4,2,3
9239,4,2,2
9240,4,1,4
9241,4,1,2
9242,4,1,4
9243,4,2,4
9244,4,1,2
9245,4,1,1
9246,4,0,2
9247,4,3,6
9248,4,2,5
9249,4,2,5
9250,4,1,2
9251,4,2,7
9252,4,1,2
9253,4,1,2
9254,4,3,7
9255,4,3,7
9256,4,2,4
9257,4,3,11
9258,4,3,6
9259,4,2,4
9260,4,3,8
9261,4,1,1
9262,4,0,2
9263,4,3,8
9264,4,3,6
9265,4,1,2
9266,4,1,0
9267,4,1,3
9268,4,0,1
9269,4,2,5
9270,4,1,1
9271,4,1,3
9272,4,0,1
9273,4,0,4
9274,4,2,1
9275,4,1,1
9276,4,1,3
9277,4,2,6
9278,4,2,4
9279,4,1,10
9280,4,1,4
9281,4,2,6
9282,4,2,4
9283,4,1,3
9284,4,1,1
9285,4,2,4
9286,4,0,2
9287,4,2,5
9288,4,3,6
9289,4,0,1
9290,4,2,4
9291,4,2,5
9292,4,3,7
9293,4,0,7
9294,4,1,4
9295,4,2,3
9296,4,1,1
9297,4,1,4
9298,4,2,4
9299,4,1,2
9300,4,1,3
9301,4,3,9
9302,4,1,8
9303,4,1,1
9304,4,3,6
9305,4,0,5
9306,4,2,4
9307,4,2,6
9308,4,0,3
9309,4,2,4
9310,4,1,4
9311,4,0,2
9312,4,2,7
9313,4,0,3
9314,4,0,2
9315,4,2,6
9316,4,3,5
9317,4,2,5
9318,4,0,1
9319,4,3,6
9320,4,1,4
9321,4,1,3
9322,4,0,2
9323,4,1,1
9324,4,0,1
9325,4,3,8
9326,4,1,3
9327,4,3,7
9328,4,0,2
9329,4,3,7
9330,4,2,7
9331,4,2,6
9332,4,2,4
9333,4,0,1
9334,4,1,1
9335,4,1,4
9336,4,2,4
9337,4,1,2
9338,4,1,1
9339,4,1,5
9340,4,2,1
9341,4,3,6
9342,4,2,3
9343,4,1,3
9344,4,0,5
9345,4,0,1
9346,4,3,9
9347,4,2,7
9348,4,1,5
9349,4,0,3
9350,4,1,3
9351,4,0,2
9352,4,2,4
9353,4,2,2
9354,4,2,6
9355,4,1,2
9356,4,1,2
9357,4,2,5
9358,4,0,1
9359,4,0,1
9360,4,1,3
9361,4,2,3
9362,4,3,6
9363,4,2,3
9364,4,2,3
9365,4,3,6
9366,4,2,4
9367,4,3,4
9368,4,1,3
9369,4,1,2
9370,4,0,2
9371,4,2,4
9372,4,1,4
9373,4,1,1
9374,4,1,5
9375,4,2,6
9376,4,2,3
9377,4,1,2
9378,4,1,4
9379,4,2,4
9380,4,2,7
9381,4,0,2
9382,4,2,3
9383,4,1,4
9384,4,1,6
9385,4,1,2
9386,4,2,8
9387,4,2,7
9388,4,1,3
9389,4,3,7
9390,4,1,3
9391,4,2,5
9392,4,2,5
9393,4,0,1
9394,4,1,3
9395,4,1,2
9396,4,0,1
9397,4,2,3
9398,4,1,6
9399,4,2,4
9400,4,1,2
9401,4,3,12
9402,4,3,6
9403,4,2,3
9404,4,0,2
9405,4,2,6
9406,4,0,5
9407,4,2,5
9408,4,0,2
9409,4,1,2
9410,4,1,3
9411,4,0,1
9412,4,1,1
9413,4,0,0
9414,4,0,2
9415,4,0,2
9416,4,3,6
9417,4,1,3
9418,4,1,2
9419,4,2,4
9420,4,3,6
9421,4,1,2
9422,4,3,7
9423,4,3,7
9424,4,0,4
9425,4,2,4
9426,4,2,4
9427,4,1,3
9428,4,2,4
9429,4,2,3
9430,4,3,7
9431,4,1,4
9432,4,2,4
9434,4,0,2
9435,4,1,1
9436,4,2,5
9437,4,1,2
9438,4,3,6
9439,4,2,2
9440,4,1,3
9441,4,3,8
9442,4,3,13
9443,4,1,2
9444,4,2,5
9445,4,1,3
9446,4,1,2
9447,4,0,1
9448,4,2,4
9449,4,2,8
9450,4,1,3
9451,4,1,2
9452,4,2,3
9453,4,2,4
9454,4,0,2
9455,4,0,1
9456,4,0,1
9457,4,3,6
9458,4,2,4
9459,4,2,4
9460,4,2,8
9461,4,1,4
9462,4,3,9
9463,4,1,3
9464,4,0,2
9465,4,1,7
9466,4,1,9
9467,4,2,5
9468,4,1,3
9469,4,1,3
9470,4,2,5
9471,4,0,1
9472,4,1,3
9473,4,3,4
9474,4,1,2
9475,4,0,2
9476,4,2,9
9477,4,1,2
9478,4,2,5
9479,4,1,3
9480,4,1,1
9481,4,1,1
9482,4,2,7
9483,4,2,4
9484,4,2,3
9485,4,3,7
9486,4,0,0
9487,4,2,5
9488,4,0,1
9489,4,2,8
9490,4,0,1
9491,4,1,3
9492,4,0,1
9493,4,2,7
9494,4,2,5
9495,4,1,1
9496,4,0,2
9497,4,2,4
9498,4,0,1
9499,4,0,2
9500,4,2,5
9501,4,2,5
9502,4,1,4
9503,4,2,4
9504,4,2,4
9505,4,2,6
9506,4,2,4
9507,4,2,5
9508,4,2,7
9509,4,0,5
9510,4,1,5
9511,4,1,2
9512,4,0,3
9513,4,3,9
9514,4,1,3
9515,4,3,12
9516,4,1,4
9517,4,1,2
9518,4,0,2
9519,4,1,3
9520,4,1,4
9521,4,2,2
9522,4,2,5
9523,4,3,5
