id,set,human_score,pos_28
5978,3,1,0
5979,3,2,6
5980,3,1,1
5981,3,1,1
5982,3,2,2
5983,3,1,0
5984,3,1,1
5985,3,0,3
5986,3,2,2
5987,3,3,3
5988,3,3,2
5989,3,1,3
5990,3,3,7
5991,3,2,0
5992,3,1,0
5993,3,2,2
5994,3,2,3
5995,3,2,2
5996,3,1,3
5997,3,2,3
5998,3,2,1
5999,3,1,2
6000,3,2,2
6001,3,1,2
6002,3,2,1
6003,3,3,6
6004,3,1,0
6005,3,3,4
6006,3,2,5
6007,3,3,2
6008,3,1,4
6010,3,1,2
6011,3,1,0
6012,3,0,1
6013,3,1,2
6014,3,3,2
6015,3,2,2
6016,3,3,1
6017,3,1,0
6018,3,2,3
6019,3,1,2
6020,3,2,5
6021,3,2,1
6022,3,2,5
6023,3,2,5
6024,3,1,1
6025,3,1,0
6026,3,3,4
6027,3,3,6
6028,3,2,2
6029,3,1,4
6030,3,3,6
6031,3,3,6
6032,3,2,2
6033,3,3,8
6034,3,2,3
6035,3,1,0
6036,3,2,7
6037,3,2,1
6038,3,2,5
6039,3,1,1
6040,3,1,0
6041,3,2,1
6042,3,2,5
6043,3,1,0
6044,3,2,0
6045,3,2,3
6046,3,1,4
6047,3,1,1
6048,3,1,1
6049,3,1,3
6050,3,3,9
6051,3,1,6
6052,3,2,4
6053,3,1,1
6054,3,1,5
6055,3,2,2
6056,3,1,1
6057,3,3,5
6058,3,2,2
6059,3,1,2
6060,3,1,0
6061,3,3,6
6062,3,1,2
6063,3,2,1
6064,3,2,3
6065,3,2,0
6066,3,1,2
6067,3,1,0
6068,3,2,1
6069,3,2,3
6070,3,2,2
6071,3,2,0
6072,3,2,2
6073,3,2,2
6074,3,2,0
6075,3,3,12
6076,3,2,2
6077,3,1,3
6078,3,2,1
6079,3,3,3
6080,3,2,2
6081,3,2,0
6082,3,1,2
6083,3,1,0
6084,3,3,6
6085,3,3,7
6086,3,1,1
6087,3,2,3
6088,3,2,8
6089,3,3,5
6090,3,1,1
6091,3,3,4
6092,3,1,1
6093,3,1,1
6094,3,1,3
6095,3,3,7
6096,3,2,3
6097,3,1,4
6098,3,3,3
6099,3,1,0
6100,3,2,1
6101,3,2,1
6102,3,2,5
6103,3,2,2
6104,3,1,1
6105,3,3,8
6106,3,1,0
6107,3,2,3
6108,3,1,2
6109,3,2,2
6110,3,2,1
6111,3,2,2
6112,3,1,2
6113,3,3,4
6114,3,1,2
6115,3,2,1
6116,3,2,8
6117,3,1,3
6118,3,3,6
6119,3,1,1
6120,3,2,2
6121,3,3,9
6122,3,2,4
6123,3,3,4
6124,3,3,7
6125,3,2,1
6126,3,1,0
6127,3,3,4
6128,3,3,6
6129,3,2,5
6130,3,1,5
6131,3,1,2
6132,3,3,2
6133,3,1,0
6134,3,2,3
6135,3,2,6
6136,3,1,1
6137,3,2,5
6138,3,2,0
6139,3,2,3
6140,3,1,5
6141,3,2,1
6142,3,2,1
6143,3,3,1
6144,3,3,9
6145,3,3,10
6146,3,2,8
6147,3,2,2
6148,3,2,1
6149,3,2,1
6150,3,2,2
6151,3,2,1
6152,3,2,4
6153,3,2,5
6154,3,1,0
6155,3,1,2
6156,3,2,5
6157,3,3,4
6158,3,3,3
6159,3,2,7
6160,3,2,4
6161,3,2,1
6162,3,2,3
6163,3,1,1
6164,3,2,2
6165,3,3,7
6166,3,1,2
6167,3,3,0
6168,3,2,1
6169,3,2,5
6170,3,1,1
6171,3,3,12
6172,3,2,1
6173,3,1,2
6174,3,2,3
6175,3,1,4
6176,3,1,3
6177,3,2,11
6178,3,3,5
6179,3,2,1
6180,3,3,4
6181,3,3,6
6182,3,3,2
6183,3,3,3
6184,3,1,0
6185,3,2,2
6186,3,2,3
6187,3,1,1
6188,3,0,0
6189,3,1,0
6190,3,2,6
6191,3,2,6
6192,3,3,6
6193,3,1,0
6194,3,3,5
6195,3,3,3
6196,3,1,1
6197,3,2,3
6198,3,3,3
6199,3,2,3
6200,3,0,1
6201,3,2,1
6202,3,1,5
6203,3,3,0
6204,3,1,3
6205,3,2,0
6206,3,0,2
6207,3,0,3
6208,3,3,4
6209,3,2,4
6210,3,2,4
6211,3,1,5
6212,3,2,6
6213,3,1,2
6214,3,1,3
6215,3,1,4
6216,3,2,2
6217,3,1,1
6218,3,2,4
6219,3,2,3
6220,3,2,5
6221,3,2,3
6222,3,2,2
6223,3,3,4
6224,3,2,3
6225,3,3,3
6226,3,3,4
6227,3,1,1
6228,3,3,6
6229,3,1,1
6230,3,1,0
6231,3,2,4
6232,3,1,4
6233,3,2,1
6234,3,1,3
6235,3,1,0
6236,3,2,1
6237,3,2,7
6238,3,0,2
6239,3,2,6
6240,3,3,6
6241,3,1,0
6242,3,1,0
6243,3,2,2
6244,3,1,2
6245,3,3,1
6246,3,1,6
6247,3,3,4
6248,3,1,3
6249,3,3,10
6250,3,3,5
6251,3,1,2
6252,3,1,0
6253,3,3,8
6254,3,3,6
6255,3,1,1
6256,3,1,0
6257,3,1,2
6258,3,1,1
6259,3,3,3
6260,3,2,1
6261,3,1,2
6262,3,3,7
6263,3,3,6
6264,3,3,5
6265,3,2,4
6266,3,1,0
6267,3,3,5
6268,3,3,7
6269,3,1,0
6270,3,3,11
6271,3,2,2
6272,3,2,6
6273,3,1,3
6274,3,1,1
6275,3,1,0
6276,3,3,5
6277,3,1,0
6278,3,1,5
6279,3,2,3
6280,3,3,2
6281,3,1,6
6282,3,3,2
6283,3,1,2
6284,3,3,3
6285,3,2,5
6286,3,3,8
6287,3,3,1
6288,3,2,4
6289,3,2,0
6290,3,1,1
6291,3,2,1
6292,3,3,7
6293,3,2,4
6294,3,1,1
6295,3,2,3
6296,3,0,1
6297,3,1,2
6298,3,1,1
6299,3,2,0
6300,3,3,4
6301,3,3,5
6302,3,2,3
6303,3,1,0
6304,3,1,2
6305,3,3,4
6306,3,1,1
6307,3,2,3
6308,3,3,5
6309,3,1,2
6310,3,3,5
6311,3,2,2
6312,3,2,2
6313,3,3,4
6314,3,1,3
6315,3,2,0
6316,3,1,4
6317,3,2,6
6318,3,1,1
6319,3,1,0
6320,3,1,1
6321,3,1,1
6322,3,2,2
6323,3,1,2
6324,3,1,0
6325,3,2,0
6326,3,1,3
6327,3,2,3
6328,3,2,3
6329,3,2,2
6330,3,3,5
6331,3,3,3
6332,3,3,0
6333,3,3,0
6334,3,2,3
6335,3,3,5
6336,3,3,6
6337,3,2,5
6338,3,2,4
6339,3,2,4
6340,3,3,3
6341,3,2,7
6342,3,1,3
6343,3,1,4
6344,3,2,2
6345,3,2,2
6346,3,2,2
6347,3,3,4
6348,3,1,3
6349,3,3,10
6350,3,2,2
6351,3,3,6
6352,3,2,6
6353,3,3,0
6354,3,1,1
6355,3,2,7
6356,3,1,0
6357,3,2,1
6358,3,2,2
6359,3,1,0
6360,3,2,1
6361,3,2,8
6362,3,1,2
6363,3,3,6
6364,3,3,1
6365,3,2,2
6366,3,3,5
6367,3,2,0
6368,3,1,1
6369,3,1,2
6370,3,0,0
6371,3,3,3
6372,3,2,1
6373,3,2,2
6374,3,2,1
6375,3,1,1
6376,3,2,2
6377,3,3,5
6378,3,3,4
6379,3,3,8
6380,3,1,0
6381,3,3,2
6382,3,1,0
6383,3,2,4
6384,3,3,4
6385,3,2,0
6386,3,2,8
6387,3,3,2
6388,3,3,5
6389,3,2,6
6390,3,2,2
6391,3,1,3
6392,3,3,7
6393,3,1,4
6394,3,1,1
6395,3,2,3
6396,3,3,7
6397,3,2,1
6398,3,2,2
6399,3,2,1
6400,3,2,0
6401,3,2,5
6402,3,2,2
6403,3,0,0
6404,3,1,2
6405,3,3,1
6406,3,2,0
6407,3,2,3
6408,3,3,2
6409,3,2,0
6410,3,3,6
6411,3,1,0
6412,3,1,2
6413,3,2,0
6414,3,1,3
6415,3,2,2
6416,3,1,0
6417,3,3,9
6418,3,2,3
6419,3,3,6
6420,3,1,2
6421,3,1,5
6422,3,1,2
6423,3,3,4
6424,3,2,5
6425,3,2,3
6426,3,2,5
6427,3,1,1
6428,3,2,6
6429,3,1,2
6430,3,1,0
6431,3,1,2
6432,3,3,7
6433,3,2,3
6434,3,2,6
6435,3,1,1
6436,3,2,3
6437,3,2,0
6438,3,1,3
6439,3,1,7
6440,3,1,2
6441,3,3,3
6442,3,1,2
6443,3,2,3
6444,3,3,3
6445,3,3,3
6446,3,3,2
6447,3,2,0
6448,3,2,3
6449,3,0,0
6450,3,2,4
6451,3,1,1
6452,3,1,0
6453,3,1,4
6454,3,2,1
6455,3,3,8
6456,3,1,1
6457,3,2,2
6458,3,1,4
6459,3,2,1
6460,3,2,1
6461,3,2,2
6462,3,3,2
6463,3,3,0
6464,3,1,0
6465,3,2,1
6466,3,2,3
6467,3,1,1
6468,3,2,2
6469,3,1,4
6470,3,2,4
6471,3,1,2
6472,3,3,3
6473,3,2,1
6474,3,2,9
6475,3,1,0
6476,3,3,6
6477,3,2,0
6478,3,3,8
6479,3,0,1
6480,3,2,3
6481,3,1,2
6482,3,1,1
6483,3,3,5
6484,3,3,3
6485,3,3,5
6486,3,2,3
6487,3,3,9
6488,3,1,3
6489,3,2,0
6490,3,1,1
6491,3,3,7
6492,3,2,4
6493,3,2,2
6494,3,3,2
6495,3,2,2
6496,3,1,5
6497,3,2,2
6498,3,2,2
6499,3,1,2
6500,3,2,3
6501,3,1,1
6502,3,2,6
6503,3,2,1
6504,3,1,4
6505,3,3,0
6506,3,1,1
6507,3,3,4
6508,3,2,1
6509,3,1,0
6510,3,2,0
6511,3,2,0
6512,3,3,6
6513,3,2,3
6514,3,1,0
6515,3,1,2
6516,3,3,5
6517,3,1,1
6518,3,1,3
6519,3,2,4
6520,3,2,8
6521,3,2,1
6522,3,2,3
6523,3,2,3
6524,3,2,2
6525,3,2,2
6526,3,1,2
6527,3,2,3
6528,3,2,2
6529,3,2,5
6530,3,3,7
6531,3,1,1
6532,3,3,5
6533,3,2,4
6534,3,1,2
6535,3,2,4
6536,3,2,4
6537,3,1,2
6538,3,0,0
6539,3,1,1
6540,3,2,1
6541,3,2,7
6542,3,2,3
6543,3,3,5
6544,3,2,3
6545,3,1,1
6546,3,1,2
6547,3,2,1
6548,3,1,0
6549,3,1,5
6550,3,1,1
6551,3,2,9
6552,3,1,0
6553,3,2,1
6554,3,3,6
6555,3,1,2
6556,3,1,1
6557,3,1,4
6558,3,1,2
6559,3,2,2
6560,3,1,0
6561,3,2,13
6562,3,1,5
6563,3,3,11
6564,3,3,8
6565,3,1,8
6566,3,3,3
6567,3,1,1
6568,3,1,4
6569,3,1,2
6570,3,2,6
6571,3,2,2
6572,3,3,4
6573,3,1,0
