id,set,human_score,mean_char
5978,3,1,4.09803921569
5979,3,2,4.63068181818
5980,3,1,4.34736842105
5981,3,1,3.97674418605
5982,3,2,4.36090225564
5983,3,1,4.32857142857
5984,3,1,3.79069767442
5985,3,0,3.82882882883
5986,3,2,4.72826086957
5987,3,3,4.97315436242
5988,3,3,4.49142857143
5989,3,1,4.0
5990,3,3,4.60583941606
5991,3,2,4.4880952381
5992,3,1,4.91304347826
5993,3,2,4.20634920635
5994,3,2,4.55238095238
5995,3,2,4.45714285714
5996,3,1,4.42857142857
5997,3,2,4.66666666667
5998,3,2,4.34615384615
5999,3,1,3.79411764706
6000,3,2,4.89682539683
6001,3,1,4.03225806452
6002,3,2,4.04347826087
6003,3,3,4.40217391304
6004,3,1,3.775
6005,3,3,4.54705882353
6006,3,2,4.41573033708
6007,3,3,4.51449275362
6008,3,1,4.41007194245
6010,3,1,4.26041666667
6011,3,1,4.42105263158
6012,3,0,4.27710843373
6013,3,1,4.40909090909
6014,3,3,4.75796178344
6015,3,2,4.488
6016,3,3,4.31578947368
6017,3,1,3.94594594595
6018,3,2,4.27710843373
6019,3,1,3.88888888889
6020,3,2,4.31060606061
6021,3,2,4.23333333333
6022,3,2,4.36885245902
6023,3,2,4.47741935484
6024,3,1,4.44927536232
6025,3,1,4.0
6026,3,3,4.31219512195
6027,3,3,4.34728033473
6028,3,2,4.76
6029,3,1,4.43269230769
6030,3,3,4.64640883978
6031,3,3,4.93103448276
6032,3,2,4.32394366197
6033,3,3,4.56842105263
6034,3,2,4.66176470588
6035,3,1,3.94444444444
6036,3,2,4.20886075949
6037,3,2,4.22784810127
6038,3,2,4.35211267606
6039,3,1,4.15966386555
6040,3,1,4.12941176471
6041,3,2,3.86956521739
6042,3,2,4.46728971963
6043,3,1,4.11475409836
6044,3,2,4.6875
6045,3,2,4.22429906542
6046,3,1,4.31428571429
6047,3,1,4.16176470588
6048,3,1,3.99230769231
6049,3,1,4.54385964912
6050,3,3,4.47321428571
6051,3,1,4.27891156463
6052,3,2,4.48936170213
6053,3,1,4.25862068966
6054,3,1,4.17105263158
6055,3,2,3.84732824427
6056,3,1,4.57843137255
6057,3,3,4.40689655172
6058,3,2,4.11363636364
6059,3,1,5.04761904762
6060,3,1,3.9649122807
6061,3,3,4.31474103586
6062,3,1,4.11904761905
6063,3,2,4.47747747748
6064,3,2,4.64444444444
6065,3,2,4.55454545455
6066,3,1,3.84507042254
6067,3,1,4.19696969697
6068,3,2,4.07142857143
6069,3,2,4.1968503937
6070,3,2,4.62365591398
6071,3,2,4.64356435644
6072,3,2,4.59340659341
6073,3,2,4.49101796407
6074,3,2,3.92753623188
6075,3,3,4.85774058577
6076,3,2,4.33838383838
6077,3,1,4.50526315789
6078,3,2,4.02564102564
6079,3,3,4.66929133858
6080,3,2,4.5641025641
6081,3,2,4.82926829268
6082,3,1,4.38028169014
6083,3,1,4.42424242424
6084,3,3,4.57943925234
6085,3,3,4.5023255814
6086,3,1,4.05952380952
6087,3,2,4.23076923077
6088,3,2,4.64754098361
6089,3,3,4.37888198758
6090,3,1,4.05747126437
6091,3,3,4.56060606061
6092,3,1,4.0
6093,3,1,4.27027027027
6094,3,1,4.0
6095,3,3,4.69658119658
6096,3,2,4.54545454545
6097,3,1,4.12195121951
6098,3,3,4.48484848485
6099,3,1,4.2641509434
6100,3,2,4.48571428571
6101,3,2,4.64864864865
6102,3,2,4.19424460432
6103,3,2,4.3137254902
6104,3,1,4.65789473684
6105,3,3,4.48706896552
6106,3,1,4.5625
6107,3,2,4.48951048951
6108,3,1,4.16666666667
6109,3,2,3.8045112782
6110,3,2,4.58333333333
6111,3,2,4.63392857143
6112,3,1,3.92771084337
6113,3,3,4.52597402597
6114,3,1,4.5
6115,3,2,4.17647058824
6116,3,2,4.09090909091
6117,3,1,4.352
6118,3,3,4.18633540373
6119,3,1,4.34210526316
6120,3,2,4.06363636364
6121,3,3,4.34246575342
6122,3,2,4.91346153846
6123,3,3,4.45517241379
6124,3,3,4.48571428571
6125,3,2,4.28358208955
6126,3,1,4.2967032967
6127,3,3,4.28342245989
6128,3,3,4.67307692308
6129,3,2,4.38095238095
6130,3,1,4.375
6131,3,1,4.48333333333
6132,3,3,4.09230769231
6133,3,1,4.07547169811
6134,3,2,4.44516129032
6135,3,2,4.46464646465
6136,3,1,4.0
6137,3,2,4.36879432624
6138,3,2,4.48818897638
6139,3,2,4.18867924528
6140,3,1,4.38095238095
6141,3,2,4.51648351648
6142,3,2,4.45637583893
6143,3,3,4.21341463415
6144,3,3,4.26373626374
6145,3,3,4.51764705882
6146,3,2,4.38993710692
6147,3,2,4.16417910448
6148,3,2,4.11290322581
6149,3,2,4.26050420168
6150,3,2,4.5350877193
6151,3,2,4.35537190083
6152,3,2,4.54032258065
6153,3,2,3.74725274725
6154,3,1,4.35
6155,3,1,4.2
6156,3,2,4.39344262295
6157,3,3,4.24519230769
6158,3,3,4.28804347826
6159,3,2,4.11594202899
6160,3,2,4.7610619469
6161,3,2,4.17171717172
6162,3,2,4.04022988506
6163,3,1,4.14
6164,3,2,4.31775700935
6165,3,3,4.77595628415
6166,3,1,4.44827586207
6167,3,3,3.88636363636
6168,3,2,3.8347826087
6169,3,2,4.40229885057
6170,3,1,3.90604026846
6171,3,3,5.17763157895
6172,3,2,4.31297709924
6173,3,1,4.54
6174,3,2,3.76404494382
6175,3,1,4.8375
6176,3,1,3.67676767677
6177,3,2,4.34736842105
6178,3,3,4.54285714286
6179,3,2,3.92592592593
6180,3,3,4.64444444444
6181,3,3,4.46511627907
6182,3,3,4.5730994152
6183,3,3,4.94852941176
6184,3,1,4.51428571429
6185,3,2,3.99019607843
6186,3,2,4.015625
6187,3,1,3.825
6188,3,0,4.29411764706
6189,3,1,4.31343283582
6190,3,2,4.1724137931
6191,3,2,4.40845070423
6192,3,3,4.64880952381
6193,3,1,4.12162162162
6194,3,3,4.39
6195,3,3,4.61111111111
6196,3,1,3.83333333333
6197,3,2,4.56488549618
6198,3,3,4.40721649485
6199,3,2,4.45833333333
6200,3,0,4.30285714286
6201,3,2,4.26315789474
6202,3,1,4.22727272727
6203,3,3,4.15555555556
6204,3,1,4.56852791878
6205,3,2,4.5
6206,3,0,4.59677419355
6207,3,0,4.40740740741
6208,3,3,4.07975460123
6209,3,2,3.91304347826
6210,3,2,4.40495867769
6211,3,1,4.85
6212,3,2,4.5
6213,3,1,4.52941176471
6214,3,1,3.97647058824
6215,3,1,4.51724137931
6216,3,2,4.30061349693
6217,3,1,4.54761904762
6218,3,2,4.19444444444
6219,3,2,4.78767123288
6220,3,2,4.06832298137
6221,3,2,3.94308943089
6222,3,2,4.17777777778
6223,3,3,4.46408839779
6224,3,2,4.08163265306
6225,3,3,4.2323943662
6226,3,3,4.42391304348
6227,3,1,4.71014492754
6228,3,3,4.55135135135
6229,3,1,4.13888888889
6230,3,1,4.38888888889
6231,3,2,4.5
6232,3,1,4.56
6233,3,2,4.1
6234,3,1,3.73255813953
6235,3,1,4.1935483871
6236,3,2,4.29921259843
6237,3,2,4.13496932515
6238,3,0,4.37931034483
6239,3,2,4.85
6240,3,3,4.70542635659
6241,3,1,4.28301886792
6242,3,1,5.0
6243,3,2,4.68613138686
6244,3,1,4.40625
6245,3,3,4.32530120482
6246,3,1,4.34394904459
6247,3,3,4.39007092199
6248,3,1,4.64788732394
6249,3,3,4.75124378109
6250,3,3,4.73469387755
6251,3,1,4.19117647059
6252,3,1,4.14516129032
6253,3,3,4.1130952381
6254,3,3,4.22404371585
6255,3,1,4.17647058824
6256,3,1,4.41025641026
6257,3,1,4.52
6258,3,1,4.36666666667
6259,3,3,4.01369863014
6260,3,2,4.58441558442
6261,3,1,4.90909090909
6262,3,3,4.66463414634
6263,3,3,4.48730964467
6264,3,3,5.03829787234
6265,3,2,4.07368421053
6266,3,1,3.68181818182
6267,3,3,4.56020942408
6268,3,3,4.83419689119
6269,3,1,4.02222222222
6270,3,3,4.19653179191
6271,3,2,4.88888888889
6272,3,2,4.51515151515
6273,3,1,4.03157894737
6274,3,1,4.28235294118
6275,3,1,4.19444444444
6276,3,3,4.60759493671
6277,3,1,4.46428571429
6278,3,1,4.59154929577
6279,3,2,4.62931034483
6280,3,3,4.40277777778
6281,3,1,4.525
6282,3,3,4.18041237113
6283,3,1,4.55319148936
6284,3,3,4.57627118644
6285,3,2,4.42148760331
6286,3,3,4.47340425532
6287,3,3,4.75524475524
6288,3,2,4.81481481481
6289,3,2,4.64788732394
6290,3,1,4.26153846154
6291,3,2,4.03125
6292,3,3,4.89583333333
6293,3,2,4.41860465116
6294,3,1,4.07831325301
6295,3,2,4.22727272727
6296,3,0,4.25490196078
6297,3,1,4.41975308642
6298,3,1,3.50847457627
6299,3,2,4.44736842105
6300,3,3,4.65359477124
6301,3,3,4.41121495327
6302,3,2,4.27659574468
6303,3,1,3.71698113208
6304,3,1,4.14754098361
6305,3,3,4.10204081633
6306,3,1,4.03174603175
6307,3,2,4.21739130435
6308,3,3,4.3
6309,3,1,4.24444444444
6310,3,3,4.16292134831
6311,3,2,4.49367088608
6312,3,2,4.03007518797
6313,3,3,4.43023255814
6314,3,1,4.25
6315,3,2,4.16438356164
6316,3,1,3.9609375
6317,3,2,4.10731707317
6318,3,1,4.38235294118
6319,3,1,3.632
6320,3,1,4.453125
6321,3,1,4.09523809524
6322,3,2,4.56338028169
6323,3,1,4.5
6324,3,1,4.26086956522
6325,3,2,4.05194805195
6326,3,1,4.57894736842
6327,3,2,3.84659090909
6328,3,2,4.60526315789
6329,3,2,4.06194690265
6330,3,3,4.58108108108
6331,3,3,4.50543478261
6332,3,3,4.33333333333
6333,3,3,4.06611570248
6334,3,2,4.20535714286
6335,3,3,5.71875
6336,3,3,4.49397590361
6337,3,2,4.97894736842
6338,3,2,4.67777777778
6339,3,2,4.18279569892
6340,3,3,4.66013071895
6341,3,2,4.27927927928
6342,3,1,4.64814814815
6343,3,1,4.51408450704
6344,3,2,4.62105263158
6345,3,2,4.1214953271
6346,3,2,4.49462365591
6347,3,3,4.68965517241
6348,3,1,4.44705882353
6349,3,3,4.45033112583
6350,3,2,4.27480916031
6351,3,3,4.7731092437
6352,3,2,4.51748251748
6353,3,3,4.11042944785
6354,3,1,4.19047619048
6355,3,2,4.06666666667
6356,3,1,3.79166666667
6357,3,2,4.46666666667
6358,3,2,4.58620689655
6359,3,1,4.83333333333
6360,3,2,4.11888111888
6361,3,2,4.30081300813
6362,3,1,4.19191919192
6363,3,3,4.5
6364,3,3,4.2380952381
6365,3,2,3.98717948718
6366,3,3,4.43307086614
6367,3,2,4.3734939759
6368,3,1,3.64179104478
6369,3,1,4.015625
6370,3,0,4.12121212121
6371,3,3,4.23936170213
6372,3,2,4.13333333333
6373,3,2,4.68965517241
6374,3,2,3.96129032258
6375,3,1,4.38461538462
6376,3,2,4.30769230769
6377,3,3,4.38532110092
6378,3,3,4.32768361582
6379,3,3,4.71084337349
6380,3,1,4.125
6381,3,3,4.13580246914
6382,3,1,4.27906976744
6383,3,2,4.31683168317
6384,3,3,4.18867924528
6385,3,2,4.18279569892
6386,3,2,4.1902173913
6387,3,3,4.46357615894
6388,3,3,4.41379310345
6389,3,2,4.47727272727
6390,3,2,4.36666666667
6391,3,1,4.32203389831
6392,3,3,4.35294117647
6393,3,1,4.06153846154
6394,3,1,4.5
6395,3,2,4.01149425287
6396,3,3,4.70652173913
6397,3,2,4.84782608696
6398,3,2,4.31182795699
6399,3,2,4.79661016949
6400,3,2,4.13483146067
6401,3,2,4.20634920635
6402,3,2,4.41428571429
6403,3,0,3.96428571429
6404,3,1,4.56862745098
6405,3,3,3.66666666667
6406,3,2,4.54609929078
6407,3,2,4.5
6408,3,3,4.37899543379
6409,3,2,4.81818181818
6410,3,3,4.38197424893
6411,3,1,3.96774193548
6412,3,1,3.6329787234
6413,3,2,4.5
6414,3,1,4.16176470588
6415,3,2,4.75
6416,3,1,4.0
6417,3,3,4.26838235294
6418,3,2,4.88321167883
6419,3,3,4.51690821256
6420,3,1,3.69642857143
6421,3,1,3.9298245614
6422,3,1,4.25
6423,3,3,4.10434782609
6424,3,2,4.59689922481
6425,3,2,4.1186440678
6426,3,2,4.55056179775
6427,3,1,4.69318181818
6428,3,2,4.66129032258
6429,3,1,4.39240506329
6430,3,1,4.70769230769
6431,3,1,4.16666666667
6432,3,3,4.06358381503
6433,3,2,4.4
6434,3,2,4.55737704918
6435,3,1,4.37209302326
6436,3,2,4.12820512821
6437,3,2,4.25373134328
6438,3,1,4.34567901235
6439,3,1,4.40594059406
6440,3,1,3.80597014925
6441,3,3,4.35087719298
6442,3,1,3.92857142857
6443,3,2,4.34459459459
6444,3,3,4.55714285714
6445,3,3,4.75757575758
6446,3,3,3.8
6447,3,2,4.31067961165
6448,3,2,4.54310344828
6449,3,0,2.9
6450,3,2,3.9375
6451,3,1,4.27659574468
6452,3,1,4.15384615385
6453,3,1,4.05982905983
6454,3,2,4.14814814815
6455,3,3,4.75647668394
6456,3,1,3.9756097561
6457,3,2,4.25547445255
6458,3,1,4.10526315789
6459,3,2,4.30985915493
6460,3,2,4.05952380952
6461,3,2,4.27272727273
6462,3,3,4.09589041096
6463,3,3,4.54807692308
6464,3,1,3.890625
6465,3,2,4.65
6466,3,2,3.95238095238
6467,3,1,3.93827160494
6468,3,2,4.53947368421
6469,3,1,4.16049382716
6470,3,2,4.4375
6471,3,1,3.89189189189
6472,3,3,5.01595744681
6473,3,2,4.36666666667
6474,3,2,4.49152542373
6475,3,1,3.72549019608
6476,3,3,4.02272727273
6477,3,2,4.3734939759
6478,3,3,4.36363636364
6479,3,0,4.21428571429
6480,3,2,4.18079096045
6481,3,1,3.82352941176
6482,3,1,4.35135135135
6483,3,3,4.54909090909
6484,3,3,4.2625698324
6485,3,3,4.44268774704
6486,3,2,4.27586206897
6487,3,3,4.50675675676
6488,3,1,4.33333333333
6489,3,2,3.9702970297
6490,3,1,4.28888888889
6491,3,3,4.55670103093
6492,3,2,4.83529411765
6493,3,2,4.62745098039
6494,3,3,4.453125
6495,3,2,4.6231884058
6496,3,1,4.97183098592
6497,3,2,4.40594059406
6498,3,2,4.20779220779
6499,3,1,4.18644067797
6500,3,2,3.94594594595
6501,3,1,4.03125
6502,3,2,4.26168224299
6503,3,2,4.3
6504,3,1,4.16346153846
6505,3,3,4.37593984962
6506,3,1,3.77272727273
6507,3,3,4.39790575916
6508,3,2,4.40566037736
6509,3,1,4.0
6510,3,2,4.45454545455
6511,3,2,4.48453608247
6512,3,3,4.08762886598
6513,3,2,4.91666666667
6514,3,1,3.9649122807
6515,3,1,4.12345679012
6516,3,3,4.25806451613
6517,3,1,4.10526315789
6518,3,1,4.37931034483
6519,3,2,3.90055248619
6520,3,2,4.34591194969
6521,3,2,3.98958333333
6522,3,2,3.70930232558
6523,3,2,4.77894736842
6524,3,2,4.67532467532
6525,3,2,4.24242424242
6526,3,1,3.9387755102
6527,3,2,4.15463917526
6528,3,2,4.24615384615
6529,3,2,3.79470198675
6530,3,3,3.99665551839
6531,3,1,4.90243902439
6532,3,3,4.40625
6533,3,2,4.64583333333
6534,3,1,4.24615384615
6535,3,2,4.0
6536,3,2,4.49333333333
6537,3,1,4.05769230769
6538,3,0,4.01351351351
6539,3,1,3.97142857143
6540,3,2,3.98148148148
6541,3,2,4.22962962963
6542,3,2,4.69230769231
6543,3,3,3.99363057325
6544,3,2,4.44871794872
6545,3,1,4.47619047619
6546,3,1,5.14035087719
6547,3,2,4.13157894737
6548,3,1,3.80701754386
6549,3,1,4.64615384615
6550,3,1,3.76470588235
6551,3,2,4.48360655738
6552,3,1,4.62264150943
6553,3,2,4.65986394558
6554,3,3,4.60810810811
6555,3,1,4.40740740741
6556,3,1,3.7
6557,3,1,4.07291666667
6558,3,1,4.5
6559,3,2,4.14084507042
6560,3,1,4.7
6561,3,2,4.3097826087
6562,3,1,4.0
6563,3,3,4.35869565217
6564,3,3,4.5
6565,3,1,4.30872483221
6566,3,3,4.609375
6567,3,1,4.35344827586
6568,3,1,4.15384615385
6569,3,1,4.35526315789
6570,3,2,4.33944954128
6571,3,2,4.60122699387
6572,3,3,4.44755244755
6573,3,1,3.83928571429
6575,3,3,4.31862745098
6576,3,2,4.25252525253
6577,3,1,3.95714285714
6578,3,3,4.88043478261
6579,3,2,4.54482758621
6580,3,2,4.39455782313
6581,3,1,4.875
6582,3,2,4.12413793103
6583,3,2,4.96103896104
6584,3,3,4.48051948052
6585,3,0,4.16129032258
6586,3,2,3.86363636364
6587,3,1,4.42857142857
6588,3,0,4.28125
6589,3,1,4.50649350649
6590,3,2,4.25333333333
6591,3,1,4.5
6592,3,3,4.39568345324
6593,3,2,4.10416666667
6594,3,1,4.7875
6595,3,1,4.07894736842
6596,3,2,4.18320610687
6597,3,3,4.71337579618
6598,3,1,4.57142857143
6599,3,3,4.76363636364
6600,3,3,4.16
6601,3,2,4.10619469027
6602,3,1,4.07042253521
6603,3,1,3.92307692308
6604,3,2,4.26829268293
6605,3,1,4.42105263158
6606,3,2,4.13043478261
6607,3,2,4.39024390244
6608,3,2,4.30434782609
6609,3,2,4.98666666667
6610,3,1,4.23913043478
6611,3,1,4.05357142857
6612,3,1,4.43243243243
6613,3,1,4.15094339623
6614,3,1,4.0
6615,3,3,4.39795918367
6616,3,0,4.25
6617,3,2,3.78947368421
6618,3,2,4.90476190476
6619,3,3,4.10778443114
6620,3,1,4.41379310345
6621,3,1,4.49230769231
6622,3,1,5.0
6623,3,2,4.17197452229
6624,3,1,4.1170212766
6625,3,2,4.10126582278
6626,3,2,4.66233766234
6627,3,2,4.61904761905
6628,3,1,4.26829268293
6629,3,1,4.39344262295
6630,3,1,4.5
6631,3,2,4.22764227642
6632,3,2,3.93421052632
6633,3,3,4.46629213483
6634,3,1,3.90625
6635,3,2,4.12222222222
6636,3,3,4.76315789474
6637,3,3,4.34756097561
6638,3,2,4.47959183673
6639,3,2,4.23469387755
6640,3,1,3.83823529412
6641,3,1,3.79411764706
