id,set,human_score,char_10
11827,5,2,2
11828,5,2,0
11829,5,3,1
11830,5,1,0
11831,5,3,1
11832,5,3,1
11833,5,3,5
11834,5,4,4
11835,5,3,5
11836,5,3,0
11837,5,1,0
11838,5,1,2
11839,5,1,0
11840,5,1,0
11841,5,2,0
11842,5,2,1
11843,5,4,2
11844,5,3,1
11845,5,2,1
11846,5,2,2
11847,5,4,1
11848,5,2,0
11849,5,2,3
11850,5,4,3
11851,5,2,1
11852,5,2,0
11853,5,2,2
11854,5,1,0
11855,5,3,3
11856,5,4,5
11857,5,4,11
11858,5,3,2
11859,5,2,2
11860,5,3,2
11861,5,3,0
11862,5,3,1
11863,5,3,1
11864,5,2,3
11865,5,3,2
11866,5,4,5
11867,5,2,0
11868,5,3,0
11869,5,3,1
11870,5,2,1
11871,5,1,0
11872,5,3,2
11873,5,3,7
11874,5,3,2
11875,5,3,1
11876,5,2,0
11877,5,2,0
11878,5,3,4
11879,5,2,0
11880,5,1,0
11881,5,3,3
11882,5,3,0
11883,5,3,1
11884,5,4,6
11885,5,2,0
11886,5,3,5
11887,5,2,2
11888,5,1,1
11889,5,2,3
11890,5,2,2
11891,5,3,6
11892,5,2,3
11893,5,3,2
11894,5,2,0
11895,5,3,0
11896,5,3,2
11897,5,3,1
11898,5,3,1
11899,5,3,2
11900,5,3,3
11901,5,3,2
11902,5,1,1
11903,5,1,0
11904,5,3,0
11905,5,3,2
11906,5,4,2
11907,5,2,0
11908,5,3,2
11909,5,2,0
11910,5,1,1
11911,5,3,2
11912,5,2,0
11913,5,2,0
11914,5,1,0
11915,5,2,4
11916,5,3,0
11917,5,2,1
11918,5,2,1
11919,5,1,2
11920,5,3,4
11921,5,3,1
11922,5,2,3
11923,5,2,1
11924,5,2,0
11925,5,2,0
11926,5,1,1
11927,5,2,0
11928,5,3,5
11929,5,2,5
11930,5,2,4
11931,5,3,1
11932,5,4,7
11933,5,3,2
11934,5,3,0
11935,5,1,2
11936,5,2,5
11937,5,4,7
11938,5,3,1
11939,5,3,2
11940,5,2,2
11941,5,3,1
11942,5,3,2
11943,5,3,1
11944,5,2,1
11945,5,4,4
11946,5,3,2
11947,5,2,1
11948,5,2,1
11949,5,3,0
11950,5,1,0
11951,5,3,0
11952,5,1,2
11953,5,1,0
11954,5,4,8
11955,5,1,0
11956,5,2,1
11957,5,4,4
11958,5,2,0
11959,5,2,3
11960,5,3,2
11961,5,1,0
11962,5,3,3
11963,5,4,4
11964,5,3,3
11965,5,3,1
11966,5,1,0
11967,5,2,0
11968,5,2,2
11969,5,2,0
11970,5,4,1
11971,5,1,0
11972,5,3,3
11973,5,2,2
11974,5,2,1
11975,5,4,3
11976,5,1,0
11977,5,1,0
11978,5,3,0
11979,5,4,8
11980,5,4,6
11981,5,2,0
11982,5,2,0
11983,5,1,1
11984,5,2,1
11985,5,4,2
11986,5,4,0
11987,5,2,1
11988,5,3,2
11989,5,3,5
11990,5,4,0
11991,5,3,4
11992,5,2,0
11993,5,1,1
11994,5,2,1
11995,5,1,0
11996,5,2,1
11997,5,4,9
11998,5,1,0
11999,5,3,0
12000,5,2,2
12001,5,2,0
12002,5,1,0
12003,5,3,3
12004,5,2,0
