id,set,human_score,char_8
14834,6,2,12
14835,6,3,18
14836,6,4,13
14837,6,1,12
14838,6,3,14
14839,6,4,20
14840,6,3,16
14841,6,3,16
14842,6,3,10
14843,6,3,10
14844,6,3,29
14845,6,4,35
14846,6,4,19
14847,6,3,14
14848,6,2,14
14849,6,3,11
14850,6,1,13
14851,6,3,10
14852,6,3,6
14853,6,2,14
14854,6,3,14
14855,6,4,19
14856,6,2,8
14857,6,4,26
14858,6,3,7
14859,6,2,14
14860,6,3,15
14861,6,3,14
14862,6,3,8
14863,6,3,11
14864,6,4,19
14865,6,3,14
14866,6,2,3
14867,6,2,13
14868,6,3,18
14869,6,2,8
14870,6,2,4
14871,6,3,19
14872,6,3,17
14873,6,2,8
14874,6,1,2
14875,6,3,3
14876,6,3,20
14877,6,2,5
14878,6,2,14
14879,6,3,12
14880,6,3,7
14881,6,4,26
14882,6,4,18
14883,6,3,25
14884,6,3,8
14885,6,2,6
14886,6,3,15
14887,6,3,15
14888,6,2,14
14889,6,3,21
14890,6,3,14
14891,6,1,7
14892,6,3,22
14893,6,2,11
14894,6,4,9
14895,6,2,14
14896,6,4,25
14897,6,3,22
14898,6,4,14
14899,6,1,5
14900,6,3,10
14901,6,1,3
14902,6,4,16
14903,6,3,19
14904,6,3,20
14905,6,1,4
14906,6,3,10
14907,6,3,11
14908,6,2,17
14909,6,3,9
14910,6,3,9
14911,6,1,8
14912,6,3,9
14913,6,3,13
14914,6,3,14
14915,6,3,9
14916,6,3,17
14917,6,3,15
14918,6,3,15
14919,6,2,11
14920,6,3,22
14921,6,3,13
14922,6,3,20
14923,6,3,17
14924,6,3,22
14925,6,3,6
14926,6,3,27
14927,6,2,11
14928,6,2,7
14929,6,2,7
14930,6,4,13
14931,6,2,6
14932,6,3,21
14933,6,4,18
14934,6,4,23
14935,6,3,7
14936,6,3,9
14937,6,1,15
14938,6,3,15
14939,6,0,2
14940,6,3,11
14941,6,3,10
14942,6,3,30
14943,6,3,13
14944,6,4,16
14945,6,2,5
14946,6,3,16
14947,6,3,15
14948,6,2,14
14949,6,1,7
14950,6,3,12
14951,6,0,10
14952,6,2,7
14953,6,3,17
14954,6,2,11
14955,6,3,7
14956,6,4,47
14957,6,0,1
14958,6,2,7
14959,6,3,12
14960,6,3,8
14961,6,3,12
14962,6,2,13
14963,6,4,17
14964,6,2,11
14965,6,2,9
14966,6,3,10
14967,6,4,19
14968,6,3,13
14969,6,2,8
14970,6,3,13
14971,6,3,10
14972,6,4,14
14973,6,1,8
14974,6,3,9
14975,6,3,16
14976,6,3,12
14977,6,3,12
14978,6,4,18
14979,6,1,3
14980,6,3,7
