id,set,human_score,pos_18
2,1,9,56
3,1,7,39
4,1,10,74
5,1,8,66
6,1,8,38
7,1,10,94
8,1,10,62
9,1,9,80
10,1,9,67
11,1,8,46
12,1,8,57
13,1,7,30
14,1,6,50
15,1,6,25
16,1,12,98
17,1,8,50
18,1,8,45
19,1,4,20
20,1,6,20
21,1,8,55
22,1,3,11
23,1,10,61
24,1,11,76
25,1,8,50
26,1,9,48
27,1,4,11
28,1,9,47
29,1,9,43
30,1,8,27
31,1,10,69
32,1,10,63
33,1,6,23
34,1,8,61
35,1,9,48
36,1,10,53
37,1,12,66
38,1,8,54
39,1,10,80
40,1,7,38
41,1,2,4
42,1,8,28
43,1,6,22
44,1,8,56
45,1,8,59
46,1,8,55
47,1,8,61
48,1,11,92
49,1,6,27
50,1,5,13
51,1,9,58
52,1,7,34
53,1,8,48
54,1,10,81
55,1,8,26
56,1,10,75
57,1,9,40
58,1,7,24
59,1,8,60
60,1,4,10
61,1,8,43
62,1,8,35
63,1,8,32
64,1,7,26
65,1,9,48
66,1,9,41
67,1,8,61
68,1,9,49
69,1,7,29
70,1,12,72
71,1,10,53
72,1,10,57
73,1,8,55
74,1,7,38
75,1,8,56
76,1,8,53
77,1,10,75
78,1,10,88
79,1,10,57
80,1,8,47
81,1,8,59
82,1,8,44
83,1,7,32
84,1,6,22
85,1,10,67
86,1,8,68
87,1,10,50
88,1,9,54
89,1,6,37
90,1,7,39
91,1,8,28
92,1,11,94
93,1,11,105
94,1,8,46
95,1,10,47
96,1,7,39
97,1,8,50
98,1,11,63
99,1,8,47
100,1,7,31
101,1,10,72
102,1,8,43
103,1,9,50
104,1,10,52
105,1,9,90
106,1,11,51
107,1,10,99
108,1,8,41
109,1,8,40
110,1,6,38
111,1,11,71
112,1,9,59
113,1,8,51
114,1,8,61
115,1,9,62
116,1,4,8
117,1,8,31
118,1,12,70
119,1,10,71
120,1,8,45
121,1,8,62
122,1,9,85
123,1,10,58
124,1,7,36
125,1,5,20
126,1,8,33
127,1,9,62
128,1,9,64
129,1,10,50
130,1,10,88
131,1,10,59
132,1,11,63
133,1,10,74
134,1,10,57
135,1,7,34
136,1,9,77
137,1,7,50
138,1,10,61
139,1,7,31
140,1,9,37
141,1,10,73
142,1,10,66
143,1,7,46
144,1,9,66
145,1,10,57
146,1,6,25
