id,set,human_score,pos_22
2,1,9,34
3,1,7,14
4,1,10,16
5,1,8,24
6,1,8,21
7,1,10,31
8,1,10,42
9,1,9,24
10,1,9,34
11,1,8,18
12,1,8,20
13,1,7,28
14,1,6,13
15,1,6,10
16,1,12,22
17,1,8,32
18,1,8,33
19,1,4,3
20,1,6,12
21,1,8,26
22,1,3,0
23,1,10,46
24,1,11,43
25,1,8,14
26,1,9,31
27,1,4,10
28,1,9,25
29,1,9,32
30,1,8,21
31,1,10,50
32,1,10,42
33,1,6,7
34,1,8,27
35,1,9,45
36,1,10,44
37,1,12,34
38,1,8,27
39,1,10,26
40,1,7,16
41,1,2,2
42,1,8,23
43,1,6,11
44,1,8,13
45,1,8,23
46,1,8,45
47,1,8,15
48,1,11,41
49,1,6,28
50,1,5,3
51,1,9,80
52,1,7,19
53,1,8,44
54,1,10,33
55,1,8,17
56,1,10,16
57,1,9,3
58,1,7,20
59,1,8,32
60,1,4,6
61,1,8,11
62,1,8,27
63,1,8,33
64,1,7,21
65,1,9,43
66,1,9,31
67,1,8,28
68,1,9,22
69,1,7,16
70,1,12,23
71,1,10,30
72,1,10,24
73,1,8,18
74,1,7,22
75,1,8,6
76,1,8,17
77,1,10,45
78,1,10,30
79,1,10,26
80,1,8,17
81,1,8,30
82,1,8,23
83,1,7,23
84,1,6,39
85,1,10,49
86,1,8,9
87,1,10,38
88,1,9,38
89,1,6,20
90,1,7,13
91,1,8,18
92,1,11,76
93,1,11,14
94,1,8,34
95,1,10,55
96,1,7,12
97,1,8,12
98,1,11,12
99,1,8,22
100,1,7,22
101,1,10,34
102,1,8,22
103,1,9,36
104,1,10,33
105,1,9,47
106,1,11,24
107,1,10,58
108,1,8,31
109,1,8,40
110,1,6,15
111,1,11,15
112,1,9,37
113,1,8,21
114,1,8,35
115,1,9,54
116,1,4,2
117,1,8,28
118,1,12,15
119,1,10,46
120,1,8,50
121,1,8,39
122,1,9,8
123,1,10,38
124,1,7,24
125,1,5,25
126,1,8,27
127,1,9,33
128,1,9,34
129,1,10,40
130,1,10,30
131,1,10,17
132,1,11,23
133,1,10,48
134,1,10,36
135,1,7,40
136,1,9,47
137,1,7,11
138,1,10,22
139,1,7,13
140,1,9,31
141,1,10,60
142,1,10,23
143,1,7,30
144,1,9,31
145,1,10,18
146,1,6,16
147,1,12,19
148,1,9,28
149,1,8,29
150,1,8,29
151,1,8,17
152,1,6,11
