id,set,human_score,char_8
2,1,9,29
3,1,7,19
4,1,10,56
5,1,8,37
6,1,8,13
7,1,10,23
8,1,10,35
9,1,9,20
10,1,9,20
11,1,8,28
12,1,8,30
13,1,7,6
14,1,6,10
15,1,6,10
16,1,12,51
17,1,8,14
18,1,8,12
19,1,4,9
20,1,6,15
21,1,8,32
22,1,3,2
23,1,10,19
24,1,11,34
25,1,8,13
26,1,9,11
27,1,4,8
28,1,9,25
29,1,9,23
30,1,8,19
31,1,10,31
32,1,10,33
33,1,6,8
34,1,8,13
35,1,9,25
36,1,10,35
37,1,12,25
38,1,8,21
39,1,10,17
40,1,7,14
41,1,2,4
42,1,8,7
43,1,6,10
44,1,8,4
45,1,8,8
46,1,8,19
47,1,8,14
48,1,11,16
49,1,6,33
50,1,5,5
51,1,9,14
52,1,7,18
53,1,8,15
54,1,10,19
55,1,8,16
56,1,10,70
57,1,9,27
58,1,7,13
59,1,8,22
60,1,4,6
61,1,8,13
62,1,8,22
63,1,8,25
64,1,7,13
65,1,9,27
66,1,9,33
67,1,8,18
68,1,9,27
69,1,7,10
70,1,12,45
71,1,10,24
72,1,10,64
73,1,8,22
74,1,7,16
75,1,8,29
76,1,8,22
77,1,10,56
78,1,10,15
79,1,10,21
80,1,8,20
81,1,8,13
82,1,8,27
83,1,7,12
84,1,6,4
85,1,10,28
86,1,8,52
87,1,10,29
88,1,9,12
89,1,6,4
90,1,7,13
91,1,8,10
92,1,11,40
93,1,11,54
94,1,8,18
95,1,10,22
96,1,7,18
97,1,8,22
98,1,11,29
99,1,8,15
100,1,7,5
101,1,10,28
102,1,8,10
103,1,9,20
104,1,10,27
105,1,9,16
106,1,11,37
107,1,10,53
108,1,8,23
109,1,8,6
110,1,6,16
111,1,11,61
112,1,9,29
113,1,8,11
114,1,8,37
115,1,9,11
116,1,4,6
117,1,8,21
118,1,12,44
119,1,10,18
120,1,8,16
121,1,8,6
122,1,9,28
123,1,10,35
124,1,7,7
125,1,5,11
126,1,8,24
127,1,9,29
128,1,9,21
129,1,10,15
130,1,10,42
131,1,10,18
132,1,11,58
133,1,10,15
134,1,10,26
135,1,7,15
136,1,9,18
137,1,7,7
138,1,10,25
139,1,7,5
140,1,9,23
141,1,10,43
142,1,10,43
143,1,7,15
144,1,9,28
145,1,10,56
146,1,6,9
147,1,12,38
148,1,9,11
149,1,8,20
150,1,8,8
151,1,8,7
152,1,6,9
153,1,9,6
154,1,12,28
155,1,10,23
156,1,8,18
157,1,9,26
158,1,9,44
159,1,10,28
160,1,8,13
161,1,10,29
162,1,12,43
163,1,8,24
164,1,8,23
165,1,9,25
166,1,10,43
167,1,8,13
168,1,9,43
169,1,6,16
170,1,8,19
171,1,8,15
172,1,8,6
173,1,8,7
174,1,8,17
175,1,8,24
176,1,10,26
177,1,8,9
178,1,8,20
179,1,8,30
180,1,10,20
181,1,10,47
182,1,8,9
183,1,8,17
184,1,8,6
185,1,8,30
186,1,8,22
187,1,5,5
188,1,9,23
189,1,6,18
190,1,10,24
191,1,8,17
192,1,11,23
193,1,8,21
194,1,10,37
195,1,5,5
196,1,8,11
197,1,10,25
198,1,10,38
199,1,11,54
200,1,8,26
201,1,9,40
202,1,8,14
203,1,10,21
204,1,10,25
205,1,10,22
206,1,10,34
207,1,8,24
208,1,6,15
209,1,6,9
210,1,9,21
211,1,6,13
212,1,7,4
213,1,8,4
214,1,8,29
215,1,10,60
216,1,8,16
217,1,10,28
218,1,8,10
219,1,9,28
220,1,10,41
221,1,6,11
222,1,9,36
223,1,8,27
224,1,8,17
225,1,12,37
226,1,8,15
227,1,9,21
228,1,8,12
229,1,8,7
230,1,9,12
231,1,8,19
232,1,12,39
233,1,7,19
234,1,8,21
235,1,7,18
236,1,6,8
237,1,8,30
238,1,9,16
239,1,9,14
240,1,8,19
241,1,9,11
242,1,9,29
243,1,11,16
244,1,7,6
245,1,7,10
246,1,11,48
247,1,8,20
248,1,9,21
249,1,9,23
250,1,10,15
251,1,9,29
252,1,9,19
253,1,6,11
254,1,10,17
255,1,8,18
256,1,8,16
257,1,8,7
258,1,11,33
259,1,9,30
260,1,7,18
261,1,9,20
262,1,8,7
263,1,10,28
264,1,8,33
265,1,11,29
266,1,11,36
267,1,10,49
268,1,8,24
269,1,9,15
270,1,8,23
271,1,8,9
272,1,10,27
273,1,8,11
274,1,9,30
275,1,11,32
276,1,8,8
277,1,9,20
278,1,8,28
279,1,10,37
280,1,10,30
281,1,7,19
282,1,8,26
283,1,6,10
284,1,8,8
285,1,11,23
286,1,4,3
287,1,12,46
288,1,8,13
289,1,10,29
290,1,11,45
291,1,11,40
292,1,11,36
293,1,8,14
294,1,10,10
295,1,10,29
296,1,10,18
297,1,9,26
298,1,8,32
299,1,8,16
300,1,8,26
301,1,9,28
302,1,10,56
303,1,10,27
304,1,9,22
305,1,10,31
306,1,8,25
307,1,9,13
308,1,6,2
309,1,9,20
310,1,10,48
311,1,9,19
312,1,7,14
314,1,9,25
315,1,10,41
316,1,9,47
317,1,10,52
318,1,8,21
319,1,9,23
320,1,8,13
321,1,12,35
322,1,8,13
323,1,10,20
324,1,8,10
325,1,9,17
326,1,10,64
327,1,6,11
328,1,8,21
329,1,8,14
330,1,11,53
331,1,10,34
332,1,8,20
333,1,9,17
334,1,10,38
335,1,9,18
336,1,11,28
337,1,10,36
338,1,8,7
339,1,11,44
340,1,9,35
341,1,8,14
342,1,9,23
343,1,9,17
345,1,10,24
346,1,12,43
347,1,7,12
348,1,8,13
349,1,8,13
350,1,8,18
351,1,9,27
352,1,7,7
353,1,5,15
354,1,8,25
355,1,6,8
356,1,8,26
357,1,8,19
358,1,7,19
359,1,2,1
360,1,6,10
361,1,10,42
362,1,10,46
363,1,8,5
364,1,11,75
365,1,9,38
366,1,8,16
367,1,8,25
368,1,9,27
369,1,8,20
370,1,10,47
371,1,8,10
372,1,10,38
373,1,8,14
374,1,7,19
375,1,4,0
376,1,8,20
377,1,10,25
378,1,11,28
379,1,9,28
380,1,10,27
381,1,10,23
382,1,7,20
383,1,11,36
384,1,8,16
385,1,11,66
386,1,10,23
387,1,8,22
388,1,7,22
389,1,8,21
390,1,10,10
391,1,12,41
392,1,8,12
393,1,8,23
394,1,7,4
395,1,6,5
396,1,7,22
397,1,10,33
398,1,10,30
399,1,8,23
400,1,8,32
401,1,6,4
402,1,8,19
403,1,8,27
404,1,8,12
405,1,9,47
406,1,8,11
407,1,8,21
408,1,8,13
409,1,8,23
410,1,8,5
411,1,12,50
412,1,10,40
413,1,9,23
414,1,8,16
415,1,7,22
416,1,6,5
417,1,8,13
418,1,12,67
419,1,6,9
420,1,8,15
421,1,6,11
422,1,7,10
423,1,9,26
424,1,9,28
425,1,10,22
426,1,9,20
427,1,11,48
428,1,8,22
429,1,9,21
430,1,8,23
431,1,11,37
432,1,8,12
433,1,11,27
434,1,7,11
435,1,11,21
436,1,8,30
437,1,8,25
438,1,8,16
439,1,10,25
440,1,8,6
441,1,8,40
442,1,10,28
443,1,8,12
444,1,8,28
445,1,8,11
446,1,10,46
447,1,11,34
448,1,9,30
449,1,2,1
450,1,7,9
451,1,8,20
452,1,7,12
453,1,9,26
454,1,8,10
455,1,4,1
456,1,7,14
457,1,10,47
458,1,9,22
459,1,8,11
460,1,8,31
461,1,8,27
462,1,8,24
463,1,8,33
464,1,7,5
465,1,8,23
466,1,9,21
467,1,8,41
468,1,8,13
469,1,9,24
470,1,8,18
471,1,8,18
472,1,12,34
473,1,7,1
474,1,6,4
475,1,9,21
476,1,8,14
477,1,6,14
478,1,8,29
479,1,10,29
480,1,8,12
481,1,10,59
482,1,9,35
483,1,9,15
484,1,7,14
485,1,10,17
486,1,9,27
487,1,8,11
488,1,8,19
489,1,9,38
490,1,8,24
491,1,8,9
492,1,7,18
493,1,8,21
494,1,9,41
495,1,8,17
496,1,9,9
497,1,9,30
498,1,12,37
499,1,9,24
500,1,10,39
501,1,8,14
502,1,7,6
503,1,8,14
504,1,10,36
505,1,10,15
506,1,7,7
507,1,10,36
508,1,9,33
509,1,11,23
510,1,7,17
511,1,8,11
512,1,8,6
513,1,8,29
514,1,8,16
515,1,8,2
516,1,8,39
517,1,8,12
518,1,8,20
519,1,12,41
520,1,6,15
521,1,7,11
522,1,9,40
523,1,10,26
524,1,8,11
525,1,9,21
526,1,7,13
527,1,8,14
528,1,6,7
529,1,7,19
530,1,10,16
531,1,10,21
532,1,8,24
533,1,8,35
534,1,11,78
535,1,8,21
536,1,8,28
537,1,8,18
538,1,8,13
539,1,9,18
540,1,8,16
541,1,8,22
542,1,10,43
543,1,8,17
544,1,8,32
545,1,2,2
546,1,6,3
547,1,8,22
548,1,8,32
549,1,8,39
550,1,10,40
551,1,8,32
552,1,6,11
553,1,8,12
554,1,8,31
555,1,11,23
556,1,10,30
557,1,10,34
558,1,10,39
559,1,12,36
560,1,8,18
561,1,8,10
562,1,10,25
563,1,7,15
564,1,8,40
565,1,9,19
566,1,8,22
567,1,8,19
568,1,8,21
569,1,8,14
570,1,8,14
571,1,9,30
572,1,11,53
573,1,10,38
574,1,8,20
575,1,10,36
576,1,8,29
577,1,6,5
578,1,9,17
579,1,8,11
580,1,8,10
581,1,8,22
582,1,11,38
583,1,9,13
584,1,9,14
585,1,11,59
586,1,8,14
587,1,9,18
588,1,10,48
589,1,5,6
590,1,6,7
591,1,8,14
592,1,8,20
593,1,10,21
594,1,7,13
595,1,8,33
596,1,6,5
597,1,8,24
598,1,8,4
599,1,8,34
600,1,6,3
601,1,8,11
602,1,8,23
603,1,11,42
604,1,9,31
605,1,6,5
606,1,8,25
607,1,9,26
608,1,7,26
609,1,7,19
610,1,7,12
611,1,9,20
612,1,10,32
613,1,8,23
614,1,6,8
615,1,9,37
616,1,8,9
617,1,9,29
618,1,8,24
619,1,11,57
620,1,7,9
621,1,8,7
622,1,8,17
623,1,6,4
624,1,8,18
625,1,11,16
626,1,7,19
627,1,8,14
628,1,11,22
629,1,11,42
630,1,8,30
631,1,6,10
632,1,10,25
633,1,8,20
634,1,5,3
635,1,10,18
636,1,9,46
637,1,8,22
638,1,8,20
639,1,6,5
640,1,7,14
641,1,7,7
642,1,8,13
643,1,10,23
644,1,8,49
645,1,8,10
646,1,9,18
647,1,11,34
648,1,6,6
649,1,8,16
650,1,10,37
651,1,8,7
652,1,9,9
653,1,8,22
654,1,10,45
655,1,7,10
656,1,9,14
657,1,9,17
658,1,8,29
659,1,10,33
660,1,11,42
661,1,8,12
662,1,6,8
663,1,8,11
664,1,9,14
665,1,7,6
666,1,8,29
667,1,9,13
668,1,10,44
669,1,8,13
670,1,8,12
671,1,8,29
672,1,9,28
673,1,6,8
674,1,8,18
675,1,8,12
676,1,8,16
677,1,8,14
678,1,8,15
679,1,8,12
680,1,9,24
681,1,8,17
682,1,11,21
683,1,10,15
684,1,8,36
685,1,8,37
686,1,9,21
687,1,8,7
688,1,9,14
689,1,8,14
690,1,9,18
691,1,6,5
692,1,6,6
693,1,8,23
694,1,8,29
695,1,9,15
696,1,8,13
697,1,8,20
698,1,6,11
699,1,12,72
700,1,8,10
701,1,8,24
702,1,6,15
703,1,8,22
704,1,7,5
705,1,8,16
706,1,10,42
707,1,8,10
708,1,9,20
709,1,10,42
710,1,11,26
711,1,10,14
712,1,9,15
713,1,10,12
714,1,9,21
715,1,8,6
716,1,9,8
717,1,8,31
718,1,10,32
719,1,7,19
720,1,10,25
721,1,9,30
722,1,10,61
723,1,10,38
724,1,8,15
725,1,6,12
726,1,10,22
727,1,6,14
728,1,8,19
729,1,7,16
730,1,10,28
731,1,8,35
732,1,9,13
733,1,8,6
734,1,10,32
735,1,9,40
736,1,10,20
737,1,8,25
738,1,6,14
739,1,9,23
740,1,8,22
741,1,8,32
742,1,10,11
743,1,10,29
744,1,9,23
745,1,9,28
746,1,8,12
747,1,8,15
748,1,8,33
749,1,10,29
750,1,8,7
751,1,8,12
752,1,7,6
753,1,8,11
754,1,9,28
755,1,9,30
756,1,8,23
757,1,9,23
758,1,8,10
759,1,10,38
760,1,9,6
761,1,8,14
762,1,10,40
763,1,8,20
764,1,9,23
765,1,7,8
766,1,8,11
767,1,8,10
768,1,8,11
769,1,10,46
770,1,8,12
771,1,9,18
772,1,10,37
773,1,8,27
774,1,8,24
775,1,7,7
776,1,7,12
777,1,10,41
778,1,9,30
779,1,8,28
780,1,9,33
781,1,10,28
782,1,11,39
783,1,7,9
784,1,10,52
785,1,8,27
786,1,8,27
787,1,8,25
788,1,8,24
789,1,7,11
790,1,9,18
791,1,8,14
792,1,8,21
793,1,11,32
794,1,8,22
795,1,8,25
796,1,8,28
797,1,10,20
798,1,9,14
799,1,8,11
800,1,10,30
801,1,9,19
802,1,8,19
803,1,6,8
804,1,8,10
805,1,9,5
806,1,6,16
807,1,11,21
808,1,7,9
809,1,9,30
810,1,8,30
811,1,8,27
812,1,8,16
813,1,8,10
814,1,8,16
815,1,10,23
816,1,9,36
817,1,12,37
818,1,8,22
819,1,8,9
820,1,5,11
821,1,9,29
822,1,8,14
823,1,8,11
824,1,9,18
825,1,6,7
826,1,10,42
827,1,6,7
828,1,9,58
829,1,8,23
830,1,10,21
831,1,8,7
832,1,2,1
833,1,9,25
834,1,10,37
835,1,10,13
836,1,8,15
837,1,8,8
838,1,5,4
839,1,10,52
840,1,8,14
841,1,7,5
842,1,8,13
843,1,8,13
844,1,8,9
845,1,10,26
846,1,8,5
847,1,12,39
848,1,6,7
849,1,7,18
850,1,10,39
851,1,9,19
852,1,10,46
853,1,9,16
854,1,8,10
855,1,8,23
856,1,10,14
857,1,8,11
858,1,9,25
859,1,12,51
860,1,8,7
861,1,8,20
862,1,8,13
863,1,10,35
864,1,10,28
865,1,8,8
866,1,7,24
