id,set,human_score,char_8
2978,2,4,25
2979,2,1,8
2980,2,2,10
2981,2,4,38
2982,2,4,21
2983,2,4,12
2984,2,5,53
2985,2,2,21
2986,2,4,35
2987,2,4,16
2988,2,3,14
2989,2,3,20
2990,2,5,31
2991,2,3,15
2992,2,3,10
2993,2,3,21
2994,2,4,25
2995,2,3,22
2996,2,1,21
2997,2,3,13
2998,2,3,1
2999,2,3,11
3000,2,3,13
3001,2,4,15
3002,2,3,20
3003,2,4,29
3004,2,4,10
3005,2,2,4
3006,2,3,10
3007,2,3,16
3008,2,4,18
3009,2,3,39
3010,2,3,7
3011,2,4,14
3012,2,3,22
3013,2,4,36
3014,2,4,21
3015,2,3,28
3016,2,3,24
3017,2,4,33
3018,2,3,23
3019,2,4,25
3020,2,4,23
3021,2,4,22
3022,2,4,20
3023,2,4,7
3024,2,4,43
3025,2,3,28
3026,2,4,15
3027,2,3,27
3028,2,5,47
3029,2,3,12
3030,2,4,21
3031,2,3,19
3032,2,4,27
3033,2,4,25
3034,2,4,59
3035,2,2,9
3036,2,3,15
3037,2,4,21
3038,2,2,4
3039,2,3,4
3040,2,3,23
3041,2,4,29
3042,2,4,21
3043,2,3,18
3044,2,3,17
3045,2,4,15
3046,2,3,15
3047,2,3,18
3048,2,3,10
3049,2,4,25
3050,2,2,17
3051,2,4,40
3052,2,4,24
3053,2,3,21
3054,2,3,25
3055,2,3,11
3056,2,3,19
3057,2,3,4
3058,2,3,31
3059,2,3,18
3060,2,4,28
3061,2,3,25
3062,2,3,37
3063,2,4,32
3064,2,3,6
3065,2,3,17
3066,2,1,5
3067,2,4,32
3068,2,2,24
3069,2,4,24
3070,2,3,29
3071,2,4,35
3072,2,4,22
3073,2,4,100
3074,2,4,38
3075,2,4,40
3076,2,3,26
3077,2,5,60
3078,2,3,27
3079,2,3,16
3080,2,4,28
3081,2,4,12
3082,2,3,32
3083,2,3,16
3084,2,3,22
3085,2,3,6
3086,2,2,2
3087,2,2,15
3088,2,3,14
3089,2,3,27
3090,2,3,26
3091,2,2,9
3092,2,3,2
3093,2,3,19
3094,2,4,8
3095,2,2,5
3096,2,1,4
3097,2,3,11
3098,2,3,19
3099,2,4,40
3100,2,3,28
3101,2,3,8
3102,2,3,23
3103,2,3,16
3104,2,5,48
3105,2,3,18
3106,2,4,57
3107,2,3,44
3108,2,3,18
3109,2,3,25
3110,2,3,19
3111,2,3,10
3112,2,3,22
3113,2,3,11
3114,2,4,38
3115,2,4,26
3116,2,3,12
3117,2,3,11
3118,2,2,2
3119,2,4,54
3120,2,3,33
3121,2,4,30
3122,2,4,26
3123,2,4,22
3124,2,4,15
3125,2,4,22
3126,2,4,38
3127,2,3,22
3128,2,4,22
3129,2,4,57
3130,2,4,43
3131,2,4,19
3132,2,3,37
3133,2,4,27
3134,2,4,22
3135,2,3,9
3136,2,4,5
3137,2,3,27
3138,2,4,27
3139,2,3,8
3140,2,4,25
3141,2,3,7
3142,2,4,26
3143,2,3,19
3144,2,4,36
3145,2,4,32
3146,2,3,1
3147,2,2,4
3148,2,3,8
3149,2,3,16
3150,2,4,41
3151,2,3,20
3152,2,4,32
3153,2,4,35
3154,2,3,18
3155,2,3,11
3156,2,4,13
3157,2,4,26
3158,2,2,9
3159,2,1,7
3160,2,3,13
3161,2,3,23
3162,2,4,35
3163,2,5,31
3164,2,3,8
3165,2,4,20
3166,2,4,34
3167,2,3,7
3168,2,4,19
3169,2,3,39
3170,2,3,7
3171,2,5,30
3172,2,4,26
3173,2,3,29
3174,2,3,7
3175,2,4,44
3176,2,4,33
3177,2,1,0
3178,2,4,15
3179,2,4,17
3180,2,3,42
3181,2,4,28
3182,2,2,7
3183,2,3,24
3184,2,3,24
3185,2,4,17
3186,2,2,5
3187,2,3,16
3188,2,3,11
3189,2,4,37
3190,2,4,20
3191,2,4,28
3192,2,3,15
3193,2,3,33
3194,2,3,24
3195,2,4,26
3196,2,4,24
3197,2,3,18
3198,2,2,12
3199,2,4,21
3200,2,4,39
3201,2,4,25
3202,2,5,31
3203,2,4,18
3204,2,3,33
3205,2,3,21
3206,2,4,56
3207,2,3,13
3208,2,4,27
3209,2,3,10
3210,2,4,39
3211,2,3,16
3212,2,4,29
3213,2,4,12
3214,2,4,67
3215,2,3,15
3216,2,4,20
3217,2,4,50
3218,2,3,22
3219,2,4,73
3220,2,3,14
3221,2,3,12
3222,2,3,8
3223,2,3,24
3224,2,3,31
3225,2,4,17
3226,2,4,16
3227,2,3,19
3228,2,4,49
3229,2,4,20
3230,2,2,5
3231,2,4,14
3232,2,3,16
3233,2,3,24
3234,2,3,22
3235,2,4,34
3236,2,4,31
3237,2,2,4
