id,set,human_score,char_6
20716,8,34,80
20717,8,46,93
20718,8,40,110
20719,8,30,61
20721,8,26,24
20722,8,40,92
20723,8,40,96
20724,8,34,21
20725,8,41,124
20726,8,40,87
20727,8,31,52
20728,8,44,164
20732,8,31,53
20733,8,36,71
20734,8,43,135
20735,8,20,19
20736,8,45,101
20737,8,40,70
20739,8,30,55
20741,8,35,37
20742,8,40,88
20743,8,42,122
20745,8,34,88
20746,8,33,67
20747,8,38,53
20748,8,36,78
20751,8,45,70
20754,8,31,101
20755,8,30,33
20756,8,34,89
20757,8,33,98
20758,8,40,116
20759,8,47,109
20760,8,30,131
20761,8,40,109
20762,8,32,61
20763,8,40,90
20764,8,30,31
20766,8,45,145
20767,8,45,80
20768,8,45,104
20769,8,50,146
20770,8,39,60
20771,8,33,65
20772,8,33,65
20773,8,34,44
20774,8,40,54
20775,8,33,42
20776,8,33,77
20777,8,40,77
20778,8,36,81
20779,8,37,74
20781,8,40,98
20783,8,33,90
20784,8,37,67
20785,8,42,52
20787,8,40,55
20790,8,40,85
20791,8,38,55
20792,8,31,38
20793,8,42,111
20794,8,40,81
20795,8,35,89
20796,8,35,110
20797,8,33,47
20800,8,33,132
20802,8,30,86
20803,8,37,49
20804,8,40,71
20805,8,40,113
20806,8,35,95
20807,8,35,68
20808,8,31,66
20809,8,40,99
20812,8,40,106
20813,8,36,61
20814,8,32,125
20815,8,31,112
20817,8,30,21
20818,8,32,115
20819,8,30,39
20821,8,55,167
20822,8,45,103
20823,8,41,160
20824,8,45,141
20825,8,33,44
20826,8,60,117
20827,8,45,66
20828,8,28,23
20829,8,49,117
20830,8,33,80
20831,8,29,27
20832,8,36,94
20833,8,40,90
20835,8,40,81
20836,8,40,90
20838,8,27,23
20839,8,24,10
20840,8,32,49
20841,8,33,79
20842,8,40,113
20844,8,30,90
20846,8,34,80
20847,8,35,77
20848,8,30,107
20849,8,44,112
20850,8,31,33
20851,8,32,53
20852,8,40,95
20853,8,32,62
20856,8,40,70
20857,8,36,70
20859,8,43,108
20860,8,36,99
20861,8,40,73
20862,8,45,139
20863,8,36,70
20865,8,38,94
20866,8,37,75
20869,8,36,94
20870,8,31,52
20871,8,20,11
20872,8,38,83
20874,8,32,62
20876,8,37,88
20877,8,40,77
20878,8,35,73
20879,8,40,103
20881,8,28,140
20882,8,38,93
20883,8,36,58
20884,8,43,118
20885,8,34,41
20887,8,32,50
20888,8,50,135
20889,8,40,74
20892,8,40,64
20893,8,37,52
20894,8,36,95
20895,8,40,94
20896,8,30,30
20897,8,32,28
20898,8,44,127
20899,8,37,83
20900,8,42,90
20901,8,40,87
20902,8,40,95
20904,8,30,70
20905,8,34,85
20906,8,44,48
20907,8,36,81
20908,8,35,54
20909,8,34,71
20910,8,32,64
20911,8,40,70
20913,8,34,68
20914,8,40,120
20915,8,40,131
20916,8,37,113
20917,8,38,53
20918,8,29,48
20919,8,34,27
20920,8,32,61
20921,8,43,153
20922,8,37,30
20923,8,34,79
20924,8,29,49
20925,8,30,58
20926,8,47,114
20927,8,36,131
20928,8,40,67
20929,8,29,33
20930,8,40,121
20931,8,41,76
20932,8,40,107
20933,8,32,89
20935,8,40,93
20936,8,44,93
20938,8,34,42
20939,8,31,45
20940,8,40,60
20942,8,40,53
20943,8,40,112
20944,8,31,94
20945,8,29,26
20946,8,43,119
20947,8,40,115
20948,8,40,90
20949,8,36,99
20953,8,31,79
20954,8,15,20
20955,8,40,108
20956,8,36,67
20957,8,45,125
20958,8,35,80
20959,8,45,145
20962,8,40,150
20963,8,40,115
20964,8,36,102
20965,8,28,23
20966,8,40,93
20967,8,20,33
20968,8,36,94
20971,8,46,98
20972,8,32,42
20973,8,41,94
20974,8,44,140
20975,8,36,68
20976,8,42,114
20977,8,42,104
20979,8,31,62
20981,8,40,58
20982,8,32,51
20983,8,43,138
20984,8,31,80
20985,8,36,71
20987,8,35,97
20988,8,36,108
20992,8,40,70
20993,8,45,160
20994,8,40,106
20996,8,38,18
20998,8,36,96
20999,8,37,81
21000,8,30,37
21001,8,41,110
21002,8,40,67
21003,8,36,101
21004,8,29,59
21005,8,32,56
21006,8,36,103
21007,8,40,77
21008,8,40,70
21009,8,33,131
21010,8,40,69
21012,8,30,49
21013,8,24,26
21014,8,33,35
21015,8,40,102
21016,8,31,60
21017,8,27,14
21020,8,33,18
21021,8,40,97
21022,8,37,114
21023,8,34,77
21024,8,33,18
21025,8,40,82
21026,8,32,84
21028,8,32,131
21029,8,30,21
21030,8,44,58
21031,8,25,53
21032,8,40,126
21033,8,27,68
21034,8,36,45
21035,8,45,73
21036,8,41,84
21037,8,50,186
21038,8,42,50
21039,8,36,86
21042,8,36,119
21043,8,40,135
21044,8,36,120
21045,8,37,65
21049,8,40,90
21051,8,42,91
21052,8,32,104
21053,8,30,76
21054,8,43,108
