id,set,human_score,pos_2
11827,5,2,12
11828,5,2,10
11829,5,3,18
11830,5,1,8
11831,5,3,8
11832,5,3,20
11833,5,3,22
11834,5,4,27
11835,5,3,13
11836,5,3,17
11837,5,1,7
11838,5,1,24
11839,5,1,10
11840,5,1,11
11841,5,2,9
11842,5,2,13
11843,5,4,22
11844,5,3,26
11845,5,2,14
11846,5,2,12
11847,5,4,26
11848,5,2,20
11849,5,2,24
11850,5,4,25
11851,5,2,12
11852,5,2,7
11853,5,2,13
11854,5,1,2
11855,5,3,17
11856,5,4,21
11857,5,4,30
11858,5,3,13
11859,5,2,13
11860,5,3,9
11861,5,3,17
11862,5,3,10
11863,5,3,13
11864,5,2,10
11865,5,3,23
11866,5,4,15
11867,5,2,9
11868,5,3,7
11869,5,3,16
11870,5,2,9
11871,5,1,8
11872,5,3,17
11873,5,3,22
11874,5,3,13
11875,5,3,12
11876,5,2,6
11877,5,2,6
11878,5,3,22
11879,5,2,9
11880,5,1,6
11881,5,3,19
11882,5,3,6
11883,5,3,25
11884,5,4,28
11885,5,2,12
11886,5,3,24
11887,5,2,10
11888,5,1,9
11889,5,2,13
11890,5,2,8
11891,5,3,21
11892,5,2,8
11893,5,3,14
11894,5,2,15
11895,5,3,7
11896,5,3,18
11897,5,3,15
11898,5,3,17
11899,5,3,11
11900,5,3,13
11901,5,3,16
11902,5,1,6
11903,5,1,2
11904,5,3,17
11905,5,3,15
11906,5,4,28
11907,5,2,4
11908,5,3,10
11909,5,2,10
11910,5,1,9
11911,5,3,9
11912,5,2,7
11913,5,2,15
11914,5,1,7
11915,5,2,19
11916,5,3,23
11917,5,2,16
11918,5,2,8
11919,5,1,8
11920,5,3,12
11921,5,3,7
11922,5,2,8
11923,5,2,20
11924,5,2,14
11925,5,2,15
11926,5,1,8
11927,5,2,10
11928,5,3,19
11929,5,2,12
11930,5,2,15
11931,5,3,9
11932,5,4,36
11933,5,3,16
11934,5,3,8
11935,5,1,2
11936,5,2,15
11937,5,4,41
11938,5,3,12
11939,5,3,17
11940,5,2,14
11941,5,3,14
11942,5,3,19
11943,5,3,16
11944,5,2,9
11945,5,4,23
11946,5,3,28
11947,5,2,12
11948,5,2,8
11949,5,3,16
11950,5,1,11
11951,5,3,13
11952,5,1,5
11953,5,1,4
11954,5,4,28
11955,5,1,0
11956,5,2,14
11957,5,4,15
11958,5,2,5
11959,5,2,11
11960,5,3,11
11961,5,1,5
11962,5,3,7
11963,5,4,41
11964,5,3,19
11965,5,3,7
11966,5,1,15
11967,5,2,5
11968,5,2,10
11969,5,2,12
11970,5,4,15
11971,5,1,2
11972,5,3,16
11973,5,2,21
11974,5,2,11
11975,5,4,8
11976,5,1,5
11977,5,1,3
11978,5,3,22
11979,5,4,25
11980,5,4,14
11981,5,2,9
11982,5,2,11
11983,5,1,5
11984,5,2,3
11985,5,4,16
11986,5,4,38
11987,5,2,13
11988,5,3,18
11989,5,3,17
11990,5,4,24
11991,5,3,9
11992,5,2,11
11993,5,1,2
11994,5,2,6
11995,5,1,5
11996,5,2,16
11997,5,4,24
11998,5,1,5
11999,5,3,5
12000,5,2,22
12001,5,2,9
12002,5,1,7
12003,5,3,26
12004,5,2,16
12005,5,3,16
12006,5,1,9
12007,5,3,10
12008,5,3,19
12009,5,2,7
12010,5,2,10
12011,5,3,14
12012,5,2,25
12013,5,1,5
12014,5,3,15
12015,5,2,12
12016,5,3,11
12017,5,1,8
12018,5,4,36
12019,5,2,13
12020,5,3,16
12021,5,3,9
12022,5,2,13
12023,5,1,9
12024,5,3,19
12025,5,2,15
12026,5,2,13
12027,5,2,9
12028,5,4,24
12029,5,2,7
12030,5,3,10
12031,5,4,14
12032,5,1,8
12033,5,3,22
12034,5,3,20
12035,5,2,11
12036,5,1,13
12037,5,3,13
12038,5,2,16
12039,5,2,13
12040,5,1,7
12041,5,1,6
12042,5,3,12
12043,5,1,8
12044,5,3,17
12045,5,2,11
12046,5,1,8
12047,5,2,38
12048,5,2,6
12049,5,4,16
12050,5,0,4
12051,5,2,13
12052,5,4,13
12053,5,0,1
12054,5,3,13
12055,5,2,9
12056,5,3,23
12057,5,1,15
12058,5,3,19
12059,5,2,12
12060,5,3,27
12061,5,2,15
12062,5,3,14
12063,5,2,12
12064,5,3,16
12065,5,2,19
12066,5,0,3
12067,5,2,5
12068,5,3,9
12069,5,4,33
12070,5,2,13
12071,5,3,13
12072,5,4,25
12073,5,2,5
12074,5,2,5
12075,5,3,11
12076,5,2,9
12077,5,3,16
12078,5,1,8
