id,set,human_score,std_word
20716,8,34,8.26041009878
20717,8,46,10.9422727682
20718,8,40,10.2791050194
20719,8,30,29.1956440804
20721,8,26,14.8755037644
20722,8,40,7.3479267866
20723,8,40,5.46669725809
20724,8,34,7.27801683743
20725,8,41,7.02475735772
20726,8,40,11.717978512
20727,8,31,12.6943615202
20728,8,44,12.5608162427
20732,8,31,29.3435679954
20733,8,36,8.20446313909
20734,8,43,10.4602271298
20735,8,20,6.66556464721
20736,8,45,9.9956893558
20737,8,40,10.424796342
20739,8,30,6.60115558838
20741,8,35,4.11771241778
20742,8,40,8.60024916583
20743,8,42,14.2664591247
20745,8,34,15.8275779013
20746,8,33,19.4566184112
20747,8,38,6.63239457851
20748,8,36,6.94848140386
20751,8,45,7.20433857693
20754,8,31,10.1966972759
20755,8,30,8.97502202828
20756,8,34,19.0916211988
20757,8,33,16.8750835293
20758,8,40,7.85377654165
20759,8,47,8.20762602487
20760,8,30,7.55518442374
20761,8,40,6.90673986448
20762,8,32,13.6037209796
20763,8,40,10.560476724
20764,8,30,25.7669846897
20766,8,45,7.80222473041
20767,8,45,6.2203556578
20768,8,45,8.8124549238
20769,8,50,11.0311664449
20770,8,39,12.1717847397
20771,8,33,7.45967048022
20772,8,33,12.4755120135
20773,8,34,5.91570414706
20774,8,40,8.12173251356
20775,8,33,11.9461315568
20776,8,33,11.133846551
20777,8,40,7.32826262922
20778,8,36,12.7376891346
20779,8,37,6.33446387044
20781,8,40,10.261276631
20783,8,33,5.182765065
20784,8,37,8.23671803556
20785,8,42,6.27950811945
20787,8,40,7.66119295874
20790,8,40,6.62197749449
20791,8,38,7.85910907566
20792,8,31,4.13722934664
20793,8,42,6.4625254467
20794,8,40,9.45318560539
20795,8,35,5.23895752037
20796,8,35,7.32797830364
20797,8,33,8.46149743104
20800,8,33,7.90391544025
20802,8,30,10.9219452887
20803,8,37,14.1980452012
20804,8,40,14.8901797008
20805,8,40,11.0729389651
20806,8,35,8.0004865769
20807,8,35,8.20798962901
20808,8,31,10.9437684576
20809,8,40,6.23127396826
20812,8,40,6.81865798239
20813,8,36,7.87400787401
20814,8,32,5.9205262924
20815,8,31,13.2789524629
20817,8,30,8.90423037435
20818,8,32,27.4205924241
20819,8,30,11.315177462
20821,8,55,6.28264626735
20822,8,45,6.70958720299
20823,8,41,11.7205610868
20824,8,45,4.46820363793
20825,8,33,8.95643754165
20826,8,60,7.08394588384
20827,8,45,9.34464994737
20828,8,28,10.0930581335
20829,8,49,5.99948344884
20830,8,33,8.23797705313
20831,8,29,17.1534253139
20832,8,36,18.1960657585
20833,8,40,6.75537778497
20835,8,40,10.037318123
20836,8,40,4.37321392113
20838,8,27,7.12372795662
20839,8,24,43.0297055016
20840,8,32,8.30742032849
20841,8,33,8.61162005664
20842,8,40,13.3567264546
20844,8,30,12.3306869723
20846,8,34,6.39324881317
20847,8,35,6.03455839824
20848,8,30,7.68204978433
20849,8,44,11.5243035955
20850,8,31,9.71916777416
20851,8,32,6.52933551154
20852,8,40,6.52464463816
20853,8,32,16.4328451584
20856,8,40,3.89871773792
20857,8,36,10.0698205338
20859,8,43,4.96132485854
20860,8,36,9.28160267131
20861,8,40,9.18766690409
20862,8,45,6.7727189682
20863,8,36,8.62383976225
20865,8,38,7.17764017756
20866,8,37,8.12191651365
20869,8,36,5.91832749567
20870,8,31,10.339392975
20871,8,20,11.1642285896
20872,8,38,5.99657274517
20874,8,32,29.8735627615
20876,8,37,8.63407731566
20877,8,40,7.05783268372
20878,8,35,30.2857261199
20879,8,40,13.5746393445
20881,8,28,17.3313447316
20882,8,38,7.07509432956
20883,8,36,6.68457880124
20884,8,43,5.95748266534
20885,8,34,10.3193453711
20887,8,32,13.4762754498
20888,8,50,5.98376404103
20889,8,40,9.4500375906
20892,8,40,11.8544295519
20893,8,37,9.2909120313
20894,8,36,8.5821263427
20895,8,40,7.33692373049
20896,8,30,5.57099731469
20897,8,32,5.28559362797
20898,8,44,10.6052567258
20899,8,37,11.4258386363
20900,8,42,10.9271721666
20901,8,40,6.3974785884
20902,8,40,8.71564392226
20904,8,30,12.2462836218
20905,8,34,9.53300715626
20906,8,44,4.94862494931
20907,8,36,9.65610687596
20908,8,35,5.93244279796
20909,8,34,10.5601386793
20910,8,32,7.55246301166
20911,8,40,12.553796085
20913,8,34,9.53939201417
20914,8,40,8.41657807168
20915,8,40,9.08904527654
20916,8,37,13.2688523471
20917,8,38,7.72859058516
20918,8,29,11.0951562889
20919,8,34,5.10759238781
20920,8,32,18.9479468903
20921,8,43,11.8579087532
20922,8,37,8.08451451851
20923,8,34,12.2232322815
20924,8,29,10.4513525072
20925,8,30,7.89444830559
20926,8,47,7.82754112094
20927,8,36,11.1908165475
20928,8,40,4.63244358926
20929,8,29,9.61299756695
20930,8,40,8.73038372582
20931,8,41,7.60623939414
20932,8,40,9.19417598115
20933,8,32,16.0914973849
20935,8,40,12.3069036131
20936,8,44,9.27652292354
20938,8,34,6.76498242754
20939,8,31,5.59976255927
20940,8,40,13.0437950601
20942,8,40,5.06247812906
20943,8,40,6.83844261782
20944,8,31,5.98457213062
20945,8,29,145.0
20946,8,43,10.8637060511
20947,8,40,9.93516026094
20948,8,40,6.29981874842
20949,8,36,7.28861788114
20953,8,31,9.52201056086
20954,8,15,4.16067596549
20955,8,40,12.1994981496
20956,8,36,7.62295054424
20957,8,45,7.26643106402
20958,8,35,11.2886820947
20959,8,45,5.79465551559
20962,8,40,11.8344988623
20963,8,40,9.74251849712
20964,8,36,9.2985556941
20965,8,28,19.6086715511
20966,8,40,15.2170397594
20967,8,20,101.267899652
20968,8,36,5.52252332624
20971,8,46,7.24449356274
20972,8,32,7.56063736145
20973,8,41,7.59422295052
20974,8,44,6.74122335704
20975,8,36,8.74693763296
20976,8,42,5.59377020376
20977,8,42,7.99969220707
20979,8,31,19.7173358579
20981,8,40,13.8894044349
20982,8,32,14.5402121503
20983,8,43,6.8475581965
20984,8,31,14.3493546214
20985,8,36,7.96376780382
20987,8,35,5.20455283787
20988,8,36,9.6846476446
20992,8,40,7.6609617742
20993,8,45,11.891705323
20994,8,40,7.50320116733
20996,8,38,7.19135283209
20998,8,36,5.23205265646
20999,8,37,9.30515226022
21000,8,30,11.715156762
21001,8,41,6.72920665623
21002,8,40,7.47356452215
21003,8,36,12.0821847505
21004,8,29,11.7836397886
21005,8,32,5.83540085291
21006,8,36,10.4756143138
21007,8,40,12.8310886767
21008,8,40,8.9308125221
21009,8,33,9.98825487546
21010,8,40,8.40175613624
21012,8,30,14.9610025474
21013,8,24,12.5255294854
21014,8,33,8.93252095187
21015,8,40,7.04555811818
21016,8,31,8.92194530544
21017,8,27,10.2546099289
21020,8,33,10.3682206767
21021,8,40,7.87795799825
21022,8,37,7.31204323916
21023,8,34,6.92667949951
21024,8,33,7.1052395502
21025,8,40,8.77999918468
21026,8,32,8.89325392632
21028,8,32,8.87865135181
21029,8,30,15.2315462117
21030,8,44,7.39870900233
21031,8,25,29.7813674203
21032,8,40,8.86915091402
21033,8,27,22.1329076264
21034,8,36,31.7755802465
21035,8,45,7.92394453572
21036,8,41,8.93163505094
21037,8,50,6.9976619472
21038,8,42,42.3342355547
21039,8,36,26.4458708128
21042,8,36,10.4041216204
21043,8,40,18.2413292759
21044,8,36,6.28225012767
21045,8,37,4.92968244318
21049,8,40,11.0921598925
21051,8,42,6.06134415658
21052,8,32,40.9316630699
21053,8,30,10.577689594
21054,8,43,12.9700509722
21055,8,35,9.70760806383
21056,8,48,11.5791687283
21057,8,40,7.21127512226
21058,8,40,8.39618311266
21059,8,45,14.1704303884
21060,8,45,5.92349878348
21061,8,30,7.16389758242
21063,8,37,5.86512890013
21064,8,38,25.3015111898
21065,8,47,7.28677863374
21067,8,41,6.45569835849
21068,8,36,10.3536743781
21069,8,42,13.7732523152
21070,8,40,9.58824782022
21071,8,30,15.0921583158
21072,8,35,21.3410402746
21073,8,40,18.309250398
21074,8,37,8.08670528836
21075,8,35,7.31467277941
21076,8,40,10.0192631101
21077,8,40,6.64696161907
21078,8,35,9.94976042055
21079,8,34,5.77581163128
21081,8,36,7.2466467341
21083,8,41,15.3154287657
21085,8,37,6.84261854639
21086,8,30,9.09465792475
21087,8,34,10.4256355946
21089,8,36,7.92290927308
21090,8,37,4.8331537323
21091,8,34,5.09054024638
21092,8,43,10.9240793756
21093,8,42,6.10641776533
21094,8,40,8.04440178012
21095,8,35,11.4293554188
21096,8,37,8.45235160525
21097,8,46,8.90521925933
21098,8,43,10.9708293959
21099,8,40,9.3829845998
21101,8,40,6.65206734783
21102,8,31,11.8368539364
21103,8,32,6.27992834354
21105,8,40,7.81188262867
21106,8,40,7.96770826524
21107,8,40,7.77522228831
21109,8,40,5.64968184579
21110,8,45,7.02049389955
21111,8,36,13.16317347
21112,8,35,8.2992008467
21113,8,36,16.9124871684
21114,8,40,13.4560199123
21115,8,32,6.57267069006
21116,8,37,6.43018057462
21118,8,48,8.31021591665
21119,8,33,9.59089712288
