id,set,human_score,std_word
8863,4,0,8.7856416954
8864,4,0,2.5
8865,4,3,13.8283123418
8866,4,2,4.49489506359
8867,4,2,7.7045441137
8868,4,1,7.69018133004
8869,4,0,14.3352711868
8870,4,2,8.49941174435
8871,4,1,8.57645355351
8872,4,2,6.08783445858
8873,4,2,11.0196233495
8874,4,0,21.0
8875,4,1,4.5
8876,4,2,10.6821989777
8877,4,0,13.460590626
8878,4,1,12.0277457018
8879,4,2,6.16110247224
8880,4,1,8.17856276426
8881,4,3,9.37869927015
8882,4,1,3.29983164554
8883,4,1,27.0678160675
8884,4,1,15.4560308258
8885,4,3,12.4632793972
8886,4,1,11.115554667
8887,4,2,12.3060960503
8888,4,2,9.02264724265
8889,4,1,9.60324019393
8890,4,2,7.19126454209
8891,4,3,13.1366444944
8892,4,1,8.97063109387
8893,4,2,7.28010988928
8894,4,1,4.45638586749
8895,4,3,8.70919054792
8896,4,2,8.64728340024
8897,4,1,17.930421077
8898,4,2,12.0
8899,4,0,8.0553639824
8900,4,2,10.1883496768
8901,4,0,7.44983221288
8902,4,3,10.8590223937
8903,4,3,8.12099853983
8904,4,2,11.1964280018
8905,4,2,6.30754500316
8906,4,2,10.796295661
8907,4,0,20.0
8908,4,1,6.39057948647
8909,4,2,10.7114133054
8910,4,1,11.9431989015
8911,4,3,8.36660026534
8912,4,1,5.16397779494
8913,4,1,17.7451088723
8914,4,2,6.85085805249
8915,4,2,6.23609564462
8916,4,0,6.0
8917,4,0,21.400934559
8918,4,1,8.12403840464
8919,4,3,6.27992834354
8920,4,0,10.2089285541
8921,4,2,16.520189668
8922,4,2,13.3141017768
8923,4,3,8.23008961069
8924,4,2,9.00566714999
8925,4,1,8.79545337092
8926,4,1,10.0
8927,4,0,9.33742469849
8928,4,1,5.95818764391
8929,4,1,14.0779082253
8930,4,0,16.015617378
8931,4,3,7.12741187248
8932,4,1,9.5
8933,4,2,31.53833646
8934,4,1,8.43726851534
8935,4,2,19.5291514179
8936,4,1,7.6280731512
8937,4,1,8.12403840464
8938,4,1,18.5
8939,4,3,6.44493522719
8940,4,2,14.2472585082
8941,4,3,13.8072444753
8942,4,1,6.65131565933
8943,4,1,7.22218803411
8944,4,1,6.02037357306
8945,4,2,36.6090456339
8946,4,3,12.6841983936
8947,4,0,9.48683298051
8948,4,3,7.61642960973
8949,4,0,23.0
8950,4,1,8.00154306106
8951,4,2,11.9861030642
8952,4,1,10.6470653234
8953,4,1,16.3299316186
8954,4,3,11.526367288
8955,4,3,9.88685996664
8956,4,1,11.5566238822
8957,4,2,7.64444242571
8958,4,0,4.87442304278
8959,4,3,8.90831211237
8960,4,1,8.88015443881
8961,4,1,10.4588601244
8962,4,2,8.18410604994
8963,4,1,11.2805141727
8964,4,0,17.0
8965,4,2,21.0772389084
8966,4,1,11.4099737072
8967,4,2,10.6131993291
8968,4,2,7.5
8969,4,2,5.53525548231
8970,4,1,7.44580418759
8971,4,1,13.7549990912
8972,4,2,10.1980390272
8973,4,3,11.2348663642
8974,4,3,10.1679769424
8975,4,0,4.03112887415
8976,4,0,21.4527905463
8977,4,2,13.316656237
8978,4,0,0.0
8979,4,3,10.141601008
8980,4,1,8.44097150807
8981,4,3,8.89131911223
8982,4,1,17.518244458
8983,4,2,13.8011674224
8984,4,1,12.5
8985,4,1,12.6269552941
8986,4,2,30.346151138
8987,4,2,6.83130051064
8988,4,2,6.66556464721
8989,4,1,5.71547606649
8990,4,3,11.2360105858
8991,4,0,20.0
8992,4,0,10.8423039782
8993,4,0,8.19679815538
8994,4,0,11.5
8995,4,2,10.5198225587
