id,set,human_score,pos_5
14834,6,2,3
14835,6,3,6
14836,6,4,5
14837,6,1,3
14838,6,3,4
14839,6,4,2
14840,6,3,3
14841,6,3,2
14842,6,3,4
14843,6,3,4
14844,6,3,5
14845,6,4,8
14846,6,4,5
14847,6,3,4
14848,6,2,3
14849,6,3,6
14850,6,1,3
14851,6,3,5
14852,6,3,2
14853,6,2,2
14854,6,3,3
14855,6,4,8
14856,6,2,3
14857,6,4,2
14858,6,3,1
14859,6,2,2
14860,6,3,3
14861,6,3,5
14862,6,3,2
14863,6,3,1
14864,6,4,2
14865,6,3,8
14866,6,2,1
14867,6,2,2
14868,6,3,4
14869,6,2,9
14870,6,2,1
14871,6,3,4
14872,6,3,5
14873,6,2,4
14874,6,1,3
14875,6,3,4
14876,6,3,4
14877,6,2,2
14878,6,2,3
14879,6,3,1
14880,6,3,1
14881,6,4,0
14882,6,4,4
14883,6,3,7
14884,6,3,4
14885,6,2,5
14886,6,3,6
14887,6,3,1
14888,6,2,7
14889,6,3,2
14890,6,3,3
14891,6,1,2
14892,6,3,8
14893,6,2,3
14894,6,4,4
14895,6,2,5
14896,6,4,4
14897,6,3,1
14898,6,4,6
14899,6,1,0
14900,6,3,2
14901,6,1,0
14902,6,4,8
14903,6,3,1
14904,6,3,8
14905,6,1,2
14906,6,3,4
14907,6,3,3
14908,6,2,4
14909,6,3,4
14910,6,3,2
14911,6,1,1
14912,6,3,1
14913,6,3,1
14914,6,3,3
14915,6,3,2
14916,6,3,5
14917,6,3,6
14918,6,3,7
14919,6,2,7
14920,6,3,3
14921,6,3,6
14922,6,3,6
14923,6,3,5
14924,6,3,4
14925,6,3,1
14926,6,3,6
14927,6,2,3
14928,6,2,5
14929,6,2,5
14930,6,4,4
14931,6,2,1
14932,6,3,6
14933,6,4,6
14934,6,4,3
14935,6,3,3
14936,6,3,1
14937,6,1,1
14938,6,3,6
14939,6,0,1
14940,6,3,2
14941,6,3,4
14942,6,3,2
14943,6,3,5
14944,6,4,3
14945,6,2,4
14946,6,3,3
14947,6,3,7
14948,6,2,3
14949,6,1,0
14950,6,3,4
14951,6,0,1
14952,6,2,1
14953,6,3,2
14954,6,2,3
14955,6,3,1
