id,set,human_score,word_10
5978,3,1,3
5979,3,2,9
5980,3,1,5
5981,3,1,2
5982,3,2,4
5983,3,1,4
5984,3,1,2
5985,3,0,6
5986,3,2,6
5987,3,3,8
5988,3,3,8
5989,3,1,5
5990,3,3,7
5991,3,2,5
5992,3,1,3
5993,3,2,6
5994,3,2,6
5995,3,2,5
5996,3,1,5
5997,3,2,6
5998,3,2,2
5999,3,1,1
6000,3,2,7
6001,3,1,3
6002,3,2,6
6003,3,3,8
6004,3,1,1
6005,3,3,8
6006,3,2,4
6007,3,3,7
6008,3,1,6
6010,3,1,5
6011,3,1,1
6012,3,0,3
6013,3,1,2
6014,3,3,6
6015,3,2,6
6016,3,3,11
6017,3,1,3
6018,3,2,1
6019,3,1,4
6020,3,2,6
6021,3,2,2
6022,3,2,6
6023,3,2,6
6024,3,1,4
6025,3,1,2
6026,3,3,10
6027,3,3,10
6028,3,2,2
6029,3,1,6
6030,3,3,12
6031,3,3,8
6032,3,2,3
6033,3,3,8
6034,3,2,5
6035,3,1,3
6036,3,2,5
6037,3,2,4
6038,3,2,4
6039,3,1,7
6040,3,1,4
6041,3,2,3
6042,3,2,4
6043,3,1,3
6044,3,2,0
6045,3,2,5
6046,3,1,5
6047,3,1,4
6048,3,1,6
6049,3,1,3
6050,3,3,18
6051,3,1,8
6052,3,2,5
6053,3,1,2
6054,3,1,2
6055,3,2,6
6056,3,1,5
6057,3,3,8
6058,3,2,6
6059,3,1,1
6060,3,1,2
6061,3,3,7
6062,3,1,5
6063,3,2,6
6064,3,2,5
6065,3,2,7
6066,3,1,4
6067,3,1,3
6068,3,2,4
6069,3,2,5
6070,3,2,4
6071,3,2,6
6072,3,2,4
6073,3,2,8
6074,3,2,3
6075,3,3,10
6076,3,2,9
6077,3,1,4
6078,3,2,4
6079,3,3,5
6080,3,2,8
6081,3,2,3
6082,3,1,4
6083,3,1,2
6084,3,3,5
6085,3,3,7
6086,3,1,3
6087,3,2,4
6088,3,2,4
6089,3,3,6
6090,3,1,3
6091,3,3,5
6092,3,1,2
6093,3,1,1
6094,3,1,6
6095,3,3,12
6096,3,2,6
6097,3,1,1
6098,3,3,7
6099,3,1,2
6100,3,2,7
6101,3,2,4
6102,3,2,6
6103,3,2,8
6104,3,1,2
6105,3,3,11
6106,3,1,4
6107,3,2,6
6108,3,1,1
6109,3,2,2
6110,3,2,4
6111,3,2,7
6112,3,1,4
6113,3,3,7
6114,3,1,1
6115,3,2,2
6116,3,2,7
6117,3,1,5
6118,3,3,6
6119,3,1,2
6120,3,2,6
6121,3,3,7
6122,3,2,5
6123,3,3,7
6124,3,3,7
6125,3,2,4
6126,3,1,5
6127,3,3,10
6128,3,3,5
6129,3,2,5
6130,3,1,4
6131,3,1,3
6132,3,3,6
6133,3,1,3
6134,3,2,7
6135,3,2,5
6136,3,1,5
6137,3,2,4
6138,3,2,6
6139,3,2,5
6140,3,1,4
6141,3,2,5
6142,3,2,6
6143,3,3,7
6144,3,3,7
6145,3,3,9
6146,3,2,8
6147,3,2,3
6148,3,2,3
6149,3,2,6
6150,3,2,6
6151,3,2,5
6152,3,2,6
6153,3,2,4
6154,3,1,1
6155,3,1,4
6156,3,2,5
6157,3,3,9
6158,3,3,10
6159,3,2,6
6160,3,2,6
6161,3,2,4
6162,3,2,7
6163,3,1,2
6164,3,2,6
6165,3,3,7
6166,3,1,2
6167,3,3,1
6168,3,2,5
6169,3,2,7
6170,3,1,7
6171,3,3,7
6172,3,2,7
6173,3,1,2
6174,3,2,4
6175,3,1,3
6176,3,1,2
6177,3,2,6
6178,3,3,6
6179,3,2,2
6180,3,3,11
6181,3,3,7
6182,3,3,9
6183,3,3,7
6184,3,1,3
6185,3,2,4
6186,3,2,4
6187,3,1,3
6188,3,0,0
6189,3,1,4
6190,3,2,8
6191,3,2,7
6192,3,3,7
6193,3,1,3
6194,3,3,11
6195,3,3,7
6196,3,1,4
6197,3,2,6
6198,3,3,11
6199,3,2,0
6200,3,0,7
6201,3,2,3
6202,3,1,2
6203,3,3,8
6204,3,1,8
6205,3,2,2
6206,3,0,2
6207,3,0,2
6208,3,3,6
6209,3,2,3
6210,3,2,5
6211,3,1,3
6212,3,2,6
6213,3,1,2
6214,3,1,4
6215,3,1,2
6216,3,2,7
6217,3,1,3
6218,3,2,7
6219,3,2,7
6220,3,2,6
6221,3,2,4
6222,3,2,5
6223,3,3,10
6224,3,2,2
6225,3,3,7
6226,3,3,5
6227,3,1,3
6228,3,3,10
6229,3,1,1
6230,3,1,2
6231,3,2,6
6232,3,1,3
6233,3,2,1
6234,3,1,3
6235,3,1,2
6236,3,2,8
6237,3,2,8
6238,3,0,0
6239,3,2,6
6240,3,3,9
6241,3,1,3
6242,3,1,1
6243,3,2,6
6244,3,1,6
6245,3,3,8
6246,3,1,8
6247,3,3,7
6248,3,1,3
6249,3,3,10
6250,3,3,11
6251,3,1,3
