id,set,human_score,pos_23
20716,8,34,25
20717,8,46,25
20718,8,40,17
20719,8,30,23
20721,8,26,14
20722,8,40,10
20723,8,40,34
20724,8,34,7
20725,8,41,16
20726,8,40,6
20727,8,31,20
20728,8,44,22
20732,8,31,70
20733,8,36,30
20734,8,43,14
20735,8,20,2
20736,8,45,27
20737,8,40,15
20739,8,30,29
20741,8,35,8
20742,8,40,15
20743,8,42,20
20745,8,34,14
20746,8,33,27
20747,8,38,16
20748,8,36,23
20751,8,45,33
20754,8,31,29
20755,8,30,4
20756,8,34,29
20757,8,33,15
20758,8,40,22
20759,8,47,36
20760,8,30,27
20761,8,40,19
20762,8,32,13
20763,8,40,22
20764,8,30,6
20766,8,45,18
20767,8,45,8
20768,8,45,38
20769,8,50,12
20770,8,39,6
20771,8,33,9
20772,8,33,21
20773,8,34,9
20774,8,40,5
20775,8,33,13
20776,8,33,19
20777,8,40,22
20778,8,36,19
20779,8,37,23
20781,8,40,35
20783,8,33,10
20784,8,37,20
20785,8,42,17
20787,8,40,15
20790,8,40,19
20791,8,38,8
20792,8,31,20
20793,8,42,47
20794,8,40,24
20795,8,35,25
20796,8,35,13
20797,8,33,5
20800,8,33,13
20802,8,30,24
20803,8,37,11
20804,8,40,32
20805,8,40,16
20806,8,35,21
20807,8,35,4
20808,8,31,14
20809,8,40,25
20812,8,40,23
20813,8,36,6
20814,8,32,30
20815,8,31,7
20817,8,30,5
20818,8,32,21
20819,8,30,12
20821,8,55,23
20822,8,45,30
20823,8,41,35
20824,8,45,11
20825,8,33,17
20826,8,60,18
20827,8,45,20
20828,8,28,14
20829,8,49,8
20830,8,33,16
20831,8,29,10
20832,8,36,36
20833,8,40,20
20835,8,40,9
20836,8,40,12
20838,8,27,13
20839,8,24,4
20840,8,32,7
20841,8,33,19
20842,8,40,31
20844,8,30,11
20846,8,34,11
20847,8,35,25
20848,8,30,27
20849,8,44,20
20850,8,31,6
20851,8,32,12
20852,8,40,20
20853,8,32,12
20856,8,40,7
20857,8,36,11
20859,8,43,33
20860,8,36,17
20861,8,40,8
20862,8,45,5
20863,8,36,7
20865,8,38,21
20866,8,37,29
20869,8,36,25
20870,8,31,3
20871,8,20,0
20872,8,38,10
20874,8,32,10
20876,8,37,22
20877,8,40,21
20878,8,35,10
20879,8,40,24
20881,8,28,17
20882,8,38,15
20883,8,36,19
20884,8,43,8
20885,8,34,13
20887,8,32,6
20888,8,50,20
20889,8,40,12
20892,8,40,8
20893,8,37,19
20894,8,36,11
20895,8,40,10
20896,8,30,5
20897,8,32,4
20898,8,44,26
20899,8,37,21
20900,8,42,12
20901,8,40,12
20902,8,40,14
20904,8,30,27
20905,8,34,19
20906,8,44,9
20907,8,36,18
20908,8,35,7
20909,8,34,10
20910,8,32,10
20911,8,40,21
20913,8,34,14
20914,8,40,20
20915,8,40,14
20916,8,37,13
20917,8,38,23
20918,8,29,3
20919,8,34,5
20920,8,32,36
20921,8,43,33
20922,8,37,8
20923,8,34,5
20924,8,29,13
20925,8,30,14
20926,8,47,41
20927,8,36,12
20928,8,40,17
20929,8,29,10
20930,8,40,45
20931,8,41,12
20932,8,40,33
20933,8,32,18
20935,8,40,26
20936,8,44,4
20938,8,34,33
20939,8,31,16
20940,8,40,29
20942,8,40,25
20943,8,40,12
20944,8,31,16
20945,8,29,12
20946,8,43,18
20947,8,40,15
20948,8,40,37
20949,8,36,12
20953,8,31,15
20954,8,15,3
20955,8,40,17
20956,8,36,12
20957,8,45,22
20958,8,35,10
20959,8,45,16
20962,8,40,30
20963,8,40,24
20964,8,36,33
20965,8,28,2
20966,8,40,22
20967,8,20,33
20968,8,36,33
20971,8,46,19
20972,8,32,13
20973,8,41,21
20974,8,44,29
20975,8,36,15
20976,8,42,16
20977,8,42,16
20979,8,31,19
20981,8,40,8
20982,8,32,16
20983,8,43,26
20984,8,31,29
20985,8,36,2
20987,8,35,7
20988,8,36,22
20992,8,40,7
20993,8,45,27
20994,8,40,10
20996,8,38,4
20998,8,36,14
20999,8,37,25
21000,8,30,0
21001,8,41,24
21002,8,40,10
21003,8,36,31
21004,8,29,4
21005,8,32,0
21006,8,36,23
21007,8,40,17
21008,8,40,24
21009,8,33,18
21010,8,40,19
21012,8,30,2
21013,8,24,4
21014,8,33,11
21015,8,40,11
21016,8,31,13
21017,8,27,10
21020,8,33,6
21021,8,40,24
21022,8,37,15
21023,8,34,6
21024,8,33,8
21025,8,40,13
21026,8,32,16
21028,8,32,7
21029,8,30,7
21030,8,44,9
21031,8,25,19
21032,8,40,9
21033,8,27,36
21034,8,36,12
21035,8,45,26
21036,8,41,25
21037,8,50,31
21038,8,42,18
21039,8,36,25
21042,8,36,35
21043,8,40,15
21044,8,36,20
21045,8,37,23
21049,8,40,25
21051,8,42,37
21052,8,32,21
21053,8,30,11
21054,8,43,19
21055,8,35,7
21056,8,48,9
21057,8,40,25
21058,8,40,17
21059,8,45,20
21060,8,45,26
21061,8,30,18
21063,8,37,26
21064,8,38,7
21065,8,47,16
21067,8,41,40
21068,8,36,19
21069,8,42,20
21070,8,40,20
21071,8,30,19
21072,8,35,36
21073,8,40,20
21074,8,37,20
21075,8,35,24
21076,8,40,22
21077,8,40,27
21078,8,35,13
21079,8,34,5
21081,8,36,48
21083,8,41,9
21085,8,37,15
21086,8,30,15
21087,8,34,19
21089,8,36,18
21090,8,37,9
21091,8,34,2
21092,8,43,11
21093,8,42,9
21094,8,40,30
21095,8,35,15
21096,8,37,14
21097,8,46,12
21098,8,43,38
21099,8,40,17
21101,8,40,7
21102,8,31,10
21103,8,32,8
21105,8,40,7
21106,8,40,19
21107,8,40,14
21109,8,40,26
21110,8,45,27
21111,8,36,18
21112,8,35,26
21113,8,36,22
21114,8,40,11
21115,8,32,3
21116,8,37,14
21118,8,48,39
21119,8,33,17
21120,8,50,27
21122,8,46,34
21123,8,43,26
21126,8,27,42
21127,8,35,27
21129,8,36,20
21130,8,45,41
21131,8,35,22
21132,8,40,9
21133,8,35,30
21134,8,34,25
21135,8,40,24
21136,8,33,34
21137,8,39,21
21138,8,33,8
21140,8,24,1
21141,8,31,5
21142,8,36,10
21143,8,40,21
21144,8,40,19
21145,8,32,15
21146,8,47,11
21147,8,40,37
21148,8,35,8
21149,8,36,24
21150,8,28,14
21151,8,35,42
21153,8,33,7
21154,8,34,22
21155,8,36,34
21156,8,40,8
21157,8,40,19
21158,8,35,34
21159,8,46,25
21160,8,34,22
21161,8,40,7
21163,8,40,18
21164,8,45,19
21166,8,31,5
21167,8,40,30
21168,8,40,25
21170,8,39,29
21171,8,35,19
21174,8,42,8
21175,8,38,20
21176,8,34,17
21177,8,26,11
21178,8,31,15
21179,8,31,11
21180,8,40,9
21181,8,40,11
21182,8,31,8
21183,8,36,16
21185,8,42,15
21186,8,39,51
21188,8,37,18
21189,8,37,25
21190,8,36,10
21191,8,34,28
21192,8,35,26
21193,8,40,11
21194,8,42,28
21195,8,36,17
21198,8,34,38
21199,8,35,22
21200,8,40,15
21202,8,45,9
21203,8,40,20
21204,8,31,1
21205,8,31,10
21206,8,34,36
21207,8,44,38
21208,8,38,53
21209,8,42,5
21210,8,35,16
21211,8,33,35
21213,8,40,15
21214,8,40,12
21215,8,41,25
21217,8,30,13
21218,8,42,40
21219,8,40,28
21220,8,30,23
21221,8,31,5
21222,8,27,4
21223,8,36,11
21224,8,43,12
21225,8,50,23
21227,8,40,20
21229,8,40,13
21230,8,36,17
21233,8,40,19
21235,8,28,25
21236,8,40,24
21237,8,40,32
21238,8,37,17
21240,8,26,3
21241,8,30,24
