id,set,human_score,char_8
17834,7,15,1
17836,7,13,0
17837,7,15,5
17838,7,17,5
17839,7,13,5
17840,7,23,16
17841,7,16,2
17842,7,18,8
17843,7,12,6
17844,7,10,2
17845,7,16,3
17846,7,19,5
17847,7,17,3
17849,7,14,2
17850,7,12,6
17851,7,16,2
17852,7,17,9
17853,7,16,9
17854,7,21,5
17856,7,14,1
17857,7,18,7
17858,7,24,7
17859,7,17,7
17860,7,16,10
17861,7,16,1
17862,7,9,3
17863,7,6,3
17864,7,10,2
17865,7,17,4
17867,7,16,4
17868,7,15,7
17869,7,11,7
17870,7,19,5
17871,7,24,20
17872,7,18,4
17873,7,16,6
17874,7,20,2
17875,7,12,1
17876,7,19,15
17878,7,10,11
17879,7,7,0
17880,7,16,7
17881,7,12,3
17882,7,12,1
17883,7,20,3
17884,7,24,10
17885,7,9,4
17886,7,9,3
17887,7,20,7
17888,7,16,8
17889,7,8,1
17890,7,15,1
17891,7,20,0
17892,7,17,5
17893,7,18,3
17894,7,13,0
17896,7,12,10
17897,7,20,2
17898,7,16,6
17899,7,24,45
17900,7,16,2
17901,7,10,0
17902,7,17,4
17903,7,12,0
17904,7,17,2
17905,7,8,1
17906,7,22,7
17908,7,24,10
17909,7,21,9
17910,7,19,0
17911,7,19,5
17912,7,12,8
17913,7,16,0
17914,7,12,5
17915,7,15,2
17916,7,9,0
17917,7,8,0
17918,7,14,3
17919,7,23,2
17920,7,14,2
17921,7,10,4
17922,7,17,2
17923,7,21,6
17924,7,24,17
17926,7,21,8
17927,7,6,0
17928,7,12,2
17930,7,21,4
17931,7,24,2
17932,7,24,8
17933,7,15,4
17935,7,14,0
17936,7,9,1
17937,7,9,1
17938,7,9,7
17939,7,22,9
17940,7,8,0
17941,7,15,1
17942,7,20,7
17943,7,10,1
17944,7,18,4
17945,7,18,3
17946,7,14,2
17947,7,23,7
17949,7,6,1
17950,7,11,0
17951,7,9,0
17952,7,21,6
17953,7,16,3
17954,7,11,3
17955,7,20,10
17957,7,8,1
17959,7,7,5
17961,7,17,3
17962,7,14,6
17963,7,22,9
17964,7,21,7
17965,7,12,1
17966,7,18,3
17967,7,12,16
17968,7,19,4
17969,7,16,7
17970,7,11,2
17971,7,18,17
17973,7,15,1
17974,7,17,5
17975,7,16,6
17976,7,9,9
17977,7,16,1
17978,7,9,1
17979,7,17,4
17980,7,24,6
17981,7,11,3
17982,7,9,1
17983,7,18,6
17984,7,18,5
17985,7,14,4
17986,7,17,4
17987,7,18,0
17988,7,15,5
17989,7,13,1
17990,7,11,2
17991,7,24,8
17992,7,7,1
17993,7,17,3
17996,7,11,2
17997,7,16,4
17998,7,17,4
18000,7,22,14
18001,7,12,0
18002,7,12,1
18004,7,16,3
18005,7,20,1
18006,7,16,6
18008,7,15,0
18011,7,8,0
18012,7,17,14
18013,7,13,5
18014,7,20,7
18015,7,14,5
18016,7,24,26
18017,7,17,6
18018,7,12,1
18019,7,20,4
18020,7,13,1
18021,7,16,4
18022,7,18,7
18023,7,12,1
18025,7,21,10
18026,7,19,4
18028,7,23,4
18029,7,17,1
18030,7,21,8
18031,7,9,0
18032,7,15,0
18033,7,12,3
18034,7,24,5
18035,7,16,1
18036,7,8,1
18037,7,13,1
18038,7,21,0
18039,7,16,5
18040,7,9,2
18041,7,17,1
18042,7,16,5
18043,7,7,2
18044,7,16,6
18045,7,19,12
18046,7,8,2
18047,7,22,6
18048,7,18,5
18049,7,18,6
18050,7,8,1
18051,7,18,12
18052,7,17,3
18053,7,24,3
18054,7,12,3
18055,7,16,7
18056,7,22,19
18057,7,14,5
18058,7,18,2
18060,7,8,0
18061,7,15,2
18062,7,17,9
18064,7,17,0
18065,7,14,9
18066,7,23,8
18067,7,17,2
18068,7,24,11
18070,7,20,1
18071,7,16,3
18072,7,15,2
18073,7,18,7
18074,7,17,0
18075,7,16,13
18076,7,13,2
18077,7,18,4
18078,7,19,10
18079,7,22,22
18080,7,8,2
18081,7,23,1
18082,7,14,1
18083,7,14,0
18084,7,15,11
18086,7,15,2
18087,7,19,6
18088,7,6,1
18089,7,21,6
18090,7,16,1
18091,7,7,1
18092,7,16,0
18093,7,14,0
18094,7,17,5
18095,7,15,5
18096,7,16,2
18097,7,17,3
18098,7,22,10
