id,set,human_score,pos_2
2,1,9,35
3,1,7,27
4,1,10,43
5,1,8,54
6,1,8,23
7,1,10,43
8,1,10,39
9,1,9,57
10,1,9,54
11,1,8,28
12,1,8,45
13,1,7,19
14,1,6,20
15,1,6,10
16,1,12,42
17,1,8,28
18,1,8,26
19,1,4,8
20,1,6,9
21,1,8,28
22,1,3,7
23,1,10,44
24,1,11,42
25,1,8,28
26,1,9,21
27,1,4,7
28,1,9,20
29,1,9,26
30,1,8,10
31,1,10,32
32,1,10,30
33,1,6,14
34,1,8,42
35,1,9,36
36,1,10,36
37,1,12,39
38,1,8,33
39,1,10,39
40,1,7,20
41,1,2,4
42,1,8,21
43,1,6,13
44,1,8,29
45,1,8,25
46,1,8,16
47,1,8,30
48,1,11,52
49,1,6,18
50,1,5,6
51,1,9,45
52,1,7,21
53,1,8,38
54,1,10,40
55,1,8,12
56,1,10,48
57,1,9,28
58,1,7,11
59,1,8,42
60,1,4,4
61,1,8,18
62,1,8,25
63,1,8,25
64,1,7,17
65,1,9,36
66,1,9,22
67,1,8,18
68,1,9,34
69,1,7,15
70,1,12,40
71,1,10,40
72,1,10,32
73,1,8,47
74,1,7,19
75,1,8,32
76,1,8,25
77,1,10,33
78,1,10,26
79,1,10,34
80,1,8,28
81,1,8,30
82,1,8,24
83,1,7,22
84,1,6,13
85,1,10,57
86,1,8,36
87,1,10,25
88,1,9,41
89,1,6,32
90,1,7,28
91,1,8,19
92,1,11,48
93,1,11,57
94,1,8,28
95,1,10,36
96,1,7,27
97,1,8,30
98,1,11,28
99,1,8,30
100,1,7,19
101,1,10,37
102,1,8,37
103,1,9,34
104,1,10,30
105,1,9,41
106,1,11,28
107,1,10,52
108,1,8,19
109,1,8,30
110,1,6,17
111,1,11,38
112,1,9,26
113,1,8,25
114,1,8,28
115,1,9,39
116,1,4,2
117,1,8,15
118,1,12,32
119,1,10,43
120,1,8,17
121,1,8,28
122,1,9,57
123,1,10,34
124,1,7,23
125,1,5,13
126,1,8,22
127,1,9,27
128,1,9,31
129,1,10,32
130,1,10,60
131,1,10,33
132,1,11,24
133,1,10,39
134,1,10,31
135,1,7,11
136,1,9,43
137,1,7,29
138,1,10,33
139,1,7,16
140,1,9,20
141,1,10,28
142,1,10,32
143,1,7,18
144,1,9,40
145,1,10,25
146,1,6,13
147,1,12,56
148,1,9,21
149,1,8,33
150,1,8,32
151,1,8,25
152,1,6,14
153,1,9,42
154,1,12,32
155,1,10,44
156,1,8,26
157,1,9,44
158,1,9,27
159,1,10,34
160,1,8,18
161,1,10,37
162,1,12,52
163,1,8,19
164,1,8,15
165,1,9,29
166,1,10,43
167,1,8,23
168,1,9,31
169,1,6,13
170,1,8,35
171,1,8,32
172,1,8,24
173,1,8,21
174,1,8,31
175,1,8,34
176,1,10,41
177,1,8,37
178,1,8,27
179,1,8,23
180,1,10,26
181,1,10,25
182,1,8,26
183,1,8,30
184,1,8,38
185,1,8,29
186,1,8,23
187,1,5,4
188,1,9,37
189,1,6,12
190,1,10,36
191,1,8,11
192,1,11,40
193,1,8,49
194,1,10,40
195,1,5,6
196,1,8,48
197,1,10,57
198,1,10,45
199,1,11,70
200,1,8,16
201,1,9,20
202,1,8,25
203,1,10,43
204,1,10,30
205,1,10,45
206,1,10,26
207,1,8,24
208,1,6,14
209,1,6,14
210,1,9,21
211,1,6,22
212,1,7,22
213,1,8,28
214,1,8,20
215,1,10,46
216,1,8,36
217,1,10,35
218,1,8,30
219,1,9,24
220,1,10,30
221,1,6,8
222,1,9,44
223,1,8,31
224,1,8,28
225,1,12,48
226,1,8,14
227,1,9,27
228,1,8,26
229,1,8,25
230,1,9,48
231,1,8,21
232,1,12,46
233,1,7,14
234,1,8,36
235,1,7,12
236,1,6,16
237,1,8,26
238,1,9,25
239,1,9,32
240,1,8,11
241,1,9,20
242,1,9,42
243,1,11,61
244,1,7,27
245,1,7,13
246,1,11,51
247,1,8,32
248,1,9,38
249,1,9,28
250,1,10,22
251,1,9,44
252,1,9,38
253,1,6,10
254,1,10,51
255,1,8,23
256,1,8,27
257,1,8,52
258,1,11,49
259,1,9,47
260,1,7,29
261,1,9,35
262,1,8,30
263,1,10,41
264,1,8,31
265,1,11,40
266,1,11,36
267,1,10,38
268,1,8,22
269,1,9,30
270,1,8,14
271,1,8,25
272,1,10,33
273,1,8,17
274,1,9,30
275,1,11,29
276,1,8,14
277,1,9,29
278,1,8,17
279,1,10,47
280,1,10,31
281,1,7,17
