id,set,human_score,pos_22
5978,3,1,1
5979,3,2,12
5980,3,1,7
5981,3,1,9
5982,3,2,5
5983,3,1,4
5984,3,1,4
5985,3,0,19
5986,3,2,6
5987,3,3,3
5988,3,3,13
5989,3,1,9
5990,3,3,4
5991,3,2,5
5992,3,1,5
5993,3,2,6
5994,3,2,4
5995,3,2,9
5996,3,1,6
5997,3,2,2
5998,3,2,2
5999,3,1,2
6000,3,2,6
6001,3,1,6
6002,3,2,5
6003,3,3,12
6004,3,1,6
6005,3,3,9
6006,3,2,3
6007,3,3,17
6008,3,1,12
6010,3,1,6
6011,3,1,0
6012,3,0,10
6013,3,1,4
6014,3,3,5
6015,3,2,5
6016,3,3,14
6017,3,1,4
6018,3,2,8
6019,3,1,9
6020,3,2,9
6021,3,2,7
6022,3,2,5
6023,3,2,14
6024,3,1,4
6025,3,1,3
6026,3,3,17
6027,3,3,14
6028,3,2,2
6029,3,1,2
6030,3,3,8
6031,3,3,7
6032,3,2,7
6033,3,3,9
6034,3,2,7
6035,3,1,8
6036,3,2,16
6037,3,2,8
6038,3,2,10
6039,3,1,8
6040,3,1,5
6041,3,2,5
6042,3,2,9
6043,3,1,4
6044,3,2,0
6045,3,2,8
6046,3,1,7
6047,3,1,5
6048,3,1,7
6049,3,1,0
6050,3,3,5
6051,3,1,11
6052,3,2,6
6053,3,1,4
6054,3,1,4
6055,3,2,13
6056,3,1,2
6057,3,3,10
6058,3,2,5
6059,3,1,2
6060,3,1,7
6061,3,3,14
6062,3,1,7
6063,3,2,4
6064,3,2,5
6065,3,2,5
6066,3,1,4
6067,3,1,5
6068,3,2,5
6069,3,2,10
6070,3,2,4
6071,3,2,5
6072,3,2,3
6073,3,2,19
6074,3,2,4
6075,3,3,16
6076,3,2,11
6077,3,1,4
6078,3,2,7
6079,3,3,4
6080,3,2,5
6081,3,2,0
6082,3,1,7
6083,3,1,3
6084,3,3,9
6085,3,3,12
6086,3,1,6
6087,3,2,3
6088,3,2,6
6089,3,3,12
6090,3,1,5
6091,3,3,6
6092,3,1,2
6093,3,1,2
6094,3,1,14
6095,3,3,10
6096,3,2,3
6097,3,1,4
6098,3,3,5
6099,3,1,2
6100,3,2,11
6101,3,2,4
6102,3,2,16
6103,3,2,8
6104,3,1,1
6105,3,3,8
6106,3,1,5
6107,3,2,7
6108,3,1,6
6109,3,2,9
6110,3,2,4
6111,3,2,11
6112,3,1,3
6113,3,3,4
6114,3,1,1
6115,3,2,4
6116,3,2,13
6117,3,1,4
6118,3,3,17
6119,3,1,1
6120,3,2,10
6121,3,3,9
6122,3,2,9
6123,3,3,11
6124,3,3,5
6125,3,2,1
6126,3,1,5
6127,3,3,17
6128,3,3,4
6129,3,2,6
6130,3,1,9
6131,3,1,3
6132,3,3,9
6133,3,1,6
6134,3,2,14
6135,3,2,5
6136,3,1,2
6137,3,2,11
6138,3,2,9
6139,3,2,5
6140,3,1,5
6141,3,2,4
6142,3,2,9
6143,3,3,8
6144,3,3,23
6145,3,3,10
6146,3,2,4
6147,3,2,7
6148,3,2,8
6149,3,2,7
6150,3,2,3
6151,3,2,8
6152,3,2,5
6153,3,2,6
6154,3,1,2
6155,3,1,8
6156,3,2,2
6157,3,3,22
6158,3,3,4
6159,3,2,15
6160,3,2,3
6161,3,2,5
6162,3,2,16
6163,3,1,2
6164,3,2,6
6165,3,3,6
6166,3,1,3
6167,3,3,3
6168,3,2,10
6169,3,2,17
6170,3,1,18
6171,3,3,7
6172,3,2,8
6173,3,1,2
6174,3,2,8
6175,3,1,4
6176,3,1,9
6177,3,2,15
6178,3,3,4
6179,3,2,2
6180,3,3,10
6181,3,3,12
6182,3,3,9
6183,3,3,4
6184,3,1,2
6185,3,2,9
6186,3,2,6
6187,3,1,5
6188,3,0,0
6189,3,1,9
6190,3,2,20
6191,3,2,10
6192,3,3,8
6193,3,1,4
6194,3,3,22
6195,3,3,8
6196,3,1,5
6197,3,2,15
6198,3,3,9
6199,3,2,3
6200,3,0,13
6201,3,2,5
6202,3,1,6
6203,3,3,13
6204,3,1,12
6205,3,2,3
6206,3,0,2
6207,3,0,3
6208,3,3,18
6209,3,2,11
6210,3,2,9
6211,3,1,4
6212,3,2,3
6213,3,1,0
6214,3,1,4
6215,3,1,5
6216,3,2,14
6217,3,1,4
6218,3,2,6
6219,3,2,6
6220,3,2,18
6221,3,2,11
6222,3,2,6
6223,3,3,12
6224,3,2,5
6225,3,3,15
6226,3,3,7
6227,3,1,1
6228,3,3,8
6229,3,1,1
6230,3,1,2
6231,3,2,13
6232,3,1,4
6233,3,2,0
6234,3,1,12
6235,3,1,1
6236,3,2,14
6237,3,2,18
6238,3,0,3
6239,3,2,4
6240,3,3,2
6241,3,1,4
