id,set,human_score,word_10
17834,7,15,2
17836,7,13,3
17837,7,15,3
17838,7,17,7
17839,7,13,7
17840,7,23,12
17841,7,16,7
17842,7,18,4
17843,7,12,19
17844,7,10,3
17845,7,16,5
17846,7,19,7
17847,7,17,8
17849,7,14,9
17850,7,12,4
17851,7,16,6
17852,7,17,11
17853,7,16,4
17854,7,21,8
17856,7,14,5
17857,7,18,7
17858,7,24,11
17859,7,17,8
17860,7,16,6
17861,7,16,5
17862,7,9,4
17863,7,6,2
17864,7,10,4
17865,7,17,10
17867,7,16,7
17868,7,15,11
17869,7,11,4
17870,7,19,4
17871,7,24,17
17872,7,18,7
17873,7,16,8
17874,7,20,8
17875,7,12,6
17876,7,19,10
17878,7,10,6
17879,7,7,2
17880,7,16,4
17881,7,12,8
17882,7,12,3
17883,7,20,9
17884,7,24,10
17885,7,9,3
17886,7,9,4
17887,7,20,10
17888,7,16,8
17889,7,8,7
17890,7,15,5
17891,7,20,2
17892,7,17,6
17893,7,18,5
17894,7,13,2
17896,7,12,10
17897,7,20,6
17898,7,16,10
17899,7,24,26
17900,7,16,6
17901,7,10,2
17902,7,17,11
17903,7,12,4
17904,7,17,3
17905,7,8,1
17906,7,22,7
17908,7,24,9
17909,7,21,10
17910,7,19,9
17911,7,19,6
17912,7,12,6
17913,7,16,4
17914,7,12,2
17915,7,15,5
17916,7,9,4
17917,7,8,3
17918,7,14,5
17919,7,23,13
17920,7,14,3
17921,7,10,5
17922,7,17,8
17923,7,21,8
17924,7,24,14
17926,7,21,10
17927,7,6,4
17928,7,12,4
17930,7,21,11
17931,7,24,9
17932,7,24,14
17933,7,15,4
17935,7,14,4
17936,7,9,3
17937,7,9,3
17938,7,9,11
17939,7,22,11
17940,7,8,3
17941,7,15,4
17942,7,20,5
17943,7,10,3
17944,7,18,6
17945,7,18,5
17946,7,14,3
17947,7,23,13
17949,7,6,2
17950,7,11,4
17951,7,9,2
17952,7,21,6
17953,7,16,6
17954,7,11,6
17955,7,20,4
17957,7,8,1
17959,7,7,4
17961,7,17,9
17962,7,14,7
17963,7,22,12
17964,7,21,5
17965,7,12,8
17966,7,18,9
17967,7,12,13
17968,7,19,7
17969,7,16,5
17970,7,11,1
17971,7,18,11
17973,7,15,1
17974,7,17,8
17975,7,16,10
17976,7,9,6
17977,7,16,3
17978,7,9,0
17979,7,17,2
17980,7,24,11
17981,7,11,6
17982,7,9,4
17983,7,18,6
17984,7,18,6
17985,7,14,4
17986,7,17,13
17987,7,18,8
17988,7,15,6
17989,7,13,5
17990,7,11,7
17991,7,24,14
17992,7,7,1
17993,7,17,6
17996,7,11,2
17997,7,16,8
17998,7,17,11
18000,7,22,13
18001,7,12,3
18002,7,12,5
18004,7,16,7
18005,7,20,10
18006,7,16,8
18008,7,15,5
18011,7,8,2
18012,7,17,10
18013,7,13,5
18014,7,20,5
18015,7,14,2
18016,7,24,7
18017,7,17,9
18018,7,12,3
18019,7,20,12
18020,7,13,2
18021,7,16,4
18022,7,18,16
18023,7,12,6
18025,7,21,8
18026,7,19,6
18028,7,23,7
18029,7,17,8
18030,7,21,12
18031,7,9,3
18032,7,15,3
18033,7,12,5
18034,7,24,22
18035,7,16,3
18036,7,8,3
18037,7,13,2
18038,7,21,7
18039,7,16,3
18040,7,9,2
18041,7,17,4
18042,7,16,7
18043,7,7,3
18044,7,16,7
18045,7,19,14
18046,7,8,3
18047,7,22,8
18048,7,18,6
18049,7,18,5
18050,7,8,1
18051,7,18,8
18052,7,17,8
18053,7,24,11
18054,7,12,3
18055,7,16,7
18056,7,22,13
18057,7,14,5
18058,7,18,7
18060,7,8,1
18061,7,15,7
18062,7,17,8
18064,7,17,4
18065,7,14,10
18066,7,23,10
18067,7,17,5
18068,7,24,10
18070,7,20,5
18071,7,16,9
18072,7,15,8
18073,7,18,6
18074,7,17,5
18075,7,16,7
18076,7,13,6
18077,7,18,12
18078,7,19,5
18079,7,22,13
18080,7,8,5
18081,7,23,5
18082,7,14,2
18083,7,14,6
18084,7,15,5
18086,7,15,6
18087,7,19,4
18088,7,6,1
18089,7,21,8
18090,7,16,3
18091,7,7,1
18092,7,16,3
18093,7,14,5
18094,7,17,6
18095,7,15,9
18096,7,16,7
18097,7,17,5
18098,7,22,11
18099,7,17,8
18100,7,18,12
18102,7,13,3
18103,7,11,5
18105,7,17,7
18106,7,16,7
18107,7,13,10
18108,7,11,1
18109,7,8,1
18110,7,20,16
18112,7,17,3
18114,7,18,6
18115,7,15,7
18116,7,20,8
18117,7,19,8
18118,7,10,6
18119,7,16,6
18120,7,18,7
18121,7,14,7
18123,7,12,3
18124,7,15,10
18126,7,6,2
18127,7,18,11
18128,7,17,6
18129,7,13,5
18130,7,17,5
18131,7,15,3
18132,7,18,11
18133,7,13,1
18134,7,12,8
18135,7,12,5
18136,7,14,2
18137,7,15,6
18138,7,12,12
18140,7,18,7
18141,7,15,11
18142,7,21,14
18143,7,13,8
18144,7,16,6
18146,7,21,11
18147,7,16,3
18148,7,18,11
18149,7,10,1
18150,7,14,6
18151,7,16,9
18152,7,6,1
18153,7,24,13
18154,7,13,2
18156,7,18,3
18159,7,18,6
18160,7,23,8
18161,7,4,3
18162,7,19,13
18163,7,16,6
18164,7,19,8
18165,7,17,8
18166,7,17,6
18167,7,7,1
18168,7,17,7
18169,7,13,13
18170,7,14,9
18171,7,17,5
18172,7,23,9
18173,7,14,5
18174,7,23,12
18175,7,22,20
18177,7,13,4
18178,7,22,14
18179,7,5,3
18180,7,17,5
18181,7,17,5
18182,7,17,8
18183,7,16,7
18184,7,6,0
18185,7,13,4
18186,7,14,9
18187,7,21,16
18189,7,22,12
18190,7,14,5
18191,7,16,4
18192,7,20,6
18193,7,15,5
18194,7,13,9
18195,7,9,6
18196,7,8,1
18197,7,16,7
18198,7,20,13
18200,7,19,9
18201,7,21,5
18202,7,21,9
18203,7,7,2
18205,7,20,12
18206,7,16,3
18207,7,12,7
18208,7,17,2
18209,7,16,3
18210,7,18,8
18211,7,17,10
18212,7,14,5
18213,7,22,10
18215,7,8,5
18217,7,17,5
18218,7,16,8
18219,7,7,3
18220,7,21,6
18221,7,8,0
18222,7,24,10
18223,7,20,8
18225,7,19,6
18226,7,21,11
18227,7,18,12
18228,7,12,5
18229,7,24,11
18230,7,17,10
18231,7,23,9
18232,7,20,8
18233,7,10,4
18234,7,21,7
18235,7,18,17
18236,7,20,7
18237,7,18,4
18238,7,16,3
18239,7,7,3
18240,7,16,4
18241,7,20,9
18242,7,16,4
18243,7,24,24
18244,7,14,6
18245,7,9,1
18246,7,17,7
18247,7,10,7
18248,7,11,4
18249,7,13,4
18250,7,23,12
18251,7,11,3
18252,7,14,8
18253,7,12,3
18254,7,17,5
18255,7,20,8
18256,7,22,12
18257,7,20,11
18258,7,9,5
