id,set,human_score,sentence_count
11827,5,2,9
11828,5,2,8
11829,5,3,7
11830,5,1,4
11831,5,3,9
11832,5,3,7
11833,5,3,12
11834,5,4,14
11835,5,3,11
11836,5,3,11
11837,5,1,2
11838,5,1,12
11839,5,1,5
11840,5,1,6
11841,5,2,8
11842,5,2,4
11843,5,4,17
11844,5,3,7
11845,5,2,11
11846,5,2,6
11847,5,4,10
11848,5,2,9
11849,5,2,8
11850,5,4,14
11851,5,2,7
11852,5,2,9
11853,5,2,6
11854,5,1,5
11855,5,3,8
11856,5,4,8
11857,5,4,16
11858,5,3,10
11859,5,2,7
11860,5,3,9
11861,5,3,14
11862,5,3,7
11863,5,3,9
11864,5,2,7
11865,5,3,12
11866,5,4,29
11867,5,2,5
11868,5,3,7
11869,5,3,8
11870,5,2,6
11871,5,1,4
11872,5,3,5
11873,5,3,9
11874,5,3,9
11875,5,3,9
11876,5,2,6
11877,5,2,4
11878,5,3,11
11879,5,2,5
11880,5,1,4
11881,5,3,10
11882,5,3,10
11883,5,3,12
11884,5,4,23
11885,5,2,5
11886,5,3,11
11887,5,2,7
11888,5,1,3
11889,5,2,7
11890,5,2,5
11891,5,3,13
11892,5,2,6
11893,5,3,8
11894,5,2,7
11895,5,3,8
11896,5,3,8
11897,5,3,7
11898,5,3,13
11899,5,3,8
11900,5,3,14
11901,5,3,9
11902,5,1,5
11903,5,1,3
11904,5,3,8
11905,5,3,6
11906,5,4,8
11907,5,2,5
11908,5,3,5
11909,5,2,6
11910,5,1,6
11911,5,3,9
11912,5,2,4
11913,5,2,7
11914,5,1,6
11915,5,2,6
11916,5,3,7
11917,5,2,6
11918,5,2,7
11919,5,1,4
11920,5,3,8
11921,5,3,7
11922,5,2,7
11923,5,2,7
11924,5,2,6
11925,5,2,7
11926,5,1,8
11927,5,2,5
11928,5,3,11
11929,5,2,8
11930,5,2,6
11931,5,3,7
11932,5,4,25
11933,5,3,11
11934,5,3,10
11935,5,1,2
11936,5,2,9
11937,5,4,12
11938,5,3,7
11939,5,3,11
11940,5,2,7
11941,5,3,8
11942,5,3,14
11943,5,3,17
11944,5,2,4
11945,5,4,10
11946,5,3,7
11947,5,2,8
11948,5,2,5
