id,set,human_score,pos_23
2,1,9,8
3,1,7,2
4,1,10,7
5,1,8,4
6,1,8,6
7,1,10,23
8,1,10,7
9,1,9,8
10,1,9,5
11,1,8,6
12,1,8,1
13,1,7,1
14,1,6,14
15,1,6,0
16,1,12,7
17,1,8,10
18,1,8,11
19,1,4,1
20,1,6,0
21,1,8,7
22,1,3,4
23,1,10,9
24,1,11,9
25,1,8,8
26,1,9,9
27,1,4,0
28,1,9,9
29,1,9,11
30,1,8,4
31,1,10,17
32,1,10,12
33,1,6,4
34,1,8,2
35,1,9,2
36,1,10,19
37,1,12,18
38,1,8,10
39,1,10,14
40,1,7,7
41,1,2,1
42,1,8,15
43,1,6,4
44,1,8,6
45,1,8,9
46,1,8,4
47,1,8,6
48,1,11,16
49,1,6,3
50,1,5,0
51,1,9,5
52,1,7,5
53,1,8,12
54,1,10,11
55,1,8,3
56,1,10,9
57,1,9,5
58,1,7,7
59,1,8,7
60,1,4,0
61,1,8,14
62,1,8,3
63,1,8,4
64,1,7,3
65,1,9,7
66,1,9,7
67,1,8,2
68,1,9,11
69,1,7,8
70,1,12,14
71,1,10,10
72,1,10,4
73,1,8,7
74,1,7,7
75,1,8,2
76,1,8,1
77,1,10,9
78,1,10,8
79,1,10,9
80,1,8,3
81,1,8,12
82,1,8,2
83,1,7,2
84,1,6,1
85,1,10,10
86,1,8,5
87,1,10,15
88,1,9,10
89,1,6,5
90,1,7,4
91,1,8,3
92,1,11,13
93,1,11,5
94,1,8,5
95,1,10,12
96,1,7,4
97,1,8,4
98,1,11,9
99,1,8,7
100,1,7,11
101,1,10,2
102,1,8,2
103,1,9,5
104,1,10,4
105,1,9,18
106,1,11,6
107,1,10,11
108,1,8,9
109,1,8,0
110,1,6,3
111,1,11,12
112,1,9,6
113,1,8,6
114,1,8,4
115,1,9,15
116,1,4,1
117,1,8,11
118,1,12,8
119,1,10,18
120,1,8,11
121,1,8,12
122,1,9,6
123,1,10,6
124,1,7,1
125,1,5,2
126,1,8,6
127,1,9,13
128,1,9,14
129,1,10,10
130,1,10,3
131,1,10,15
132,1,11,4
133,1,10,11
134,1,10,10
135,1,7,5
136,1,9,24
137,1,7,4
138,1,10,15
139,1,7,10
140,1,9,7
141,1,10,14
142,1,10,7
143,1,7,3
144,1,9,9
145,1,10,4
146,1,6,0
147,1,12,12
148,1,9,4
149,1,8,19
150,1,8,2
151,1,8,1
152,1,6,1
153,1,9,15
154,1,12,11
155,1,10,5
156,1,8,11
157,1,9,3
158,1,9,1
