id,set,human_score,pos_31
2,1,9,6
3,1,7,6
4,1,10,12
5,1,8,16
6,1,8,5
7,1,10,16
8,1,10,15
9,1,9,19
10,1,9,23
11,1,8,9
12,1,8,15
13,1,7,5
14,1,6,6
15,1,6,3
16,1,12,10
17,1,8,8
18,1,8,8
19,1,4,3
20,1,6,5
21,1,8,3
22,1,3,0
23,1,10,11
24,1,11,16
25,1,8,10
26,1,9,14
27,1,4,6
28,1,9,4
29,1,9,11
30,1,8,6
31,1,10,18
32,1,10,9
33,1,6,4
34,1,8,13
35,1,9,7
36,1,10,15
37,1,12,12
38,1,8,11
39,1,10,13
40,1,7,5
41,1,2,1
42,1,8,4
43,1,6,5
44,1,8,1
45,1,8,2
46,1,8,27
47,1,8,9
48,1,11,6
49,1,6,6
50,1,5,1
51,1,9,18
52,1,7,8
53,1,8,11
54,1,10,16
55,1,8,6
56,1,10,11
57,1,9,13
58,1,7,5
59,1,8,7
60,1,4,2
61,1,8,7
62,1,8,7
63,1,8,5
64,1,7,8
65,1,9,11
66,1,9,14
67,1,8,13
68,1,9,17
69,1,7,7
70,1,12,12
71,1,10,8
72,1,10,14
73,1,8,17
74,1,7,9
75,1,8,8
76,1,8,12
77,1,10,12
78,1,10,13
79,1,10,7
80,1,8,5
81,1,8,12
82,1,8,7
83,1,7,8
84,1,6,5
85,1,10,17
86,1,8,9
87,1,10,20
88,1,9,13
89,1,6,16
90,1,7,11
91,1,8,5
92,1,11,16
93,1,11,16
94,1,8,12
95,1,10,8
96,1,7,10
97,1,8,10
98,1,11,17
99,1,8,11
100,1,7,4
101,1,10,9
102,1,8,14
103,1,9,12
104,1,10,12
105,1,9,7
106,1,11,10
107,1,10,24
108,1,8,5
109,1,8,16
110,1,6,4
111,1,11,16
112,1,9,8
113,1,8,7
114,1,8,20
115,1,9,12
116,1,4,1
117,1,8,3
118,1,12,16
119,1,10,23
120,1,8,14
121,1,8,12
122,1,9,8
123,1,10,14
124,1,7,5
125,1,5,4
126,1,8,8
127,1,9,12
128,1,9,12
129,1,10,7
130,1,10,29
131,1,10,7
132,1,11,10
133,1,10,14
134,1,10,11
135,1,7,12
136,1,9,31
137,1,7,6
138,1,10,3
139,1,7,9
140,1,9,8
141,1,10,7
142,1,10,16
143,1,7,2
144,1,9,16
145,1,10,4
146,1,6,1
147,1,12,26
148,1,9,12
149,1,8,9
150,1,8,2
151,1,8,1
152,1,6,7
153,1,9,6
154,1,12,17
155,1,10,15
156,1,8,18
157,1,9,19
158,1,9,3
159,1,10,8
160,1,8,8
161,1,10,9
162,1,12,16
163,1,8,4
164,1,8,3
165,1,9,11
166,1,10,11
167,1,8,7
168,1,9,9
169,1,6,2
170,1,8,9
171,1,8,13
172,1,8,9
173,1,8,2
174,1,8,7
175,1,8,3
176,1,10,10
177,1,8,11
178,1,8,4
179,1,8,9
180,1,10,15
181,1,10,12
182,1,8,8
183,1,8,9
184,1,8,11
185,1,8,17
186,1,8,17
187,1,5,0
188,1,9,7
189,1,6,9
190,1,10,12
191,1,8,5
192,1,11,18
193,1,8,21
194,1,10,19
195,1,5,6
196,1,8,14
197,1,10,13
198,1,10,17
199,1,11,19
200,1,8,14
201,1,9,15
202,1,8,6
203,1,10,15
204,1,10,10
205,1,10,14
206,1,10,13
207,1,8,14
208,1,6,5
209,1,6,8
210,1,9,18
211,1,6,12
212,1,7,11
213,1,8,9
214,1,8,6
215,1,10,14
216,1,8,12
217,1,10,10
218,1,8,0
219,1,9,7
220,1,10,13
221,1,6,2
222,1,9,24
223,1,8,9
224,1,8,12
225,1,12,11
226,1,8,3
227,1,9,11
228,1,8,7
229,1,8,6
230,1,9,14
231,1,8,6
232,1,12,26
233,1,7,1
234,1,8,7
235,1,7,8
236,1,6,1
237,1,8,7
238,1,9,5
239,1,9,11
240,1,8,4
241,1,9,8
242,1,9,14
243,1,11,14
244,1,7,10
245,1,7,0
246,1,11,14
247,1,8,20
248,1,9,9
249,1,9,12
250,1,10,10
251,1,9,17
252,1,9,6
253,1,6,7
254,1,10,19
255,1,8,7
256,1,8,3
257,1,8,22
258,1,11,22
259,1,9,19
260,1,7,11
261,1,9,8
