id,set,human_score,pos_27
2,1,9,8
3,1,7,1
4,1,10,17
5,1,8,2
6,1,8,6
7,1,10,7
8,1,10,7
9,1,9,1
10,1,9,7
11,1,8,3
12,1,8,2
13,1,7,5
14,1,6,1
15,1,6,0
16,1,12,9
17,1,8,1
18,1,8,1
19,1,4,1
20,1,6,0
21,1,8,1
22,1,3,0
23,1,10,3
24,1,11,6
25,1,8,2
26,1,9,7
27,1,4,0
28,1,9,3
29,1,9,0
30,1,8,0
31,1,10,8
32,1,10,8
33,1,6,1
34,1,8,1
35,1,9,2
36,1,10,5
37,1,12,5
38,1,8,1
39,1,10,2
40,1,7,2
41,1,2,0
42,1,8,0
43,1,6,0
44,1,8,9
45,1,8,0
46,1,8,1
47,1,8,1
48,1,11,5
49,1,6,1
50,1,5,0
51,1,9,11
52,1,7,1
53,1,8,5
54,1,10,7
55,1,8,0
56,1,10,3
57,1,9,2
58,1,7,2
59,1,8,4
60,1,4,0
61,1,8,1
62,1,8,8
63,1,8,1
64,1,7,1
65,1,9,4
66,1,9,5
67,1,8,3
68,1,9,1
69,1,7,0
70,1,12,1
71,1,10,3
72,1,10,6
73,1,8,6
74,1,7,2
75,1,8,4
76,1,8,11
77,1,10,12
78,1,10,3
79,1,10,17
80,1,8,5
81,1,8,3
82,1,8,3
83,1,7,1
84,1,6,1
85,1,10,7
86,1,8,3
87,1,10,16
88,1,9,2
89,1,6,0
90,1,7,1
91,1,8,0
92,1,11,17
93,1,11,4
94,1,8,1
95,1,10,6
96,1,7,4
97,1,8,2
98,1,11,5
99,1,8,11
100,1,7,5
101,1,10,6
102,1,8,1
103,1,9,4
104,1,10,1
105,1,9,5
106,1,11,3
107,1,10,6
108,1,8,7
109,1,8,2
110,1,6,0
111,1,11,7
112,1,9,5
113,1,8,7
114,1,8,2
115,1,9,16
116,1,4,0
117,1,8,3
118,1,12,3
119,1,10,2
120,1,8,8
121,1,8,4
122,1,9,8
123,1,10,7
124,1,7,1
125,1,5,5
126,1,8,1
127,1,9,0
128,1,9,1
129,1,10,3
130,1,10,4
131,1,10,9
132,1,11,3
133,1,10,2
134,1,10,6
135,1,7,1
136,1,9,13
137,1,7,1
138,1,10,2
139,1,7,0
140,1,9,2
141,1,10,14
142,1,10,2
143,1,7,4
144,1,9,2
145,1,10,3
146,1,6,8
147,1,12,6
148,1,9,4
149,1,8,0
150,1,8,0
151,1,8,3
152,1,6,0
153,1,9,9
154,1,12,10
155,1,10,4
156,1,8,2
157,1,9,7
158,1,9,2
159,1,10,3
160,1,8,0
161,1,10,3
162,1,12,2
163,1,8,1
164,1,8,1
165,1,9,4
166,1,10,8
167,1,8,6
168,1,9,1
169,1,6,3
170,1,8,1
171,1,8,1
172,1,8,0
173,1,8,2
174,1,8,5
175,1,8,2
176,1,10,11
177,1,8,3
178,1,8,1
179,1,8,0
180,1,10,1
181,1,10,5
182,1,8,0
183,1,8,0
184,1,8,3
185,1,8,1
186,1,8,6
187,1,5,0
188,1,9,2
189,1,6,0
190,1,10,1
191,1,8,0
192,1,11,7
193,1,8,3
194,1,10,4
195,1,5,1
196,1,8,1
197,1,10,2
198,1,10,11
199,1,11,21
200,1,8,7
201,1,9,0
202,1,8,0
203,1,10,6
204,1,10,6
205,1,10,7
206,1,10,4
207,1,8,4
208,1,6,0
209,1,6,0
210,1,9,2
211,1,6,1
212,1,7,0
213,1,8,7
214,1,8,2
215,1,10,1
216,1,8,11
217,1,10,12
218,1,8,0
219,1,9,1
220,1,10,8
221,1,6,0
222,1,9,2
223,1,8,2
224,1,8,8
225,1,12,19
226,1,8,4
227,1,9,3
228,1,8,17
229,1,8,6
230,1,9,4
231,1,8,1
232,1,12,4
233,1,7,2
234,1,8,4
235,1,7,2
236,1,6,7
237,1,8,5
238,1,9,0
239,1,9,3
240,1,8,6
241,1,9,2
242,1,9,3
243,1,11,4
244,1,7,1
245,1,7,1
246,1,11,14
247,1,8,1
248,1,9,5
249,1,9,3
250,1,10,0
251,1,9,1
252,1,9,4
253,1,6,0
254,1,10,23
255,1,8,4
256,1,8,2
257,1,8,8
258,1,11,4
259,1,9,8
260,1,7,0
261,1,9,6
262,1,8,1
263,1,10,12
264,1,8,1
265,1,11,5
266,1,11,3
267,1,10,5
268,1,8,3
269,1,9,13
270,1,8,1
271,1,8,4
272,1,10,5
273,1,8,1
274,1,9,8
275,1,11,2
276,1,8,1
277,1,9,5
278,1,8,1
279,1,10,3
280,1,10,9
281,1,7,3
282,1,8,1
283,1,6,3
284,1,8,0
285,1,11,17
286,1,4,1
287,1,12,11
288,1,8,4
289,1,10,8
290,1,11,4
291,1,11,8
292,1,11,8
293,1,8,6
294,1,10,1
295,1,10,2
296,1,10,1
297,1,9,1
298,1,8,1
299,1,8,4
300,1,8,13
301,1,9,3
302,1,10,7
303,1,10,8
304,1,9,10
305,1,10,3
306,1,8,7
307,1,9,1
308,1,6,0
309,1,9,12
310,1,10,3
311,1,9,4
312,1,7,6
314,1,9,2
315,1,10,0
316,1,9,9
317,1,10,5
318,1,8,0
319,1,9,5
320,1,8,6
321,1,12,5
322,1,8,6
323,1,10,6
324,1,8,1
325,1,9,1
326,1,10,2
327,1,6,3
328,1,8,1
329,1,8,9
330,1,11,17
331,1,10,5
332,1,8,8
333,1,9,9
334,1,10,27
335,1,9,14
336,1,11,11
337,1,10,3
338,1,8,7
339,1,11,20
340,1,9,1
341,1,8,0
342,1,9,8
343,1,9,3
345,1,10,7
346,1,12,1
347,1,7,1
348,1,8,5
349,1,8,3
350,1,8,6
351,1,9,1
352,1,7,0
353,1,5,0
354,1,8,3
355,1,6,1
356,1,8,4
357,1,8,1
358,1,7,1
359,1,2,0
360,1,6,1
361,1,10,3
362,1,10,2
363,1,8,1
364,1,11,3
365,1,9,3
366,1,8,2
367,1,8,5
368,1,9,6
369,1,8,1
370,1,10,3
371,1,8,2
372,1,10,13
373,1,8,14
374,1,7,7
375,1,4,6
376,1,8,8
377,1,10,2
378,1,11,3
379,1,9,7
380,1,10,8
381,1,10,9
382,1,7,1
383,1,11,3
384,1,8,0
385,1,11,13
386,1,10,6
387,1,8,1
388,1,7,2
389,1,8,1
390,1,10,0
391,1,12,8
392,1,8,4
393,1,8,3
394,1,7,0
395,1,6,1
396,1,7,0
397,1,10,8
398,1,10,7
399,1,8,0
400,1,8,4
401,1,6,1
402,1,8,6
403,1,8,4
404,1,8,5
405,1,9,4
406,1,8,1
407,1,8,4
408,1,8,5
409,1,8,1
410,1,8,3
411,1,12,8
412,1,10,2
413,1,9,4
414,1,8,2
415,1,7,1
416,1,6,0
417,1,8,2
418,1,12,14
419,1,6,1
420,1,8,1
421,1,6,5
422,1,7,5
423,1,9,0
424,1,9,4
425,1,10,3
426,1,9,1
427,1,11,9
428,1,8,3
429,1,9,0
430,1,8,8
431,1,11,3
432,1,8,0
433,1,11,3
434,1,7,2
435,1,11,7
436,1,8,10
437,1,8,10
438,1,8,1
439,1,10,1
440,1,8,8
441,1,8,5
442,1,10,11
443,1,8,3
444,1,8,1
445,1,8,1
446,1,10,15
447,1,11,15
448,1,9,3
449,1,2,0
450,1,7,1
451,1,8,0
452,1,7,1
453,1,9,2
454,1,8,2
455,1,4,1
456,1,7,3
457,1,10,1
458,1,9,0
459,1,8,2
460,1,8,3
461,1,8,5
462,1,8,4
463,1,8,1
464,1,7,0
465,1,8,4
466,1,9,3
467,1,8,1
468,1,8,0
469,1,9,4
470,1,8,2
471,1,8,0
472,1,12,2
473,1,7,1
474,1,6,1
475,1,9,6
476,1,8,12
477,1,6,1
478,1,8,0
479,1,10,2
480,1,8,6
481,1,10,12
482,1,9,5
483,1,9,0
484,1,7,1
485,1,10,2
486,1,9,7
487,1,8,3
488,1,8,0
489,1,9,4
490,1,8,10
491,1,8,9
492,1,7,1
493,1,8,0
494,1,9,1
495,1,8,2
496,1,9,12
497,1,9,6
498,1,12,7
499,1,9,2
500,1,10,11
501,1,8,6
502,1,7,1
503,1,8,0
504,1,10,6
505,1,10,4
