id,set,human_score,pos_30
2,1,9,17
3,1,7,24
4,1,10,26
5,1,8,19
6,1,8,15
7,1,10,13
8,1,10,38
9,1,9,17
10,1,9,34
11,1,8,22
12,1,8,34
13,1,7,15
14,1,6,20
15,1,6,12
16,1,12,17
17,1,8,18
18,1,8,23
19,1,4,6
20,1,6,10
21,1,8,24
22,1,3,3
23,1,10,28
24,1,11,26
25,1,8,14
26,1,9,23
27,1,4,7
28,1,9,22
29,1,9,29
30,1,8,27
31,1,10,30
32,1,10,37
33,1,6,9
34,1,8,20
35,1,9,39
36,1,10,33
37,1,12,31
38,1,8,16
39,1,10,13
40,1,7,17
41,1,2,4
42,1,8,25
43,1,6,7
44,1,8,22
45,1,8,20
46,1,8,17
47,1,8,13
48,1,11,29
49,1,6,22
50,1,5,4
51,1,9,39
52,1,7,17
53,1,8,33
54,1,10,27
55,1,8,13
56,1,10,20
57,1,9,14
58,1,7,15
59,1,8,34
60,1,4,8
61,1,8,14
62,1,8,19
63,1,8,17
64,1,7,10
65,1,9,19
66,1,9,5
67,1,8,15
68,1,9,23
69,1,7,16
70,1,12,21
71,1,10,27
72,1,10,35
73,1,8,13
74,1,7,29
75,1,8,8
76,1,8,12
77,1,10,43
78,1,10,11
79,1,10,9
80,1,8,27
81,1,8,23
82,1,8,23
83,1,7,14
84,1,6,11
85,1,10,44
86,1,8,23
87,1,10,21
88,1,9,26
89,1,6,11
90,1,7,17
91,1,8,17
92,1,11,45
93,1,11,12
94,1,8,19
95,1,10,31
96,1,7,7
97,1,8,16
98,1,11,12
99,1,8,18
100,1,7,18
101,1,10,35
102,1,8,13
103,1,9,23
104,1,10,32
105,1,9,38
106,1,11,23
107,1,10,46
108,1,8,34
109,1,8,20
110,1,6,14
111,1,11,23
112,1,9,26
113,1,8,17
114,1,8,25
115,1,9,13
116,1,4,3
117,1,8,23
118,1,12,21
119,1,10,27
120,1,8,25
121,1,8,16
122,1,9,14
123,1,10,26
124,1,7,15
125,1,5,10
126,1,8,24
127,1,9,15
128,1,9,31
129,1,10,22
130,1,10,19
131,1,10,31
132,1,11,29
133,1,10,38
134,1,10,29
135,1,7,17
136,1,9,40
137,1,7,9
138,1,10,28
139,1,7,12
140,1,9,19
141,1,10,40
142,1,10,24
143,1,7,23
144,1,9,18
145,1,10,17
146,1,6,8
147,1,12,19
148,1,9,22
149,1,8,36
150,1,8,19
151,1,8,15
152,1,6,19
153,1,9,35
154,1,12,17
155,1,10,38
156,1,8,17
157,1,9,17
158,1,9,20
159,1,10,29
160,1,8,29
161,1,10,26
162,1,12,23
163,1,8,23
164,1,8,21
165,1,9,22
166,1,10,30
167,1,8,18
168,1,9,33
169,1,6,10
170,1,8,29
171,1,8,10
172,1,8,11
173,1,8,13
174,1,8,27
175,1,8,22
176,1,10,30
177,1,8,16
178,1,8,12
179,1,8,15
180,1,10,24
181,1,10,28
182,1,8,26
183,1,8,11
184,1,8,28
185,1,8,44
186,1,8,29
187,1,5,13
188,1,9,28
189,1,6,6
190,1,10,28
191,1,8,19
192,1,11,37
193,1,8,9
194,1,10,19
195,1,5,4
196,1,8,22
197,1,10,33
198,1,10,19
199,1,11,39
200,1,8,25
201,1,9,31
202,1,8,30
203,1,10,21
204,1,10,37
205,1,10,28
206,1,10,25
207,1,8,22
208,1,6,14
209,1,6,8
210,1,9,18
211,1,6,13
212,1,7,24
213,1,8,18
214,1,8,15
215,1,10,31
216,1,8,21
217,1,10,36
218,1,8,10
219,1,9,30
220,1,10,30
221,1,6,12
222,1,9,24
223,1,8,30
224,1,8,16
225,1,12,26
226,1,8,16
227,1,9,29
228,1,8,14
229,1,8,13
230,1,9,24
231,1,8,27
232,1,12,33
233,1,7,10
234,1,8,22
235,1,7,24
236,1,6,17
237,1,8,24
238,1,9,27
239,1,9,26
240,1,8,16
241,1,9,16
242,1,9,22
243,1,11,39
244,1,7,27
245,1,7,17
246,1,11,29
247,1,8,18
248,1,9,34
249,1,9,17
250,1,10,16
251,1,9,30
252,1,9,33
253,1,6,22
254,1,10,22
255,1,8,31
256,1,8,13
257,1,8,16
258,1,11,31
259,1,9,22
260,1,7,19
261,1,9,33
262,1,8,21
263,1,10,26
264,1,8,21
265,1,11,16
266,1,11,16
267,1,10,24
268,1,8,17
269,1,9,17
270,1,8,31
271,1,8,22
272,1,10,44
273,1,8,20
274,1,9,23
275,1,11,22
276,1,8,17
277,1,9,14
278,1,8,16
279,1,10,19
280,1,10,24
281,1,7,20
282,1,8,20
283,1,6,17
284,1,8,27
285,1,11,29
286,1,4,3
287,1,12,30
288,1,8,16
289,1,10,15
290,1,11,27
291,1,11,22
292,1,11,20
293,1,8,12
294,1,10,27
295,1,10,26
296,1,10,37
297,1,9,20
298,1,8,25
299,1,8,24
300,1,8,25
301,1,9,30
302,1,10,27
303,1,10,20
304,1,9,36
305,1,10,30
306,1,8,43
307,1,9,22
308,1,6,9
309,1,9,26
310,1,10,17
311,1,9,17
312,1,7,11
314,1,9,26
315,1,10,26
316,1,9,26
317,1,10,29
318,1,8,33
319,1,9,21
320,1,8,18
321,1,12,34
322,1,8,13
323,1,10,29
324,1,8,19
325,1,9,20
326,1,10,36
327,1,6,23
328,1,8,26
329,1,8,16
330,1,11,40
331,1,10,24
332,1,8,11
333,1,9,31
334,1,10,38
335,1,9,11
336,1,11,30
337,1,10,16
338,1,8,14
339,1,11,35
340,1,9,20
341,1,8,7
342,1,9,20
343,1,9,34
345,1,10,28
346,1,12,39
347,1,7,20
348,1,8,20
349,1,8,16
350,1,8,53
351,1,9,28
352,1,7,17
353,1,5,11
354,1,8,7
355,1,6,16
356,1,8,13
357,1,8,19
358,1,7,16
359,1,2,0
360,1,6,9
361,1,10,36
362,1,10,29
363,1,8,10
364,1,11,26
365,1,9,30
366,1,8,31
367,1,8,17
368,1,9,28
369,1,8,19
370,1,10,33
371,1,8,22
372,1,10,17
373,1,8,20
374,1,7,21
375,1,4,7
376,1,8,36
377,1,10,20
378,1,11,31
379,1,9,24
380,1,10,15
381,1,10,27
382,1,7,21
383,1,11,45
384,1,8,21
385,1,11,26
386,1,10,14
387,1,8,20
388,1,7,14
389,1,8,22
390,1,10,17
391,1,12,32
392,1,8,32
393,1,8,34
394,1,7,11
395,1,6,10
396,1,7,23
397,1,10,37
398,1,10,21
399,1,8,17
400,1,8,20
401,1,6,8
402,1,8,23
403,1,8,45
404,1,8,26
405,1,9,42
406,1,8,36
407,1,8,31
408,1,8,10
409,1,8,27
410,1,8,23
411,1,12,25
412,1,10,13
413,1,9,24
414,1,8,35
415,1,7,31
416,1,6,9
417,1,8,17
418,1,12,31
419,1,6,16
420,1,8,12
421,1,6,11
422,1,7,33
423,1,9,25
424,1,9,40
425,1,10,33
426,1,9,33
427,1,11,35
428,1,8,15
429,1,9,24
430,1,8,32
431,1,11,25
432,1,8,16
433,1,11,23
434,1,7,34
435,1,11,31
436,1,8,14
437,1,8,29
438,1,8,27
439,1,10,41
440,1,8,7
441,1,8,26
442,1,10,22
443,1,8,27
444,1,8,12
445,1,8,18
446,1,10,14
447,1,11,34
448,1,9,15
449,1,2,4
450,1,7,23
451,1,8,17
452,1,7,14
453,1,9,30
454,1,8,21
455,1,4,5
456,1,7,31
457,1,10,22
458,1,9,13
459,1,8,15
460,1,8,24
461,1,8,17
462,1,8,13
463,1,8,37
464,1,7,23
465,1,8,30
466,1,9,16
467,1,8,28
468,1,8,9
469,1,9,14
470,1,8,24
471,1,8,26
472,1,12,35
473,1,7,30
474,1,6,6
475,1,9,21
476,1,8,15
477,1,6,14
478,1,8,14
479,1,10,22
480,1,8,29
481,1,10,32
482,1,9,28
483,1,9,31
484,1,7,11
485,1,10,42
486,1,9,37
487,1,8,21
488,1,8,29
489,1,9,24
490,1,8,21
491,1,8,16
492,1,7,26
493,1,8,22
494,1,9,35
495,1,8,18
496,1,9,15
497,1,9,43
498,1,12,26
499,1,9,31
500,1,10,24
501,1,8,27
502,1,7,11
503,1,8,22
504,1,10,30
505,1,10,19
506,1,7,27
507,1,10,51
508,1,9,11
509,1,11,8
510,1,7,16
511,1,8,17
512,1,8,20
513,1,8,25
514,1,8,12
515,1,8,24
516,1,8,34
517,1,8,32
518,1,8,20
519,1,12,30
520,1,6,20
521,1,7,27
522,1,9,24
523,1,10,24
524,1,8,28
525,1,9,20
526,1,7,15
527,1,8,13
528,1,6,12
529,1,7,10
530,1,10,36
531,1,10,26
532,1,8,27
533,1,8,36
534,1,11,50
535,1,8,15
536,1,8,18
537,1,8,18
538,1,8,29
539,1,9,31
540,1,8,20
541,1,8,31
542,1,10,21
543,1,8,28
544,1,8,20
545,1,2,4
546,1,6,7
547,1,8,16
548,1,8,21
549,1,8,30
550,1,10,44
551,1,8,30
552,1,6,4
553,1,8,22
554,1,8,24
555,1,11,27
556,1,10,45
557,1,10,31
558,1,10,30
559,1,12,27
560,1,8,32
561,1,8,27
562,1,10,23
563,1,7,16
564,1,8,34
565,1,9,36
566,1,8,14
567,1,8,16
568,1,8,33
569,1,8,25
570,1,8,30
571,1,9,18
572,1,11,27
573,1,10,33
574,1,8,15
575,1,10,13
576,1,8,30
577,1,6,14
578,1,9,21
579,1,8,17
580,1,8,30
581,1,8,19
582,1,11,25
583,1,9,25
584,1,9,37
585,1,11,45
586,1,8,10
587,1,9,30
588,1,10,32
589,1,5,4
590,1,6,15
591,1,8,30
592,1,8,14
593,1,10,19
594,1,7,5
595,1,8,13
596,1,6,11
597,1,8,18
598,1,8,15
599,1,8,21
600,1,6,17
601,1,8,11
602,1,8,18
603,1,11,41
604,1,9,19
605,1,6,17
606,1,8,33
607,1,9,29
608,1,7,22
609,1,7,17
610,1,7,12
611,1,9,21
612,1,10,20
613,1,8,29
614,1,6,11
615,1,9,27
616,1,8,20
617,1,9,36
618,1,8,22
619,1,11,21
620,1,7,16
621,1,8,17
622,1,8,8
623,1,6,8
624,1,8,8
625,1,11,16
626,1,7,21
627,1,8,15
628,1,11,25
629,1,11,29
630,1,8,37
631,1,6,11
632,1,10,21
633,1,8,20
634,1,5,4
635,1,10,19
636,1,9,22
637,1,8,34
638,1,8,11
639,1,6,17
640,1,7,19
641,1,7,14
642,1,8,43
643,1,10,26
644,1,8,10
645,1,8,22
646,1,9,20
647,1,11,26
648,1,6,9
649,1,8,11
650,1,10,16
651,1,8,17
652,1,9,14
653,1,8,15
654,1,10,22
655,1,7,16
656,1,9,32
657,1,9,12
658,1,8,44
659,1,10,20
660,1,11,22
661,1,8,14
662,1,6,10
663,1,8,16
664,1,9,13
665,1,7,18
666,1,8,29
667,1,9,17
668,1,10,21
669,1,8,21
670,1,8,26
671,1,8,19
672,1,9,27
673,1,6,12
674,1,8,11
675,1,8,27
676,1,8,20
677,1,8,23
678,1,8,41
679,1,8,25
680,1,9,35
681,1,8,13
682,1,11,44
683,1,10,28
684,1,8,26
685,1,8,12
686,1,9,28
687,1,8,22
688,1,9,10
689,1,8,20
690,1,9,21
691,1,6,9
692,1,6,16
693,1,8,15
694,1,8,34
695,1,9,35
696,1,8,6
697,1,8,26
698,1,6,17
699,1,12,27
700,1,8,19
701,1,8,22
702,1,6,5
703,1,8,16
704,1,7,9
705,1,8,26
706,1,10,18
707,1,8,22
708,1,9,23
709,1,10,26
710,1,11,27
711,1,10,17
712,1,9,22
713,1,10,17
714,1,9,18
715,1,8,9
716,1,9,11
717,1,8,26
718,1,10,22
719,1,7,18
720,1,10,34
721,1,9,32
722,1,10,36
723,1,10,36
724,1,8,25
725,1,6,14
726,1,10,26
727,1,6,4
728,1,8,11
729,1,7,16
730,1,10,6
731,1,8,36
732,1,9,26
733,1,8,3
734,1,10,35
735,1,9,26
736,1,10,28
737,1,8,19
738,1,6,11
739,1,9,15
740,1,8,27
741,1,8,22
742,1,10,31
743,1,10,24
744,1,9,15
745,1,9,28
746,1,8,22
747,1,8,14
748,1,8,18
749,1,10,30
750,1,8,28
751,1,8,27
752,1,7,19
753,1,8,16
754,1,9,14
755,1,9,28
756,1,8,19
757,1,9,14
758,1,8,27
759,1,10,26
760,1,9,21
761,1,8,9
762,1,10,18
763,1,8,17
764,1,9,25
765,1,7,15
766,1,8,13
767,1,8,25
768,1,8,20
769,1,10,28
770,1,8,19
771,1,9,34
772,1,10,29
773,1,8,21
774,1,8,30
775,1,7,13
776,1,7,6
777,1,10,31
778,1,9,27
779,1,8,21
780,1,9,29
781,1,10,34
782,1,11,26
783,1,7,18
784,1,10,30
785,1,8,33
786,1,8,19
787,1,8,17
788,1,8,25
789,1,7,8
790,1,9,18
791,1,8,24
792,1,8,23
793,1,11,33
794,1,8,22
795,1,8,20
796,1,8,17
797,1,10,29
798,1,9,34
799,1,8,14
800,1,10,26
801,1,9,22
802,1,8,18
803,1,6,16
804,1,8,14
805,1,9,34
806,1,6,15
807,1,11,31
808,1,7,16
809,1,9,26
810,1,8,25
811,1,8,16
812,1,8,10
813,1,8,29
814,1,8,32
815,1,10,19
816,1,9,19
817,1,12,32
818,1,8,18
819,1,8,24
820,1,5,5
821,1,9,27
822,1,8,10
823,1,8,16
824,1,9,38
825,1,6,22
826,1,10,12
827,1,6,9
828,1,9,41
829,1,8,21
830,1,10,40
831,1,8,16
832,1,2,2
833,1,9,20
834,1,10,26
835,1,10,24
836,1,8,19
837,1,8,19
838,1,5,6
839,1,10,32
840,1,8,15
841,1,7,5
842,1,8,28
843,1,8,26
844,1,8,20
845,1,10,16
846,1,8,22
847,1,12,37
848,1,6,9
849,1,7,15
850,1,10,27
851,1,9,21
852,1,10,34
853,1,9,26
854,1,8,19
855,1,8,23
856,1,10,24
857,1,8,12
858,1,9,23
859,1,12,16
860,1,8,14
861,1,8,13
862,1,8,25
863,1,10,29
864,1,10,31
865,1,8,15
866,1,7,21
867,1,8,20
868,1,12,17
869,1,6,4
870,1,9,33
871,1,10,29
872,1,8,19
873,1,9,25
874,1,12,30
875,1,11,28
876,1,8,13
877,1,11,29
878,1,9,28
879,1,8,22
880,1,10,28
881,1,8,23
882,1,9,31
883,1,9,19
884,1,8,19
885,1,7,35
886,1,11,28
887,1,9,15
888,1,10,31
889,1,8,20
890,1,8,29
891,1,9,30
892,1,10,33
893,1,4,13
894,1,10,25
895,1,10,21
896,1,8,15
897,1,9,32
898,1,8,25
899,1,8,31
900,1,10,15
901,1,8,23
902,1,10,40
903,1,8,18
904,1,8,27
905,1,6,12
906,1,11,34
907,1,9,21
908,1,10,28
909,1,10,29
910,1,8,27
911,1,8,21
912,1,10,42
913,1,10,29
914,1,9,21
915,1,10,29
916,1,11,33
917,1,6,17
918,1,10,26
919,1,11,26
920,1,8,31
921,1,8,15
922,1,8,25
923,1,6,19
924,1,8,22
925,1,7,20
926,1,7,21
927,1,7,15
928,1,10,24
929,1,10,24
930,1,8,15
931,1,8,25
932,1,12,29
933,1,8,22
934,1,8,24
935,1,9,35
936,1,7,8
937,1,11,22
938,1,11,25
939,1,6,8
940,1,8,35
941,1,12,32
942,1,9,42
943,1,9,19
944,1,8,11
945,1,8,24
946,1,8,11
947,1,10,17
948,1,9,17
949,1,8,35
950,1,10,25
951,1,7,31
952,1,8,34
953,1,12,22
954,1,10,19
955,1,8,13
956,1,9,37
957,1,9,14
958,1,8,14
959,1,9,15
960,1,7,15
961,1,8,10
962,1,9,24
963,1,8,21
964,1,11,29
965,1,7,20
966,1,7,20
967,1,11,34
968,1,9,19
969,1,8,28
970,1,11,23
971,1,9,17
972,1,8,40
973,1,6,22
974,1,2,4
975,1,8,14
976,1,8,29
977,1,7,23
978,1,8,16
979,1,10,26
980,1,10,23
981,1,8,34
982,1,8,11
983,1,8,33
984,1,8,27
985,1,9,31
986,1,11,43
987,1,8,26
988,1,8,19
989,1,9,23
990,1,8,31
991,1,6,13
992,1,5,9
993,1,9,23
994,1,9,19
995,1,4,10
996,1,7,12
997,1,10,31
998,1,9,19
999,1,12,35
1000,1,12,18
1001,1,8,19
1002,1,8,35
1003,1,9,24
1004,1,6,11
1005,1,9,24
1006,1,8,23
1007,1,10,20
1008,1,10,21
1009,1,8,18
1010,1,8,17
1011,1,8,36
1012,1,9,23
1013,1,7,17
1014,1,8,26
1015,1,10,29
1016,1,8,11
1017,1,8,13
1018,1,10,22
1019,1,10,15
1020,1,8,17
1021,1,9,29
1022,1,11,33
1023,1,8,25
1024,1,9,27
1025,1,8,14
1026,1,10,17
1027,1,8,30
1028,1,10,26
1029,1,10,15
1030,1,8,13
1031,1,9,28
1032,1,8,23
1033,1,10,15
1034,1,8,29
1035,1,8,10
1036,1,9,33
1037,1,8,25
1038,1,11,17
1039,1,8,31
1040,1,6,13
1041,1,6,23
1042,1,8,26
1043,1,9,22
1044,1,7,25
1045,1,9,25
1046,1,9,17
1047,1,11,26
1048,1,10,46
1049,1,10,33
1050,1,11,24
1051,1,7,15
1052,1,9,19
1053,1,9,26
1054,1,8,17
1055,1,8,18
1056,1,6,9
1057,1,10,45
1058,1,8,31
1059,1,8,21
1060,1,8,16
1061,1,8,37
1062,1,10,23
1063,1,10,19
1064,1,9,17
1065,1,7,17
1066,1,9,25
1067,1,9,22
1068,1,9,38
1069,1,10,29
1070,1,7,10
1071,1,8,13
1072,1,8,16
1073,1,8,25
1074,1,8,33
1075,1,8,20
1076,1,10,29
1077,1,8,24
1078,1,12,16
1079,1,8,22
1080,1,8,16
1081,1,7,18
1082,1,9,22
1083,1,7,22
1084,1,9,18
1085,1,10,20
1086,1,8,35
1087,1,11,24
1088,1,8,15
1089,1,8,23
1090,1,6,23
1091,1,10,34
1092,1,10,21
1093,1,8,21
1094,1,8,24
1095,1,8,14
1096,1,4,5
1097,1,10,21
1098,1,9,20
1099,1,8,29
1100,1,9,16
1101,1,8,5
1102,1,8,19
1103,1,6,8
1104,1,10,41
1105,1,9,14
1106,1,9,15
1107,1,4,5
1108,1,9,11
1109,1,8,12
1110,1,8,16
1111,1,11,26
1112,1,8,18
1113,1,10,36
1114,1,10,29
1115,1,9,21
1116,1,8,22
1117,1,7,30
1118,1,8,26
1119,1,9,23
1120,1,8,20
1121,1,2,3
1122,1,10,20
1123,1,6,19
1124,1,9,21
1125,1,8,18
1126,1,10,39
1127,1,8,22
1128,1,8,25
1129,1,8,15
1130,1,6,7
1132,1,8,19
1133,1,12,39
1134,1,6,11
1135,1,11,30
1136,1,8,20
1137,1,8,22
1138,1,8,14
1139,1,10,18
1140,1,9,16
1141,1,6,27
1142,1,8,27
